label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54
0.03	north1_all	80	50859	16133	9525	5152	3694	3148	1767	1664	2006	1123	798	551	411	297	166	213	188	95	102	99	46	22	19	32	28	13	10	12	12	9	8	5	9	4	4	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0
0.03	north1_active	80	29421	8133	5040	2479	1889	1819	874	920	1266	663	488	338	221	167	78	138	108	47	65	49	29	9	9	13	18	4	8	7	10	4	5	2	2	3	1	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0
0.03	north2_all	80	49726	15925	9426	5104	3546	3106	1770	1629	1895	1075	763	558	401	301	173	214	166	115	101	108	43	26	21	31	28	8	14	13	14	5	7	4	8	4	4	1	1	0	0	0	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0
0.03	north2_active	80	28396	7918	4932	2453	1805	1808	852	912	1193	654	459	338	213	184	85	140	94	55	58	56	31	13	6	16	18	3	8	6	9	1	3	3	2	2	1	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0
0.03	north3_all	80	49620	15790	9346	5059	3624	3088	1808	1593	1958	1053	719	577	385	332	157	219	152	112	105	98	39	28	23	36	27	9	27	12	11	3	8	2	6	2	5	2	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north3_active	80	28368	7779	4850	2415	1878	1756	883	895	1224	622	432	340	226	212	79	150	93	56	61	50	24	14	9	21	16	4	18	7	7	0	3	1	2	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north4_all	80	49245	15556	9401	5242	3692	3118	1795	1618	1889	1073	759	612	413	344	160	243	173	104	116	92	43	31	22	31	19	9	27	13	4	3	6	1	3	2	3	2	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north4_active	80	28024	7741	4855	2550	1894	1735	882	925	1179	617	460	378	240	206	78	169	103	50	73	51	22	18	7	17	9	6	16	9	0	1	2	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	50716	15731	9407	5376	3745	3259	1733	1729	1832	1054	793	621	471	357	153	248	188	90	107	78	53	30	23	25	18	10	29	12	7	4	6	2	5	1	3	1	3	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	north5_active	80	29086	7921	4886	2643	1951	1859	880	1007	1137	601	469	374	285	214	69	163	123	42	73	43	24	17	9	14	10	5	19	8	4	1	1	2	2	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	51724	15896	9740	5470	3833	3324	1734	1781	1841	1076	816	625	442	347	160	259	200	90	92	74	49	28	25	20	20	9	20	14	11	3	5	6	7	0	1	0	2	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0
0.03	north6_active	80	29902	7988	5123	2696	1983	1875	912	1039	1131	605	502	371	270	205	82	180	125	45	59	43	22	14	13	12	11	4	11	7	5	1	1	5	3	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	52098	15942	9777	5430	3827	3247	1738	1742	1876	1093	810	611	457	334	160	243	174	96	93	73	53	31	29	21	21	10	23	14	11	5	3	8	5	0	2	0	2	2	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	30217	8046	5173	2692	1983	1824	903	1009	1139	602	481	349	282	200	85	155	105	48	54	46	28	12	16	14	11	5	14	7	5	1	0	7	3	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	52429	16000	9830	5389	3850	3131	1757	1751	1842	1078	839	613	465	332	179	232	171	98	119	88	49	25	27	19	26	11	20	14	12	5	1	9	6	2	9	0	1	2	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1
0.03	north8_active	80	30542	7976	5187	2662	1995	1757	884	1026	1117	601	534	338	277	192	95	155	98	54	74	55	29	8	17	11	9	4	11	5	5	1	0	8	4	1	8	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1
0.03	north9_all	80	50827	15758	9567	5276	3718	3027	1770	1620	1865	1043	824	590	431	304	190	194	152	90	133	110	55	28	24	21	22	9	20	11	7	6	0	6	3	2	10	0	1	2	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1
0.03	north9_active	80	29234	7776	4991	2615	1911	1668	845	917	1148	595	507	315	240	169	98	125	85	45	81	72	30	10	14	12	7	4	11	7	2	1	0	4	2	1	9	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1
0.03	north10_all	80	48709	15433	9122	5134	3594	2924	1678	1613	1794	1007	786	571	421	261	176	185	163	92	137	95	48	25	20	23	24	18	16	11	8	6	0	6	3	2	9	2	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
0.03	north10_active	80	27612	7560	4645	2451	1863	1620	793	884	1092	559	473	329	223	137	78	117	92	50	83	60	23	13	10	13	9	9	8	7	5	1	0	5	2	1	9	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1
