label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51
0.03	north7_active	80	67808	4095	1892	7198	6612	1930	413	1270	377	1166	363	322	106	136	259	49	125	47	59	18	47	25	14	5	65	17	5	3	0	7	6	0	0	2	0	0	0	3	21	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	80080	14872	8196	9208	7435	2942	1561	1750	898	1324	529	452	269	239	299	106	157	80	77	38	71	35	23	19	56	18	11	7	4	4	4	1	2	2	0	1	2	4	29	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	67946	4087	1962	7368	6328	1877	411	1255	384	1097	298	281	95	138	248	50	117	41	57	18	51	24	11	3	51	16	4	2	0	3	4	1	1	0	0	1	0	3	29	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	80574	14766	8110	9306	7413	2912	1562	1743	873	1251	554	448	259	219	309	105	145	92	77	46	64	36	18	19	47	18	13	7	3	5	3	1	2	3	0	2	2	5	29	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	68466	4097	1962	7474	6328	1845	400	1266	356	1021	332	288	93	129	248	45	113	55	55	16	48	27	5	2	44	16	5	4	0	4	2	1	1	0	0	2	0	3	29	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	80226	14789	8206	9565	7221	2819	1532	1661	856	1378	527	462	256	213	306	118	138	93	73	48	60	44	14	18	44	11	13	8	7	3	2	1	3	6	2	3	1	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	67999	4059	2008	7674	6195	1763	391	1219	349	1164	321	297	88	121	248	45	102	54	54	17	45	34	4	0	41	9	4	5	0	2	1	1	1	4	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	79444	14829	8139	9189	7284	2927	1492	1851	888	1237	571	448	289	246	306	113	167	91	63	43	54	47	26	16	32	14	7	19	4	9	8	3	3	0	1	2	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north11_active	80	67433	4143	1957	7273	6237	1814	373	1361	344	1027	314	294	78	143	255	53	127	52	45	20	42	34	16	3	26	12	3	13	1	6	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north12_all	80	80518	14778	8140	9041	7403	2933	1484	1815	880	1207	556	467	260	248	331	115	146	99	66	45	56	55	27	16	34	11	5	23	5	15	9	2	2	5	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	68556	4141	1883	7145	6341	1819	398	1344	364	989	309	314	76	144	271	53	107	61	46	20	43	32	13	1	26	9	3	19	2	14	4	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	81098	14866	8134	9089	7356	2990	1555	1809	884	1235	561	479	271	247	304	126	140	87	78	47	60	44	31	18	33	12	9	20	4	16	7	6	1	7	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	69062	4168	1879	7195	6301	1855	418	1333	371	1026	322	332	90	146	244	57	105	56	57	23	45	19	15	2	25	8	3	18	2	15	7	1	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	80890	14940	8111	9178	7412	3133	1584	1784	885	1315	549	506	270	225	272	141	122	89	75	38	60	39	27	20	33	12	10	19	5	15	5	6	0	7	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	68817	4169	1910	7269	6412	1948	415	1309	376	1100	303	358	94	125	215	53	85	56	55	19	44	17	9	4	28	7	2	16	3	14	4	1	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	80522	14880	8059	9210	7592	3131	1603	1807	880	1306	552	505	288	213	272	144	154	92	75	36	57	32	27	25	32	14	10	9	5	4	6	7	2	3	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	68468	4159	1898	7301	6571	2001	414	1340	385	1099	314	346	86	115	221	51	120	57	58	14	46	16	8	7	28	6	3	6	3	2	4	1	0	3	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	76564	14760	8040	9103	7260	3082	1584	1782	889	1288	527	510	270	215	292	137	155	86	73	39	53	32	20	22	26	12	9	9	5	4	8	4	3	3	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	64240	3987	1871	7104	6184	1917	381	1294	367	1078	311	326	74	103	248	41	112	48	52	13	42	17	5	7	23	6	4	6	3	1	6	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	72746	14745	8025	8643	6833	2953	1551	1696	916	1157	537	510	246	231	264	118	146	81	66	41	54	28	15	22	21	12	7	7	5	3	8	3	3	4	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	60020	3781	1803	6591	5707	1781	349	1191	353	959	313	305	65	119	224	35	109	44	37	11	46	14	3	5	19	5	2	4	3	1	7	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	69350	14743	8119	8367	6375	2780	1517	1604	924	1041	524	496	234	226	251	113	142	62	74	39	58	22	17	19	20	13	6	7	6	3	6	2	1	4	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	56068	3585	1780	6276	5202	1616	319	1102	328	833	290	261	61	117	205	32	101	33	37	10	47	13	3	5	17	4	1	5	3	1	6	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	67736	14770	8086	8111	6248	2777	1568	1520	920	1045	544	461	223	223	283	115	114	80	67	52	61	23	23	16	21	17	7	6	7	3	6	2	0	2	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	54257	3489	1711	5998	5029	1572	324	1016	331	804	282	251	59	113	233	36	77	40	36	13	47	12	6	3	19	7	1	4	1	1	5	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	68834	14718	8129	8288	6417	2789	1607	1619	917	1093	560	441	252	209	323	127	123	83	70	51	60	25	24	16	25	22	5	6	7	1	5	4	1	0	3	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	55547	3515	1773	6209	5204	1593	353	1093	344	854	291	257	62	99	264	39	88	36	37	18	44	11	9	3	23	10	1	4	1	0	2	0	0	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	37012	32204	13029	4987	3634	2812	2388	1179	808	650	475	837	249	268	161	142	178	257	49	54	39	40	23	22	17	20	18	6	21	8	5	12	0	1	1	2	3	1	0	0	0	0	0	0	0	1	0	0	3	0	1	0
0.03	south21_active	80	12356	27395	9553	1145	1672	1621	1708	283	240	263	161	729	91	162	80	83	141	233	14	32	17	30	5	6	7	9	15	4	21	2	4	10	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
0.03	south22_all	80	36850	32406	13065	4941	3643	2856	2480	1190	845	651	490	799	268	253	160	150	199	225	56	58	36	44	17	20	16	15	24	6	11	7	4	11	2	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0
0.03	south22_active	80	12339	27601	9726	1138	1676	1640	1788	282	254	277	183	691	99	155	72	93	166	204	19	39	19	35	5	3	7	6	21	2	11	3	3	11	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
0.03	south23_all	80	37075	32503	13140	4924	3636	2764	2582	1150	846	682	502	805	268	250	155	155	194	217	62	71	39	39	22	20	18	18	35	15	9	6	4	16	3	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0.03	south23_active	80	12429	27633	9875	1109	1699	1582	1880	293	264	281	170	694	98	156	66	98	161	193	21	54	20	32	8	2	9	11	32	11	8	2	3	16	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0.03	south24_all	80	37112	32517	13129	4897	3676	2838	2548	1136	856	690	501	784	270	257	173	142	206	195	56	68	34	32	18	14	13	13	28	19	10	6	2	7	5	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	12528	27601	9853	1109	1745	1636	1849	273	270	284	169	685	105	157	80	79	173	174	22	51	13	23	7	1	7	9	24	13	8	2	1	6	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	37093	32321	13036	4902	3721	2856	2578	1147	848	703	505	818	284	255	171	156	202	183	46	59	43	38	18	16	9	11	17	16	12	3	2	7	4	2	3	0	2	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	12557	27412	9760	1136	1790	1660	1892	265	269	280	162	700	110	146	85	84	164	158	17	43	14	25	5	1	4	7	15	12	9	1	2	6	1	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	37051	31475	13043	4934	3671	2877	2558	1152	827	695	496	843	285	247	176	150	174	178	54	47	42	42	19	15	11	5	18	14	17	4	2	3	4	2	1	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	12601	26694	9716	1167	1766	1672	1903	269	251	259	168	734	113	142	82	70	134	154	22	30	12	27	4	1	3	2	16	6	13	0	2	1	1	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	37125	31867	12881	4974	3684	2846	2576	1171	859	650	470	882	291	252	171	151	163	176	65	54	39	44	17	13	16	9	12	11	14	3	4	2	4	2	2	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	12547	26981	9490	1184	1763	1674	1922	286	281	244	178	765	115	133	77	82	125	158	23	30	10	25	2	1	7	3	9	3	11	0	4	1	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	36872	30771	12528	5061	3591	2794	2470	1122	834	624	472	836	285	272	177	175	134	209	78	54	38	35	27	12	21	13	12	11	13	3	4	4	2	0	1	0	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	11966	25693	9051	1187	1636	1603	1818	271	268	236	163	728	109	148	72	96	94	185	22	25	14	22	4	2	8	6	8	4	11	0	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	36708	29409	12050	5029	3549	2742	2432	1103	851	624	484	833	256	264	183	170	146	180	76	56	37	31	28	14	21	15	10	10	2	4	4	3	3	0	2	1	1	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	11300	24032	8418	1207	1498	1507	1738	279	248	233	156	719	92	139	75	94	103	152	18	30	15	21	5	3	10	7	6	5	1	2	4	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	36349	27739	11492	5015	3502	2682	2304	1116	828	616	481	728	254	235	176	157	144	161	70	50	40	27	27	10	15	10	9	6	6	6	5	3	1	0	1	1	0	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	10390	22206	7766	1210	1391	1404	1587	247	218	219	149	610	93	112	78	90	101	128	19	24	16	19	7	4	6	4	5	3	4	2	3	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	36617	32881	13465	5066	3573	2752	2511	1172	792	636	511	824	265	235	197	146	224	194	49	55	35	37	16	12	12	9	36	9	7	6	1	2	1	2	1	14	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	12386	27962	10076	1205	1707	1597	1856	287	258	257	175	708	114	141	108	80	167	174	15	39	10	22	4	2	7	4	34	4	4	2	0	2	0	1	1	14	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	36773	32494	13196	5045	3598	2825	2527	1158	785	684	508	796	295	241	185	142	242	225	62	52	33	43	19	12	12	11	23	5	6	2	2	2	1	2	3	15	1	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south32_active	80	12476	27535	9886	1178	1734	1677	1873	288	260	289	187	680	126	151	105	89	196	207	21	34	10	28	4	2	7	6	22	3	3	1	1	2	0	1	1	14	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south33_all	80	36893	32678	13178	5125	3659	2804	2509	1163	826	711	528	788	331	230	177	142	218	242	63	59	32	47	26	12	12	11	19	3	5	2	3	0	1	2	4	2	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south33_active	80	12522	27702	9934	1213	1776	1657	1857	310	274	287	196	693	143	136	100	89	166	215	24	38	9	31	5	2	7	7	18	2	3	2	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south34_all	80	36899	32264	12985	5065	3647	2858	2400	1132	845	734	537	873	317	233	175	149	231	222	71	56	35	50	26	12	16	11	17	5	4	2	4	0	0	3	4	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0
0.03	south34_active	80	12421	27322	9752	1202	1732	1685	1764	286	261	305	210	763	131	133	109	90	177	194	25	36	12	34	6	2	10	8	16	2	3	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south35_all	80	36892	32444	13060	4984	3623	2848	2360	1126	873	708	522	847	289	228	174	153	237	198	66	64	35	39	27	15	22	11	20	6	3	4	2	3	0	3	1	0	0	0	2	2	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south35_active	80	12475	27488	9735	1153	1719	1660	1722	298	267	281	204	738	114	130	106	85	185	168	26	40	13	24	6	2	13	6	19	3	2	1	1	3	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south36_all	80	36637	32321	13009	4967	3605	2903	2357	1126	865	721	507	827	260	242	183	158	232	217	65	51	41	47	20	23	21	11	56	6	3	3	7	3	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south36_active	80	12368	27378	9653	1131	1689	1705	1712	282	256	292	185	715	105	140	101	86	175	192	24	28	22	29	3	4	12	5	53	3	2	0	6	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south37_all	80	36747	32071	12850	4920	3625	2827	2292	1155	863	700	466	774	253	256	182	153	206	197	59	45	45	37	22	21	16	9	58	6	4	5	8	4	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	12290	27171	9585	1161	1733	1657	1657	283	269	266	154	672	98	141	93	84	166	179	16	23	21	23	1	4	7	2	54	2	2	0	6	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	36943	32387	13009	4934	3625	2778	2306	1160	848	705	441	810	273	257	173	153	177	185	61	47	42	31	20	25	12	7	59	8	5	5	8	4	1	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1
0.03	south38_active	80	12306	27386	9723	1198	1756	1619	1672	275	257	272	163	718	107	144	84	92	131	173	18	29	19	21	0	4	4	3	54	4	2	1	7	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
0.03	south39_all	80	36916	31400	12770	4884	3630	2694	2318	1143	848	695	452	721	263	286	165	160	180	173	51	44	33	27	15	19	17	8	48	8	13	7	10	5	3	1	3	1	2	1	0	0	1	2	0	0	0	0	0	0	0	1	0	1
0.03	south39_active	80	12013	26301	9468	1201	1688	1535	1660	268	267	267	159	625	105	152	73	95	139	157	15	26	12	19	0	3	9	4	44	4	8	1	8	3	1	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1
0.03	south40_all	80	36493	30315	12583	4965	3567	2627	2267	1193	846	666	457	750	251	284	151	157	192	173	52	46	28	18	19	15	20	8	13	4	11	7	8	4	4	1	3	1	2	1	0	0	1	2	0	0	0	0	0	0	0	1	0	1
0.03	south40_active	80	11374	25035	9138	1237	1561	1430	1580	280	259	242	178	645	94	147	67	100	152	152	18	31	11	12	2	3	12	4	9	3	7	3	6	3	2	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1
