label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48
0.03	north1_all	80	35205	17868	7929	5041	3480	3365	1495	2383	1158	701	470	358	596	220	243	151	92	145	48	41	47	55	22	30	13	15	13	18	4	3	4	5	7	4	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0
0.03	north1_active	80	6447	9995	1555	1541	1503	2306	305	1959	777	295	238	123	510	99	182	86	52	114	20	8	20	47	10	26	5	8	10	17	2	0	4	1	6	1	0	0	3	0	0	3	0	1	0	0	0	0	0	0	0
0.03	north2_all	80	35089	18430	7864	4981	3606	3556	1554	2470	1204	707	495	369	676	212	296	150	91	157	46	46	40	77	28	22	8	11	9	20	2	5	3	5	2	2	0	1	2	0	0	0	0	1	1	0	0	0	0	1	0
0.03	north2_active	80	6751	10908	1659	1610	1611	2508	325	2059	838	316	274	127	574	97	233	94	55	128	22	14	16	61	13	15	2	5	6	18	1	0	3	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0
0.03	north3_all	80	35125	19045	7886	4952	3659	3696	1570	2503	1192	702	548	385	661	210	367	152	109	175	56	44	37	120	32	60	10	10	9	10	6	5	9	4	5	2	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0
0.03	north3_active	80	7422	11784	1837	1700	1784	2732	361	2084	836	329	325	145	568	110	303	101	64	150	29	15	22	101	14	56	3	3	4	8	5	2	8	1	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
0.03	north4_all	80	35239	19877	7899	5004	3752	3963	1594	2779	1233	700	617	383	624	221	396	138	137	193	66	45	48	123	37	54	12	7	11	11	8	5	12	1	6	0	2	3	1	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north4_active	80	8065	12848	2036	1871	1894	3029	389	2372	902	356	381	162	529	124	343	96	87	172	33	13	36	105	20	50	5	1	6	8	6	2	11	0	5	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north5_all	80	35238	20197	7785	5049	3797	3972	1583	2834	1297	685	631	382	664	241	426	153	155	235	70	39	50	128	39	60	14	12	7	10	16	5	10	2	6	0	5	2	1	0	0	0	0	1	1	0	0	0	0	1	0
0.03	north5_active	80	8478	13281	2056	1927	1941	3113	380	2466	971	357	413	176	586	130	368	94	96	211	37	6	38	113	21	56	7	4	5	7	15	2	9	2	5	0	4	1	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north6_all	80	35318	20285	7781	5080	3794	4140	1570	2903	1352	634	615	400	667	250	409	157	163	204	63	43	52	60	28	39	16	14	18	15	15	3	11	3	4	0	5	2	1	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north6_active	80	8526	13333	2106	1904	1987	3240	356	2512	1041	332	407	189	596	126	353	89	99	176	32	8	39	50	13	33	8	5	17	11	12	1	9	3	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	35071	20295	7919	5056	3755	4000	1572	2740	1361	666	613	392	760	250	413	154	152	193	57	52	53	100	30	45	19	11	18	13	15	4	8	4	5	0	4	5	1	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north7_active	80	8596	13203	2082	1858	1942	3066	344	2404	1032	354	390	197	672	112	356	88	102	174	34	10	38	95	17	35	11	4	16	8	12	2	6	4	3	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	35046	20355	7956	5043	3794	3972	1535	2831	1366	646	629	399	829	253	402	156	156	143	39	52	42	97	25	59	18	8	17	11	27	3	4	6	6	0	1	4	4	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	8624	13297	2122	1853	2013	3051	345	2468	1030	347	389	195	735	114	350	98	105	121	16	17	27	91	13	53	9	3	15	5	23	2	2	4	4	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	35080	20154	7895	5127	3739	3943	1577	2903	1359	676	634	397	749	243	402	156	136	160	47	42	48	99	21	56	17	9	7	11	31	4	3	5	5	0	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	8643	13138	2063	1925	2004	3062	370	2544	999	366	402	192	655	123	358	101	89	138	19	16	24	94	10	49	8	4	4	6	29	1	2	3	4	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	35144	20252	7881	5159	3799	3901	1595	2946	1473	658	638	409	669	223	360	161	139	177	54	36	50	84	17	36	19	7	10	7	45	2	3	4	4	1	2	1	3	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_active	80	8536	13329	2037	1935	1999	3030	358	2584	1124	350	404	191	574	114	315	108	88	154	21	16	27	77	8	33	10	3	8	4	43	0	2	1	4	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	34944	17859	7945	4830	3590	3385	1518	2435	1217	641	571	343	552	213	369	138	107	230	71	44	39	44	18	22	12	13	5	21	7	6	3	1	0	0	16	5	1	1	0	1	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	6451	10175	1620	1422	1611	2315	269	2048	820	288	316	134	461	88	295	76	60	212	25	10	21	39	12	19	5	4	4	19	5	1	2	0	0	0	16	3	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	35176	18582	7935	4896	3717	3405	1545	2600	1238	664	580	351	554	198	331	141	127	190	64	43	47	61	23	26	13	11	9	23	5	5	3	0	2	0	15	9	1	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	7061	11078	1805	1556	1784	2413	279	2248	858	323	324	135	455	78	253	79	88	171	27	13	28	51	16	23	6	5	7	21	4	1	2	0	0	0	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	34949	19549	7923	4962	3746	3546	1582	2701	1314	703	614	387	640	186	382	162	121	212	62	43	56	52	27	47	13	9	23	20	7	3	10	0	2	1	16	7	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	7705	12270	1944	1664	1833	2657	325	2362	937	350	342	159	540	76	306	93	92	192	28	11	37	43	18	43	7	5	21	20	7	0	8	0	0	0	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	35002	20569	7945	5022	3846	3665	1565	2829	1341	705	625	431	717	186	378	164	146	189	58	36	59	52	32	71	13	14	22	12	6	5	10	3	3	2	4	8	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	8263	13342	2080	1799	1952	2831	352	2486	982	356	359	179	630	95	333	104	124	172	31	8	44	46	21	69	7	6	18	12	6	1	9	2	0	0	3	8	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	34796	20939	7964	5013	3790	3749	1580	2907	1288	725	636	433	758	196	404	177	147	208	57	41	52	43	24	69	7	13	22	7	5	7	11	3	5	2	4	4	1	1	0	0	1	0	0	0	3	0	0	0	0
