label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84
0.03	north1_all	80	12164	6140	2472	4807	1241	1335	1108	891	539	394	316	277	413	411	348	217	212	91	82	114	62	100	45	35	47	56	22	15	9	30	27	59	17	15	17	13	11	40	9	8	13	7	4	3	5	14	3	18	4	3	1	2	0	0	3	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north1_active	80	7870	4336	775	4249	311	882	799	625	276	99	116	147	328	344	270	159	168	31	37	71	13	77	18	9	20	34	1	5	4	16	12	52	13	13	16	8	3	39	5	4	10	3	4	2	2	13	3	16	1	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	12144	6225	2471	4664	1225	1307	1107	860	556	401	312	282	425	411	336	237	181	103	91	114	65	105	57	38	70	60	19	21	12	28	23	55	18	13	14	7	10	14	8	7	9	8	7	4	3	14	6	17	6	4	0	2	0	0	3	1	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north2_active	80	7897	4380	778	4101	310	864	804	611	287	91	111	147	333	345	272	177	140	39	42	75	15	83	21	9	39	35	2	7	6	17	12	51	14	9	13	3	2	12	3	3	5	5	5	3	0	13	6	16	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	12213	6174	2463	4646	1199	1289	1112	864	535	403	299	263	396	407	338	229	178	101	90	95	72	110	53	48	74	46	21	25	16	22	26	34	20	22	11	12	6	16	11	3	9	9	7	4	3	11	6	16	3	4	0	2	0	1	1	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north3_active	80	8088	4320	785	4075	329	854	813	614	278	86	109	139	304	355	276	164	134	38	43	65	17	85	22	13	45	30	6	8	10	11	13	30	16	17	10	6	0	14	4	1	4	5	5	3	0	11	6	15	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	12199	6267	2494	4825	1194	1268	1120	883	548	372	316	255	399	431	303	239	168	106	88	91	74	116	54	53	74	53	24	34	20	23	24	28	19	25	12	11	7	13	14	4	5	9	4	3	2	2	6	15	3	2	0	2	1	2	0	1	1	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	8037	4402	808	4255	326	826	831	640	292	83	124	112	310	376	240	184	120	40	44	65	22	93	21	9	48	37	6	12	15	10	15	23	16	20	8	6	1	10	5	1	3	6	2	2	0	2	6	15	0	0	0	2	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	12041	6136	2436	4897	1172	1305	1076	899	533	361	330	258	382	398	290	233	191	86	91	111	73	111	53	54	59	63	26	32	23	24	21	27	18	24	16	14	9	14	13	3	5	7	2	4	2	2	2	6	3	3	0	0	1	2	0	1	1	3	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	8010	4310	788	4360	307	876	790	648	288	87	131	103	288	351	235	174	136	27	45	82	22	88	22	12	41	42	9	14	16	6	13	19	16	18	10	8	2	12	5	1	4	4	2	2	1	2	2	5	2	0	0	0	1	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	12000	6229	2473	4958	1190	1296	1102	908	562	340	338	281	372	387	301	246	202	93	92	130	66	114	53	47	49	68	33	29	20	26	20	37	21	22	37	15	10	18	11	8	4	4	3	3	2	3	0	6	5	2	1	0	1	1	1	1	1	4	1	1	0	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	7886	4409	776	4424	302	867	811	655	305	84	141	104	290	340	247	200	143	33	46	95	23	87	24	15	34	43	6	11	12	8	15	27	16	16	32	8	3	17	4	3	4	2	2	1	1	2	0	5	4	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	11882	6087	2467	4851	1157	1286	1092	883	547	366	310	278	332	384	292	230	201	108	95	139	59	100	50	33	53	87	29	28	20	20	22	35	21	17	45	20	9	18	6	6	3	6	2	5	3	2	0	8	5	3	1	0	1	0	1	0	1	4	1	1	0	2	0	2	1	1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	7734	4260	752	4299	286	865	797	632	296	98	133	103	249	333	232	184	145	37	45	104	20	74	22	13	41	61	6	11	10	6	15	24	15	12	38	12	3	17	3	3	3	4	1	2	1	0	0	7	4	2	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	11843	6039	2477	4660	1190	1232	1091	862	573	370	327	270	339	380	313	244	178	122	103	134	54	108	47	37	47	77	27	21	24	14	25	40	24	12	50	16	3	19	6	8	3	8	5	6	3	5	1	7	3	3	1	0	0	1	1	2	2	2	1	0	0	2	0	2	1	1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	7690	4249	742	4096	294	805	800	615	314	102	140	110	247	321	250	194	128	41	48	105	16	83	20	13	35	60	5	5	13	6	17	33	16	9	44	10	2	19	2	3	2	4	1	2	1	3	1	6	2	2	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	11771	6065	2458	4722	1214	1284	1138	888	559	369	317	285	346	415	311	249	162	128	106	125	58	118	58	40	51	72	22	18	25	22	23	31	27	10	33	15	4	16	7	6	3	9	8	8	3	8	7	4	3	2	0	0	0	3	0	2	2	2	0	0	0	2	0	1	1	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	7559	4246	738	4159	313	847	840	654	305	111	148	115	256	343	243	194	125	48	53	97	14	92	21	13	36	59	5	4	15	7	15	23	20	6	28	11	2	16	1	3	1	6	4	3	0	5	7	4	2	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	11873	6121	2443	4686	1208	1359	1182	894	561	394	334	284	379	416	301	243	169	119	104	107	57	140	54	39	43	51	19	22	24	22	21	40	22	13	32	12	2	11	8	5	4	12	8	8	2	8	8	3	3	4	1	3	1	3	0	4	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north10_active	80	7543	4346	726	4154	309	904	891	657	315	121	140	124	285	344	227	176	135	44	46	87	14	118	21	10	29	36	6	7	15	8	12	36	17	10	27	6	0	11	2	2	2	7	4	4	0	5	7	3	0	4	0	2	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	11070	5659	2401	3914	1211	1193	956	773	529	371	319	264	354	375	274	206	157	94	91	85	60	108	41	38	33	67	22	31	21	26	20	32	18	15	16	12	13	22	8	6	8	6	3	3	6	10	3	9	3	3	4	1	1	1	3	0	1	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north11_active	80	6447	3689	670	3300	304	716	618	513	278	101	89	111	257	278	212	150	110	26	35	55	21	82	18	9	19	54	2	11	12	15	12	27	12	10	12	4	5	21	0	2	6	5	0	2	0	9	2	3	2	2	1	1	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north12_all	80	10613	5196	2441	3523	1238	1104	909	738	506	389	322	253	323	339	256	207	134	104	87	75	57	137	42	43	42	48	29	22	16	26	20	27	12	14	17	9	10	11	6	7	5	4	5	3	7	6	4	2	3	5	4	0	1	2	2	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north12_active	80	5932	3197	625	2896	307	641	551	429	257	95	95	100	232	249	188	130	89	26	29	42	20	110	16	12	23	37	5	5	7	17	11	24	9	8	12	2	4	9	0	0	5	3	0	2	0	5	1	2	2	3	1	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north13_all	80	10868	5424	2443	3924	1263	1152	991	819	499	391	325	253	344	346	324	217	161	114	85	73	60	135	48	37	42	45	28	21	25	25	21	19	11	10	25	8	13	24	6	10	6	4	10	4	7	10	4	3	1	5	3	0	2	2	2	0	1	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
