label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86
0.03	north1_all	80	30079	24057	9571	8655	3854	3248	2219	4756	1503	1104	1010	1680	733	556	1107	1000	428	262	274	165	337	145	136	148	119	79	64	67	45	49	38	65	38	25	20	25	39	15	7	14	13	17	7	13	10	8	4	7	7	5	13	2	1	1	2	2	3	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north1_active	80	7494	18720	4992	6347	759	1661	558	4207	586	316	443	1409	364	197	961	888	292	59	130	49	295	50	72	99	68	19	27	35	10	20	14	58	26	11	8	17	33	6	4	6	11	7	4	9	6	6	0	1	3	3	12	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north2_all	80	30196	23838	9510	8568	3863	3304	2199	4492	1455	1102	995	1605	749	541	1160	1042	442	283	293	173	411	138	133	147	125	79	71	56	49	49	52	65	39	26	26	17	32	16	8	12	15	12	8	8	8	7	7	2	10	5	16	3	1	1	3	11	3	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north2_active	80	7492	18419	4813	6243	785	1664	559	3938	554	329	417	1353	377	194	1008	923	287	67	159	57	362	52	70	99	75	20	26	23	12	13	20	56	24	9	8	11	27	7	2	6	14	6	4	3	5	5	1	1	7	3	15	1	0	0	0	9	3	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north3_all	80	30052	24142	9438	8734	3852	3284	2209	4649	1442	1112	995	1633	741	547	1153	934	436	287	277	166	497	149	156	144	113	88	71	56	53	50	54	88	44	26	28	16	41	17	8	13	19	12	8	12	9	8	7	7	12	3	6	3	1	1	4	10	3	5	3	0	2	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north3_active	80	7394	18707	4769	6356	770	1649	544	4106	555	323	427	1399	368	184	993	825	283	66	157	53	454	52	82	102	70	18	24	24	15	19	27	80	25	7	7	12	36	11	2	9	18	6	4	7	4	6	1	1	9	2	5	1	0	0	0	9	3	2	2	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north4_all	80	30053	24030	9338	8821	3919	3368	2220	4574	1421	1157	1018	1712	757	503	1164	909	437	281	275	175	504	152	181	138	124	85	78	66	58	51	49	75	48	21	27	15	24	17	9	14	27	12	12	17	8	8	6	7	10	3	6	2	1	0	6	10	2	6	3	0	2	0	0	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north4_active	80	7477	18623	4682	6424	788	1682	538	4037	533	331	399	1460	399	174	1011	800	279	66	152	53	453	49	105	100	80	20	21	30	19	24	24	66	27	4	5	9	17	9	2	9	25	7	6	12	3	7	1	2	9	2	5	1	0	0	3	9	2	3	2	0	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north5_all	80	30007	23880	9348	8913	3897	3300	2297	4600	1408	1168	1029	1719	727	529	1106	871	454	269	263	178	477	142	207	172	129	86	79	74	57	58	57	99	43	15	30	17	31	18	9	14	21	10	13	12	10	12	5	7	10	3	2	1	0	0	5	8	2	7	1	0	2	0	0	2	0	0	5	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north5_active	80	7491	18475	4799	6550	770	1641	559	4065	525	326	398	1476	387	191	961	770	294	60	144	46	427	40	119	128	81	19	23	34	19	33	27	89	25	2	9	9	23	11	3	7	19	5	6	9	3	12	1	2	9	1	1	0	0	0	3	7	1	3	1	0	0	0	0	2	0	0	5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
