label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85
0.03	north12_all	80	55520	16491	15931	6739	5094	6118	4227	1972	2670	1278	966	750	671	695	892	873	307	362	246	247	188	176	133	141	91	108	59	67	46	53	70	40	63	35	28	20	17	25	10	26	17	10	11	3	8	3	5	3	2	2	6	4	7	2	5	0	1	10	4	3	0	0	0	8	4	1	1	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	44160	9594	12869	3964	3107	5077	3369	941	2140	621	239	261	198	389	704	730	62	267	53	147	102	90	52	73	31	76	13	30	17	11	62	20	51	15	8	8	8	11	4	23	5	8	10	2	5	1	3	2	0	2	2	0	5	1	2	0	1	10	4	1	0	0	0	8	4	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	55682	16499	15992	6894	4994	6120	3973	1960	2603	1278	951	774	682	699	930	883	314	389	252	220	183	179	142	142	98	116	72	51	46	41	82	40	66	40	31	18	15	24	8	18	11	9	10	5	6	3	9	3	3	5	6	3	7	3	4	3	1	12	5	1	0	0	0	13	4	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	44293	9607	12883	4091	3013	5106	3145	955	2061	634	252	257	198	399	749	745	72	291	52	131	108	93	58	67	33	74	11	30	18	10	72	13	57	14	11	6	7	14	3	15	1	8	9	3	4	0	3	2	1	5	2	1	6	2	1	3	1	11	5	0	0	0	0	13	4	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	55992	16391	15867	6914	5162	6185	3961	1987	2521	1281	915	824	708	677	894	893	326	416	252	213	182	169	137	128	99	88	80	70	57	40	85	34	64	37	35	17	17	17	7	7	11	9	11	5	8	2	9	2	3	7	6	3	12	5	4	4	3	12	2	1	0	0	0	13	0	3	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	44495	9537	12822	4092	3093	5190	3160	968	2000	630	241	270	208	362	706	759	74	306	51	121	103	94	57	57	33	53	18	39	29	6	70	11	56	13	11	6	10	8	4	5	1	5	11	4	4	0	2	1	1	7	2	1	11	1	1	4	3	11	2	0	0	0	0	13	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	55765	16443	15779	6953	5094	6203	4102	1934	2559	1333	921	855	678	653	938	823	303	429	235	223	190	173	126	118	110	97	76	69	62	44	84	37	60	28	26	21	20	8	8	7	8	8	7	5	11	3	9	2	3	6	5	3	9	5	4	9	3	5	2	1	2	1	0	13	4	3	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	44272	9461	12879	4178	3070	5229	3313	952	2004	630	248	287	192	366	761	695	65	318	60	122	111	99	54	57	41	63	18	42	33	8	67	9	52	9	8	6	12	4	3	5	1	4	7	3	6	1	3	1	1	5	2	1	9	1	1	9	3	4	2	0	1	1	0	13	4	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	55482	16599	16143	6876	5095	5952	4212	1983	2664	1373	928	822	637	653	842	839	314	428	210	224	182	172	120	111	104	102	68	75	65	44	69	36	68	26	25	21	18	7	11	20	9	8	3	4	11	5	6	3	1	6	4	4	6	4	1	6	3	4	1	2	2	1	0	1	4	3	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0
0.03	north16_active	80	44154	9573	13238	4080	3041	4987	3414	929	2117	632	259	282	180	392	679	711	67	314	53	130	102	101	52	56	38	67	20	46	32	7	54	11	62	12	7	8	12	0	5	18	1	4	3	3	5	4	2	2	0	4	0	2	6	0	0	6	3	4	1	0	1	1	0	0	4	3	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	54888	16681	16025	6806	5090	6078	4181	1945	2643	1337	956	794	622	667	890	845	326	418	214	233	200	172	116	111	88	137	61	61	76	45	69	40	81	25	25	18	12	7	19	24	11	4	2	1	10	6	6	3	1	2	2	5	5	2	1	5	1	4	0	1	2	1	0	1	4	0	3	0	1	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0
0.03	north17_active	80	43580	9572	13166	4040	3012	5115	3376	932	2081	634	263	286	166	411	739	717	68	304	53	132	114	98	49	53	33	95	24	33	31	10	55	10	75	10	11	8	9	1	5	18	1	3	2	0	4	5	3	1	0	0	0	1	5	0	0	5	1	4	0	0	1	1	0	0	4	0	3	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	54939	16807	16016	6770	4995	5904	4099	1984	2660	1259	942	809	600	633	881	905	326	390	230	212	196	176	121	122	94	148	61	57	72	37	88	33	92	24	23	15	13	7	17	26	11	9	6	2	8	6	6	3	2	1	1	4	5	0	1	0	4	1	0	1	0	0	0	1	4	0	3	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	43721	9656	13074	3982	2935	4942	3260	916	2076	591	242	295	160	382	728	774	65	271	50	109	110	82	52	56	37	106	23	28	30	12	78	11	83	8	9	6	10	2	3	21	0	8	6	2	3	6	4	1	0	0	0	1	5	0	1	0	3	1	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	54973	16798	15777	6932	4937	6007	4112	1961	2636	1221	924	747	593	651	844	898	324	374	245	185	214	163	132	121	97	139	64	74	68	45	126	41	102	26	25	14	16	9	18	35	14	11	10	7	8	5	4	1	2	4	0	3	4	0	1	0	4	1	0	1	1	1	0	1	0	0	3	0	1	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	43726	9681	12843	4097	2966	5029	3265	905	2068	580	246	267	158	361	692	783	66	259	48	91	125	68	53	51	37	97	24	36	27	17	118	17	94	11	7	6	11	3	4	30	0	10	8	5	2	5	3	0	0	1	0	0	4	0	1	0	3	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	55295	16775	15724	6933	4925	5897	4023	1975	2673	1226	879	767	617	650	866	899	304	365	242	202	204	170	138	105	108	139	65	76	54	38	133	46	95	17	25	18	17	9	12	29	14	11	10	8	7	7	4	2	5	5	2	0	11	1	1	0	3	2	1	1	1	1	0	1	3	1	3	1	0	1	0	1	0	0	0	0	7	0	0	0	1	0	0	0	0	0
0.03	north20_active	80	44110	9735	12800	4132	2973	4929	3192	923	2113	601	232	277	174	350	711	775	67	246	57	98	118	77	52	45	39	95	18	37	26	15	125	24	87	8	5	5	10	3	2	27	0	8	8	5	1	4	2	0	1	2	0	0	11	0	1	0	2	2	0	0	0	1	0	0	3	0	3	1	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0
0.03	south21_all	80	32734	13500	8456	6557	7935	3081	2902	2522	1624	1258	1006	1112	655	1355	971	852	487	267	432	375	160	218	337	107	135	121	133	55	94	46	45	106	27	19	30	15	15	31	20	17	19	7	4	6	6	4	5	4	2	4	0	3	0	1	1	1	3	7	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	14469	3295	3064	3534	6618	1019	1718	1652	833	548	451	770	193	1195	819	724	349	96	355	310	36	150	303	31	90	88	104	19	76	24	12	93	10	12	16	7	6	22	15	9	13	1	4	2	3	2	1	2	0	3	0	2	0	0	1	1	3	7	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	32878	13461	8486	6449	8071	3012	2899	2484	1662	1245	1037	1122	676	1342	972	899	535	269	455	351	163	236	359	108	136	108	135	57	85	58	52	103	30	20	28	20	15	32	26	19	16	5	5	10	6	3	6	4	2	1	0	3	1	1	1	0	2	6	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	10	0
0.03	south22_active	80	14620	3341	3037	3537	6754	983	1719	1633	867	533	456	771	189	1167	812	771	403	95	379	288	41	154	324	33	102	81	108	20	67	29	14	93	9	12	23	7	4	23	19	13	11	0	5	6	3	2	1	3	0	1	0	1	0	0	1	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0
0.03	south23_all	80	32783	13516	8452	6391	7972	3025	2932	2589	1631	1174	1052	1110	664	1332	913	891	541	288	461	357	172	234	341	101	128	97	164	67	96	40	49	104	33	25	29	22	10	32	23	30	10	6	6	12	6	3	6	3	2	0	0	3	1	1	0	0	0	1	0	1	0	1	2	0	1	0	0	0	1	0	2	0	1	2	0	0	0	0	0	1	0	0	0	0	10	0
0.03	south23_active	80	14622	3363	3010	3466	6643	998	1737	1740	859	488	467	745	211	1155	769	751	413	108	384	289	43	157	303	34	94	64	138	25	76	16	13	96	12	17	24	10	4	21	19	23	7	2	5	11	4	2	1	3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0
0.03	south24_all	80	32778	13654	8462	6338	7853	2982	2890	2525	1683	1182	1058	1021	650	1256	838	807	561	275	452	314	178	228	302	93	127	98	165	73	87	42	44	100	35	27	29	22	10	30	18	26	9	8	5	14	5	3	3	5	2	2	0	2	1	0	1	0	0	0	0	1	0	1	2	3	0	0	2	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	10	0
0.03	south24_active	80	14340	3367	3003	3473	6512	961	1731	1692	871	488	491	666	204	1063	698	674	422	107	376	246	42	151	270	32	91	61	142	26	66	17	12	94	13	18	24	8	4	19	16	20	6	3	3	13	4	2	0	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0
0.03	south25_all	80	32280	13602	8404	6197	7387	2922	2851	2377	1674	1157	1011	960	624	1239	832	730	536	280	405	311	164	223	265	101	115	114	165	79	97	44	40	64	36	35	30	17	10	19	13	30	7	8	7	9	5	5	0	7	2	3	1	1	1	0	1	0	2	1	1	2	0	0	2	3	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	13490	3162	2877	3197	5987	882	1655	1563	826	468	458	616	187	1053	686	600	391	106	323	242	38	146	230	34	70	79	131	28	78	21	8	54	17	28	19	6	4	12	12	25	4	3	4	8	3	3	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	32112	13501	8309	6216	7283	2908	2739	2299	1633	1203	968	907	635	1197	965	734	527	260	381	327	162	209	265	108	119	109	146	76	91	46	38	79	34	43	30	16	10	12	15	19	10	7	9	10	4	4	1	10	1	5	5	1	2	2	1	0	2	1	1	1	0	0	0	3	0	1	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	12905	3125	2722	3121	5811	842	1564	1478	780	459	440	571	164	1020	806	604	381	87	305	249	35	135	232	30	66	81	106	26	69	28	7	57	12	37	18	4	3	5	12	13	4	3	5	7	2	3	0	1	0	2	4	1	0	0	0	0	0	1	0	1	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	31807	13405	8249	6068	7294	2899	2695	2249	1630	1223	967	913	659	1100	1019	718	547	251	395	327	147	208	269	124	127	106	124	68	102	52	36	64	37	37	33	20	15	9	15	17	11	6	12	12	6	4	4	11	1	4	6	1	2	2	6	0	3	1	1	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south27_active	80	12663	3060	2658	2986	5804	802	1486	1393	772	483	432	578	171	921	853	592	402	84	317	239	35	132	231	43	63	79	82	23	80	30	5	44	15	31	17	6	4	4	10	11	2	2	6	9	2	2	1	1	0	1	4	1	0	0	6	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	32110	13400	8393	6261	7580	2954	2698	2361	1589	1211	982	1048	670	1068	1072	745	547	275	448	309	158	215	296	117	130	104	103	64	105	56	40	73	39	36	37	22	13	18	23	26	18	7	13	16	5	5	4	8	1	7	6	0	4	2	6	0	2	0	1	0	0	0	2	3	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	south28_active	80	13459	3182	2811	3286	6151	879	1545	1492	786	478	457	708	174	897	912	606	414	90	352	219	39	144	255	36	71	80	69	21	81	35	8	55	17	26	22	9	4	13	18	19	9	4	7	12	2	3	1	1	0	2	4	0	3	0	6	0	1	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	32387	13526	8369	6269	7790	2976	2801	2464	1610	1234	1025	1161	658	1094	1030	778	563	279	434	289	166	237	284	114	124	96	98	66	110	61	37	71	46	41	42	24	16	19	19	20	17	9	10	16	5	4	7	4	5	5	7	1	4	3	8	0	1	0	0	0	0	0	2	3	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	south29_active	80	14200	3284	2924	3377	6386	878	1645	1579	823	521	470	797	186	938	878	641	425	101	337	216	40	167	246	39	70	66	71	18	87	34	8	64	21	27	29	9	6	15	13	12	11	5	4	13	3	2	1	1	0	1	6	0	3	2	7	0	1	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	32734	13582	8408	6423	7847	3033	2801	2521	1616	1224	1075	1151	649	1113	1062	838	581	263	440	312	162	230	300	101	122	88	132	67	103	60	38	65	45	41	35	29	18	25	17	21	20	10	8	22	3	6	5	3	5	5	6	1	3	3	4	0	2	0	0	1	1	0	1	3	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	south30_active	80	14659	3368	3042	3518	6483	953	1606	1662	840	533	502	787	192	969	921	699	452	98	336	241	39	172	266	30	71	59	106	16	81	31	10	59	22	27	27	12	6	17	10	12	15	5	4	19	3	3	1	1	0	2	4	0	3	2	2	0	1	0	0	1	1	0	1	2	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	32716	13482	8297	6672	8036	2955	2826	2570	1760	1234	983	1081	629	1365	999	801	564	269	445	281	160	207	456	118	122	87	168	54	65	45	38	70	27	42	45	20	14	31	10	7	11	6	8	8	6	7	6	2	0	3	6	1	3	0	3	4	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	south31_active	80	14383	3423	2991	3547	6733	1010	1626	1743	950	505	455	742	214	1190	855	648	444	96	368	212	36	150	426	43	64	56	144	17	51	27	12	57	17	27	37	10	3	20	6	3	7	1	1	7	5	4	3	1	0	1	6	0	1	0	2	3	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	32449	13464	8302	6550	7663	2972	2811	2555	1701	1220	952	1116	627	1225	1030	807	542	264	433	272	149	204	428	106	116	87	162	47	56	50	33	47	23	31	40	23	15	22	15	10	13	9	6	13	9	10	4	2	0	1	7	2	0	1	3	2	0	3	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	south32_active	80	13651	3265	2877	3447	6267	943	1578	1724	910	487	434	739	194	1067	877	653	414	86	344	202	33	131	396	36	62	57	137	16	43	27	9	39	15	20	31	12	3	12	12	4	8	2	1	12	7	5	2	0	0	0	7	1	0	1	2	1	0	3	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	32143	13463	8334	6407	7256	2999	2680	2403	1626	1188	955	1022	616	1181	1016	753	558	286	372	278	152	202	363	91	127	96	154	44	59	55	27	28	22	31	31	19	15	18	21	9	11	14	7	10	9	11	2	3	3	1	2	5	2	1	5	6	0	3	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	south33_active	80	12870	3101	2680	3236	5696	881	1435	1531	855	456	381	684	176	1022	833	597	416	85	281	194	40	125	322	18	72	64	128	17	45	32	7	21	13	25	23	9	3	8	14	4	3	3	2	9	6	5	1	0	0	0	1	3	1	1	1	5	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	31759	13397	8205	6144	6938	2978	2600	2323	1555	1192	943	983	639	1093	961	693	477	283	337	275	155	202	245	80	129	105	134	51	71	49	32	30	20	33	30	17	15	14	27	6	12	16	8	15	6	8	3	5	6	1	2	6	2	2	5	8	1	5	0	0	0	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south34_active	80	12134	2843	2503	2911	5323	757	1334	1422	761	452	381	625	163	930	771	532	358	76	238	194	39	125	202	18	77	70	115	18	47	22	8	24	9	27	19	8	6	7	15	3	5	3	4	13	3	3	0	1	0	0	1	4	1	1	1	8	0	3	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
