label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75
0.03	north1_all	80	5956	3126	1601	3284	859	1015	495	374	277	389	184	166	158	108	101	96	103	73	49	39	44	80	29	27	15	20	66	39	17	13	11	19	14	9	3	3	4	3	8	2	14	0	1	2	1	2	3	2	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north1_active	80	2219	1612	440	2873	402	748	163	97	155	290	44	64	62	38	27	39	86	46	14	14	8	59	7	8	1	6	62	37	10	7	6	18	10	5	1	1	2	0	7	1	12	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	5912	2979	1624	2854	828	929	502	365	286	372	201	155	147	110	91	84	92	59	47	47	45	54	29	28	13	15	45	32	18	12	6	16	15	9	1	4	4	2	5	2	11	0	1	2	3	3	3	2	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north2_active	80	2079	1443	452	2434	345	656	153	89	145	256	45	55	64	39	32	32	67	33	15	18	11	40	4	7	1	3	40	29	12	6	3	16	11	5	0	2	3	0	5	1	10	0	1	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_all	80	5838	2919	1605	2597	811	842	483	341	293	353	208	166	144	117	96	81	94	74	57	50	43	40	38	24	23	17	49	35	14	14	6	11	12	5	1	4	6	3	6	3	3	1	1	3	3	3	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_active	80	1943	1348	423	2146	316	560	128	87	143	237	48	51	59	35	27	29	64	44	16	18	10	26	7	5	4	3	42	31	8	6	2	10	8	3	1	2	4	0	6	2	1	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	5831	2824	1632	2238	798	792	438	357	284	309	215	162	136	123	89	78	92	68	60	47	41	35	31	28	24	13	58	28	13	13	6	17	10	5	3	5	4	2	3	3	5	1	1	1	5	3	2	1	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_active	80	1754	1186	405	1785	274	479	102	91	126	194	46	41	44	33	23	22	55	44	18	18	8	25	7	4	7	2	50	23	5	6	3	15	5	2	3	3	3	0	3	2	1	0	1	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	5888	2769	1586	2147	796	774	447	361	306	282	208	181	138	126	85	86	85	76	63	40	34	45	32	30	26	15	48	26	11	7	6	16	14	6	4	4	4	2	6	2	4	1	1	1	3	0	2	1	3	0	2	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1743	1156	373	1700	271	447	106	98	128	183	48	50	42	30	21	20	45	49	16	13	4	32	9	3	8	3	40	21	5	4	3	14	10	2	4	2	2	0	3	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	5932	2740	1581	2210	760	782	427	381	314	284	193	180	132	123	87	85	79	64	55	40	36	49	31	31	27	14	38	36	13	5	7	16	15	8	3	4	2	3	6	1	3	1	1	1	3	0	1	4	3	0	1	1	2	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
0.03	north6_active	80	1699	1151	377	1758	266	466	110	97	131	180	41	49	30	28	21	14	45	40	16	9	8	39	9	5	8	3	34	29	7	2	3	14	12	3	3	2	1	1	3	1	0	1	0	0	0	0	0	3	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	6043	2735	1578	2470	739	815	419	369	333	304	172	168	122	125	85	89	87	84	57	33	35	60	32	30	23	21	42	35	10	7	7	10	16	5	4	4	2	4	5	1	3	2	1	1	1	1	0	9	2	0	0	1	2	0	0	0	1	0	1	3	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
0.03	north7_active	80	1871	1193	384	2035	287	519	110	82	145	188	36	47	34	34	24	20	54	57	17	7	8	48	10	3	9	6	38	31	6	3	2	9	13	1	2	1	1	2	2	1	0	1	0	0	0	1	0	8	1	0	0	1	0	0	0	0	1	0	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	6050	2840	1564	2751	799	889	426	365	337	319	178	157	147	118	89	87	93	91	57	38	39	51	33	29	28	19	42	49	9	8	9	21	12	6	8	4	3	3	3	1	3	4	1	2	1	4	0	8	3	0	0	1	0	0	0	1	1	0	1	3	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
0.03	north8_active	80	2022	1292	377	2340	323	614	122	70	156	209	34	48	51	36	25	28	66	65	17	8	8	46	8	5	17	7	38	45	7	1	4	17	9	1	6	1	2	2	3	1	2	3	0	0	0	4	0	8	2	0	0	1	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north9_all	80	6071	2902	1598	3120	822	1035	410	340	338	370	173	170	144	117	84	87	103	105	47	37	32	58	23	32	31	17	53	45	5	6	8	16	16	7	8	4	1	1	4	1	2	3	1	3	1	5	0	5	1	1	1	1	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north9_active	80	2217	1437	394	2743	356	756	114	68	173	257	34	60	55	35	26	33	82	75	14	12	8	54	5	5	20	8	50	40	3	1	4	12	12	0	6	0	1	1	3	1	2	2	0	1	1	5	0	5	1	0	1	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_all	80	6004	2924	1573	3255	809	1076	431	336	344	381	187	167	157	118	84	70	111	114	45	41	38	60	24	29	34	13	50	44	8	7	10	20	19	7	7	3	5	1	7	1	6	3	3	5	1	5	0	0	1	1	1	0	0	1	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_active	80	2305	1486	389	2892	361	824	138	66	179	287	36	61	74	39	19	28	94	77	13	14	7	51	5	5	21	9	45	41	4	3	6	16	15	0	6	0	4	1	6	1	6	2	1	3	1	5	0	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_all	80	5905	2804	1650	2287	837	818	451	389	317	310	186	161	135	113	102	74	123	66	44	49	52	59	21	25	16	20	45	31	19	11	7	18	10	5	9	3	3	4	7	2	6	2	2	4	1	1	1	4	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_active	80	1845	1176	378	1854	332	542	115	91	132	211	39	37	51	27	37	26	86	43	13	15	9	46	4	4	6	11	38	28	9	3	1	15	5	1	5	2	1	1	5	1	5	1	2	2	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
