label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76
0.03	north1_all	80	6526	4994	1323	942	998	937	590	370	271	398	410	145	201	119	91	50	86	67	52	109	27	28	20	23	40	18	7	15	13	16	7	17	4	6	5	9	3	3	7	7	2	4	1	1	1	1	2	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
0.03	north1_active	80	3628	3164	647	411	577	577	334	178	138	254	261	67	125	57	51	22	56	32	35	74	13	14	10	11	29	15	2	9	5	9	3	12	1	3	1	7	1	2	7	5	1	2	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north2_all	80	6087	4322	1405	932	953	879	526	340	271	348	381	141	178	110	74	61	83	51	50	98	33	26	20	22	34	18	11	13	13	9	6	12	6	7	3	8	3	4	6	6	1	2	0	1	0	1	3	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north2_active	80	3262	2682	688	400	520	544	303	158	128	218	241	62	101	54	38	31	56	21	31	64	17	12	11	12	25	13	4	9	6	4	1	5	1	3	0	7	1	2	5	3	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	5896	3931	1413	903	922	866	509	320	269	325	291	133	190	102	69	64	95	53	44	71	35	25	27	16	36	13	13	10	10	10	6	15	6	13	6	3	2	3	6	6	2	4	1	3	2	1	3	2	0	0	0	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0
0.03	north3_active	80	3059	2389	707	392	481	515	292	145	122	200	159	68	110	50	35	35	59	18	26	42	15	13	12	9	31	6	5	5	4	6	0	5	1	5	1	2	0	1	4	3	2	2	0	0	2	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north4_all	80	6289	4427	1336	899	973	1014	574	342	271	389	351	150	211	94	81	66	90	49	47	97	37	25	22	20	37	15	16	17	6	19	5	22	8	12	6	4	1	3	2	5	3	3	1	3	2	0	3	3	0	0	0	1	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0
0.03	north4_active	80	3377	2757	633	402	534	623	324	163	127	232	217	82	130	48	43	34	53	19	24	62	18	10	11	10	31	7	6	7	3	14	0	8	2	4	2	3	0	1	0	2	2	2	0	0	2	0	1	2	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north5_all	80	6789	5141	1278	927	1076	1103	652	358	264	428	452	156	216	96	103	69	86	59	52	95	37	29	24	24	40	15	15	18	8	18	9	23	6	14	6	5	6	1	2	7	3	4	1	2	2	2	2	3	0	0	1	1	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
0.03	north5_active	80	3789	3361	588	444	609	680	370	173	131	266	297	78	137	50	55	34	45	28	31	69	14	12	8	16	34	6	7	8	4	15	3	10	1	4	4	4	5	0	1	4	2	3	0	0	2	1	1	2	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
