label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81
0.03	north1_all	80	20571	3829	2463	2378	1264	1855	693	527	442	565	277	251	212	430	141	140	137	93	71	102	116	45	35	29	39	43	26	33	24	17	17	10	10	8	15	3	4	6	10	6	8	0	6	3	6	2	2	6	4	1	1	0	1	2	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	north1_active	80	17542	1259	1070	1673	586	1539	205	224	204	444	88	143	85	378	72	71	96	28	22	75	96	26	11	16	23	33	12	23	18	7	6	7	6	3	13	1	2	5	5	3	7	0	4	0	3	1	1	4	0	0	1	0	1	2	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	20440	3850	2411	2379	1238	1840	685	509	434	551	269	258	214	411	140	137	132	90	81	117	91	45	35	24	35	31	30	38	24	17	20	12	7	7	14	4	3	5	7	7	9	0	5	4	6	2	2	4	3	1	1	0	1	4	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north2_active	80	17414	1274	1008	1681	554	1518	196	212	199	440	85	146	90	359	73	68	92	34	34	88	73	30	7	13	18	24	13	24	14	9	6	6	3	4	12	1	1	4	3	2	8	0	3	0	3	1	0	2	0	0	1	0	1	4	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_all	80	19658	3841	2404	2399	1228	1792	702	507	443	554	268	239	183	390	141	130	124	86	79	110	99	41	40	22	38	39	30	35	20	13	19	12	6	4	15	4	5	7	5	6	6	1	5	5	2	2	1	6	4	1	0	1	2	3	2	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
0.03	north3_active	80	16623	1223	977	1672	540	1457	198	209	206	433	78	125	72	340	68	63	82	32	34	84	82	24	10	12	19	32	13	20	10	5	8	5	1	3	11	2	2	7	3	1	4	0	3	1	1	0	0	5	0	0	0	1	1	3	2	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_all	80	18451	3834	2396	2269	1230	1697	677	531	452	543	296	255	182	380	122	134	127	77	75	110	91	47	44	21	33	33	31	33	25	9	17	14	7	5	10	4	7	5	4	4	8	3	3	7	1	2	1	5	2	2	0	2	1	3	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north4_active	80	15284	1158	939	1516	524	1339	173	219	203	407	85	121	79	326	55	61	80	28	34	85	78	23	13	13	15	23	12	19	14	2	10	6	3	4	5	2	2	5	3	1	5	0	1	1	1	0	0	5	0	1	0	1	0	3	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_all	80	17105	3841	2435	2153	1233	1653	660	514	423	518	329	256	186	343	111	116	112	75	68	96	96	54	36	28	38	39	25	28	22	12	9	13	11	7	10	4	7	5	2	3	9	4	2	4	2	1	0	5	2	3	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	13781	1108	897	1398	510	1283	158	197	188	365	88	114	77	287	53	48	72	24	23	68	81	21	12	14	17	26	11	13	15	2	8	5	3	5	4	2	2	5	2	1	4	0	1	1	1	0	0	5	0	2	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	15809	3746	2375	1999	1256	1500	685	520	432	504	331	242	186	300	117	140	99	82	66	95	109	58	41	36	31	29	26	21	21	10	16	8	9	10	14	4	6	7	2	2	6	3	1	3	1	0	6	5	0	3	0	1	2	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
