label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72
0.03	north1_all	80	5247	2270	2489	1288	587	438	470	240	239	156	300	112	105	77	92	94	65	69	42	65	27	27	49	48	20	15	25	11	13	11	4	4	6	6	2	8	3	1	5	2	0	1	3	0	3	2	1	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2755	1167	1563	719	286	188	274	110	146	72	193	43	54	31	51	56	35	41	21	49	12	18	34	33	8	5	12	9	6	6	2	2	3	2	2	6	2	1	1	1	0	1	1	0	2	1	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	5532	2265	2790	1370	597	442	470	238	269	162	304	103	106	86	88	100	69	68	36	83	27	35	58	44	21	12	22	10	10	15	2	6	14	5	3	6	4	4	7	2	1	0	4	1	3	2	0	1	0	0	0	1	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	2979	1201	1821	769	291	191	272	104	162	75	202	44	56	37	51	54	41	39	19	63	17	19	37	28	13	3	14	10	4	7	1	4	5	3	2	4	2	2	3	1	0	0	2	1	2	1	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	5593	2297	3011	1471	593	415	504	241	282	172	314	97	105	87	100	114	78	58	37	86	31	41	53	54	35	10	18	7	14	11	9	12	13	5	3	5	3	6	5	1	2	0	3	2	2	6	0	1	0	1	1	0	2	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	3051	1177	1984	864	299	178	299	114	154	72	205	46	49	46	56	57	52	33	19	67	20	20	34	34	28	2	11	4	4	3	7	11	4	2	2	3	2	3	3	0	0	0	2	1	1	5	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	5666	2285	3228	1524	628	423	529	271	309	191	351	102	107	89	108	125	87	69	34	84	30	46	42	54	36	9	18	9	14	10	10	17	16	6	5	2	3	6	4	0	2	2	2	2	1	6	0	1	0	1	2	0	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	3178	1183	2152	930	324	200	318	132	168	79	247	56	48	49	57	65	53	45	17	63	15	21	26	35	30	2	11	4	4	3	8	16	8	3	4	1	2	3	2	0	0	2	2	1	1	4	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	5564	2294	3269	1549	612	398	564	264	324	190	359	98	113	82	136	124	85	75	39	82	30	46	46	58	38	17	21	12	13	5	10	23	13	4	6	5	3	6	2	0	2	2	2	1	1	8	0	1	2	1	2	1	0	2	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
0.03	north5_active	80	3110	1213	2146	957	310	198	318	138	170	82	241	53	49	47	76	65	46	48	16	55	15	22	27	39	30	6	10	7	4	1	8	19	5	3	4	4	3	2	1	0	0	2	2	0	1	4	0	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north6_all	80	5568	2309	3169	1559	633	430	576	262	282	214	359	103	113	77	139	119	78	66	29	73	27	41	40	61	34	20	27	10	10	11	8	23	13	5	7	10	3	4	0	0	2	2	2	2	2	7	0	1	3	0	2	1	3	2	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
0.03	north6_active	80	3085	1253	2067	954	309	220	328	130	158	101	236	55	52	45	80	71	41	42	11	46	11	27	20	43	23	8	17	5	5	5	5	16	6	5	4	9	3	1	0	0	2	2	2	0	1	3	0	1	1	0	1	0	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north7_all	80	5572	2394	3174	1577	609	457	587	276	296	194	370	109	103	79	131	124	69	79	32	79	23	36	52	57	35	20	21	11	16	14	8	16	14	4	6	24	2	2	0	0	4	2	2	1	2	3	0	0	3	1	1	2	3	2	2	1	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	2
0.03	north7_active	80	3087	1314	2004	977	281	217	340	141	173	99	245	52	47	41	83	87	32	47	15	42	9	24	23	40	23	8	14	7	10	7	2	8	9	4	3	22	2	0	0	0	2	2	2	0	1	0	0	0	1	1	1	0	3	2	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2
0.03	north8_all	80	5547	2400	3153	1535	589	472	548	282	268	194	343	108	97	82	129	128	66	76	36	78	25	31	72	51	25	15	23	8	19	19	7	13	10	4	4	27	1	3	1	0	5	0	1	1	4	3	0	0	1	1	1	1	3	1	0	1	0	0	0	2	0	0	0	6	0	0	0	0	0	0	1	0	0
0.03	north8_active	80	3089	1309	1988	951	283	238	331	144	151	95	230	51	36	40	87	95	33	45	15	41	13	17	41	32	15	4	13	5	11	9	1	5	7	3	2	25	1	0	0	0	2	0	1	0	2	0	0	0	0	1	1	0	3	0	0	1	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	5580	2397	3276	1536	585	466	583	293	279	179	324	105	99	74	123	122	58	71	30	85	20	27	86	63	20	11	22	11	22	14	10	15	10	3	3	24	0	2	1	1	4	0	1	0	2	2	0	0	0	1	0	1	0	1	0	1	0	0	0	3	0	0	0	6	0	0	0	0	1	0	1	0	0
0.03	north9_active	80	3085	1289	2070	961	286	225	360	154	154	84	225	51	38	36	83	88	29	37	14	44	13	14	57	40	10	3	15	8	14	6	3	7	6	0	1	22	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	5572	2323	3235	1571	589	473	577	285	272	175	327	108	102	71	106	104	61	75	32	86	24	35	83	61	18	9	23	12	14	14	8	15	11	5	2	19	0	4	2	1	5	1	2	0	2	3	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	1	0	0
0.03	north10_active	80	3092	1239	2085	966	293	238	350	140	147	83	225	56	43	29	71	66	36	42	16	43	13	20	50	47	6	3	14	7	8	5	4	10	6	1	0	18	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	5216	2189	2740	1379	540	405	531	266	304	157	320	100	83	72	97	145	68	76	53	60	34	43	66	41	21	15	23	8	10	11	16	18	18	2	2	7	1	2	1	0	2	1	1	0	0	6	1	1	0	0	3	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2790	1172	1780	862	274	192	310	115	167	72	176	43	36	40	56	83	42	47	27	43	11	26	36	28	13	8	14	3	7	6	9	15	15	1	0	5	1	1	1	0	0	0	1	0	0	3	1	1	0	0	3	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	5445	2259	2935	1430	552	443	555	264	332	174	320	110	83	71	95	139	71	70	50	45	29	41	63	52	27	15	28	9	7	13	14	13	29	4	3	2	1	2	4	2	2	0	0	0	0	4	1	0	0	0	3	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2912	1213	1928	891	293	230	337	120	196	82	173	45	43	36	67	90	37	42	27	31	12	23	35	39	15	7	14	5	5	9	10	12	22	2	1	2	1	1	1	1	0	0	0	0	0	1	1	0	0	0	3	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5523	2342	3107	1548	595	478	591	264	308	187	351	115	78	78	111	123	76	69	46	54	21	41	59	45	44	16	22	12	10	12	8	11	33	6	3	3	2	5	4	2	1	1	2	1	0	2	1	0	0	0	4	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	3036	1256	2055	944	306	239	346	124	177	97	206	45	36	42	79	75	41	43	24	38	8	21	36	30	26	6	11	8	7	9	5	11	28	2	1	3	1	4	1	1	0	1	2	1	0	1	1	0	0	0	4	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	5578	2372	3336	1576	598	487	550	245	280	205	346	113	87	87	110	126	70	66	45	61	18	41	43	50	43	13	25	11	10	10	12	7	33	5	2	4	4	5	4	2	1	1	2	1	0	2	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	3080	1271	2165	956	306	238	306	117	170	108	230	48	35	44	73	63	37	43	27	42	9	24	32	34	21	5	15	7	5	8	7	4	26	1	1	4	2	3	1	1	0	1	2	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	5638	2380	3391	1521	621	475	565	239	267	200	331	103	101	90	108	119	73	70	44	80	22	48	48	46	53	14	10	11	8	9	10	8	25	5	1	5	3	6	1	1	1	1	2	2	0	2	0	1	0	0	3	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	3107	1254	2272	901	334	211	292	113	150	100	216	50	45	44	63	58	44	44	24	58	13	30	29	30	29	6	7	7	3	6	4	3	22	1	1	4	1	3	1	0	0	1	2	1	0	0	0	0	0	0	3	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	5597	2362	3432	1513	595	458	554	244	287	183	348	101	108	90	101	117	69	59	36	87	20	46	55	48	43	14	7	7	5	8	11	8	20	2	2	8	3	5	2	4	1	1	1	2	0	2	0	1	1	0	2	1	0	0	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	3076	1252	2269	929	312	213	277	117	150	83	234	53	49	45	56	57	40	33	20	59	13	31	36	32	26	6	7	2	1	6	4	3	15	1	1	7	1	2	2	2	0	1	1	0	0	0	0	0	1	0	2	1	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	5608	2417	3498	1480	612	455	552	243	277	186	352	114	108	84	97	100	52	66	34	86	24	46	65	42	44	12	10	10	11	10	7	9	10	2	4	5	2	3	2	4	4	0	1	4	0	4	0	2	2	0	2	1	0	0	3	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	3033	1251	2306	903	314	221	289	112	146	80	235	60	48	37	55	58	33	39	18	59	12	26	42	34	29	5	7	4	6	8	1	4	5	1	2	4	1	1	2	2	0	0	1	1	0	2	0	1	1	0	2	0	0	0	3	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	5579	2419	3432	1545	611	457	544	246	301	179	368	126	117	87	103	99	44	64	30	91	25	29	66	51	42	13	13	16	14	8	7	14	16	2	7	8	4	4	1	3	4	0	1	5	0	3	0	1	2	2	1	1	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north18_active	80	3008	1300	2268	980	314	230	299	105	160	75	255	62	57	42	62	56	28	41	13	63	14	14	45	35	31	6	8	8	8	4	2	9	13	1	3	6	2	2	1	2	0	0	1	2	0	2	0	1	1	2	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	5586	2386	3370	1576	618	451	496	234	315	174	374	132	99	82	104	98	51	73	30	87	29	31	60	40	27	16	21	19	15	14	4	12	16	4	6	17	5	3	2	1	5	0	1	4	0	4	0	3	1	2	0	1	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0
