label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112
0.03	south26_active	80	12755	12448	10423	4945	3890	1694	2100	2473	1265	531	453	403	614	687	274	270	279	350	227	430	148	339	287	79	79	203	150	87	65	43	39	72	37	31	32	22	31	39	15	19	13	19	24	23	11	19	20	13	10	8	27	6	4	4	3	9	2	2	3	0	0	0	6	6	0	3	1	6	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	26107	20154	16836	8119	6447	3253	3584	3869	2188	1098	985	907	1101	1115	562	541	472	667	414	630	315	510	453	160	163	287	248	156	111	106	93	115	65	59	55	72	57	64	48	43	43	48	39	41	19	24	34	18	9	13	26	12	10	11	7	16	5	4	6	1	5	3	7	7	1	3	2	6	2	0	4	0	0	0	1	2	1	2	1	1	2	1	0	1	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	12797	12275	10843	4844	3906	1699	2129	2390	1292	501	455	393	619	677	266	274	246	390	215	440	158	320	301	81	84	165	155	103	70	54	49	68	34	33	20	33	32	37	19	24	26	30	21	24	8	14	22	8	4	11	24	6	3	4	4	9	2	2	5	0	0	0	5	6	0	3	1	4	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	26009	19767	16512	7888	6400	3222	3590	3768	2214	1162	986	933	1051	1102	522	512	482	660	378	626	317	520	444	171	163	276	241	143	123	106	102	96	61	69	43	82	69	61	50	42	47	39	33	29	20	23	30	22	18	15	22	18	10	10	9	18	11	4	8	2	1	1	7	8	2	1	2	8	5	9	3	0	1	2	1	2	1	1	2	0	0	1	0	2	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0
0.03	south28_active	80	12685	11969	10529	4566	3800	1684	2109	2323	1276	516	460	402	577	666	234	258	267	396	186	406	156	318	304	76	89	169	150	90	72	56	49	57	29	36	14	43	40	38	20	23	31	25	18	16	7	16	14	11	6	11	20	7	2	4	5	6	6	2	4	1	0	0	5	7	0	1	2	4	1	6	3	0	1	2	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0
0.03	south29_all	80	25655	19208	15674	7723	6106	3222	3502	3727	2111	1180	997	882	1023	1110	528	517	504	647	394	627	310	503	453	171	162	255	245	146	142	100	117	107	66	65	45	74	63	54	37	55	51	40	27	37	23	21	22	15	18	19	14	16	8	9	9	19	14	5	7	2	3	1	5	6	4	1	2	8	8	9	2	0	1	2	1	0	2	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0
0.03	south29_active	80	12379	11478	9979	4426	3610	1680	2063	2303	1234	494	454	385	585	644	231	259	272	374	196	391	155	302	294	77	87	164	147	85	78	48	56	66	30	29	17	39	31	38	14	37	37	22	13	28	10	15	10	6	5	13	3	5	3	6	5	7	6	1	4	1	1	0	3	4	2	1	1	4	4	6	2	0	1	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0
0.03	south30_all	80	25274	18618	15034	7635	6009	3199	3279	3526	1982	1176	1015	845	953	1106	510	513	492	609	360	586	302	453	451	176	161	253	238	116	144	81	113	96	60	70	47	80	58	48	38	50	44	52	26	43	21	23	20	25	24	18	14	22	9	7	11	20	17	5	7	3	4	4	1	5	5	2	2	7	8	9	3	0	2	3	0	0	2	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0
0.03	south30_active	80	12066	11096	9464	4334	3552	1629	1897	2174	1130	505	443	381	534	629	219	264	256	342	188	375	143	276	292	78	76	173	158	59	78	37	54	60	32	34	20	45	28	32	13	32	35	27	13	33	7	15	5	11	8	9	2	5	2	6	7	8	7	2	2	1	2	2	1	3	3	1	1	5	5	6	3	0	2	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0
0.03	south31_all	80	25888	20291	16156	8264	6337	3372	3515	3855	2125	1273	995	854	1094	1162	576	577	476	668	403	541	310	535	367	173	164	379	243	141	154	90	112	116	73	56	46	71	51	73	41	40	58	44	26	49	17	16	33	22	14	13	20	22	11	9	10	9	7	6	6	2	9	3	4	10	1	8	2	6	1	1	0	2	3	1	0	4	2	0	0	2	4	1	2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	12740	12343	10253	4859	3803	1775	2071	2358	1252	570	462	396	625	714	257	294	231	391	193	336	146	370	214	84	75	238	156	76	88	47	67	63	37	22	14	39	21	34	25	23	31	26	11	18	8	7	22	14	8	5	12	8	9	4	5	1	4	2	4	1	3	2	3	1	1	7	0	6	0	0	0	2	2	0	0	4	1	0	0	2	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	26006	20462	16362	8100	6465	3316	3576	3803	2092	1237	1024	859	1056	1103	540	535	454	648	397	557	290	507	410	183	153	369	240	143	138	114	100	98	67	58	50	73	50	67	41	48	67	47	20	54	16	13	19	23	18	17	27	23	7	7	11	14	3	5	8	3	8	3	4	11	0	0	2	7	2	1	0	3	4	1	0	2	1	2	0	0	0	1	2	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	12823	12503	10457	4806	3875	1746	2088	2390	1254	536	489	391	584	692	241	276	202	357	183	327	140	333	245	87	69	263	148	79	85	51	55	56	32	24	15	48	22	35	24	30	37	28	7	18	7	6	9	14	11	9	17	9	6	4	7	8	2	1	5	2	4	3	2	1	0	0	0	6	1	1	0	2	2	0	0	2	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	26070	20622	16497	8326	6352	3390	3670	3818	2057	1218	1036	877	1056	1118	570	523	479	600	391	553	277	537	407	161	149	327	266	144	121	128	97	91	53	63	44	78	48	74	45	51	56	61	23	53	18	15	18	22	22	16	22	18	4	7	13	15	8	5	6	5	7	4	3	2	1	0	2	7	3	1	1	4	4	1	1	0	3	2	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	12947	12426	10667	5030	3830	1799	2119	2400	1229	537	471	415	600	724	258	268	229	330	186	324	141	353	269	82	71	210	150	85	73	58	51	53	24	31	17	62	25	28	25	34	32	41	10	21	6	7	7	13	8	11	13	8	3	3	10	11	6	1	4	3	4	3	1	1	1	0	0	6	1	1	1	3	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	26005	20513	16618	8294	6421	3337	3707	3953	2051	1189	1043	870	1059	1109	538	509	460	603	398	570	251	546	407	159	159	294	251	158	112	126	103	91	59	67	45	80	54	71	41	40	57	71	19	61	16	20	22	19	22	20	18	17	4	6	11	28	10	5	4	8	6	4	10	2	1	1	1	7	2	3	4	3	2	0	2	0	2	10	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	12913	12287	10689	5036	3868	1772	2126	2476	1194	520	464	408	620	690	238	268	224	363	201	356	115	349	272	75	85	194	138	89	64	62	57	47	28	35	19	62	27	30	24	26	29	44	9	30	5	13	12	9	9	15	13	9	3	2	7	25	9	1	1	5	3	1	8	1	1	0	0	4	1	1	2	2	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	25984	20405	16660	8286	6422	3264	3600	3983	2061	1170	1047	888	1097	1170	529	521	474	604	407	591	264	517	420	159	155	299	230	164	120	111	109	93	68	78	41	92	49	84	46	41	66	58	22	62	18	33	25	28	23	22	14	10	6	9	11	29	12	5	6	7	4	5	10	2	2	3	1	5	2	4	4	3	1	1	2	0	3	8	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	12841	12055	10714	4972	3783	1747	2096	2434	1159	509	457	420	629	727	252	271	237	363	230	368	118	324	258	74	82	194	114	92	70	62	64	50	31	46	19	71	25	32	29	25	32	39	14	43	9	22	13	9	8	14	11	8	5	4	6	25	9	2	1	4	1	1	7	1	2	0	0	2	1	2	2	2	1	1	1	0	1	8	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	26159	20348	16596	8182	6498	3247	3680	4049	2135	1188	1058	873	1059	1208	500	536	475	635	448	596	276	508	414	144	168	327	210	165	127	87	107	109	82	78	44	80	53	71	42	37	60	42	23	51	23	37	25	26	27	24	14	10	13	11	9	22	11	7	6	5	5	3	9	3	1	5	1	6	5	3	3	0	1	1	1	0	2	8	0	0	3	1	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	12823	12176	10630	4840	3841	1732	2178	2530	1220	534	469	412	593	767	246	275	240	376	257	379	134	326	259	65	92	225	102	96	71	51	59	59	37	40	21	51	30	32	24	22	29	23	11	43	9	23	14	8	11	16	10	8	9	4	4	16	9	2	1	4	1	0	7	1	1	2	0	2	3	1	1	0	1	1	1	0	1	8	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	26361	20363	16484	8056	6610	3326	3605	4047	2132	1182	1062	885	1077	1210	486	545	487	645	434	630	299	457	460	164	150	322	204	170	132	90	105	118	86	72	42	100	61	66	50	29	53	38	23	38	26	29	23	25	21	22	14	6	13	9	6	23	9	7	5	2	6	2	5	13	3	5	3	6	5	7	2	0	2	1	1	0	1	2	1	1	3	1	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	12887	12305	10584	4755	3943	1771	2164	2496	1166	528	489	412	591	782	237	272	236	368	265	386	148	290	296	70	72	218	102	101	81	49	54	65	41	37	19	67	37	29	24	19	30	17	14	27	11	17	9	6	11	11	9	4	8	3	3	19	6	3	1	2	2	0	2	11	3	2	1	3	4	3	1	0	2	1	1	0	1	2	1	1	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	26428	20584	16746	8189	6728	3349	3601	3959	2122	1164	1046	915	1080	1232	500	518	508	658	396	644	291	448	425	168	163	311	230	180	121	86	113	111	82	62	32	107	58	83	40	31	59	42	25	43	23	29	28	20	29	17	28	8	19	5	6	12	6	8	3	3	4	0	1	13	3	10	3	8	4	7	0	0	2	2	1	1	1	0	2	2	0	1	0	0	2	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	12871	12392	10791	4987	4068	1745	2172	2450	1196	527	486	407	608	787	238	269	251	410	219	373	154	299	277	74	80	216	123	103	68	44	49	69	38	27	13	76	40	36	16	16	34	24	15	23	11	16	17	5	14	10	12	6	10	1	4	8	5	4	1	3	1	0	0	11	3	3	1	5	3	3	0	0	2	2	0	1	1	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	26266	20311	16350	8227	6553	3428	3497	3928	2124	1216	1012	925	1102	1223	529	510	496	644	378	607	271	485	447	179	169	315	213	174	128	74	115	106	77	64	40	116	59	106	44	39	56	46	20	40	20	26	29	22	36	18	32	12	14	2	7	13	8	6	1	4	5	2	1	12	2	10	5	6	1	10	0	0	2	1	1	1	0	0	3	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	12807	12229	10428	4991	3993	1815	2084	2433	1200	563	486	425	618	791	248	269	252	409	212	354	142	306	288	88	88	198	111	92	68	34	50	54	40	29	13	80	39	74	16	19	33	27	12	18	11	15	16	13	18	14	15	5	8	0	5	9	5	3	0	3	1	0	0	11	2	4	3	3	1	4	0	0	2	1	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	25635	19637	15923	8036	6295	3318	3522	3811	2083	1221	999	923	1095	1209	550	504	495	652	380	567	267	481	433	182	163	306	217	167	109	81	107	97	74	70	51	100	56	108	41	43	60	51	22	42	17	32	29	20	31	16	28	13	16	2	10	11	7	6	2	3	2	3	2	5	2	8	4	4	1	10	1	0	4	2	1	1	0	1	2	3	0	1	0	0	0	0	2	1	0	1	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	12384	11657	10010	4903	3784	1729	2091	2363	1183	551	459	413	633	798	261	265	247	403	209	340	132	290	261	101	88	189	127	92	57	33	48	47	37	32	21	71	37	79	15	18	37	34	11	18	11	18	17	13	15	12	13	4	5	1	7	6	4	3	0	2	0	0	0	4	2	2	3	2	1	4	1	0	3	1	0	1	0	0	1	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
