label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113
0.03	north1_all	80	42787	19146	6939	5172	4771	2888	3363	1751	1456	1279	1875	1399	877	683	794	512	725	433	366	325	319	429	281	243	253	151	130	130	161	100	125	63	83	59	62	46	50	64	31	29	35	39	17	20	23	24	28	17	13	22	15	9	11	9	6	13	3	9	5	4	12	6	5	3	4	3	4	2	5	0	2	1	1	2	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	2	0	0	0
0.03	north1_active	80	25756	11330	3160	2494	2603	1369	1869	797	659	593	1152	818	441	326	452	244	448	237	170	155	168	253	149	134	129	71	57	73	103	47	75	26	48	32	33	14	23	39	16	13	19	18	8	9	16	13	17	8	7	10	8	5	6	7	3	6	1	6	4	2	6	1	3	2	2	3	3	0	4	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
0.03	north2_all	80	43837	19796	6903	5236	4779	2861	3401	1731	1494	1261	1846	1476	919	685	795	532	735	435	359	349	325	439	282	242	270	157	120	128	161	106	129	59	74	59	73	47	40	59	36	29	33	33	19	19	23	35	28	15	12	18	12	9	13	11	8	9	4	5	6	7	6	6	4	1	5	2	3	2	7	2	6	1	1	2	1	0	1	0	1	2	0	0	1	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	26657	11786	3117	2622	2634	1363	1935	784	690	589	1138	841	478	322	454	255	455	223	174	166	176	268	152	142	157	67	46	77	103	49	75	25	39	33	44	15	17	34	17	11	16	18	8	9	16	23	17	7	4	10	5	6	9	8	4	6	1	3	5	3	3	3	3	0	3	2	1	0	3	1	4	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	47352	21235	7042	5377	4997	2922	3720	1781	1535	1271	1945	1596	971	661	874	534	821	473	397	368	382	447	288	258	281	162	111	144	160	111	135	66	77	67	87	45	38	72	33	30	32	27	20	23	20	35	26	14	13	21	18	8	19	13	10	7	5	7	4	7	5	6	2	0	4	2	3	3	8	3	4	2	2	3	2	0	0	1	1	3	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	29446	12853	3262	2747	2849	1369	2215	836	719	578	1211	956	532	283	522	274	498	253	197	185	221	286	153	159	163	71	37	81	91	54	79	27	44	38	52	17	18	43	16	11	17	16	9	10	14	25	13	5	6	13	12	4	14	11	6	5	2	4	4	3	2	3	0	0	3	2	1	1	3	1	2	0	2	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	51586	22864	7193	5594	5257	2907	3867	1852	1535	1276	2095	1612	984	654	928	539	844	494	415	365	427	481	294	237	284	179	108	144	193	121	132	84	77	70	83	62	31	71	39	28	27	22	22	27	19	32	31	16	16	20	19	7	16	10	10	3	5	11	3	8	6	5	3	1	2	3	1	2	5	3	5	1	2	2	2	0	1	1	0	5	0	1	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_active	80	32443	14067	3404	2930	3013	1340	2348	885	726	592	1307	989	538	285	566	286	497	263	211	187	249	308	157	145	167	90	38	73	125	57	77	39	42	40	51	33	14	38	20	10	14	16	8	15	10	23	15	9	5	12	15	3	11	8	6	3	3	9	3	3	2	4	0	0	2	2	0	1	0	1	2	0	2	2	1	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_all	80	54163	24322	7429	5756	5485	2919	3974	1984	1498	1278	2328	1732	1005	598	992	517	889	544	454	380	448	540	283	216	312	186	98	155	217	117	126	93	79	80	77	59	30	70	42	31	34	25	19	29	21	29	29	20	16	24	19	6	17	8	8	5	6	8	4	7	3	4	5	2	3	3	1	4	5	3	4	1	2	1	1	1	1	1	0	5	0	1	1	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	34204	15245	3554	3030	3161	1339	2404	949	725	583	1497	1076	564	266	597	267	533	286	243	203	253	344	150	128	183	102	39	86	142	58	76	41	43	45	47	40	13	39	18	14	18	16	5	16	12	21	16	10	7	16	12	3	11	5	4	3	4	7	4	3	0	4	2	1	1	1	1	1	4	2	1	0	2	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_all	80	53666	23814	7369	5848	5529	2913	3913	1954	1565	1290	2285	1608	969	612	948	496	927	510	424	355	432	533	272	221	294	187	118	162	203	114	118	84	78	82	72	63	31	59	43	28	38	25	18	31	28	18	25	23	15	22	11	9	17	10	10	6	5	8	4	6	4	4	5	2	3	2	5	5	4	2	2	0	1	2	0	1	2	0	2	8	0	1	1	4	0	1	2	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_active	80	33591	14994	3503	3011	3154	1333	2318	926	741	565	1411	989	518	280	540	241	574	267	217	191	248	348	151	132	175	104	50	86	134	58	77	37	42	44	46	43	12	33	23	14	24	15	7	18	16	10	14	12	5	14	5	3	11	6	6	3	2	7	3	3	0	3	2	1	1	0	4	1	4	2	1	0	1	0	0	0	0	0	1	6	0	0	0	4	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_all	80	49677	22404	7357	5702	5245	2845	3677	1915	1569	1275	2128	1545	945	632	886	488	844	472	411	358	403	480	247	243	274	182	122	154	199	103	113	89	68	81	72	62	36	47	37	29	42	24	14	27	36	18	24	20	16	12	12	9	11	9	7	9	6	6	4	5	7	4	4	1	4	4	5	7	5	4	1	0	0	2	1	1	2	1	2	7	0	1	1	4	1	2	2	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
