label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114
0.03	north6_all	80	32446	12871	17367	5420	4429	6101	3299	1977	2248	1375	1576	980	865	704	658	825	485	485	398	324	286	241	234	232	311	153	142	110	112	107	88	101	81	69	74	47	55	30	46	25	21	38	36	36	32	26	26	17	10	10	11	21	10	4	12	13	17	5	4	5	7	7	8	2	5	5	2	7	2	4	0	1	1	1	1	3	4	3	1	3	1	4	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	17915	4488	14657	1370	2175	4983	1992	444	1413	436	1030	240	297	150	277	546	132	267	126	132	121	61	105	78	229	46	41	32	29	54	26	42	22	23	51	17	33	10	12	7	8	15	23	11	29	17	21	9	2	1	5	12	3	2	3	10	13	1	1	2	5	4	8	1	2	2	0	1	1	2	0	0	1	0	0	3	2	2	0	1	0	3	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	32511	12852	17001	5426	4564	6452	3239	1985	2161	1424	1553	967	852	699	684	800	460	507	398	315	289	255	244	205	264	158	144	108	97	107	84	103	81	61	84	56	65	38	33	33	25	33	38	26	27	24	33	18	10	9	12	17	8	9	15	14	14	6	3	6	4	6	2	3	7	7	3	9	2	4	1	2	1	3	3	1	4	4	1	1	0	3	1	0	1	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	17885	4499	14286	1341	2276	5379	2001	461	1340	440	1018	249	290	156	301	527	126	282	127	145	121	70	108	62	188	55	42	35	27	50	30	46	19	19	57	22	45	11	5	6	8	13	20	8	25	16	29	9	4	3	4	9	2	4	3	10	10	3	0	4	2	3	2	2	4	2	0	3	1	2	1	0	1	0	2	1	2	3	0	0	0	3	1	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	32921	12881	17362	5359	4521	6648	3229	2028	2139	1467	1544	1010	857	710	708	815	435	479	395	323	312	240	243	203	251	152	145	118	115	113	94	93	90	48	81	61	55	37	30	34	25	26	42	24	30	21	31	14	17	15	19	16	6	11	10	14	12	6	3	5	2	6	2	3	5	3	3	9	1	1	1	2	1	2	5	4	1	2	0	2	0	4	1	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	18564	4532	14706	1295	2308	5599	2012	482	1327	464	1023	285	285	184	318	551	127	270	133	146	144	73	110	70	167	47	45	35	41	57	33	43	26	12	53	19	36	12	5	8	7	5	23	13	28	10	25	7	10	6	9	9	2	5	2	9	9	3	0	3	2	1	1	1	4	0	0	3	1	0	1	1	0	0	2	4	0	1	0	0	0	4	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	33653	13167	18373	5363	4676	6906	3245	1968	2304	1460	1750	992	865	747	722	841	459	519	376	317	334	246	242	208	241	153	141	129	107	114	101	90	84	51	78	57	62	43	33	42	30	26	40	24	37	26	64	17	18	17	23	10	7	12	13	11	6	11	3	5	4	6	3	3	5	2	4	6	2	2	1	2	2	2	6	8	0	1	0	1	0	4	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	19591	4919	15811	1206	2471	5898	2134	497	1512	486	1212	287	304	199	350	608	144	318	138	155	167	80	113	78	156	44	47	30	39	56	41	39	23	12	56	19	45	12	5	10	13	5	23	12	37	16	56	5	11	6	12	3	4	5	4	7	4	5	1	3	3	0	1	2	3	0	0	2	1	0	1	1	0	0	2	7	0	1	0	0	0	4	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	34479	13318	19710	5379	4752	7353	3278	1962	2358	1451	1743	1012	857	737	767	933	477	546	386	332	329	256	218	229	270	155	142	141	117	119	105	97	85	55	63	56	69	48	38	39	35	28	50	29	55	37	66	14	19	14	23	10	12	12	10	9	3	10	6	4	4	6	2	5	3	3	2	3	2	8	4	6	2	2	4	7	1	3	0	1	2	1	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0
0.03	north10_active	80	20914	5202	17322	1153	2624	6349	2258	529	1595	512	1227	309	316	202	399	695	154	358	151	164	168	90	113	91	177	41	54	28	45	62	42	42	26	19	45	16	42	12	5	11	17	6	34	17	53	27	52	7	10	5	12	3	10	3	4	6	3	3	3	2	3	0	0	2	0	0	0	3	1	7	3	1	0	2	0	6	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
0.03	north11_all	80	35869	13580	21157	5388	4823	7413	3632	2026	2524	1434	1761	1039	833	728	781	954	534	529	402	353	333	259	273	202	276	175	144	123	110	118	111	127	60	68	65	53	51	42	29	31	37	33	60	29	57	32	26	20	10	19	14	10	17	13	9	11	11	3	7	6	12	5	7	3	3	1	1	4	3	6	2	2	3	0	0	3	7	0	1	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north11_active	80	22519	5583	18799	1087	2654	6421	2479	582	1728	501	1208	317	361	219	429	715	177	318	158	151	142	92	117	91	194	54	61	30	34	67	51	83	15	28	44	11	24	23	8	8	18	15	50	8	52	25	20	11	6	4	7	6	12	2	3	8	9	1	2	3	9	1	5	1	0	0	0	1	0	5	1	2	1	0	0	1	6	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north12_all	80	35616	13536	20139	5438	4934	7487	3527	2065	2367	1445	1730	1056	850	731	790	1004	535	531	405	320	330	271	288	196	255	161	165	130	114	110	105	116	69	62	83	56	50	57	37	28	37	29	43	24	53	25	26	18	14	13	10	10	19	10	7	13	9	1	8	6	10	4	5	1	3	1	3	6	3	4	1	2	3	3	0	4	5	0	1	2	1	0	6	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
0.03	north12_active	80	22083	5441	17719	1153	2707	6505	2366	565	1586	496	1152	296	361	203	434	757	171	298	146	146	149	83	126	85	177	49	72	29	29	57	52	71	16	22	54	14	24	27	11	10	17	13	28	10	49	19	20	9	8	3	3	6	16	2	0	9	8	0	2	5	7	0	4	0	0	0	0	1	0	3	1	2	1	2	0	2	5	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north13_all	80	34442	13308	19358	5493	4830	7052	3389	2083	2281	1404	1714	1046	871	756	762	952	511	509	390	345	317	269	271	223	251	159	160	133	106	104	109	109	70	73	79	51	47	59	43	25	31	32	47	24	51	25	25	18	13	15	10	8	22	8	6	10	11	3	10	8	7	4	12	1	3	1	3	6	5	5	2	4	1	3	2	3	1	1	3	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
0.03	north13_active	80	20567	5087	16836	1252	2529	6053	2198	527	1492	478	1107	277	345	192	392	689	162	285	122	160	145	73	132	89	171	51	61	29	32	44	52	67	14	24	50	16	23	27	15	11	7	15	30	11	45	16	18	8	6	3	3	6	18	3	0	6	8	1	2	8	5	0	9	0	0	1	0	2	2	3	1	2	0	2	1	2	1	0	3	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north14_all	80	33608	13035	18075	5441	4753	6814	3274	2060	2131	1440	1687	998	881	745	733	855	475	495	370	351	311	268	249	232	229	153	165	133	103	108	108	89	75	80	79	51	51	51	47	30	33	31	51	21	45	26	19	11	14	16	11	6	15	11	4	10	16	3	7	11	2	4	12	0	2	2	5	6	6	3	2	3	2	4	2	1	1	1	3	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	19249	4735	15480	1303	2388	5761	2120	503	1351	477	1069	220	331	168	340	617	143	281	107	156	135	78	113	90	151	45	55	32	35	52	37	47	16	21	45	17	29	21	12	15	8	16	34	8	38	13	11	5	5	2	4	4	10	7	0	5	13	1	1	10	1	0	8	0	0	2	1	4	2	1	1	1	0	2	1	1	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	32892	12915	17053	5429	4607	6024	3220	1996	2102	1436	1609	978	903	728	700	765	463	496	356	368	300	265	234	225	269	167	164	125	97	101	104	87	75	76	81	54	61	52	45	34	34	33	43	24	55	29	23	15	15	13	13	6	11	17	5	9	19	10	9	11	2	3	13	0	1	3	2	5	6	3	3	3	1	3	3	0	1	1	3	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	18036	4468	14334	1317	2207	4958	2041	476	1317	451	971	218	324	165	307	515	129	283	110	156	129	76	104	74	189	42	52	27	32	49	28	37	13	19	45	16	34	21	8	10	10	18	34	10	44	10	12	8	3	2	5	3	9	9	2	4	16	5	2	10	1	0	9	0	0	3	1	4	2	0	1	1	0	0	2	0	0	0	3	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	33424	12933	17679	5333	4659	6330	3360	2002	2236	1426	1638	982	897	721	699	796	494	505	355	359	308	263	231	193	260	163	152	124	95	117	100	93	73	80	72	53	62	40	39	34	40	33	48	26	50	36	26	13	15	14	12	7	12	21	7	12	18	9	7	13	2	5	3	3	3	4	3	4	3	1	6	2	3	3	2	0	1	1	1	1	0	1	4	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	18908	4583	15057	1269	2291	5245	2178	523	1437	458	1007	218	305	166	314	559	142	293	120	163	131	79	93	65	188	41	47	28	31	62	23	42	14	23	41	17	42	16	8	8	14	19	35	9	41	15	15	9	3	2	7	2	8	10	2	8	14	5	2	12	1	1	1	0	1	2	1	4	0	0	2	2	2	0	2	0	0	0	1	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	34273	13112	18352	5341	4830	6621	3433	1996	2391	1401	1637	1017	912	729	686	789	497	501	346	353	304	260	246	186	286	176	155	131	92	118	90	95	72	66	77	52	67	52	34	38	45	40	37	23	69	32	33	17	15	9	11	9	13	18	6	11	14	8	7	17	10	6	5	3	3	3	2	4	3	3	7	2	2	4	1	0	1	0	0	1	0	1	4	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_active	80	20319	4890	15805	1232	2510	5584	2265	536	1590	452	1040	255	325	179	327	565	155	284	124	151	138	79	106	66	210	45	54	26	22	52	22	42	14	20	46	18	48	23	6	8	20	22	24	10	61	17	20	10	6	2	5	3	9	6	2	7	12	4	1	16	9	1	2	0	1	1	0	3	0	2	3	2	2	1	1	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	35076	13227	19487	5423	4877	7064	3642	2025	2488	1404	1700	1037	922	719	693	849	496	539	350	366	321	256	247	203	313	169	150	123	100	135	92	89	71	86	77	47	53	50	34	38	41	39	28	26	71	25	41	17	15	9	11	10	14	15	5	10	12	5	5	17	14	6	5	5	3	3	5	4	6	3	7	1	5	2	1	4	1	1	0	1	0	1	4	1	0	1	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north18_active	80	21557	5164	17127	1156	2650	5986	2496	573	1703	510	1147	287	339	203	335	650	157	312	122	167	160	93	117	74	227	49	53	23	20	65	25	42	16	28	47	16	41	20	7	12	20	19	18	12	62	17	27	10	7	2	7	4	9	6	0	7	10	3	0	16	14	1	2	0	1	0	2	3	0	2	3	1	4	1	1	4	0	0	0	1	0	1	3	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	35891	13335	19951	5297	4814	7416	3728	2090	2503	1419	1750	1045	903	744	713	888	495	525	375	366	332	249	268	238	287	163	149	122	109	132	91	80	79	89	74	51	50	47	41	46	38	38	25	27	72	22	41	16	17	6	14	14	12	10	3	6	12	7	5	12	19	8	10	3	2	4	4	6	5	4	5	1	3	2	0	4	1	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north19_active	80	22597	5476	17662	1076	2686	6404	2619	601	1755	510	1254	338	381	215	380	684	173	313	134	168	171	94	133	92	202	58	60	20	24	62	32	38	17	29	45	22	35	19	11	17	19	16	19	12	65	16	33	10	8	3	7	7	9	5	0	3	10	3	0	7	18	2	5	0	1	1	2	5	0	2	4	1	2	1	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north20_all	80	35703	13403	19875	5377	4813	7239	3644	2109	2572	1433	1746	1052	889	766	723	931	493	564	377	395	375	240	269	250	293	163	169	136	113	123	97	100	69	101	72	56	47	41	45	57	38	33	20	28	55	28	38	15	14	6	17	14	14	12	7	11	10	8	3	20	15	6	8	2	3	5	4	4	3	2	5	3	4	1	0	10	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	4	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	22480	5528	17620	1053	2669	6249	2552	632	1803	526	1241	357	368	233	374	743	155	341	145	190	193	84	136	101	216	64	71	27	26	68	37	60	13	38	50	23	29	15	12	21	18	13	13	14	50	20	31	8	6	2	11	8	11	7	1	8	9	3	0	15	12	1	5	0	1	2	2	4	0	0	3	3	3	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south21_all	80	35539	13444	20978	5436	4799	7520	3759	2028	2442	1443	1705	1036	927	733	691	963	482	548	360	326	323	243	265	206	285	144	150	150	113	119	99	104	72	78	112	49	58	34	30	40	37	32	48	28	50	21	12	15	22	8	9	10	4	9	9	8	9	5	4	23	7	6	26	1	5	4	1	3	3	1	10	3	1	2	0	2	1	0	6	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south21_active	80	22310	5569	18724	1134	2598	6534	2566	604	1705	523	1174	344	412	213	363	742	160	347	121	161	171	85	158	83	218	45	60	36	42	69	49	61	13	29	64	13	38	15	7	15	16	15	39	10	44	14	10	13	12	2	4	5	3	2	2	6	5	2	1	22	6	0	26	0	2	2	1	0	1	1	9	2	0	1	0	1	1	0	4	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south22_all	80	35695	13394	20582	5468	4873	7466	3604	2078	2530	1459	1724	1074	901	747	731	1011	487	565	338	333	321	259	267	220	256	138	131	148	112	113	111	107	71	82	120	53	46	48	35	38	33	34	49	24	32	21	15	17	25	10	15	19	10	14	10	12	18	5	5	17	7	6	35	4	4	12	1	1	1	0	7	6	0	1	0	2	2	1	1	1	0	0	1	1	2	2	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
0.03	south22_active	80	22399	5586	18311	1115	2744	6463	2489	645	1763	562	1187	337	394	215	406	804	161	353	122	153	164	83	166	100	189	44	62	36	42	65	54	59	15	29	70	16	29	23	10	13	16	14	42	10	27	15	11	13	10	3	6	10	7	3	3	8	15	2	1	16	6	0	35	2	2	3	1	0	0	0	7	5	0	0	0	0	2	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south23_all	80	35694	13390	20410	5524	4875	7594	3559	2008	2499	1459	1646	1047	903	766	755	1054	494	565	346	382	339	256	248	218	267	148	143	138	106	126	101	83	75	65	109	43	50	54	33	41	32	34	38	20	32	25	15	15	21	12	15	22	9	10	14	9	18	7	6	17	6	4	13	6	5	11	1	3	1	0	6	3	0	1	0	1	2	1	0	1	0	0	9	1	2	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
0.03	south23_active	80	22466	5581	18088	1151	2774	6580	2471	624	1748	585	1128	319	378	223	407	842	171	358	135	198	187	94	145	99	194	49	71	28	41	61	46	39	12	24	73	14	30	24	10	13	17	11	27	10	25	17	6	11	5	2	5	13	7	3	3	5	16	3	4	16	5	0	12	2	2	3	1	0	0	0	6	3	0	0	0	0	2	0	0	1	0	0	9	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south24_all	80	36037	13466	20697	5522	4853	7549	3517	2028	2645	1463	1622	1075	919	770	749	1007	490	573	360	379	342	271	262	226	260	149	172	114	110	119	96	81	77	63	100	46	55	55	41	41	29	32	36	24	35	33	24	16	23	14	19	21	15	9	10	11	18	9	5	12	6	2	13	8	4	9	1	5	1	0	3	3	0	1	1	1	3	1	0	1	0	0	8	1	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4
0.03	south24_active	80	22576	5591	18256	1143	2766	6562	2510	655	1884	579	1128	312	379	213	397	810	188	352	134	195	180	96	144	106	192	46	80	23	38	47	42	36	13	28	68	14	39	25	11	12	13	11	25	14	31	22	15	11	8	4	6	12	13	3	3	7	17	4	3	9	5	0	12	4	1	1	1	1	0	0	0	3	0	0	0	0	3	0	0	1	0	0	8	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4
0.03	south25_all	80	35998	13445	20873	5541	4871	7777	3538	2024	2527	1454	1618	1066	902	790	762	999	470	567	374	368	356	262	266	229	264	161	176	120	126	116	94	88	75	58	98	43	59	57	41	39	30	29	33	24	29	38	21	12	17	11	20	11	8	8	10	10	9	10	9	6	12	2	6	6	4	3	1	4	2	1	3	0	1	2	1	1	3	2	0	0	0	0	8	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4
0.03	south25_active	80	22454	5608	18468	1158	2747	6833	2467	628	1781	552	1120	333	376	218	404	807	183	349	128	192	188	95	150	106	210	51	83	24	45	49	45	45	12	25	63	11	43	26	11	13	16	10	23	10	24	27	12	5	8	3	9	6	8	2	3	4	9	3	5	2	12	1	5	2	0	1	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4
0.03	south26_all	80	35926	13403	21459	5526	4840	7978	3693	2061	2593	1460	1677	1034	890	763	729	971	493	564	366	341	320	238	286	226	265	163	167	124	126	116	88	84	81	66	99	44	65	43	29	46	26	31	38	21	37	39	29	12	20	13	18	13	8	8	6	16	14	9	8	5	17	3	0	5	2	4	2	6	4	1	4	0	1	4	1	0	3	3	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	4
