label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116
0.03	north6_all	80	27990	12385	7613	5332	5655	5815	5260	1991	1651	2177	1186	1732	859	966	641	818	535	478	414	607	290	271	274	214	348	188	170	165	147	96	85	114	90	138	112	54	41	58	71	35	59	24	17	16	33	38	17	14	20	15	2	17	5	14	11	13	17	9	6	6	17	3	7	8	1	13	4	8	9	2	1	1	9	1	0	0	6	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	9600	2675	1554	1503	3772	4650	4409	379	363	1567	379	1336	332	621	194	576	252	176	204	482	68	125	161	86	288	106	49	110	88	12	25	82	34	103	85	19	21	29	54	8	29	7	4	4	8	21	13	9	7	5	0	12	1	10	3	3	13	6	4	4	16	0	7	8	0	11	2	2	8	0	1	1	8	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	28017	12368	7679	5485	5694	5963	5574	2038	1640	2227	1181	1807	879	966	647	812	549	451	416	661	287	264	255	220	390	170	173	165	146	104	89	142	81	137	105	57	40	51	60	31	58	26	29	22	30	28	17	22	22	13	8	18	10	9	12	16	7	8	6	6	17	5	4	9	1	13	5	8	8	2	0	2	10	1	0	1	6	1	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	9844	2782	1569	1567	3841	4775	4787	394	378	1627	381	1406	341	624	212	558	275	157	208	526	63	132	139	88	320	93	50	103	92	17	26	108	31	103	84	22	19	27	40	7	27	9	7	6	8	12	13	16	8	4	5	11	3	4	5	1	3	5	5	4	16	0	4	8	0	11	4	2	8	0	0	1	8	0	0	0	2	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	28305	12519	7647	5551	6070	6092	6148	2085	1654	2378	1251	1838	934	1009	644	855	539	429	464	748	303	282	286	224	425	167	147	165	155	114	78	176	82	133	81	68	49	55	74	34	64	27	30	27	36	22	24	27	27	21	12	12	13	6	11	13	12	12	5	5	22	6	4	8	2	9	6	7	7	1	1	2	10	0	1	2	3	1	2	1	0	0	2	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	10664	3071	1712	1755	4282	4924	5356	450	391	1810	430	1461	395	688	217	625	295	158	241	624	61	146	163	100	366	89	44	99	107	23	26	144	41	102	57	34	27	35	61	7	37	11	8	6	10	9	14	22	14	6	6	5	4	1	5	3	10	9	3	3	21	1	3	7	0	7	4	2	7	0	1	1	7	0	0	1	1	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	28794	12722	7847	5579	6455	6614	6646	2055	1695	2527	1288	2015	960	1085	605	865	553	444	473	751	290	274	293	224	411	168	142	173	149	116	83	182	75	140	72	72	54	49	92	28	81	29	38	29	30	16	29	31	25	15	16	14	17	4	15	13	12	12	6	4	18	4	4	11	2	10	7	4	0	1	1	1	4	0	2	2	0	2	2	1	0	1	3	1	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	11558	3417	1959	1909	4690	5525	5881	464	399	1984	504	1667	428	791	210	652	321	176	250	637	52	153	177	111	357	102	45	107	101	28	28	142	39	112	51	37	31	34	76	8	64	13	13	5	9	6	15	25	15	3	8	6	5	0	7	5	12	9	3	1	17	1	2	9	0	7	4	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	29096	12710	7856	5513	6751	6847	6785	2000	1632	2653	1312	2064	971	1132	639	1007	643	443	470	750	279	293	293	228	395	183	147	175	175	107	89	172	71	142	71	65	77	56	150	26	93	32	32	28	28	15	35	18	27	17	19	24	17	10	12	9	17	11	4	7	13	3	12	10	3	21	8	4	0	1	1	0	4	0	3	2	0	1	1	1	0	1	2	1	2	1	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	12301	3616	2131	2016	5119	5817	6018	503	367	2120	557	1735	441	834	238	805	405	202	259	643	49	170	191	110	352	114	60	110	123	24	36	141	34	120	49	34	56	36	137	8	75	15	12	4	8	11	22	14	17	5	9	15	4	5	3	6	13	7	1	1	12	1	10	8	0	19	5	0	0	1	1	0	1	0	1	2	0	0	0	0	0	0	2	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	28878	12692	7852	5665	6569	7216	7024	2027	1612	2520	1254	2056	909	1130	685	1058	646	438	411	726	332	300	326	221	524	211	134	176	184	87	89	184	62	141	149	62	78	63	100	34	48	25	24	31	24	21	15	13	14	13	7	10	5	20	7	8	26	14	2	3	7	4	4	1	4	2	8	4	1	1	10	1	2	2	2	2	1	1	1	2	2	1	0	3	0	1	0	0	1	0	2	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	12258	3709	2105	2080	4899	6208	6284	534	369	1992	492	1728	436	808	263	855	389	168	235	627	63	171	205	114	460	116	50	124	127	26	39	145	20	113	129	37	57	44	90	8	31	12	10	6	10	16	9	8	2	5	3	6	3	18	1	5	26	8	1	1	5	0	1	1	2	1	7	2	0	1	8	1	2	1	2	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	28620	12650	7842	5678	6618	7071	6920	2014	1636	2483	1235	2062	925	1195	699	1026	638	447	420	756	308	311	314	208	501	210	130	198	172	96	95	170	68	131	152	70	69	77	107	36	42	22	28	25	28	28	21	23	13	16	6	13	9	11	7	8	17	10	3	3	6	6	5	1	2	2	10	3	1	0	10	1	2	2	2	3	1	1	2	1	2	1	0	0	0	1	0	0	1	0	2	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	12228	3656	2097	2074	5006	6061	6161	552	381	1975	482	1729	438	877	282	818	395	173	248	651	65	189	203	114	449	123	49	139	114	26	38	139	24	113	136	45	48	56	95	15	28	12	9	4	16	18	15	16	2	5	2	9	5	9	0	5	17	6	1	0	4	1	3	1	0	2	8	0	0	0	7	1	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	28623	12798	7707	5637	6708	6708	6745	2032	1607	2493	1252	2095	941	1149	709	1008	659	426	454	733	304	326	331	202	436	197	128	182	161	109	93	146	65	120	156	70	69	78	89	32	40	17	34	27	26	24	31	24	8	14	11	11	12	10	5	9	13	10	5	3	6	7	4	5	3	4	9	2	1	0	8	1	2	3	0	3	2	1	4	1	1	0	1	0	0	1	0	0	2	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	11834	3587	1987	1946	5008	5730	5970	544	350	1962	472	1721	426	822	273	786	390	170	266	622	67	190	224	107	383	121	54	127	109	25	36	121	24	96	133	43	49	59	78	18	28	8	12	5	16	13	23	17	3	4	4	6	7	8	0	6	13	6	2	0	4	2	3	3	2	4	5	0	0	0	5	1	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	28409	12804	7577	5561	6400	6400	6146	2026	1625	2258	1305	1952	934	1092	697	975	626	448	506	695	265	320	314	200	367	181	130	184	135	116	88	149	74	122	131	55	60	59	97	41	31	21	28	25	24	24	37	27	9	16	16	9	16	8	8	11	11	8	8	3	4	9	6	9	2	3	9	1	1	2	4	1	0	2	0	3	1	1	3	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	10930	3345	1796	1827	4632	5331	5343	477	374	1686	462	1563	395	753	246	741	362	176	285	571	65	182	199	95	316	108	50	126	83	26	32	120	27	94	105	35	36	43	85	23	20	10	7	5	15	12	28	21	4	3	5	3	6	8	1	7	10	3	4	0	3	2	5	6	2	3	5	0	0	2	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	28040	12757	7599	5443	6099	5892	5428	1985	1586	2185	1274	1821	892	990	655	890	609	418	507	676	270	301	298	202	366	181	136	159	136	114	90	143	79	121	104	54	52	30	100	48	35	24	32	16	24	23	34	28	9	12	18	11	17	10	6	7	10	9	7	1	3	6	10	9	4	3	6	0	1	3	4	1	0	4	0	2	2	1	3	0	0	1	4	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	10059	3083	1666	1642	4233	4728	4601	411	359	1572	418	1402	340	651	225	665	323	147	277	552	64	153	168	76	306	106	48	103	74	27	32	105	25	92	81	28	29	19	93	20	23	10	8	6	9	11	25	22	6	2	5	5	4	8	2	4	9	3	3	0	2	2	8	5	2	3	1	0	1	2	2	0	0	1	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	27881	12723	7657	5371	5706	5682	5141	2001	1620	2103	1257	1610	930	968	624	850	539	454	478	578	293	292	269	208	390	160	129	158	133	110	75	132	86	118	112	49	49	33	103	46	38	26	35	18	25	23	30	19	13	14	19	11	13	13	7	7	12	13	6	1	7	4	8	6	2	0	2	1	2	4	3	1	1	4	1	3	3	0	2	1	0	2	3	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	9397	2825	1558	1535	3821	4438	4312	387	378	1483	403	1203	335	617	198	625	253	148	243	471	68	134	136	70	321	77	37	99	61	28	23	98	25	91	83	24	28	20	93	20	23	11	11	6	4	10	19	13	6	4	7	4	2	6	3	4	10	5	3	0	5	1	5	3	0	0	0	0	2	2	1	0	1	1	1	0	1	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	27671	12588	7773	5301	5721	5683	5226	2008	1642	2107	1236	1610	905	982	659	806	548	441	452	596	327	275	283	205	415	170	141	144	123	103	69	111	91	119	116	51	54	41	93	40	50	24	37	13	20	25	16	16	16	13	13	14	9	12	8	9	12	14	5	0	7	4	8	5	3	7	6	1	4	5	4	1	15	6	1	2	2	1	0	1	0	2	4	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	9384	2771	1611	1502	3855	4419	4427	405	367	1508	394	1192	315	636	204	599	272	151	225	498	85	129	149	68	339	87	43	93	56	27	25	75	27	90	84	23	30	25	82	14	31	11	10	4	2	8	9	9	5	5	5	5	1	5	3	2	7	5	3	0	5	0	4	1	0	7	0	0	2	2	2	0	15	2	1	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	28313	12627	7704	5429	5972	6053	5471	2045	1646	2260	1237	1669	906	1079	659	889	559	430	440	635	347	291	300	212	441	195	147	172	145	118	67	125	85	107	119	59	65	61	82	28	66	28	40	20	17	31	12	18	21	18	13	11	11	9	8	12	10	13	10	2	8	2	5	7	2	9	5	1	4	5	3	2	15	3	1	3	1	1	4	1	1	2	1	1	2	1	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	10063	2965	1693	1612	4139	4858	4696	430	362	1703	421	1274	327	733	207	681	292	166	209	545	85	142	184	78	368	111	35	116	84	28	25	92	30	78	83	28	34	37	68	11	47	10	9	9	3	11	8	11	8	11	5	5	0	4	1	3	6	6	7	1	6	0	2	5	0	8	0	0	2	1	3	2	15	1	1	1	1	0	4	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	28804	12646	7756	5506	6182	6372	5836	2004	1635	2368	1252	1808	869	1130	660	870	569	416	438	701	317	299	314	217	433	200	147	174	145	121	77	132	82	132	121	59	80	68	72	22	65	25	25	27	17	34	15	26	28	20	15	8	14	9	8	10	9	12	8	5	7	3	7	8	2	10	5	0	3	4	4	5	14	4	0	3	2	1	4	1	2	0	1	1	2	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	10961	3209	1867	1817	4427	5222	5079	442	359	1861	453	1423	338	805	221	660	310	189	224	619	72	163	208	90	373	113	47	120	97	23	29	95	34	105	89	32	49	43	57	8	47	9	4	14	3	19	13	18	16	11	5	3	2	9	0	2	4	5	6	1	5	1	3	7	0	9	1	0	1	1	3	4	14	1	0	1	1	0	4	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	29115	12652	7719	5607	6586	6807	6162	2056	1610	2470	1236	1936	904	1187	631	998	587	403	441	815	301	318	289	216	466	215	145	192	166	111	89	130	78	144	106	67	68	70	91	24	68	25	24	29	16	29	14	27	31	21	13	7	14	12	7	9	12	6	9	5	3	3	6	7	3	5	4	0	3	4	2	7	4	3	0	1	1	0	5	1	2	0	0	2	1	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north20_active	80	11801	3497	1967	1980	4925	5730	5410	485	359	1982	474	1579	375	870	251	771	322	183	250	720	61	172	187	105	404	129	53	138	118	17	31	94	37	121	80	48	45	49	76	10	52	10	3	14	5	18	12	19	19	12	3	3	4	11	1	2	9	3	7	1	3	1	3	6	0	4	2	0	1	1	1	5	4	0	0	1	0	0	4	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	26911	23787	12903	14796	4771	3326	2479	2107	2258	1468	1288	1031	2076	1697	756	1489	544	453	983	335	453	486	311	226	180	167	174	125	146	100	123	117	88	155	63	49	74	47	89	48	29	36	33	26	30	20	14	30	11	18	17	17	3	11	13	4	5	16	9	4	6	4	5	0	1	3	7	5	2	3	10	1	2	0	0	2	3	0	2	2	0	1	1	0	0	2	0	0	2	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south21_active	80	7171	19003	9787	13190	2607	1372	707	520	1427	529	590	390	1810	1433	378	1320	243	163	854	99	346	386	182	121	71	75	93	54	94	42	70	81	46	135	10	22	58	7	75	26	11	18	4	9	13	5	4	19	1	10	12	8	1	5	7	2	3	9	2	2	2	2	0	0	0	2	6	3	1	0	10	1	2	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	27123	23514	12520	14192	4719	3284	2520	2078	2258	1416	1277	1013	2173	1642	760	1511	515	443	975	325	451	454	306	199	181	162	197	116	142	104	121	105	87	116	66	58	69	55	96	49	35	39	29	25	33	28	16	22	10	27	14	22	4	22	11	5	9	14	9	9	6	5	7	1	0	1	7	5	5	4	15	1	10	0	0	3	3	0	3	2	0	0	2	0	0	2	0	0	2	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south22_active	80	7066	18711	9405	12567	2568	1359	697	472	1409	517	563	369	1894	1390	388	1339	230	170	848	94	334	356	180	99	80	70	103	44	93	36	67	69	45	97	12	28	52	10	79	27	13	22	3	9	13	10	6	11	3	19	9	14	1	16	5	3	5	7	2	6	1	2	0	0	0	0	6	3	4	2	14	1	9	0	0	0	3	0	1	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	27133	23411	12407	14013	4658	3279	2506	2023	2193	1439	1283	1053	2130	1636	767	1445	526	455	1022	331	436	442	269	196	183	165	224	122	142	101	126	158	74	121	73	59	87	60	81	43	31	36	27	29	32	27	15	27	8	29	21	33	5	24	9	6	9	14	9	8	8	8	9	1	5	4	6	4	7	4	10	0	8	0	0	3	3	0	3	2	1	0	2	0	0	4	0	0	2	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south23_active	80	7039	18594	9285	12344	2483	1377	695	465	1369	527	552	380	1863	1383	407	1268	233	176	895	92	318	350	172	98	79	72	118	48	87	34	79	121	35	106	15	31	67	8	67	24	11	18	6	16	13	14	6	17	3	20	17	27	3	19	4	2	5	6	2	5	3	6	0	0	5	1	4	3	5	2	9	0	7	0	0	0	3	0	1	1	1	0	0	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	27507	23561	12525	14161	4757	3393	2491	2003	2167	1457	1287	1071	2183	1674	749	1396	525	434	1096	328	489	423	275	218	191	174	217	136	129	92	115	180	80	108	65	67	75	54	69	36	30	32	22	31	44	21	16	25	13	24	20	41	5	22	7	4	12	7	6	7	5	9	6	1	13	5	9	6	7	4	6	1	8	0	0	5	3	0	2	1	1	0	2	1	1	4	8	0	2	0	2	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south24_active	80	7217	18867	9375	12479	2574	1433	699	457	1355	543	576	387	1928	1445	395	1213	237	171	958	81	350	344	163	108	90	82	111	59	72	27	69	146	45	96	17	37	50	10	53	15	9	17	7	19	19	13	7	21	7	16	17	32	4	18	4	2	5	5	1	5	2	8	0	0	13	3	6	5	5	2	5	1	7	0	0	0	3	0	1	0	1	0	0	0	0	4	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	27455	23775	13073	14919	4847	3375	2427	1939	2238	1458	1240	1059	2247	1674	754	1495	540	428	1024	313	531	438	265	260	204	172	210	129	132	100	118	201	84	110	64	59	79	44	78	32	28	29	24	34	46	20	16	27	18	18	14	39	9	9	8	4	9	10	6	7	7	6	6	3	18	6	7	10	8	4	5	1	1	1	0	4	1	0	3	0	1	0	1	1	1	3	9	0	2	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
