label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60
0.03	north1_all	80	4828	3128	1231	961	718	345	268	273	292	179	104	119	204	101	47	35	30	30	46	21	31	25	26	14	9	10	16	5	4	4	4	3	2	2	4	1	3	2	0	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2440	1877	650	522	407	160	128	159	162	111	54	59	131	62	12	13	15	21	37	13	18	11	16	9	3	6	12	3	1	4	2	1	2	0	3	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	4870	3345	1217	1001	749	354	271	290	313	184	103	128	208	94	47	39	33	31	36	26	35	27	24	11	11	9	15	5	3	5	1	0	1	3	4	0	3	3	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	2541	2018	612	564	411	175	133	163	175	112	56	72	135	54	12	17	19	22	25	15	19	15	15	7	2	6	9	3	1	5	1	0	1	0	3	0	0	1	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	5004	3282	1234	956	804	357	307	300	325	197	107	111	178	75	39	46	26	38	50	29	37	36	13	10	8	8	9	3	2	6	2	2	1	1	1	0	3	6	0	2	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	2631	1966	598	522	461	170	150	175	194	120	51	70	107	43	14	22	17	23	34	17	21	26	5	7	2	7	4	2	0	6	1	0	1	0	0	0	1	4	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	4988	3334	1240	975	805	358	299	298	353	198	110	128	221	85	44	50	28	28	41	26	38	40	16	7	4	9	5	4	1	4	2	2	0	1	1	1	1	8	0	3	0	2	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	2621	1978	585	533	465	176	151	180	220	112	50	79	145	46	18	24	21	13	24	13	25	33	11	3	0	7	3	2	0	3	1	0	0	0	0	0	1	7	0	0	0	2	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	5006	3377	1278	1046	821	354	325	280	373	195	114	123	209	96	37	48	34	32	47	24	37	38	22	8	6	14	7	4	3	4	1	2	0	1	0	1	1	7	2	3	0	2	1	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	2642	1976	619	560	494	171	167	162	239	106	47	67	127	55	19	21	21	16	27	12	24	33	17	5	2	7	4	3	2	2	0	0	0	0	0	0	1	6	1	0	0	2	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	5040	3555	1292	1089	837	359	319	287	389	207	120	140	255	102	27	41	35	29	40	26	43	33	25	11	6	18	14	3	5	7	1	3	1	2	1	1	0	4	2	2	0	1	1	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2624	2096	651	603	497	185	165	166	236	111	53	82	169	60	12	18	17	17	25	12	28	25	18	7	2	10	10	2	4	3	0	1	1	0	1	0	0	4	1	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	5063	3543	1272	1070	828	353	308	290	369	213	131	138	243	113	29	36	37	25	36	32	40	34	19	17	10	17	17	2	6	7	3	4	1	3	1	0	1	1	3	1	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2661	2167	635	610	493	196	149	165	231	124	61	70	170	70	16	12	15	14	25	17	28	21	13	8	7	10	11	2	4	3	3	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	5066	3556	1268	984	875	342	284	311	336	226	131	129	243	94	31	35	38	25	40	30	44	32	15	17	8	13	15	1	7	6	5	4	2	2	1	1	3	9	2	0	0	2	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	2658	2198	635	578	511	171	143	183	216	133	62	62	159	57	15	15	16	9	27	12	34	21	10	7	5	9	10	1	3	3	5	1	1	0	1	1	0	9	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	5159	3446	1282	998	888	335	297	319	355	201	113	130	226	110	36	48	37	20	34	30	31	39	14	18	10	16	13	3	7	4	5	2	1	1	2	1	3	11	1	0	0	2	2	0	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_active	80	2691	2137	661	590	534	155	152	196	230	120	58	66	150	64	17	17	18	7	23	10	24	26	8	5	9	12	10	2	3	3	5	0	0	0	1	1	0	9	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	5194	3399	1321	980	826	340	298	328	356	191	108	131	183	96	41	48	39	20	43	28	40	38	21	15	7	14	13	9	4	10	2	2	2	0	1	1	2	11	1	0	0	1	1	1	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_active	80	2725	2090	668	585	505	148	149	187	239	103	52	64	102	55	16	20	20	8	28	8	31	28	10	6	6	9	12	3	1	3	2	1	1	0	0	1	0	9	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	4473	2751	1104	921	675	371	250	270	246	188	107	98	155	77	44	30	30	33	23	26	22	22	29	8	10	7	11	4	5	2	3	6	4	3	0	0	1	2	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0
0.03	north11_active	80	2174	1504	517	471	346	180	123	150	150	104	51	51	104	43	18	13	14	19	9	15	15	14	17	4	6	4	9	4	3	0	1	5	3	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4667	2870	1165	1007	715	385	266	283	247	197	109	114	178	86	49	25	40	33	22	21	27	21	28	14	9	3	10	5	4	0	2	3	4	1	1	0	3	3	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0
0.03	north12_active	80	2325	1638	539	537	378	170	132	157	138	109	56	58	120	50	21	11	19	19	11	7	20	14	16	4	6	2	8	5	3	0	0	2	2	0	0	0	2	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	4823	3136	1192	1036	763	380	270	322	300	212	107	145	187	102	38	30	40	28	17	24	38	26	27	17	8	6	12	5	6	2	2	1	4	2	2	1	2	3	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north13_active	80	2441	1835	574	561	413	164	137	185	175	119	51	81	118	64	15	15	21	18	12	11	24	18	17	6	6	3	9	5	3	1	0	1	2	0	1	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	5031	3372	1207	1026	805	376	264	339	339	215	124	155	187	107	39	34	44	35	22	23	46	31	26	17	6	7	12	6	4	7	1	1	3	2	2	1	2	3	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2580	2037	609	572	441	152	127	187	203	116	63	89	119	68	15	16	23	23	16	10	27	18	13	5	3	3	10	5	1	4	0	1	1	0	1	0	1	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	5153	3575	1235	1001	842	385	274	318	355	214	111	149	194	104	39	32	45	32	36	28	49	47	24	21	5	7	10	10	6	10	4	4	3	1	2	1	0	1	0	0	0	1	2	1	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0
0.03	north15_active	80	2647	2190	634	557	485	173	123	157	215	114	52	90	133	66	16	13	24	17	23	12	25	27	12	9	2	2	7	9	1	7	2	3	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north16_all	80	5179	3625	1232	1050	831	367	284	308	359	189	108	153	223	99	34	38	42	34	38	26	45	45	25	17	5	7	12	11	4	10	4	5	3	0	1	1	1	9	0	0	0	1	2	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0
0.03	north16_active	80	2691	2197	625	602	495	165	141	150	214	96	50	89	147	61	14	19	20	18	24	8	19	23	15	8	1	3	8	10	1	6	2	4	0	0	1	0	1	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north17_all	80	5190	3629	1233	1099	876	365	294	293	358	184	114	146	228	109	40	37	43	33	37	30	48	43	25	20	3	10	18	11	7	10	4	4	3	0	1	2	1	12	0	1	0	1	2	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
0.03	north17_active	80	2701	2223	625	653	519	186	147	149	207	97	55	87	160	63	20	16	22	15	23	9	21	28	19	8	0	7	14	10	3	9	2	3	1	0	0	0	1	5	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north18_all	80	5144	3629	1189	1120	905	368	311	292	365	210	105	141	258	112	39	34	35	34	34	37	54	27	25	21	4	10	15	9	7	7	3	2	2	0	3	2	1	13	0	1	1	2	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north18_active	80	2664	2234	590	657	522	178	158	163	212	121	47	84	162	68	24	18	15	18	20	13	26	18	19	10	1	7	11	6	5	6	3	1	1	0	2	0	1	5	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north19_all	80	5122	3680	1178	1094	922	376	293	284	364	210	106	138	250	100	43	41	23	36	36	29	39	19	19	19	5	9	13	6	9	3	1	0	1	1	4	2	1	13	0	1	1	2	2	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north19_active	80	2678	2302	607	629	544	177	140	149	223	127	54	78	161	58	20	16	12	20	18	12	22	14	17	9	3	5	11	3	7	3	1	0	1	1	3	0	1	5	0	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north20_all	80	5303	3625	1207	1050	872	365	292	300	370	195	109	142	256	101	45	43	23	33	38	28	37	26	22	13	8	8	11	5	9	2	1	0	0	2	4	2	1	3	2	0	1	2	2	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	north20_active	80	2780	2258	588	587	491	166	132	162	238	119	55	85	159	64	16	15	14	19	19	13	23	18	11	9	4	2	9	1	7	1	1	0	0	2	3	0	0	1	2	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south21_all	80	5239	3652	1256	1050	851	342	331	335	335	183	95	142	214	109	36	40	39	45	55	28	60	20	24	10	4	22	11	25	2	5	8	4	2	3	5	2	1	6	3	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	2785	2293	655	574	506	164	159	177	206	110	31	82	137	78	13	20	22	23	33	16	47	9	15	8	1	21	6	20	1	4	6	4	2	1	3	1	1	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
