label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60
0.03	north1_all	80	7901	3495	3371	3557	1682	707	530	492	378	251	263	158	174	144	109	81	77	51	30	68	28	43	39	12	55	10	2	4	5	14	6	7	4	3	2	2	2	4	2	2	3	3	1	1	1	5	0	0	9	1	1	0	0	0	1	0	1	0	0	0	0
0.03	north1_active	80	3648	1783	2628	3110	1389	380	172	333	222	130	169	80	108	97	76	34	32	26	7	59	10	40	27	3	51	4	1	1	2	5	6	2	0	0	1	0	1	4	2	1	1	2	0	0	1	5	0	0	9	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north2_all	80	7972	3493	3441	3426	1670	715	520	501	357	258	268	146	181	148	113	71	78	47	26	84	29	39	39	9	46	14	5	7	3	17	6	6	5	3	3	3	3	2	2	1	3	4	1	1	1	0	0	0	9	1	1	0	0	0	1	0	1	0	0	0	0
0.03	north2_active	80	3713	1753	2671	2993	1358	389	167	335	211	143	179	78	107	101	74	34	38	24	8	68	10	35	29	1	41	7	2	3	1	7	6	1	0	0	1	0	0	2	2	0	1	3	0	0	1	0	0	0	9	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north3_all	80	7832	3507	3484	3464	1746	717	492	526	336	247	294	132	168	149	99	69	76	43	22	83	21	61	37	9	40	14	7	7	3	14	8	4	5	2	4	4	2	2	2	0	2	5	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	3561	1767	2695	3024	1421	402	155	355	208	137	207	72	100	108	63	38	35	22	7	67	7	56	28	2	36	6	1	3	0	4	5	0	0	0	0	1	0	2	2	0	1	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	7758	3541	3431	3340	1726	749	456	526	321	260	277	127	171	144	99	70	58	50	30	86	21	59	30	10	44	11	9	9	2	15	9	2	2	1	3	2	2	2	2	0	2	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	3506	1766	2645	2896	1391	414	143	338	185	147	198	77	107	101	61	40	25	22	14	74	9	52	23	3	39	4	2	3	0	6	5	0	0	0	0	1	0	2	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	7632	3468	3094	3050	1601	712	435	523	293	281	266	143	139	138	107	69	56	44	32	75	21	57	27	14	51	9	10	8	2	6	6	4	4	1	4	2	1	2	1	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	3272	1624	2318	2572	1252	373	127	312	155	154	187	73	89	94	63	41	26	19	13	60	11	51	22	4	46	3	4	3	0	6	2	0	0	0	0	1	0	2	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
