label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69
0.03	north1_all	80	23685	22287	6868	4835	4271	2140	1654	1762	1061	1254	828	927	1019	427	299	251	190	264	146	147	77	183	66	43	58	27	34	23	29	33	17	14	17	10	6	8	12	11	6	2	8	4	0	2	3	4	2	1	0	4	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	10447	13621	3304	2504	2455	998	813	965	520	734	473	555	635	233	142	137	82	156	63	78	30	121	32	24	30	5	16	14	17	21	9	6	11	3	1	2	8	4	1	1	8	2	0	0	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	23513	23253	6925	4967	4510	2164	1672	1872	1073	1280	799	1021	1193	438	291	272	219	286	139	133	81	191	54	47	49	36	45	31	40	32	14	11	17	8	5	10	10	11	3	2	10	4	0	3	3	3	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	10405	14284	3397	2592	2667	1001	815	1048	539	763	441	608	779	241	151	147	109	177	73	72	34	118	24	26	27	8	24	17	25	22	9	6	11	5	2	2	8	4	2	1	9	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	23483	23517	6913	4998	4581	2155	1696	1851	1053	1338	780	1050	1187	466	257	280	221	278	147	138	89	214	54	49	55	46	47	36	43	34	12	13	14	6	4	6	6	8	1	2	10	28	1	3	1	4	2	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	10419	14531	3414	2609	2707	1008	797	1073	530	792	445	622	820	270	136	164	109	173	79	81	38	137	25	26	30	11	27	17	27	25	8	6	9	4	2	1	3	3	1	0	9	6	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	23440	23342	6834	5095	4539	2067	1675	1796	1013	1302	802	1016	1241	450	261	273	221	302	150	122	95	233	48	52	55	51	43	41	42	34	13	21	9	4	7	6	8	2	4	1	3	36	2	4	0	5	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north4_active	80	10504	14330	3361	2632	2661	958	784	1014	501	787	440	574	867	262	128	156	127	197	84	67	45	151	21	24	30	11	30	19	24	23	6	15	5	3	4	3	4	1	3	0	1	5	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	23450	23271	6813	5093	4515	2135	1686	1792	977	1304	862	990	1285	438	266	266	210	288	146	124	98	213	58	50	52	38	46	37	31	25	15	32	9	4	9	4	6	2	3	4	7	36	2	2	0	3	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north5_active	80	10425	14336	3340	2588	2628	984	800	997	481	834	470	561	873	240	137	141	117	175	81	75	48	145	28	23	26	11	33	19	19	18	6	22	5	2	4	2	2	1	2	2	4	6	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
