label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69
0.03	north1_all	80	41581	26886	7509	5230	7762	2973	1973	1531	1122	903	1331	565	500	449	639	524	199	249	124	135	268	75	75	83	73	33	37	40	30	23	13	12	17	12	24	14	10	17	1	1	3	2	1	5	3	0	3	1	0	0	0	1	1	2	0	0	8	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north1_active	80	27621	22555	2004	2163	6657	1590	732	666	302	431	1082	238	262	274	551	426	58	182	26	64	237	28	30	38	49	12	21	21	9	9	3	4	3	11	22	10	4	12	0	0	2	0	0	4	2	0	2	0	0	0	0	1	0	2	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	41802	27425	7432	5290	7782	2976	2019	1526	1115	945	1314	598	494	450	618	495	191	258	124	163	279	74	62	79	78	36	38	37	30	27	16	13	13	14	17	11	7	13	2	4	3	2	2	6	2	0	1	2	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	27635	22937	1958	2187	6684	1583	720	676	315	462	1058	238	264	279	543	384	44	195	22	76	246	25	21	38	51	11	24	20	11	15	5	6	2	10	15	7	5	7	0	3	2	0	0	5	2	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	41920	27620	7404	5319	7751	2939	2038	1560	1066	975	1372	607	493	460	613	480	192	261	133	162	253	76	69	81	66	49	40	32	24	22	22	16	10	12	19	9	4	9	2	7	2	2	1	3	0	0	2	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	27655	23156	1979	2240	6655	1575	726	689	295	488	1118	240	250	261	533	383	52	195	31	80	223	25	28	36	44	20	29	20	12	15	7	8	3	6	17	5	3	6	0	6	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	41700	27710	7384	5299	7959	2909	2044	1512	1084	1006	1470	634	495	434	644	429	201	284	130	162	261	76	76	70	67	45	37	32	21	26	20	16	9	22	8	5	4	4	2	11	3	1	3	2	0	0	1	2	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	27482	23185	1952	2212	6826	1542	710	660	304	504	1213	251	260	250	555	345	54	208	33	92	229	27	28	34	47	21	31	19	12	20	8	12	4	12	5	3	2	2	0	10	1	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	41683	27558	7424	5297	8112	2923	1972	1526	1097	975	1524	644	510	436	623	453	210	268	135	138	228	78	92	75	53	51	35	28	18	34	17	18	9	25	11	6	4	5	3	12	4	4	3	2	0	0	1	2	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	27553	23123	1952	2190	7005	1543	685	685	286	483	1271	251	282	239	535	370	64	185	34	88	196	30	30	39	34	27	27	15	10	29	6	14	3	11	8	3	2	3	1	10	2	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	41605	27334	7495	5330	8310	2878	1941	1490	1114	955	1553	640	519	413	574	456	202	270	148	126	233	74	89	71	58	46	28	29	19	34	11	22	12	24	15	2	7	4	3	12	3	4	3	3	0	2	1	1	0	0	1	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north6_active	80	27664	22864	1950	2175	7168	1535	693	655	287	449	1300	252	297	229	480	379	57	185	33	84	210	31	26	45	30	24	17	17	9	28	4	17	5	11	12	1	3	3	1	9	2	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	41079	27490	7519	5258	8319	2939	1892	1541	1129	931	1641	627	514	403	535	458	195	271	140	124	227	64	83	75	50	47	39	29	23	33	11	18	16	16	22	5	9	2	4	11	3	3	2	2	0	2	11	0	0	0	1	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north7_active	80	27325	22938	2014	2184	7146	1606	681	677	272	445	1388	245	272	222	452	373	48	193	26	82	207	25	32	44	26	19	18	18	10	25	4	12	6	7	17	1	3	1	2	8	1	0	1	0	0	1	11	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	41189	27539	7638	5292	8210	2949	1911	1516	1099	947	1682	597	537	412	479	437	202	265	142	126	234	65	66	71	59	48	41	29	27	30	20	12	16	11	19	7	9	3	2	4	3	3	2	4	0	2	12	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north8_active	80	27395	23020	2061	2173	7056	1633	707	641	281	466	1418	239	289	235	392	366	50	194	23	85	218	20	28	39	39	15	21	17	12	22	7	7	8	4	15	4	2	1	1	3	0	1	1	2	0	1	12	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	41469	27972	7606	5175	8053	2959	1924	1506	1091	1033	1715	613	509	441	538	461	190	262	137	113	276	60	57	68	58	56	52	32	33	28	19	17	17	11	19	9	8	9	4	2	3	2	4	4	1	1	12	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
