label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68
0.03	north1_all	80	35441	13206	7459	10888	3389	3440	2148	1557	1089	1012	702	697	460	708	367	243	195	164	153	188	161	79	65	63	58	38	32	34	28	30	11	19	31	10	27	13	7	5	5	8	4	4	1	5	2	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	19327	4260	1602	9263	674	2260	1122	693	248	469	241	410	208	589	213	55	45	66	29	110	114	16	18	17	27	13	6	12	20	12	7	12	29	1	25	7	2	0	0	1	1	2	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	34138	12834	7529	10103	3425	3220	2038	1452	1083	996	709	608	450	681	333	234	205	163	140	163	130	68	65	57	57	38	27	30	14	33	19	25	19	11	26	11	6	4	3	8	6	4	1	4	1	1	3	0	1	1	0	1	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	17473	3823	1742	8312	699	1958	965	620	199	439	233	317	198	533	188	41	45	70	27	98	84	14	18	18	19	12	3	9	7	10	11	12	19	0	24	4	1	0	0	1	1	1	1	0	0	0	2	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	33756	12658	7437	9821	3440	3206	2011	1420	1079	950	676	603	459	589	325	229	188	148	129	145	130	72	68	60	59	35	23	34	12	28	25	22	18	15	13	5	6	6	3	5	5	3	0	1	1	0	3	1	0	2	0	1	2	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	16787	3695	1743	8020	711	1900	922	590	214	419	210	316	186	432	167	37	43	63	29	93	90	14	18	23	12	8	4	14	6	10	15	12	17	1	12	1	1	3	0	0	1	1	0	0	0	0	2	1	0	0	0	1	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	33846	12562	7464	9705	3432	3225	1994	1432	1090	869	690	608	483	626	313	229	189	168	135	134	127	74	66	50	65	43	35	36	13	16	32	28	13	10	15	3	5	6	4	6	3	2	0	1	1	1	2	1	1	2	0	1	1	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	16812	3670	1725	7902	723	1966	916	594	193	394	204	323	202	467	158	34	47	60	31	92	84	17	16	22	20	9	6	16	8	6	24	16	11	1	11	1	1	3	0	1	0	0	0	0	0	1	2	1	0	0	0	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	34987	12790	7467	10321	3405	3373	2114	1492	1082	870	720	647	488	726	341	220	202	189	140	141	132	72	57	52	65	40	34	29	16	12	30	20	15	11	16	7	3	8	4	6	3	1	0	2	0	2	0	1	4	1	0	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	18326	4097	1626	8576	715	2195	1059	650	204	399	222	370	211	573	178	37	47	65	32	98	90	15	14	22	33	9	6	16	8	8	21	18	13	2	12	2	1	3	1	2	0	0	0	1	0	2	0	1	3	0	0	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	36343	13057	7544	11030	3389	3579	2190	1607	1100	893	761	699	483	768	359	228	202	184	153	150	151	73	59	51	63	41	41	27	16	15	30	25	10	10	10	9	1	5	4	6	2	3	0	3	0	3	0	0	4	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	20220	4518	1485	9399	691	2416	1168	759	227	395	254	417	230	645	194	45	44	59	41	101	112	24	19	22	42	13	8	13	8	10	23	19	7	3	6	3	0	1	1	3	0	2	0	1	0	2	0	0	3	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	36481	13107	7433	11327	3371	3626	2196	1612	1077	951	743	713	496	738	365	224	196	181	143	157	168	67	55	63	55	45	33	35	23	23	20	16	15	6	5	11	3	7	4	6	3	3	1	3	2	2	0	0	3	1	2	0	0	1	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	20653	4616	1470	9704	687	2426	1150	801	232	415	252	408	239	613	189	47	45	61	32	98	121	21	15	24	33	16	4	14	9	11	15	9	11	3	3	2	1	1	1	2	0	2	0	1	2	1	0	0	3	1	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	35730	13003	7418	11125	3432	3490	2161	1648	1064	997	727	705	503	697	383	224	190	171	160	146	164	71	59	73	57	36	26	32	24	28	18	16	11	7	5	5	7	8	5	4	2	4	7	3	2	1	1	0	3	1	2	0	0	1	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	19749	4405	1539	9375	695	2245	1116	805	238	426	242	381	231	567	207	49	38	57	34	86	114	23	14	25	32	10	5	13	11	11	13	8	8	2	2	1	3	1	1	1	0	2	1	1	2	0	1	0	3	1	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	34418	12702	7254	10483	3404	3345	2110	1535	1120	983	675	663	504	584	375	229	186	173	153	144	152	75	55	65	53	44	26	37	23	26	13	17	14	13	6	8	7	7	5	3	3	6	9	2	2	1	1	1	0	0	1	0	2	1	1	0	0	0	14	0	0	0	0	1	0	0	0	0	0
0.03	north9_active	80	17782	3934	1629	8683	655	2054	996	679	232	411	199	338	223	434	195	46	46	60	28	74	102	18	10	21	27	16	5	15	10	8	9	9	13	2	2	5	3	2	0	0	0	2	3	0	2	0	1	0	0	0	1	0	2	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	33864	12666	7295	9958	3365	3274	2135	1557	1101	990	668	690	501	620	381	233	189	181	151	131	131	74	49	57	67	37	32	40	30	21	19	18	12	14	16	5	6	7	4	4	2	4	9	2	2	0	2	1	0	0	2	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north10_active	80	16928	3726	1696	8123	655	1941	996	672	228	391	197	361	225	449	209	46	41	61	27	70	85	14	9	18	35	12	7	22	12	7	12	12	11	2	12	5	3	3	0	0	0	0	3	2	2	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	34138	12999	7418	10586	3444	3556	2222	1541	1059	891	669	631	478	675	378	256	184	156	128	143	161	78	62	74	68	37	34	24	18	21	30	20	17	16	24	5	6	8	3	6	5	4	4	1	2	0	3	3	2	1	0	0	2	0	0	1	0	2	0	7	0	1	0	0	0	0	0	6	0
0.03	north11_active	80	17486	3889	1759	8689	864	2323	1071	672	241	353	210	321	194	509	172	65	34	59	25	91	108	24	7	28	29	12	10	14	10	8	11	6	10	4	16	2	1	3	0	2	2	0	1	0	0	0	3	0	2	1	0	0	1	0	0	1	0	2	0	6	0	0	0	0	0	0	0	6	0
0.03	north12_all	80	35973	13150	7476	12023	3398	3846	2330	1617	1049	962	699	674	483	764	396	228	182	165	143	153	153	93	68	76	59	32	29	38	21	21	36	21	19	12	17	3	4	8	5	3	8	4	1	2	7	1	2	2	2	1	0	0	1	0	0	0	0	0	0	6	0	1	0	0	0	0	0	6	0
0.03	north12_active	80	20369	4613	1490	10330	791	2734	1267	790	238	410	249	380	225	632	220	56	35	70	26	103	111	26	11	38	27	9	9	26	15	8	18	8	11	3	11	1	0	3	0	1	2	0	0	2	7	1	2	0	2	1	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0
0.03	north13_all	80	37583	13258	7338	12826	3337	4066	2327	1676	1022	983	728	719	544	809	387	229	188	178	141	148	170	79	62	62	64	34	15	50	25	25	36	29	18	9	13	3	3	8	8	2	8	3	0	2	7	1	5	2	3	1	0	0	1	0	0	0	0	0	0	6	0	1	0	0	0	0	0	6	0
0.03	north13_active	80	22513	5064	1288	11345	720	3026	1320	869	245	477	286	441	290	687	237	56	42	79	25	109	133	23	14	28	31	16	6	35	18	11	21	16	13	3	9	0	0	3	3	1	3	0	0	2	7	1	4	0	3	1	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0
0.03	north14_all	80	37663	13273	7390	13004	3297	4150	2313	1663	1041	1022	739	752	559	866	370	244	191	189	143	175	178	77	73	68	65	42	23	46	35	27	31	46	26	8	13	8	5	8	7	2	6	2	1	5	9	1	3	1	1	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	22680	5152	1267	11496	675	3040	1293	851	258	518	289	471	287	745	244	61	44	78	24	131	144	19	24	29	32	20	6	31	20	12	19	32	21	3	9	2	2	2	3	1	2	2	0	2	7	1	2	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	37758	13283	7298	12813	3270	4073	2316	1709	1050	1015	745	734	550	878	372	227	202	201	147	210	171	57	67	65	79	45	28	41	31	30	22	38	29	7	17	8	3	8	6	3	7	2	1	6	8	2	4	0	1	0	4	0	2	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	22840	5080	1244	11269	690	2902	1278	890	271	524	304	461	285	759	255	49	50	81	30	161	142	14	26	30	52	20	6	27	13	12	15	31	25	4	15	3	2	2	3	1	2	2	0	2	6	1	3	0	1	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	38039	13100	7419	13091	3317	4191	2252	1695	1047	1052	711	731	541	796	351	235	223	191	148	217	161	68	77	73	80	42	39	30	29	28	21	46	27	9	12	11	7	6	5	3	5	2	1	6	3	4	1	0	0	0	4	1	2	3	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_active	80	22933	4992	1267	11518	721	2990	1245	887	272	551	275	455	266	681	252	55	55	82	32	155	130	18	31	32	57	13	6	18	9	11	14	38	21	4	9	3	2	1	3	1	2	2	0	1	0	2	1	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	37691	13103	7402	12893	3362	4168	2291	1665	1095	1031	682	696	537	779	380	232	224	219	143	188	167	76	63	77	61	45	38	27	31	33	26	18	17	9	16	9	10	4	6	2	3	2	0	6	3	5	1	2	0	0	4	1	0	3	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north17_active	80	22617	4955	1249	11331	746	2950	1267	865	284	527	248	428	284	658	269	65	46	95	30	129	136	20	23	33	49	13	6	16	12	13	20	13	12	5	12	3	3	0	2	0	0	1	0	1	0	3	1	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	37170	13173	7331	12605	3347	4166	2258	1620	1097	1000	688	718	531	788	351	236	231	206	138	164	151	81	58	73	48	48	31	28	28	31	26	29	17	12	19	9	9	3	8	2	4	4	0	6	2	4	1	3	0	0	0	1	0	3	0	1	0	1	0	7	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	22030	4945	1300	11110	749	2955	1212	851	252	494	251	448	293	683	235	63	45	86	27	112	122	20	19	32	33	14	6	17	12	8	20	21	11	4	16	3	2	0	2	0	0	3	0	2	0	3	1	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	36129	13124	7347	11956	3448	3846	2189	1588	1129	976	705	721	525	756	370	260	204	216	116	192	142	78	59	72	47	47	32	31	25	28	27	27	18	12	14	8	8	3	7	3	3	5	0	4	3	2	2	3	0	0	0	1	0	0	0	0	0	1	0	7	0	0	0	0	0	3	0	0	0
0.03	north19_active	80	20645	4701	1360	10387	734	2643	1158	795	237	469	239	443	290	629	228	78	38	85	21	133	115	20	20	30	26	18	8	19	10	11	20	20	14	5	12	4	2	0	0	0	0	4	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	34897	13134	7352	10828	3414	3560	2078	1537	1137	975	691	693	480	717	349	257	202	184	108	190	128	84	56	70	46	46	30	34	23	25	28	26	20	13	11	7	7	3	6	5	1	5	1	2	2	1	2	2	0	1	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	3	0	0	0
0.03	north20_active	80	18852	4346	1513	9188	695	2321	1048	742	211	427	220	404	245	581	190	70	43	64	17	128	99	19	17	27	19	18	9	18	10	9	16	20	13	3	7	4	2	0	1	1	0	4	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	31905	12885	7392	6559	3426	2513	3868	1967	1117	895	895	750	615	378	281	275	202	152	349	126	114	80	80	49	148	51	37	32	72	55	24	12	11	14	9	25	5	14	31	9	2	8	3	10	10	3	0	0	1	3	1	3	1	0	1	0	1	0	0	0	0	0	0	6	0	0	0	0	0
0.03	south21_active	80	14127	3248	1815	4116	859	620	3164	1184	246	241	502	450	392	189	71	138	59	39	292	52	69	47	18	26	115	40	10	10	62	49	15	9	3	1	2	18	0	6	30	9	0	5	3	9	8	1	0	0	0	2	1	3	0	0	1	0	1	0	0	0	0	0	0	6	0	0	0	0	0
0.03	south22_all	80	30883	12802	7441	5794	3398	2514	3255	1855	1131	898	833	684	534	352	300	278	191	170	245	122	106	72	75	45	120	39	41	33	52	28	19	12	10	13	11	23	6	18	2	9	3	6	2	1	5	3	0	0	0	2	1	3	1	0	1	0	1	0	0	1	0	0	0	7	0	0	0	0	0
0.03	south22_active	80	11988	2801	1653	3294	956	619	2483	991	238	206	410	356	292	147	84	114	39	42	189	37	53	37	16	16	89	22	12	11	43	20	9	9	1	2	1	17	1	9	1	9	0	4	2	0	4	1	0	0	0	1	1	3	0	0	1	0	1	0	0	0	0	0	0	7	0	0	0	0	0
0.03	south23_all	80	29628	12679	7473	5346	3467	2483	2887	1664	1160	881	801	665	465	370	299	281	200	164	221	119	100	72	67	51	73	47	42	32	50	23	15	13	11	13	12	13	5	8	4	17	4	5	1	3	8	3	0	2	1	1	1	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south23_active	80	9796	2374	1612	2704	1092	589	2097	747	259	162	354	290	226	146	96	96	35	37	157	26	44	30	16	14	43	26	11	10	45	14	8	10	2	2	1	8	1	7	2	17	1	2	1	1	7	1	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
