label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159
0.03	north6_all	80	39106	15743	8494	11440	6296	6131	2711	3864	3590	3119	1526	2513	1075	893	1049	953	676	602	842	667	668	510	349	394	417	596	387	364	209	234	212	153	156	128	139	150	94	114	116	81	85	74	83	85	53	116	47	54	45	47	53	52	26	25	30	24	35	23	17	28	15	18	26	15	21	9	5	14	11	10	13	10	19	11	7	9	7	6	5	4	3	5	0	4	10	4	7	2	2	2	1	2	3	3	0	0	8	7	1	3	0	0	0	0	1	2	2	0	0	2	1	0	0	0	0	5	0	2	1	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north6_active	80	27874	9544	3919	9499	4498	4944	778	2955	2943	2495	743	2094	287	246	651	626	174	159	647	429	469	310	134	204	299	517	290	256	93	161	116	65	60	20	80	111	32	64	58	24	57	35	35	50	38	101	11	26	12	9	30	40	6	9	15	4	23	14	2	17	8	4	21	5	16	1	3	10	3	3	8	2	18	8	2	5	4	1	1	2	1	1	0	4	9	0	6	2	2	1	1	0	3	3	0	0	6	7	0	2	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	5	0	2	1	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	38276	15269	8533	11271	6205	5988	2751	3739	3557	3101	1511	2568	1070	884	992	912	659	588	874	643	631	506	333	408	423	598	341	367	224	212	204	159	158	117	130	171	105	114	127	69	82	54	75	85	64	117	45	55	39	39	48	55	31	25	36	23	34	22	14	32	18	14	17	11	14	13	6	12	10	8	10	5	11	25	3	12	7	5	6	5	4	6	2	4	9	5	8	2	1	3	2	3	2	3	0	0	4	0	1	4	1	1	0	1	0	2	2	0	0	1	1	0	0	0	0	5	0	2	1	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north7_active	80	27048	9107	3936	9300	4402	4800	780	2772	2873	2470	692	2122	290	228	594	594	167	151	670	410	435	322	125	218	294	520	232	263	99	136	109	63	56	16	71	131	38	68	69	23	49	23	33	57	43	100	15	29	7	10	28	45	7	9	22	5	21	11	2	22	13	1	11	4	8	2	4	9	3	2	6	1	9	23	1	8	4	1	1	3	1	1	1	4	8	1	7	2	1	1	1	0	2	3	0	0	2	0	0	2	0	1	0	1	0	2	0	0	0	1	1	0	0	0	0	5	0	2	1	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	38611	15629	8432	11497	6274	5937	2760	3736	3662	2959	1509	2576	1082	863	960	909	660	576	896	633	636	534	312	377	411	525	322	365	222	212	208	150	158	109	160	163	105	126	112	66	84	52	70	98	65	108	42	54	39	38	58	66	34	20	42	28	27	20	16	34	18	14	30	12	19	13	9	10	6	7	7	4	17	26	3	14	7	4	7	9	6	3	3	2	12	3	4	5	2	3	1	2	4	2	1	0	4	5	1	2	1	3	0	1	0	1	2	0	0	1	1	0	0	0	0	5	0	2	1	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north8_active	80	27400	9333	3845	9563	4490	4734	783	2778	2966	2350	698	2144	292	203	544	588	168	143	700	398	452	340	119	206	284	450	234	280	92	139	117	64	50	20	88	119	33	86	60	26	52	24	29	69	38	92	17	32	5	6	29	54	6	9	31	6	18	9	4	24	12	4	24	5	11	3	7	9	1	1	5	1	15	24	1	9	5	1	0	7	2	0	1	2	12	1	2	4	2	1	0	0	3	1	1	0	2	5	0	0	0	2	0	1	0	1	0	0	0	1	1	0	0	0	0	5	0	2	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	39936	16081	8641	12057	6606	6238	2742	3793	3973	2945	1483	2606	1064	870	966	924	651	569	883	639	631	539	324	395	405	550	341	316	233	225	211	158	151	117	162	156	103	99	111	74	79	57	71	98	74	107	42	45	41	31	51	49	36	23	34	30	33	18	18	34	23	15	38	9	18	12	8	13	10	7	7	4	14	32	4	11	3	3	7	10	8	3	4	4	11	3	3	6	2	2	1	4	7	2	3	2	1	5	0	1	1	3	0	1	0	0	1	2	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_active	80	28934	9821	3960	10176	4800	5071	798	2873	3254	2364	670	2187	302	213	543	595	171	154	684	407	459	344	124	243	272	476	247	240	101	162	122	65	58	22	88	109	25	76	63	25	45	25	28	68	45	92	18	26	5	6	28	41	7	17	28	5	22	8	6	26	13	5	33	5	10	2	5	12	3	2	6	0	12	29	2	9	1	0	2	5	4	1	1	4	9	1	2	5	2	1	0	0	6	1	2	2	1	5	0	0	0	2	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	41931	16773	8752	12595	6918	6534	2734	3813	4216	3116	1518	2738	1074	878	958	966	651	587	916	646	644	546	337	427	413	554	395	323	208	248	214	158	154	123	168	145	85	101	100	77	76	74	69	100	69	123	45	46	42	29	57	41	34	24	34	36	31	20	17	28	42	18	45	13	19	12	9	15	13	9	5	8	13	29	6	6	3	1	5	14	7	2	3	7	8	1	5	5	3	1	1	3	8	2	3	4	0	5	0	0	0	4	0	0	0	0	1	2	0	0	2	0	1	1	0	0	1	0	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	31227	10647	4177	10815	5178	5392	843	2967	3541	2563	721	2346	332	234	558	648	188	163	715	430	486	328	136	296	301	481	293	234	82	181	136	69	61	25	95	92	21	74	56	23	49	33	37	71	35	104	16	24	7	7	37	31	5	18	28	5	16	10	5	20	29	5	41	6	8	1	5	13	3	2	5	2	11	27	4	5	1	0	2	9	4	1	0	6	5	0	3	4	2	1	0	0	6	1	2	4	0	5	0	0	0	3	0	0	0	0	0	2	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	35387	14582	8231	10475	5685	5610	2667	3442	3436	2683	1430	2229	1051	928	953	867	642	598	687	608	562	444	340	382	396	418	356	332	187	220	177	139	150	140	115	135	98	101	104	91	86	68	60	58	64	97	63	44	43	43	38	52	26	23	30	15	14	20	23	21	16	9	26	8	21	7	19	13	11	11	13	4	11	13	4	6	5	9	7	3	5	5	5	1	1	5	6	3	1	5	2	4	4	2	2	1	4	1	0	0	1	0	0	2	0	0	1	4	1	0	1	0	1	0	0	1	0	0	2	0	1	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north11_active	80	23242	8002	3287	8503	3783	4312	629	2468	2750	2032	608	1762	233	210	529	525	166	150	479	346	361	254	124	203	273	324	252	220	70	125	100	45	55	31	59	96	23	62	53	23	48	15	19	40	46	82	19	22	15	9	24	36	9	7	20	3	6	8	3	16	11	2	18	2	14	3	10	4	1	4	6	0	7	11	1	3	2	1	3	1	1	1	3	0	1	2	4	3	0	1	1	1	3	1	1	1	1	1	0	0	0	0	0	1	0	0	1	3	1	0	0	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north12_all	80	35423	14465	8189	10286	5665	5555	2702	3425	3430	2670	1404	2193	1043	943	960	852	661	595	669	604	557	437	356	393	401	457	379	324	174	229	198	153	158	132	124	149	100	109	105	86	85	70	63	58	57	72	57	34	42	45	34	50	18	21	28	16	18	22	18	25	16	13	39	11	18	7	12	17	11	12	10	4	12	16	9	6	5	9	6	1	6	6	6	1	1	5	9	4	1	5	2	6	3	3	1	4	4	0	0	1	0	3	0	2	0	0	3	1	0	0	1	0	1	0	0	1	0	0	3	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1
0.03	north12_active	80	23241	7904	3264	8257	3731	4274	651	2440	2698	2022	582	1709	231	232	528	508	163	128	476	359	354	250	121	208	281	360	281	230	64	131	114	59	59	27	59	105	18	60	51	22	39	19	16	34	36	59	18	12	14	8	23	37	6	7	16	3	9	10	2	21	11	5	33	3	12	3	4	10	2	4	5	0	10	12	1	2	3	1	3	1	0	1	3	0	1	2	7	3	0	1	1	0	3	2	0	4	1	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	north13_all	80	35923	14625	8228	10424	5724	5651	2702	3518	3346	2644	1438	2146	1064	932	977	869	650	577	681	645	538	424	358	380	397	485	350	302	177	234	208	176	144	117	132	152	107	87	119	85	103	72	63	67	54	62	55	35	37	42	35	38	19	18	37	14	25	19	15	25	21	12	59	14	15	11	14	22	11	13	13	5	9	17	9	5	4	9	4	5	4	4	7	1	0	7	8	2	6	1	3	5	7	3	1	5	1	0	1	1	0	5	0	3	1	1	4	1	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1
0.03	north13_active	80	23806	8114	3322	8382	3822	4341	666	2550	2632	1975	596	1674	245	226	541	516	157	124	501	388	341	236	117	194	281	395	263	214	70	145	119	65	55	24	74	108	18	44	60	21	46	22	15	42	30	49	13	13	16	9	22	29	5	6	22	3	15	10	2	22	15	5	52	4	10	2	6	16	2	6	8	1	6	12	1	2	3	1	3	3	0	1	3	0	0	3	6	1	6	0	1	0	6	1	0	4	0	0	1	0	0	5	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	north14_all	80	37965	15198	8341	11148	5939	6107	2718	3775	3576	2994	1501	2294	1054	919	1030	941	663	575	799	662	586	467	338	388	421	556	364	302	186	257	214	197	147	125	146	159	97	89	109	78	103	76	69	85	63	62	46	40	31	46	33	60	24	30	31	16	26	16	16	20	26	17	50	14	13	12	17	14	10	12	10	5	8	12	9	4	5	8	2	6	4	4	7	0	0	4	7	2	7	0	3	4	7	4	6	5	1	0	1	1	1	5	0	3	1	1	5	0	0	0	0	1	0	1	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north14_active	80	26065	8870	3596	9116	4138	4853	712	2816	2908	2350	680	1849	253	228	597	592	177	135	605	408	386	285	112	213	308	469	268	211	75	165	125	83	62	28	87	110	18	47	53	19	63	32	16	58	33	44	9	19	12	9	22	53	6	13	21	2	16	7	2	17	15	7	45	4	7	1	8	13	3	5	5	1	6	7	1	2	3	1	1	3	0	1	2	0	0	1	5	1	6	0	0	0	6	3	4	4	0	0	1	0	0	5	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_all	80	39588	15672	8457	11670	6312	6360	2680	3939	3739	3214	1519	2483	1068	894	1066	976	681	556	882	683	626	487	370	387	477	571	370	313	211	237	225	199	145	129	138	161	104	112	114	83	103	78	71	101	66	66	45	42	33	42	36	57	28	29	32	22	33	18	21	15	25	17	33	16	17	15	15	13	13	14	7	7	5	12	7	3	5	6	4	6	5	4	4	0	0	3	11	1	7	0	4	2	4	3	6	5	1	0	1	0	1	2	0	2	1	1	3	1	2	0	0	1	0	1	1	0	1	0	3	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north15_active	80	28216	9547	3845	9723	4525	5163	717	3049	3077	2615	716	2059	291	213	638	627	194	144	689	442	445	313	150	231	366	493	271	219	88	158	137	92	64	32	94	117	22	68	63	19	64	30	28	74	38	41	12	19	11	11	23	51	7	13	21	1	18	5	4	11	13	5	25	4	8	2	7	12	2	5	4	2	3	6	2	2	3	1	2	3	2	1	0	0	0	1	10	0	6	0	1	0	3	2	4	2	0	0	1	0	0	2	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	40696	16038	8568	11884	6599	6573	2666	4024	3967	3277	1462	2621	1071	900	1122	988	681	563	960	688	636	536	375	384	485	552	375	320	221	250	225	169	164	126	146	145	98	125	106	81	99	71	51	97	72	81	49	50	33	34	36	59	30	30	44	20	33	22	22	18	20	21	42	14	17	14	12	17	13	15	4	6	9	11	6	4	6	1	6	2	4	4	5	1	1	2	9	1	3	1	3	0	4	2	5	6	1	0	0	0	1	0	1	2	1	0	1	1	2	0	0	0	1	1	1	0	1	0	1	0	1	0	0	7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north16_active	80	29622	9978	4005	9964	4858	5381	753	3167	3326	2708	729	2225	299	204	677	635	195	159	762	444	442	353	163	248	361	471	270	231	96	177	135	82	67	32	84	109	29	81	64	22	68	29	22	73	46	53	17	22	9	7	23	52	5	12	25	0	18	5	4	12	10	4	32	5	11	4	7	11	2	7	1	1	7	7	2	3	1	0	2	1	2	0	1	0	0	0	7	0	2	0	1	0	3	2	4	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	39074	15725	8359	11208	6425	6197	2686	3762	3707	3062	1449	2591	1048	870	1052	951	637	602	893	640	644	508	377	353	492	546	380	330	212	265	216	140	168	130	132	136	96	131	96	86	87	66	53	88	72	69	54	47	32	25	35	59	25	28	36	17	26	20	21	21	13	22	26	14	14	15	8	22	12	12	5	12	10	10	5	2	7	0	10	1	6	4	4	2	3	2	12	2	8	1	4	0	8	2	1	5	0	0	0	0	1	0	1	0	0	0	0	1	2	1	0	0	2	0	0	0	2	0	1	0	0	0	0	8	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north17_active	80	27724	9445	3751	9284	4626	4989	715	2835	3048	2494	673	2168	271	187	618	588	164	165	692	403	429	320	153	213	364	449	262	229	79	183	124	68	62	27	65	97	28	81	60	25	52	23	25	65	39	46	22	19	5	6	20	50	4	10	19	0	14	6	3	17	6	4	18	5	9	4	5	14	1	7	3	4	9	6	2	1	3	0	3	1	3	0	1	1	1	0	9	1	4	0	1	0	8	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	37380	15458	8307	10486	6190	5856	2710	3588	3437	2654	1409	2433	1016	871	986	897	617	590	831	584	595	496	365	346	453	529	339	327	207	258	188	127	164	129	114	120	92	132	97	84	84	57	59	67	73	71	53	46	35	26	24	40	21	34	32	17	22	19	23	36	8	19	35	17	19	11	7	20	12	11	8	12	13	9	3	7	7	1	9	2	4	3	4	5	3	7	7	1	10	1	4	1	8	2	2	4	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	2	0	0	0	2	1	1	0	0	0	0	8	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0
0.03	north18_active	80	25698	8893	3482	8474	4312	4618	706	2578	2775	2076	608	1995	242	194	559	521	142	141	628	351	382	281	134	193	316	413	220	216	78	171	103	48	61	26	45	82	24	71	53	27	46	18	24	47	36	47	21	23	6	6	11	31	4	10	16	4	11	7	3	22	2	5	29	4	15	4	6	13	0	7	5	3	10	6	2	4	3	0	2	1	1	0	2	3	1	2	3	1	6	0	1	0	8	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
