label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157
0.03	north6_all	80	26531	15050	8518	7661	7441	3960	2300	3965	1767	1546	2638	1146	1086	1739	978	983	573	639	1083	508	682	734	344	439	595	215	209	216	233	142	231	278	196	119	87	141	87	84	148	74	81	118	133	98	48	59	92	37	38	48	51	48	29	34	20	14	25	27	24	14	9	10	13	10	20	24	6	7	20	11	8	7	11	9	12	0	20	13	4	3	15	4	1	7	1	1	11	6	3	4	3	1	0	5	2	2	1	1	3	3	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
0.03	north6_active	80	13633	8356	4555	4330	4540	2232	1033	2350	843	735	1617	578	566	1071	491	564	246	340	668	281	413	449	164	260	389	90	104	108	123	61	129	195	123	60	42	84	38	47	93	33	38	76	67	51	22	29	62	17	11	19	31	29	16	15	7	7	18	8	14	7	5	6	6	5	10	15	3	5	11	4	5	2	7	3	4	0	15	2	3	2	13	3	0	6	1	1	9	4	1	1	0	1	0	4	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north7_all	80	26567	14981	8570	7528	7318	4060	2219	3758	1748	1511	2760	1120	1121	1731	988	971	597	609	1048	512	674	724	337	424	558	216	212	225	239	161	236	282	201	112	83	139	102	77	151	69	76	118	118	121	45	72	80	40	31	44	51	48	38	32	25	12	24	29	23	13	9	12	11	11	19	18	8	7	16	14	9	6	7	6	7	2	46	18	4	3	47	4	3	8	2	2	3	2	4	3	2	3	0	6	6	1	0	1	2	3	0	0	2	3	0	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north7_active	80	13471	8329	4546	4223	4418	2296	979	2231	832	714	1729	561	592	1077	524	550	255	320	672	291	415	435	162	250	376	94	108	117	128	71	139	206	134	50	42	83	46	39	96	31	36	81	60	65	17	36	52	22	11	19	32	27	23	16	13	5	15	12	14	4	6	10	7	3	9	11	6	5	5	4	5	3	5	3	2	2	18	5	2	3	44	3	1	5	2	1	2	2	2	1	0	1	0	5	6	0	0	0	1	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north8_all	80	26382	15000	8542	7522	7346	4039	2222	3745	1729	1534	2838	1115	1069	1727	991	993	606	625	1066	494	701	676	322	395	554	207	220	234	235	156	236	316	180	111	88	154	90	84	171	61	65	130	106	122	59	66	78	40	30	55	49	45	50	29	37	13	24	29	19	12	8	21	14	11	14	16	9	10	13	12	8	8	10	6	8	2	43	20	7	6	46	1	3	4	2	7	5	2	4	3	3	2	1	2	4	1	0	2	2	3	0	0	3	2	0	0	0	2	0	1	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north8_active	80	13343	8361	4533	4280	4497	2246	985	2258	809	722	1759	523	547	1107	533	572	267	316	650	261	413	376	159	239	357	94	118	115	129	70	139	231	111	51	42	87	38	46	108	29	33	95	52	69	21	32	48	24	10	31	22	24	30	14	15	6	15	12	9	3	3	18	7	4	7	9	6	6	8	6	3	4	8	4	4	2	14	5	5	5	44	0	1	1	2	5	1	2	2	1	2	0	0	1	4	0	0	1	1	1	0	0	3	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	26093	14930	8604	7582	7450	4045	2228	3722	1657	1548	2803	1166	1065	1812	1043	1005	620	604	1094	501	728	654	329	408	530	206	233	226	248	157	242	359	208	108	89	156	99	90	179	63	58	129	94	107	63	60	72	36	34	56	44	37	48	25	37	14	22	19	14	12	11	30	13	9	10	13	14	10	14	7	6	8	10	5	6	9	42	22	7	7	36	2	3	3	2	8	13	2	3	2	3	3	2	2	6	0	1	2	1	2	1	1	5	1	1	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	13094	8283	4558	4371	4553	2247	948	2335	778	741	1763	565	536	1190	583	595	275	302	660	257	445	366	155	237	311	105	123	105	138	68	132	268	115	42	48	92	47	51	119	31	29	86	59	67	25	30	43	22	15	37	20	21	29	12	15	7	12	9	5	3	5	25	5	4	4	5	9	5	7	4	2	6	8	3	2	6	16	7	5	5	35	1	2	0	1	6	9	2	2	0	2	0	0	1	5	0	0	1	1	1	1	0	5	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	26051	14873	8558	7685	7760	3978	2259	3795	1645	1566	2779	1183	1031	1912	1079	1041	616	620	1186	502	729	681	314	407	563	211	256	207	249	157	249	349	210	112	95	164	90	93	170	59	55	113	85	91	55	62	85	36	31	53	40	30	47	22	28	15	21	14	13	14	12	33	14	11	9	13	9	14	26	6	11	6	6	8	6	10	9	15	11	6	17	1	2	1	3	7	13	1	2	1	3	3	2	2	6	1	1	2	0	2	1	1	3	1	1	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north10_active	80	13247	8225	4510	4457	4784	2209	986	2375	776	744	1774	584	524	1279	614	626	280	324	696	259	445	392	146	242	343	111	122	99	129	73	150	239	106	45	51	102	45	53	115	25	26	75	60	45	27	32	53	23	15	34	18	11	25	10	9	6	11	8	8	7	5	27	6	7	5	5	4	5	18	3	7	4	5	4	3	6	5	11	7	4	15	1	1	0	1	5	9	1	1	1	3	1	0	1	5	1	0	1	0	2	1	0	3	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	26156	14945	8552	7849	7601	3995	2309	3972	1673	1450	2722	1169	1038	1853	1091	1067	577	582	1009	487	731	623	312	390	513	225	220	249	241	143	173	324	281	111	113	153	89	80	160	67	53	108	108	122	68	72	84	42	35	67	39	46	50	27	33	21	20	29	18	19	20	35	14	15	15	15	8	7	34	8	11	5	8	14	6	5	9	8	5	2	6	5	4	16	4	1	8	1	3	2	9	6	1	3	0	2	1	2	1	1	2	0	0	0	1	1	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	north11_active	80	13307	8303	4538	4560	4722	2218	1010	2433	801	699	1709	551	528	1247	653	605	272	299	590	255	458	371	154	240	311	100	112	103	133	62	85	222	176	50	51	85	45	39	109	28	25	62	67	81	34	42	52	19	17	45	24	31	35	12	16	11	12	14	6	14	14	19	10	6	11	7	3	4	24	1	7	2	1	11	3	2	6	8	3	0	6	3	2	3	3	0	5	1	2	1	3	2	1	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	north12_all	80	25754	14644	8251	7610	7569	3870	2253	3995	1726	1459	2591	1175	1003	1830	1067	1064	585	577	1065	501	677	641	308	416	511	228	208	223	256	146	196	285	263	111	117	128	87	82	172	69	62	112	110	101	68	69	78	42	30	71	35	45	50	26	28	20	20	29	17	25	21	42	11	12	14	15	4	10	31	7	11	4	8	17	8	6	8	14	3	0	6	5	1	10	4	2	7	2	4	4	8	5	1	3	2	1	1	1	0	1	1	0	1	0	1	1	2	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	north12_active	80	12985	8121	4347	4338	4618	2135	1012	2434	812	674	1684	551	497	1207	620	618	280	304	641	256	405	398	153	257	325	98	100	102	138	62	89	195	163	55	54	67	45	37	119	34	26	70	64	72	34	41	49	21	16	50	24	32	33	9	14	10	11	18	5	13	12	28	7	7	9	9	3	5	20	2	8	2	1	13	6	3	6	14	2	0	6	4	0	6	3	0	4	1	3	2	3	1	1	2	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	north13_all	80	26055	14573	8194	7545	7437	3820	2290	3826	1675	1486	2530	1176	1023	1738	1061	976	570	605	1059	515	639	654	313	406	562	217	220	208	267	147	207	278	235	91	129	136	99	77	170	74	67	121	115	103	53	61	87	47	31	61	34	46	41	26	27	22	18	23	20	25	15	54	13	14	14	14	8	7	22	6	9	4	11	15	8	6	4	26	3	0	4	5	0	11	4	2	4	2	4	5	4	6	1	3	2	1	1	0	2	0	0	1	1	1	2	1	2	0	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	13196	8094	4313	4234	4430	2134	1056	2264	778	697	1656	588	511	1162	606	556	285	331	657	275	389	389	157	251	363	95	102	103	150	67	104	178	146	49	61	76	50	32	118	36	25	83	69	75	28	35	59	25	14	43	26	26	30	10	14	14	11	16	6	9	7	41	7	8	7	8	4	3	15	2	6	1	3	12	6	2	2	25	2	0	4	4	0	6	3	0	2	1	3	2	2	5	1	2	0	1	1	0	2	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	26104	14693	8313	7425	7569	3868	2317	3772	1697	1525	2615	1168	1008	1755	1003	1025	562	638	998	491	649	661	325	395	554	225	222	211	274	145	222	273	277	93	122	148	94	78	171	81	75	110	110	91	44	49	88	46	24	50	39	41	38	26	21	24	14	16	16	37	15	45	8	20	10	20	9	9	13	10	6	6	9	9	7	5	2	21	5	3	5	4	1	8	3	1	8	1	2	4	3	4	1	1	3	0	1	0	2	1	1	1	1	1	1	3	1	0	1	1	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	13403	8166	4448	4137	4517	2157	1065	2278	787	721	1750	567	501	1117	574	596	266	341	606	254	392	399	171	237	356	110	105	110	163	65	118	158	178	45	55	94	43	35	103	34	28	63	62	57	23	32	62	23	9	30	28	21	21	11	10	15	8	10	5	17	5	40	3	14	4	13	4	3	6	4	4	2	3	7	5	2	2	19	4	2	5	3	0	4	2	0	6	0	1	2	2	4	1	0	0	0	1	0	2	0	1	1	1	1	1	2	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	26519	15042	8557	7499	7673	3933	2332	3783	1647	1514	2589	1175	1033	1697	1053	1043	552	643	1021	476	734	683	338	420	526	233	214	204	285	148	213	307	268	92	104	154	89	76	175	76	70	133	125	98	41	45	102	47	30	49	44	40	32	20	27	28	10	17	21	41	19	47	11	21	11	22	11	13	12	11	6	5	10	7	4	4	5	23	7	4	5	2	2	3	1	2	14	1	2	3	4	4	4	1	2	0	0	3	2	3	1	1	1	1	2	2	1	1	0	1	0	2	0	2	0	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	13674	8411	4542	4280	4689	2208	1058	2350	765	719	1697	577	512	1096	612	613	251	338	604	250	452	398	175	246	352	107	106	111	176	66	110	180	184	43	44	101	37	34	107	32	30	76	67	60	23	22	69	25	11	27	28	20	15	9	14	16	4	10	10	19	11	40	5	15	4	14	5	6	6	6	4	2	3	7	2	2	4	20	4	2	5	2	0	1	1	2	5	0	1	1	2	4	3	0	0	0	0	2	2	2	1	1	1	1	2	1	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	26607	15235	8589	7550	7664	4005	2234	3853	1639	1481	2632	1156	1033	1689	1122	1051	551	647	1142	468	739	688	339	420	565	234	215	210	271	164	202	278	255	113	96	139	92	78	170	84	63	131	119	97	48	54	96	42	36	53	48	32	29	21	26	24	11	21	26	31	17	41	16	18	10	24	13	11	14	21	9	4	11	7	5	4	5	6	7	4	22	0	2	4	1	3	13	2	0	3	4	6	3	3	2	0	0	4	3	3	4	0	0	1	1	2	2	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	13586	8530	4530	4360	4657	2251	1004	2417	767	706	1694	529	513	1089	660	623	245	346	725	237	444	403	174	241	369	118	105	113	155	76	110	161	164	47	41	91	42	39	94	35	31	76	60	59	23	27	69	19	16	21	23	14	15	9	13	13	5	9	14	17	9	34	7	12	4	18	8	6	6	14	7	2	4	5	2	3	3	3	3	2	18	0	0	3	1	3	4	0	0	1	2	6	2	1	0	0	0	2	3	2	3	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	26547	15095	8666	7631	7588	3950	2218	3811	1678	1510	2506	1152	1032	1668	1136	1004	564	612	1171	486	718	697	341	451	518	218	206	226	262	160	236	295	230	123	86	149	89	79	170	79	59	131	107	98	44	55	90	36	34	51	52	30	19	23	24	19	10	21	26	17	18	34	14	14	8	20	12	15	20	16	10	5	11	7	4	5	6	12	5	4	24	0	1	2	0	4	18	4	0	4	2	2	3	2	2	1	0	4	3	3	4	0	1	0	1	0	2	2	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north17_active	80	13398	8428	4503	4428	4643	2209	967	2396	803	722	1570	533	488	1052	667	591	257	336	738	248	437	427	170	263	330	115	108	120	151	69	132	192	138	44	32	92	47	37	107	33	31	77	62	58	21	25	55	17	15	21	18	13	11	9	16	12	6	10	15	8	12	28	6	8	3	12	5	8	13	13	9	2	2	5	1	2	3	9	2	0	18	0	0	2	0	3	9	1	0	1	0	2	2	1	0	0	0	2	1	2	3	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	26430	15008	8600	7649	7514	3966	2244	3856	1697	1521	2539	1103	1076	1716	1125	978	573	596	1123	493	665	716	347	447	534	207	205	257	271	155	236	284	221	121	102	161	98	76	168	73	58	119	99	113	49	63	115	38	36	43	61	29	24	26	26	19	15	20	32	14	18	33	15	19	7	17	13	12	18	17	13	5	10	7	3	5	5	11	3	5	24	2	3	3	0	4	14	3	0	4	2	2	2	3	2	3	0	1	3	1	3	0	1	0	2	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north18_active	80	13290	8363	4552	4415	4633	2205	969	2358	820	740	1574	508	505	1080	668	572	285	335	729	237	409	467	172	265	296	108	110	132	151	64	136	180	130	45	38	98	47	37	97	35	31	74	60	59	21	35	73	18	14	19	28	17	14	11	15	9	8	8	19	9	12	28	6	9	4	8	6	6	13	12	12	1	4	4	0	2	2	9	2	0	18	2	1	3	0	2	5	1	0	1	0	2	1	1	1	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
