label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67
0.03	north1_all	80	6282	3293	3535	2462	1100	594	863	378	248	524	187	453	109	104	113	98	73	53	81	34	45	18	22	36	12	27	10	9	12	9	4	12	8	4	12	5	1	4	1	5	4	1	1	2	5	2	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north1_active	80	3038	1759	2270	1527	611	301	500	185	113	359	93	306	57	39	65	53	39	21	51	19	31	8	13	21	5	16	4	6	7	7	1	6	5	2	7	5	1	2	1	3	2	1	0	0	3	1	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	6344	3322	3505	2495	1135	613	913	380	267	569	190	438	115	106	110	114	77	39	83	37	50	17	30	21	12	28	8	11	12	8	8	9	6	7	9	7	1	6	1	4	6	0	1	2	5	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north2_active	80	3001	1768	2223	1592	632	326	535	180	121	371	88	295	55	40	60	65	46	18	48	18	34	9	19	11	6	13	4	6	6	6	4	4	3	3	3	6	1	4	1	3	4	0	0	0	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	6207	3262	3369	2350	1056	607	880	354	257	567	177	371	108	92	100	102	78	39	84	40	38	22	29	16	11	30	14	11	15	6	10	17	4	5	6	8	2	6	4	5	5	1	0	1	3	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north3_active	80	2880	1704	2081	1493	584	331	528	166	107	387	74	243	51	41	64	56	47	20	40	18	23	11	20	8	6	13	5	6	8	5	5	8	3	2	3	7	2	4	3	3	4	1	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	6120	3121	3204	2228	974	599	871	331	262	469	170	349	104	83	98	94	84	36	82	47	39	23	33	16	14	27	11	13	11	6	11	17	6	5	6	4	3	9	4	2	4	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north4_active	80	2801	1610	1951	1381	531	307	517	158	115	304	74	237	47	35	57	54	51	19	42	21	23	15	26	9	8	11	3	7	5	3	7	11	4	1	2	3	1	6	2	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north5_all	80	5940	2993	3031	2116	939	586	776	319	254	435	180	327	106	70	99	81	79	41	76	44	35	32	36	16	16	27	15	9	15	4	12	21	6	2	1	3	3	7	5	2	2	2	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
0.03	north5_active	80	2714	1470	1764	1279	488	281	454	152	111	275	78	220	47	34	56	47	50	16	35	18	22	18	25	10	8	11	8	3	6	2	6	11	3	0	0	2	1	4	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north6_all	80	5960	2907	2924	2024	950	591	784	343	234	352	187	313	107	77	108	78	61	44	83	48	42	27	31	18	14	24	13	11	9	5	12	22	5	2	3	1	7	4	5	1	1	2	2	1	3	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
0.03	north6_active	80	2709	1409	1707	1241	513	293	466	153	112	205	91	211	55	34	55	48	36	18	46	18	25	17	17	13	6	12	10	3	3	1	8	14	2	1	2	0	3	2	0	1	1	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north7_all	80	5944	2958	2957	2000	972	618	768	361	247	349	211	317	114	93	108	85	58	44	72	45	48	24	30	18	11	28	17	11	8	3	11	17	4	3	5	3	5	4	4	3	1	1	2	2	2	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north7_active	80	2763	1417	1737	1235	514	312	445	156	121	200	102	211	53	37	50	52	32	16	39	15	31	13	14	11	5	14	15	3	2	0	6	9	3	3	4	2	2	2	1	2	1	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	6050	3098	3250	2136	1006	606	792	361	250	404	195	302	116	95	100	91	67	46	79	41	49	19	36	27	10	24	20	7	9	4	6	7	5	3	8	8	4	1	4	2	0	1	1	1	2	0	0	0	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2838	1542	1970	1320	543	307	487	150	120	242	88	213	49	43	43	53	38	20	57	18	31	8	20	17	5	14	16	2	5	0	4	4	5	3	7	4	2	1	2	1	0	1	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	6139	3219	3408	2264	1039	625	832	372	264	415	183	357	124	97	108	89	77	48	84	37	49	24	37	32	12	21	15	9	8	5	6	8	5	4	9	10	3	2	4	4	0	3	0	2	1	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
