label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72
0.03	north1_all	80	22858	4119	3939	1678	1843	861	733	623	481	344	403	296	180	360	113	104	124	108	119	65	86	48	37	32	34	23	26	19	10	20	10	13	15	16	13	3	11	5	2	3	10	3	0	2	4	1	3	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north1_active	80	14886	1894	2382	862	1078	414	367	320	244	177	235	179	91	212	46	58	64	59	75	25	54	26	12	15	23	14	11	10	4	14	2	9	9	11	9	2	7	4	1	2	6	1	0	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_all	80	22734	4075	4086	1695	1872	858	720	627	484	347	422	307	181	352	121	107	124	98	109	59	85	44	50	28	31	26	24	20	14	13	9	16	7	14	7	6	9	4	4	5	5	3	1	1	4	1	3	0	1	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north2_active	80	14819	1862	2474	855	1104	400	366	323	231	176	252	173	94	213	50	58	60	49	66	18	56	24	24	12	18	15	9	11	6	5	4	10	2	8	6	2	5	4	3	4	3	1	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north3_all	80	22709	4092	4074	1739	1878	850	709	638	472	360	389	342	176	377	129	110	104	101	105	45	73	50	48	30	32	29	20	21	14	14	14	14	10	9	9	6	12	5	5	5	3	4	2	0	2	0	6	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
0.03	north3_active	80	14932	1882	2497	860	1089	394	360	339	244	177	229	197	95	244	67	70	51	49	73	11	46	28	23	12	18	18	6	10	7	3	6	9	4	3	6	1	6	5	4	3	2	3	2	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_all	80	22698	4015	4075	1777	1864	832	696	632	477	373	376	365	201	364	139	115	92	94	132	40	77	47	48	34	47	25	17	21	13	17	12	10	10	7	9	6	9	4	5	5	2	3	5	0	1	3	5	1	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north4_active	80	14906	1862	2487	888	1111	394	356	323	255	187	205	217	105	255	70	59	45	47	86	10	42	25	24	15	29	16	6	10	9	4	7	6	5	3	6	1	5	3	4	2	0	3	5	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	22851	4077	4025	1770	1831	854	702	642	487	352	363	357	203	359	130	125	103	89	143	44	88	43	38	30	51	20	12	19	13	24	12	10	9	7	10	4	9	5	6	3	2	5	4	0	1	3	3	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0
0.03	north5_active	80	15003	1885	2413	870	1085	407	365	331	286	174	212	218	103	269	67	69	55	45	88	17	54	28	15	15	35	11	5	6	10	10	5	7	6	4	6	2	5	2	4	1	1	4	4	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north6_all	80	22835	4061	4082	1806	1868	928	681	613	470	356	390	345	204	333	127	120	126	81	175	40	92	43	36	25	48	23	14	19	12	25	7	7	8	11	9	4	11	4	4	9	3	3	3	1	2	3	3	1	2	0	0	2	1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	14888	1905	2450	858	1137	451	344	299	271	181	224	215	110	234	68	52	70	43	97	23	57	28	14	16	27	14	7	7	10	15	2	4	4	8	5	2	8	1	2	0	2	2	3	1	2	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	22736	4125	4177	1787	1879	928	695	581	493	352	393	330	190	319	121	123	121	78	160	38	91	37	32	30	40	28	15	21	13	21	5	15	8	14	13	6	7	3	4	10	4	4	1	1	3	1	0	1	2	1	0	1	1	2	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	14741	1926	2546	842	1127	461	329	276	273	176	217	203	99	210	65	59	65	46	95	24	59	23	13	21	22	16	8	6	9	13	1	8	4	12	5	2	5	0	2	0	2	2	1	1	3	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	22790	4087	4149	1734	1931	929	692	594	466	353	364	327	188	325	128	121	111	78	140	35	81	34	34	33	39	29	20	26	10	20	6	16	8	16	13	5	9	4	5	9	3	2	2	1	4	1	0	1	2	1	0	1	0	2	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	14672	1899	2517	835	1161	444	321	297	245	175	203	199	104	200	70	55	58	45	84	22	58	19	16	19	18	16	12	9	7	11	2	9	5	14	6	2	7	2	2	0	1	1	1	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	22603	4101	4130	1760	1878	895	698	597	491	356	356	329	176	351	142	128	103	85	119	40	86	40	30	37	37	27	23	21	10	15	6	15	7	13	14	6	7	4	5	13	2	2	3	2	3	1	0	2	1	1	1	1	0	2	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	14499	1854	2512	888	1113	410	326	297	258	191	201	196	92	215	84	58	56	46	80	23	52	22	11	19	19	14	14	8	6	8	3	8	4	12	8	3	4	2	2	3	0	1	2	1	3	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	22929	4189	4075	1746	1886	877	701	599	514	335	358	339	175	334	134	121	127	99	106	57	76	47	32	33	34	25	25	22	11	20	11	12	7	13	18	3	12	5	5	6	3	2	3	2	2	1	0	3	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	14787	1904	2479	850	1136	389	325	306	257	180	212	207	95	202	74	60	67	57	64	29	46	25	14	14	16	12	15	8	5	12	2	7	7	11	16	2	9	3	2	4	1	1	2	0	2	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	23454	3926	4097	1744	1896	903	708	622	455	339	370	312	193	350	148	131	90	100	112	58	73	49	28	23	53	28	14	15	17	17	7	13	12	12	5	5	6	2	2	3	3	1	1	2	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	15489	1825	2478	839	1070	441	337	342	223	177	213	185	93	249	68	68	49	52	61	21	42	28	15	12	30	14	3	10	6	12	5	8	6	10	4	2	2	0	2	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
