label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70
0.03	north6_all	80	13475	10989	2960	1855	1377	1185	731	735	451	373	693	227	194	178	151	208	134	97	149	82	71	61	32	74	37	26	15	26	10	12	25	13	6	30	8	4	4	6	3	2	1	1	1	3	3	0	1	1	2	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	8554	9346	1434	716	602	649	265	443	93	120	594	81	47	69	67	168	84	56	125	47	53	33	22	57	24	7	5	20	4	6	15	9	3	25	3	2	1	1	3	0	0	1	1	2	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	13466	10903	2910	1824	1375	1199	752	724	450	381	678	241	192	163	146	189	137	85	140	67	72	51	30	56	34	24	13	23	11	12	28	14	7	27	3	3	6	4	2	1	2	0	1	2	3	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	8534	9234	1350	682	616	666	267	431	98	125	570	83	47	61	63	156	84	46	115	38	48	28	21	43	18	5	2	16	3	6	20	11	2	22	1	3	1	2	2	0	1	0	0	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	13186	10123	2876	1831	1362	1125	744	713	468	388	666	251	207	145	168	212	146	82	137	65	67	54	30	67	30	25	15	26	16	11	30	15	8	9	1	5	6	3	5	1	2	3	1	4	4	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	8031	8455	1311	644	600	602	252	418	101	133	537	84	49	53	64	176	83	41	106	35	43	30	19	56	18	5	3	17	4	6	21	9	2	4	0	3	1	2	3	0	1	1	0	4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	12886	9298	2813	1881	1371	1080	720	700	475	388	655	247	202	147	151	215	143	85	127	57	83	45	39	53	33	31	15	23	15	10	22	11	9	9	2	4	4	4	8	1	3	4	1	3	9	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0
0.03	north9_active	80	7539	7597	1198	652	583	557	227	396	115	129	530	80	49	51	49	170	74	41	91	30	52	27	27	45	20	8	2	13	3	6	12	7	2	6	1	2	1	2	3	0	1	2	0	2	7	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0
0.03	north10_all	80	12430	8766	2823	1906	1376	1032	712	696	488	389	634	251	191	141	148	208	129	92	117	62	71	53	42	55	37	32	17	19	15	11	15	12	9	11	3	7	2	3	12	2	3	4	0	3	8	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0
0.03	north10_active	80	7038	7064	1169	644	560	526	205	393	131	121	503	71	47	46	47	157	64	47	83	27	41	30	29	48	19	8	4	12	3	7	7	8	3	8	2	5	0	2	4	0	2	2	0	2	7	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0
0.03	north11_all	80	13756	11304	3056	1890	1385	1082	729	735	455	371	720	259	198	169	131	251	106	98	131	66	91	45	43	68	50	20	19	33	16	23	17	10	7	11	7	6	1	5	5	4	0	2	0	5	6	3	4	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_active	80	8739	9705	1426	769	620	593	234	438	124	144	634	87	46	61	48	211	62	44	112	31	71	22	30	56	34	9	4	26	8	17	14	6	4	8	3	1	1	1	5	1	0	0	0	4	6	2	2	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	13851	11353	3081	1894	1387	1125	735	764	439	395	721	234	213	172	125	233	127	111	164	70	87	38	51	64	47	24	17	38	14	18	13	14	4	16	7	4	0	4	4	2	0	1	0	6	9	4	3	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north12_active	80	8844	9762	1423	777	627	630	230	459	129	145	635	88	63	56	47	192	77	51	137	31	63	19	38	53	30	9	3	30	5	14	10	11	3	14	4	1	0	1	3	1	0	0	0	5	9	2	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	13765	11202	3094	1904	1409	1138	768	766	443	389	710	220	209	170	128	232	137	96	145	71	79	39	45	46	40	29	18	31	17	22	11	13	1	11	9	4	3	4	6	3	0	1	0	6	3	3	2	4	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north13_active	80	8898	9614	1437	766	646	634	255	461	133	126	615	84	59	56	54	190	90	46	118	31	52	19	37	36	29	8	6	24	3	17	7	10	0	8	4	1	1	1	5	1	0	0	0	5	3	2	0	3	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	13699	11253	3128	1850	1455	1191	754	743	452	365	719	214	201	165	121	240	148	87	153	76	68	42	56	39	35	26	16	26	18	25	13	12	4	14	8	2	5	3	4	4	0	2	1	2	4	1	2	2	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0
0.03	north14_active	80	8873	9598	1470	767	673	675	263	451	140	128	624	85	54	53	57	193	94	45	122	36	47	24	40	29	22	7	6	21	3	21	8	10	2	12	4	1	3	1	2	1	0	0	0	1	4	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_all	80	13566	10954	3117	1844	1469	1184	775	722	456	362	801	219	195	160	130	245	136	87	146	61	72	48	63	44	35	25	18	22	16	23	16	12	7	15	8	2	7	2	5	4	0	5	1	1	3	0	2	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0
0.03	north15_active	80	8751	9276	1481	750	682	666	278	438	127	135	699	83	53	62	62	194	83	44	124	36	50	30	39	36	26	9	8	18	3	18	11	6	3	13	3	1	3	2	4	1	0	0	0	0	3	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north16_all	80	13606	11057	3047	1807	1456	1153	728	727	445	368	777	209	196	159	128	246	118	95	126	61	84	48	51	53	45	26	16	25	14	24	16	15	12	14	3	4	5	4	5	5	0	5	1	1	3	0	2	0	0	2	0	2	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0
0.03	north16_active	80	8717	9378	1447	738	674	660	252	426	126	152	680	71	48	61	54	203	69	51	102	36	59	31	31	43	35	9	6	21	4	16	10	6	3	11	1	2	2	3	3	1	0	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north17_all	80	13573	10603	2936	1903	1396	1217	758	721	433	378	778	218	198	157	142	244	113	107	125	53	75	50	45	67	38	26	13	29	13	21	21	14	9	24	3	4	3	5	4	4	1	5	0	2	3	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north17_active	80	8564	8951	1404	755	632	669	250	402	125	150	693	72	55	57	52	204	66	60	102	25	51	28	29	56	28	10	2	23	3	13	16	6	1	12	1	2	0	3	3	2	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north18_all	80	13207	9833	2818	1899	1412	1147	735	669	419	394	659	215	203	172	149	236	115	112	116	57	76	52	38	62	37	28	6	36	12	19	16	9	9	22	2	5	4	8	3	5	2	4	0	2	3	2	2	1	1	2	0	1	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north18_active	80	8073	8157	1300	699	602	632	226	351	111	149	573	73	56	58	44	192	64	65	94	28	48	26	27	49	26	8	0	28	3	11	11	4	1	10	1	1	0	3	2	3	0	0	0	2	2	0	0	1	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north19_all	80	12747	9219	2802	1915	1349	1170	780	624	462	383	606	223	189	170	138	222	104	108	104	65	72	52	46	61	27	25	5	36	15	13	15	6	6	21	2	4	5	6	1	5	2	2	1	2	5	2	1	2	2	2	0	0	0	0	6	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north19_active	80	7545	7514	1221	686	561	602	229	323	120	137	516	79	50	57	43	167	54	64	86	26	53	18	32	47	14	6	0	29	3	8	10	3	2	11	1	1	2	1	1	2	0	1	0	2	3	0	0	2	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north20_all	80	12360	8752	2871	1871	1383	1132	772	647	448	348	576	218	186	164	127	179	124	85	96	66	72	58	43	56	25	22	10	37	16	7	12	6	6	21	4	7	5	4	2	5	3	2	1	3	5	3	1	2	2	2	0	0	2	0	5	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north20_active	80	7064	7026	1200	650	554	536	218	339	127	110	483	72	52	61	38	123	64	40	80	26	55	19	28	41	11	4	1	28	2	4	7	3	2	10	2	1	2	0	2	1	0	1	0	3	3	0	0	2	0	1	0	0	2	0	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south21_all	80	24156	5659	3528	1810	1491	1128	760	883	526	543	334	686	267	175	182	194	93	115	137	62	42	33	60	49	70	21	30	23	36	18	12	20	8	7	9	5	4	7	4	3	3	2	1	2	4	0	0	0	1	2	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	20654	3488	2114	526	776	591	200	613	257	406	140	603	161	61	108	146	28	76	113	16	10	9	50	29	62	10	27	13	28	10	9	15	5	2	6	2	4	4	1	2	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	24493	5609	3553	1832	1451	1144	783	872	486	595	300	679	272	182	165	208	96	98	176	56	44	31	70	46	75	23	32	15	29	14	12	18	10	6	7	7	5	6	2	4	2	2	1	3	2	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south22_active	80	20923	3436	2162	534	755	574	207	615	231	441	124	583	177	54	102	158	28	65	148	18	10	9	57	25	67	10	25	9	20	5	9	14	6	0	7	3	4	4	0	3	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	24720	5658	3505	1852	1482	1125	782	852	478	639	283	663	278	196	163	197	94	119	168	49	51	29	58	45	70	26	34	13	17	14	13	18	10	6	9	7	4	8	3	3	1	1	0	3	2	1	1	0	4	1	2	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south23_active	80	21127	3453	2149	539	775	549	197	585	230	464	120	572	185	60	97	141	25	88	141	15	16	10	46	25	61	7	27	7	12	8	8	14	6	2	8	1	2	6	0	3	0	0	0	2	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	25026	5652	3483	1804	1473	1156	784	836	487	647	303	740	270	186	169	214	87	123	167	45	59	29	49	43	61	26	36	15	20	10	13	19	8	5	9	7	10	4	6	2	3	0	1	3	1	1	1	0	4	1	3	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south24_active	80	21314	3472	2116	512	777	588	209	590	240	471	137	643	183	62	97	153	24	85	142	15	18	8	36	25	52	5	31	10	13	4	8	12	2	2	8	2	8	3	2	2	1	0	1	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	25128	5722	3459	1785	1532	1111	773	817	514	627	323	773	261	176	169	216	84	136	149	52	56	32	50	46	56	25	39	11	21	12	11	20	6	5	7	6	11	3	5	2	4	1	2	1	1	1	1	2	5	1	3	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south25_active	80	21396	3539	2087	484	811	571	208	600	241	469	151	681	179	70	99	160	26	100	121	16	18	9	37	37	46	5	33	6	15	7	6	15	2	3	6	1	10	3	2	2	2	0	1	0	0	0	1	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	25144	5807	3432	1790	1545	1088	770	798	494	630	318	794	266	169	184	201	88	142	128	56	51	35	45	45	48	25	36	14	41	10	8	18	8	7	6	5	14	0	3	1	4	2	5	1	1	1	1	2	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south26_active	80	21456	3599	2043	472	813	556	218	575	237	471	139	710	179	81	114	146	25	108	104	16	17	8	31	34	36	5	33	5	33	5	5	15	2	3	5	1	12	0	2	1	2	0	4	1	0	0	1	2	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	25289	5829	3445	1809	1563	1040	756	815	494	607	327	789	271	182	176	192	94	142	136	62	55	38	55	41	42	17	36	19	43	11	4	22	7	7	8	6	15	1	2	1	3	3	5	1	0	2	2	3	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	south27_active	80	21628	3672	2096	465	800	531	196	582	231	457	137	714	187	75	115	143	22	111	118	13	16	9	40	30	31	6	30	8	36	7	1	18	2	2	7	4	11	0	0	1	2	1	4	1	0	1	2	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south28_all	80	25013	5913	3533	1853	1540	1066	752	828	502	616	324	752	304	179	170	175	90	163	130	50	51	51	65	43	41	23	32	21	40	8	9	21	10	8	8	9	17	1	2	1	0	2	6	1	1	2	2	1	1	0	6	1	1	1	0	0	1	1	1	0	0	0	0	0	0	2	1	0	0	0	0
0.03	south28_active	80	21399	3760	2170	483	780	563	188	574	236	458	132	679	210	74	107	135	22	134	117	14	16	14	52	24	33	10	27	9	33	6	3	19	3	4	7	7	11	0	0	1	0	1	5	1	0	1	2	0	1	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south29_all	80	24819	5896	3522	1936	1519	1092	762	859	506	614	326	745	298	187	181	184	103	155	122	49	49	47	72	39	37	21	24	33	26	10	15	19	10	7	8	10	17	1	2	0	0	1	2	1	1	2	2	1	0	0	5	1	2	0	0	0	2	2	1	0	0	0	0	0	0	1	1	0	0	0	0
0.03	south29_active	80	21217	3702	2181	548	772	600	185	590	234	452	125	673	207	69	108	144	24	122	98	12	17	11	59	19	30	9	19	18	22	7	7	16	2	4	7	8	11	0	0	0	0	1	2	0	0	1	2	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south30_all	80	24611	5826	3463	1867	1508	1129	790	838	496	595	310	682	271	169	170	199	103	148	136	50	49	47	63	36	45	26	31	31	22	12	14	22	9	7	8	8	12	4	2	3	0	0	2	1	1	1	1	0	0	0	5	1	2	0	0	0	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south30_active	80	20973	3591	2104	547	783	597	178	579	224	437	127	607	187	54	93	153	27	119	111	12	15	14	46	17	38	12	23	19	19	9	7	16	3	3	6	7	9	2	0	3	0	0	2	0	0	0	1	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	25025	5756	3479	1759	1426	1150	750	908	527	564	299	855	224	168	154	199	95	132	110	59	44	47	71	44	52	18	30	13	12	13	17	23	10	3	17	2	3	9	3	1	1	1	1	1	0	2	0	0	1	1	7	2	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	21358	3570	2071	548	758	620	202	636	271	422	136	769	153	63	101	152	23	101	85	17	15	11	56	27	40	7	26	9	10	6	13	20	5	2	14	1	0	8	1	0	0	1	0	0	0	1	0	0	0	0	7	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	24525	5802	3438	1770	1457	1148	714	896	546	588	294	818	231	172	164	205	105	127	131	55	57	50	62	43	63	22	39	15	30	12	20	26	12	8	17	4	3	11	3	2	1	0	0	2	1	3	0	0	1	1	3	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	20883	3585	2023	531	772	613	191	637	260	450	137	733	159	71	116	144	27	94	102	17	18	13	48	25	48	11	33	11	28	8	14	22	7	3	14	4	0	10	1	0	1	0	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	24437	5890	3436	1761	1459	1126	702	903	544	599	298	753	244	171	181	180	94	130	156	54	53	54	70	51	57	26	41	12	34	12	22	22	8	9	12	5	5	7	3	2	3	0	0	5	2	2	3	0	1	1	3	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south33_active	80	20737	3598	2032	513	781	603	193	652	258	458	142	677	176	69	118	121	24	96	132	21	17	16	55	29	44	13	34	12	31	10	16	19	5	4	10	4	5	7	1	0	1	0	0	5	0	1	2	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south34_all	80	24407	5814	3415	1750	1419	1123	725	892	550	591	300	695	263	171	186	151	87	117	160	55	56	51	49	43	60	19	59	16	32	18	16	21	7	11	14	5	8	3	2	3	3	1	0	5	2	3	5	0	1	1	2	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south34_active	80	20733	3604	2055	517	778	611	211	636	252	450	141	620	179	72	115	94	22	76	136	26	18	18	35	24	44	10	52	14	28	14	11	18	4	5	14	4	6	3	1	1	1	0	0	5	0	2	3	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south35_all	80	24579	5878	3359	1724	1458	1102	714	870	537	574	322	708	277	169	184	143	78	122	162	61	47	52	53	48	41	17	60	23	30	16	11	23	7	11	15	3	9	2	1	3	2	1	1	6	1	1	5	1	0	1	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south35_active	80	20931	3657	2028	500	777	592	195	631	248	424	145	634	191	66	110	100	19	87	135	25	17	17	35	27	34	7	52	18	26	11	6	18	4	4	11	0	7	1	1	1	0	0	0	5	0	1	3	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south36_all	80	24594	5813	3386	1811	1404	1074	727	879	539	598	312	686	264	166	158	157	80	113	161	55	38	49	48	50	38	15	44	24	24	18	7	21	8	10	13	5	6	2	2	4	2	3	1	2	1	2	3	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
0.03	south36_active	80	20954	3576	2060	508	767	572	196	618	260	438	137	609	171	64	98	115	23	74	132	21	14	18	32	27	27	6	37	18	17	10	5	17	5	3	9	0	4	1	0	1	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south37_all	80	24452	5813	3375	1864	1437	1086	752	904	552	591	306	742	268	180	144	182	87	122	153	51	38	47	52	51	47	19	34	30	24	14	4	16	10	7	6	6	2	6	2	6	1	5	2	3	1	2	0	1	0	0	6	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0
0.03	south37_active	80	20833	3552	2007	527	801	572	194	645	270	432	117	659	175	65	86	144	19	86	122	21	11	15	35	31	37	8	31	22	16	8	3	11	7	1	2	2	1	5	0	3	0	2	0	2	1	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south38_all	80	24435	5924	3314	1839	1427	1047	767	909	520	593	291	698	246	169	180	177	94	143	155	49	52	41	50	44	57	20	27	31	22	9	9	18	11	3	12	4	2	6	4	7	2	4	3	3	1	2	0	1	0	0	6	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0
0.03	south38_active	80	20804	3569	1972	494	820	561	201	651	241	428	112	624	153	62	113	135	26	97	126	19	16	11	36	23	42	7	22	22	15	4	7	13	8	1	8	2	0	6	2	3	0	2	1	2	1	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south39_all	80	24304	5932	3276	1809	1423	1060	773	857	466	556	312	738	260	166	197	172	100	138	149	57	50	43	57	45	59	20	33	27	21	10	10	19	9	6	12	2	6	7	3	5	1	6	3	2	0	2	0	0	1	0	6	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	south39_active	80	20800	3614	1924	511	806	561	201	634	207	397	123	655	169	58	115	128	27	96	122	17	16	11	44	25	47	9	29	17	13	6	9	14	6	3	7	2	4	7	2	3	0	2	1	1	0	0	0	0	0	0	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south40_all	80	24498	5920	3378	1734	1432	1065	745	844	469	542	326	716	307	148	230	171	105	133	167	66	41	40	42	48	56	27	34	24	22	11	13	26	7	6	13	4	6	3	3	3	1	5	2	1	1	1	0	0	1	1	6	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south40_active	80	20938	3663	2027	469	774	567	188	608	230	390	140	634	217	46	138	118	30	100	137	17	17	8	29	28	43	10	29	13	14	7	9	22	5	4	8	3	4	3	2	1	0	1	1	0	1	0	0	0	0	0	6	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
