label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74
0.03	north1_all	80	31597	8627	8183	2811	1661	2481	931	714	521	683	368	362	658	305	242	141	233	123	109	87	72	47	65	43	92	43	55	28	41	19	25	11	9	19	18	11	5	2	5	9	4	3	1	1	2	1	3	1	0	0	0	0	0	3	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north1_active	80	26914	6038	6992	1582	421	1975	276	175	154	509	112	186	561	202	182	61	157	72	42	44	48	12	42	18	77	20	42	23	32	15	21	4	5	15	16	10	5	1	3	8	0	0	1	1	0	0	2	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	31840	8683	8068	2772	1663	2491	927	708	544	672	372	359	634	313	248	163	205	119	92	82	65	49	50	41	82	43	51	38	31	19	28	17	7	17	16	19	6	3	5	9	4	5	3	0	3	4	2	2	0	3	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north2_active	80	27240	6005	6943	1562	406	2001	264	173	153	488	114	199	536	200	188	72	141	72	39	39	51	10	31	15	68	21	43	30	21	13	24	6	4	14	12	19	6	1	3	7	0	1	1	0	1	1	2	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	31634	8722	8109	2827	1647	2524	949	747	568	766	394	353	611	304	242	166	171	127	85	81	61	59	39	48	83	37	40	29	30	18	24	19	8	21	11	22	10	4	5	5	8	6	4	2	3	6	1	2	1	3	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
0.03	north3_active	80	27041	6063	6942	1613	404	2034	276	193	170	566	134	195	518	193	184	69	104	84	36	37	45	12	26	17	69	16	32	22	21	12	20	6	4	19	8	19	9	2	2	4	1	1	1	2	1	1	1	2	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	31870	8735	7993	2782	1667	2497	955	729	629	798	405	343	598	272	233	163	142	111	73	76	67	68	45	39	67	32	50	29	32	26	20	21	10	14	14	20	13	3	3	7	5	6	3	2	4	7	1	6	2	5	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north4_active	80	27278	6137	6781	1557	420	2039	257	193	203	591	135	185	502	172	171	71	89	74	29	37	48	16	32	14	58	16	44	21	23	18	15	6	5	11	9	16	12	1	1	6	1	1	0	2	1	1	1	6	1	5	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	30221	8468	7584	2742	1687	2465	989	749	631	817	416	340	559	293	229	153	159	130	80	72	70	67	58	37	61	27	44	32	30	29	23	14	9	13	18	13	17	3	4	7	5	5	2	3	2	5	0	4	3	3	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north5_active	80	25511	5869	6318	1497	457	1992	296	205	201	593	138	171	456	175	159	62	96	82	29	31	46	17	40	14	55	10	38	23	22	22	18	3	4	9	11	9	16	1	1	7	1	1	0	2	0	0	0	4	2	3	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	27269	7887	6830	2665	1741	2167	993	731	637	720	413	351	547	268	233	138	180	137	96	61	73	61	66	39	58	26	46	39	36	32	20	12	11	14	13	6	16	4	4	8	3	4	2	3	1	3	0	4	4	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	22307	5136	5471	1359	506	1692	307	219	206	509	125	172	436	158	150	54	110	76	37	26	42	18	41	15	48	9	37	25	26	22	16	2	5	10	5	4	15	1	1	6	1	2	0	2	0	0	0	4	2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	24089	7406	6132	2609	1738	2002	1008	711	607	627	402	350	536	266	234	134	189	128	98	65	79	54	61	38	47	28	27	38	39	28	22	11	9	12	13	6	12	4	2	9	3	6	3	3	1	1	0	1	4	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	18951	4434	4723	1261	546	1503	326	225	181	424	120	163	417	150	146	39	114	67	33	29	42	15	34	11	36	11	19	25	31	19	18	0	5	10	4	4	10	2	0	6	1	2	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	22120	6932	5533	2608	1774	1751	1023	761	574	631	403	346	478	229	213	166	177	121	99	62	66	47	51	42	52	28	34	35	29	18	21	10	14	9	7	4	12	6	0	11	6	5	3	3	0	1	0	2	3	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	16660	3809	4083	1171	595	1220	333	264	169	391	112	163	359	122	119	45	100	55	30	31	35	12	23	15	38	7	24	18	22	9	15	1	7	6	2	2	9	3	0	6	1	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	21948	6958	5528	2610	1740	1761	998	760	561	639	396	360	478	236	216	167	151	116	94	73	65	46	45	44	56	30	34	25	24	18	18	9	11	9	9	9	10	6	1	8	7	3	2	5	0	2	1	3	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	16567	3806	4127	1183	597	1227	313	260	172	398	102	158	358	129	120	42	80	48	35	38	39	13	23	15	40	10	23	13	19	6	13	1	5	5	3	4	8	4	0	3	1	0	0	0	0	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	24142	7435	6037	2668	1763	1836	947	746	566	663	387	338	494	243	250	176	144	105	109	64	62	45	52	42	62	30	46	20	16	19	24	5	18	12	9	7	9	4	1	6	5	3	1	4	0	4	1	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	18946	4359	4698	1294	603	1325	279	256	171	431	99	159	386	146	137	53	75	51	41	35	38	13	27	17	47	10	35	14	11	11	14	2	9	4	4	2	7	2	0	3	1	0	0	0	0	3	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	31982	8748	8234	2832	1655	2482	986	728	640	776	384	356	476	328	279	176	188	105	97	76	90	62	69	46	80	25	38	39	38	18	20	14	12	22	14	13	6	7	1	6	4	1	2	2	2	1	6	2	0	0	1	0	1	2	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	27298	6153	7030	1603	455	2017	283	172	187	574	133	185	395	224	196	71	139	61	46	38	54	17	38	22	66	12	29	27	29	15	14	6	11	14	11	9	4	3	0	6	2	1	1	1	0	1	5	2	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	32293	8762	8480	2871	1646	2533	976	726	614	774	372	331	504	315	255	168	200	120	97	69	99	64	65	42	78	27	40	38	30	17	24	16	16	32	14	8	7	8	3	6	3	2	4	4	4	1	1	9	1	0	1	0	1	2	1	0	4	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	27517	6206	7227	1619	444	2085	275	180	186	576	127	193	430	219	178	72	154	76	48	36	64	18	35	21	66	13	30	24	27	12	17	8	15	27	11	6	4	4	1	6	1	1	2	2	0	1	0	9	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	32426	8648	8376	2833	1605	2440	951	701	592	746	386	349	544	291	241	166	186	121	88	73	101	61	70	32	63	32	41	35	25	19	23	14	20	29	15	5	9	6	3	31	3	1	3	2	3	1	1	8	2	0	3	0	1	0	3	0	4	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	27673	6112	7164	1608	429	1977	255	175	172	566	126	198	473	198	169	74	139	74	42	36	68	15	45	15	55	16	33	21	22	10	16	6	16	26	12	3	5	2	1	31	1	0	1	1	0	1	0	8	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	32631	8749	8433	2741	1634	2430	934	719	596	777	382	354	621	257	221	150	211	124	81	84	92	53	63	29	60	36	37	33	25	20	36	12	21	20	9	6	9	6	4	32	1	2	4	3	2	1	2	8	2	1	3	0	0	0	3	0	3	0	2	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	27850	6105	7235	1538	439	1961	252	189	180	586	116	205	542	172	154	70	160	72	37	45	62	11	43	12	51	19	29	19	21	9	29	7	16	19	7	4	6	2	1	31	0	0	1	1	0	1	0	8	0	1	1	0	0	0	1	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	32360	8852	8237	2791	1660	2452	918	741	582	806	400	376	596	268	226	156	204	122	76	87	79	56	57	30	64	37	42	37	23	19	37	14	15	10	10	11	8	4	5	35	0	2	2	3	6	1	3	3	1	3	2	0	0	0	2	0	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	27663	6175	7030	1583	445	1950	251	199	179	608	114	214	514	169	155	71	155	73	34	47	53	13	42	11	57	15	32	24	19	10	32	7	10	8	8	7	6	2	1	34	0	0	1	0	1	1	1	3	0	3	1	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	32111	8948	8323	2855	1683	2435	946	776	597	813	409	371	609	284	224	146	201	122	83	92	80	55	68	32	82	40	34	44	28	19	39	15	12	15	8	17	7	5	4	34	0	3	1	3	5	0	3	1	1	3	1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_active	80	27438	6306	7097	1619	462	1934	266	215	203	617	119	199	513	184	152	60	150	68	32	46	57	13	50	12	67	19	24	31	26	14	34	10	7	11	6	14	5	4	1	33	0	0	0	0	2	0	1	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	29416	8471	7680	2748	1720	2316	951	746	580	768	412	374	578	276	239	142	187	119	88	79	66	46	56	30	96	39	35	41	24	25	26	15	6	15	8	18	6	5	4	9	3	4	1	2	5	0	2	0	1	2	2	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	24530	5767	6357	1500	492	1789	266	205	197	560	131	193	480	192	162	57	130	61	34	41	45	10	34	11	77	18	25	31	20	18	22	9	4	11	6	14	5	3	1	5	1	1	0	0	2	0	1	0	0	2	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	28661	8356	7560	2716	1698	2268	964	737	608	755	399	385	607	297	243	143	154	103	92	79	59	56	48	31	82	35	33	34	27	24	23	13	3	20	8	17	7	9	3	6	3	4	0	1	3	0	0	1	1	1	3	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
