label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67
0.03	north1_all	80	4532	1636	1397	584	416	284	229	493	472	243	201	119	91	60	52	49	48	27	30	12	31	19	16	14	16	14	10	7	3	3	1	6	10	8	17	0	2	1	0	0	1	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0
0.03	north1_active	80	2598	847	869	288	188	146	101	305	294	167	130	70	46	22	23	29	32	15	19	8	14	14	9	6	7	9	9	1	3	0	1	2	8	4	9	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
0.03	north2_all	80	4665	1653	1398	583	426	277	224	475	434	242	203	127	91	54	52	55	45	34	32	21	44	15	14	17	16	15	10	7	5	2	1	7	11	8	16	1	2	1	1	0	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north2_active	80	2684	869	856	277	199	140	100	292	267	149	134	76	54	21	25	33	26	22	20	12	26	10	9	9	9	9	9	2	4	1	1	3	7	5	7	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	4856	1648	1462	574	431	318	226	544	446	290	207	121	96	47	42	66	35	39	48	26	51	13	16	18	16	14	11	7	7	1	3	7	12	7	15	1	2	1	1	1	4	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	north3_active	80	2880	839	916	277	196	157	100	363	300	175	139	72	60	22	19	38	19	25	29	12	35	8	8	10	9	9	10	2	3	1	1	2	7	4	6	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	5082	1747	1589	595	420	333	215	601	493	310	235	128	107	47	40	59	30	46	53	26	53	11	11	14	17	13	8	9	8	1	3	6	16	3	21	3	1	4	3	1	5	4	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north4_active	80	3010	890	1002	290	176	163	99	425	345	186	164	72	65	23	20	34	18	30	29	13	40	4	5	10	10	7	5	3	4	1	1	1	9	2	11	2	1	3	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	5085	1724	1589	601	408	373	210	605	499	322	207	128	105	51	40	55	29	46	47	24	48	15	17	16	13	22	17	14	6	3	3	5	15	2	15	2	2	4	3	1	6	3	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north5_active	80	2998	891	1005	289	166	186	86	422	361	202	143	72	57	27	20	35	16	32	24	13	34	5	9	9	8	13	12	3	1	2	1	1	9	1	13	2	1	3	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_all	80	4878	1717	1580	623	399	342	201	563	463	296	207	118	110	55	49	43	37	45	38	17	42	13	17	18	13	19	18	13	3	9	1	3	13	6	18	3	3	4	4	0	4	3	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
0.03	north6_active	80	2821	897	997	319	162	171	80	405	325	178	146	70	59	22	25	26	19	29	17	10	33	3	11	9	7	8	11	4	1	6	0	0	9	3	13	2	2	3	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	4626	1629	1479	581	388	337	225	509	434	290	182	132	103	54	47	48	39	44	27	17	42	16	21	14	10	26	17	10	7	10	2	3	8	7	8	3	4	8	3	0	3	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2625	843	903	301	170	171	94	340	285	175	130	82	56	17	22	30	19	26	9	10	31	4	15	7	4	13	10	4	5	6	0	1	6	2	4	2	3	7	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	4552	1592	1425	600	382	305	235	541	390	304	186	120	101	59	47	49	35	48	27	22	48	12	24	15	10	22	10	6	6	14	2	4	2	7	6	4	2	5	4	1	3	1	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	north8_active	80	2563	805	867	322	158	151	103	363	240	180	129	71	58	19	21	28	15	23	12	12	35	3	14	8	4	12	5	3	6	9	0	1	1	2	3	2	2	4	3	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	4634	1638	1513	606	373	308	236	633	443	321	169	132	95	64	39	58	29	41	31	22	41	16	22	17	9	15	14	4	7	11	2	5	2	5	10	4	1	4	5	1	2	2	0	1	0	4	7	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north9_active	80	2622	852	916	306	161	148	99	415	290	191	113	75	61	25	14	34	12	20	19	12	29	5	12	7	5	7	8	1	7	7	0	2	0	1	10	2	1	4	4	1	1	0	0	1	0	2	7	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	4789	1686	1607	647	373	315	231	716	506	360	176	124	103	60	43	55	33	41	34	21	49	14	21	15	8	9	16	4	7	10	3	4	4	3	12	2	2	0	3	1	2	3	0	1	0	4	7	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north10_active	80	2772	885	987	335	162	158	98	466	347	240	117	66	65	29	22	33	14	19	26	11	33	4	11	6	5	3	9	0	7	7	1	2	2	0	12	1	2	0	2	1	1	1	0	1	0	2	7	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	4562	1580	1488	597	399	300	232	510	479	248	189	130	78	62	52	69	34	48	29	24	35	15	16	16	12	28	10	7	8	15	6	6	9	4	5	2	3	1	6	3	2	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north11_active	80	2658	817	880	283	188	143	113	331	305	155	118	64	41	34	24	42	17	29	8	7	20	3	7	5	6	12	4	5	3	8	5	3	4	0	4	1	0	0	3	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4547	1606	1452	582	415	286	226	508	445	255	195	129	68	66	47	65	33	49	34	24	30	18	14	15	15	30	10	8	5	12	6	6	7	3	4	2	4	1	6	3	3	0	0	1	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2679	844	845	260	202	138	107	338	279	162	128	69	38	41	20	40	15	31	14	7	17	6	5	6	10	14	5	3	2	9	5	1	1	2	2	1	0	0	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	4530	1578	1469	588	388	304	211	535	414	273	175	144	100	59	42	60	29	52	41	22	45	18	9	18	17	19	8	10	3	7	7	3	6	5	5	1	3	0	4	6	3	0	1	3	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2570	845	832	260	191	151	97	347	272	176	118	77	58	37	18	39	12	33	17	7	27	5	2	8	12	8	4	4	1	5	3	0	2	2	2	0	0	0	1	3	1	0	1	2	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	4670	1604	1584	597	377	305	215	636	478	314	180	137	109	57	43	63	26	52	45	25	38	15	13	18	17	16	8	10	3	9	9	3	7	5	7	3	6	2	3	5	2	0	2	3	3	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2687	847	945	283	179	146	101	402	344	195	123	79	69	28	18	42	15	30	26	8	26	5	5	6	11	7	4	3	1	8	2	0	2	3	3	1	3	2	1	3	1	0	1	2	2	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	4959	1690	1647	579	396	333	224	637	548	354	206	150	125	56	46	69	30	43	40	23	43	9	12	20	22	13	8	10	5	9	8	4	8	4	8	2	6	2	1	3	1	0	2	3	4	1	0	1	0	0	2	0	0	0	4	0	2	0	0	0	0	2	0	0	0	0	0	0
0.03	north15_active	80	2894	892	1000	301	171	158	92	378	381	227	134	80	83	25	18	43	18	24	25	10	28	3	6	10	18	5	5	4	2	6	0	1	2	1	3	1	4	2	1	2	0	0	1	2	3	1	0	1	0	0	2	0	0	0	4	0	2	0	0	0	0	2	0	0	0	0	0	0
0.03	north16_all	80	5271	1722	1705	582	412	314	223	691	606	349	243	147	112	57	47	68	39	51	45	28	50	11	16	18	21	12	8	7	7	10	6	4	9	5	9	5	6	5	0	0	1	3	1	0	3	1	1	1	0	0	3	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
0.03	north16_active	80	3174	928	1050	307	157	141	94	446	406	217	156	81	77	23	17	41	23	29	27	9	39	5	9	9	16	5	5	2	3	7	0	2	5	3	4	3	4	3	0	0	1	3	0	0	2	1	1	1	0	0	3	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
0.03	north17_all	80	5312	1760	1718	577	436	326	236	720	602	373	246	126	108	53	49	66	42	47	42	27	48	14	19	17	20	8	12	8	8	9	2	4	9	6	8	4	4	5	1	0	2	4	0	0	2	1	1	2	0	0	1	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0
0.03	north17_active	80	3176	951	1055	295	172	151	105	487	382	254	162	74	70	28	17	35	25	30	27	11	34	7	10	8	16	3	5	1	3	6	0	2	6	3	3	3	2	3	1	0	1	3	0	0	1	1	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
