label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124
0.03	north1_all	80	7832	3856	2940	4687	1242	2510	933	610	1180	753	464	328	762	367	294	197	346	182	116	229	82	102	101	69	73	51	54	70	41	34	35	67	37	33	30	47	17	14	79	29	8	14	15	9	9	28	36	8	5	15	7	4	4	9	24	8	3	3	4	3	1	4	3	4	5	2	3	0	2	0	1	1	0	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	3571	1723	1877	4159	584	2201	527	180	1000	569	310	81	665	265	188	78	282	126	30	188	24	42	50	33	25	7	15	49	14	12	12	52	16	12	16	38	7	4	65	21	4	5	6	4	3	25	32	4	2	11	4	1	1	3	22	5	3	3	0	2	1	2	2	3	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	7865	3852	2917	4885	1234	2342	893	583	1215	758	458	345	793	347	282	188	320	163	123	189	85	92	102	60	72	57	57	65	43	33	39	67	34	27	34	55	17	16	77	30	6	15	18	9	9	22	29	7	4	9	3	9	3	12	16	7	4	5	5	5	3	4	2	4	5	2	3	0	0	1	2	1	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	3555	1738	1854	4357	610	2038	492	158	1029	572	305	89	702	248	184	79	251	100	34	148	23	36	49	27	23	13	18	45	13	10	14	51	13	10	20	43	10	5	64	26	3	5	7	5	2	19	25	3	0	7	1	3	1	3	14	4	3	5	1	2	2	2	1	2	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	8022	3816	2916	4875	1234	2355	831	568	1280	738	482	321	769	370	268	199	331	166	114	283	85	98	100	65	62	56	51	75	43	35	42	73	34	28	34	50	22	21	83	30	9	18	14	14	13	18	30	6	4	13	0	9	5	10	17	2	6	4	4	5	3	5	2	4	5	1	1	0	2	4	4	1	2	2	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	3689	1741	1849	4363	626	2046	452	145	1084	575	321	86	684	258	163	82	256	95	34	239	26	37	47	31	12	14	19	48	11	14	13	60	13	8	24	41	11	3	69	28	5	5	4	8	3	16	26	4	0	9	0	3	2	2	17	1	5	4	1	1	2	2	0	2	1	0	1	0	2	4	2	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	8126	3858	2956	4772	1216	2430	857	571	1229	697	483	303	771	380	272	173	334	190	111	340	85	106	99	71	66	59	49	81	37	39	38	77	34	26	34	61	19	30	43	34	13	16	15	13	12	10	30	7	4	19	3	12	6	10	17	2	5	5	4	5	2	3	1	2	1	2	0	1	3	4	5	1	2	3	3	0	0	2	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	3730	1782	1890	4268	599	2139	467	148	1032	550	327	83	689	273	173	69	260	116	33	298	28	41	47	28	17	16	15	50	9	14	11	68	10	11	23	54	8	2	40	32	4	5	2	9	2	8	25	4	2	14	1	6	2	3	17	1	4	5	1	0	1	1	0	1	0	1	0	0	3	4	3	1	2	1	2	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	8236	3852	2933	4513	1287	2486	848	584	1221	698	513	299	758	391	260	162	362	188	107	363	83	102	105	74	62	54	46	75	38	41	34	74	33	30	38	60	18	28	42	29	14	20	8	11	14	15	20	8	5	11	4	11	6	5	12	1	6	3	2	4	2	4	2	2	3	1	1	1	3	4	6	1	2	2	3	1	0	1	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	3804	1755	1912	4019	619	2195	449	147	1041	545	340	79	672	286	164	61	293	110	33	307	29	39	50	35	20	17	12	47	10	14	9	67	9	12	27	47	5	1	39	25	4	8	1	7	5	10	15	5	3	8	2	5	2	1	12	0	4	3	0	0	2	1	0	1	0	1	0	0	3	4	5	1	1	1	2	0	0	1	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
