label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49
0.03	north1_all	80	7505	2747	1780	861	732	714	347	200	336	142	136	111	86	109	79	72	27	18	12	34	11	10	3	3	3	2	2	1	2	3	2	1	4	1	2	1	0	1	0	0	2	1	3	0	2	0	0	0	0	0
0.03	north1_active	80	4314	1481	977	416	426	398	190	88	208	83	76	64	45	68	53	41	5	11	4	26	3	6	1	1	0	1	1	0	2	2	1	0	0	0	2	1	0	1	0	0	0	0	3	0	1	0	0	0	0	0
0.03	north2_all	80	7443	2746	1765	826	729	710	338	187	344	145	137	111	90	87	71	61	27	17	17	38	11	8	3	6	5	2	1	1	4	3	0	1	0	1	1	0	0	1	0	0	1	1	2	0	3	0	0	0	0	0
0.03	north2_active	80	4278	1486	979	391	411	398	186	86	219	77	82	54	52	49	37	36	8	11	4	29	4	6	1	4	1	1	1	0	3	2	0	0	0	1	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0
0.03	north3_all	80	7115	2683	1669	844	702	688	319	191	345	142	126	92	79	81	77	51	25	17	21	43	7	12	3	6	7	3	1	4	5	1	2	4	0	2	0	0	0	1	0	0	1	0	2	0	3	0	0	0	0	0
0.03	north3_active	80	4129	1414	942	401	386	416	165	88	214	70	76	46	47	52	42	30	8	12	6	33	3	7	3	4	2	2	1	3	3	0	0	3	0	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0
0.03	north4_all	80	6794	2599	1608	845	685	666	305	197	302	124	125	97	85	84	71	45	18	16	23	35	8	16	4	11	8	5	2	5	6	0	2	3	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north4_active	80	3884	1360	912	423	373	411	141	89	176	55	82	48	49	53	36	25	7	10	8	27	3	10	2	7	4	2	1	3	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	6463	2508	1490	849	634	648	299	200	235	125	115	90	70	86	81	47	14	20	20	27	10	15	4	14	8	4	2	7	4	0	2	4	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_active	80	3609	1320	826	434	330	396	132	96	126	51	67	47	40	55	45	30	6	9	9	18	4	8	2	9	3	2	1	6	1	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	6535	2455	1560	844	631	630	293	211	244	130	135	90	61	91	84	56	15	19	17	33	16	15	6	14	7	5	1	6	3	1	2	10	0	2	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0
