label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99
0.03	north1_all	80	21042	4471	4699	2159	1633	1479	816	1175	516	1086	389	384	708	217	233	220	149	230	112	191	104	77	78	121	59	53	42	42	52	33	21	27	28	24	18	17	18	12	37	8	18	8	7	6	14	10	5	12	1	2	3	1	4	3	1	5	3	6	0	1	0	1	6	2	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north1_active	80	17613	1860	3589	1140	975	994	288	937	145	923	141	200	605	91	123	141	67	180	40	146	41	17	25	98	25	34	11	15	38	27	10	22	23	6	14	3	8	1	33	2	10	3	2	1	13	2	1	8	0	1	1	0	0	3	0	2	2	5	0	0	0	1	5	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north2_all	80	20403	4497	4633	2137	1636	1492	791	1137	506	1069	414	362	739	198	236	234	154	224	110	176	99	83	71	110	57	55	39	44	55	31	21	34	35	29	17	10	23	11	43	11	15	10	9	7	12	10	5	8	2	2	2	2	3	5	4	6	1	1	0	2	0	2	5	2	1	0	1	1	1	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north2_active	80	16945	1887	3493	1094	968	1006	285	883	145	888	136	181	651	84	117	155	66	170	42	127	29	17	23	90	23	33	10	18	41	24	9	27	32	7	12	3	10	0	37	7	7	6	4	2	11	2	1	4	0	1	1	0	0	5	3	3	1	0	0	1	0	2	4	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north3_all	80	20146	4477	4656	2138	1647	1576	794	1224	503	1027	413	354	790	190	213	258	162	218	111	181	98	87	68	127	49	56	51	39	61	36	22	30	31	32	24	13	23	10	42	11	15	11	12	7	7	8	7	3	2	2	2	3	4	5	3	5	1	1	0	2	1	2	6	2	1	0	0	2	1	0	0	0	1	1	1	0	2	0	2	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north3_active	80	16733	1878	3493	1114	956	1066	297	955	143	835	143	162	702	83	104	173	66	165	41	135	31	24	23	105	17	33	17	21	48	23	6	24	24	15	17	5	9	1	37	5	8	7	6	2	7	2	1	2	0	1	0	2	0	5	3	3	1	0	0	1	0	2	5	2	1	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north4_all	80	20239	4420	4637	2180	1708	1537	809	1298	524	969	414	348	786	191	209	257	157	232	118	186	100	88	60	152	56	73	55	43	51	35	15	32	34	35	20	10	16	15	24	11	9	9	19	5	6	2	6	1	4	3	2	4	3	3	3	5	2	0	1	2	3	1	1	0	4	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	16888	1893	3532	1155	1028	1028	317	1030	150	793	127	169	703	83	100	174	70	181	54	143	35	27	23	139	18	46	22	23	41	22	4	25	24	21	9	4	4	6	21	5	4	6	15	1	6	0	0	0	1	2	0	3	0	3	3	2	1	0	1	1	0	1	1	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	21469	4501	4844	2221	1768	1583	786	1305	529	1009	393	348	806	206	211	262	166	232	126	175	104	93	64	183	47	73	52	41	46	40	20	29	44	28	18	12	14	15	19	5	9	8	17	6	11	2	3	4	6	2	2	4	1	0	3	4	4	2	2	0	3	0	4	0	3	0	0	2	1	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	18240	1985	3798	1238	1105	1059	310	1049	142	835	138	174	715	95	109	184	75	179	50	140	39	29	27	167	14	46	23	21	34	27	4	25	35	20	9	4	2	9	16	1	2	6	16	2	10	0	0	2	1	1	0	3	0	0	3	1	2	2	2	0	0	0	4	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
