label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88
0.03	north1_all	80	3172	1603	875	596	1566	1098	376	304	223	190	125	151	101	90	68	76	72	71	47	69	20	31	39	21	16	23	33	26	14	20	11	15	5	8	5	6	5	4	3	3	2	4	2	5	1	2	2	4	3	2	3	0	0	1	0	1	2	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1504	751	409	268	1044	745	194	168	101	95	55	80	37	42	35	32	37	31	26	38	13	14	23	7	12	7	18	17	10	12	7	8	2	4	1	0	3	3	3	2	0	4	2	3	1	1	1	1	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3247	1587	872	572	1639	1101	383	299	220	208	128	162	100	82	70	71	61	60	56	61	34	38	42	21	19	17	37	23	13	18	17	8	7	11	4	4	4	3	3	4	5	4	1	5	4	3	4	3	2	5	3	0	0	1	0	0	2	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1537	764	412	251	1058	709	191	168	105	97	53	84	35	38	33	30	28	28	31	33	21	20	20	10	12	5	20	15	9	12	12	5	2	8	1	1	3	2	3	3	2	4	1	3	3	1	3	1	1	4	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3236	1583	857	547	1763	1162	369	303	198	208	137	156	102	80	82	71	69	56	51	46	30	39	33	20	18	18	33	27	14	18	14	8	6	11	5	2	8	4	3	6	6	2	2	4	7	3	7	3	2	10	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1531	757	409	226	1190	755	188	168	97	101	64	84	38	36	44	33	42	31	31	23	18	23	13	12	11	4	13	18	10	13	10	5	2	9	1	1	3	3	3	4	3	1	2	3	5	1	3	0	2	4	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3212	1562	855	523	1713	1153	344	296	186	208	142	138	101	66	84	74	73	56	49	53	34	47	29	22	13	16	35	22	11	14	13	5	6	16	4	5	7	15	3	5	5	5	3	1	6	1	7	2	2	11	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1536	740	409	227	1131	714	192	154	102	108	69	76	43	30	46	47	43	30	33	19	22	29	9	15	6	2	17	11	7	11	10	2	1	14	1	3	2	8	3	3	4	1	2	0	4	0	2	0	2	6	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	3266	1540	838	550	1664	1109	345	290	195	204	133	124	102	71	91	76	58	69	34	60	34	40	22	18	11	15	37	21	17	23	4	4	5	16	3	6	7	18	3	11	3	5	3	0	7	5	5	5	3	8	1	1	3	1	0	0	2	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1563	731	396	246	1098	714	192	156	101	116	67	66	44	32	52	49	32	42	23	23	19	27	7	12	3	4	18	12	9	14	3	2	2	12	2	3	2	10	3	9	2	1	2	0	4	2	1	0	2	2	0	0	3	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	3247	1565	830	554	1516	1177	329	276	209	204	146	128	108	73	85	87	54	86	41	65	28	46	24	25	9	13	49	24	19	20	8	4	6	14	4	5	4	21	2	13	4	7	4	0	4	5	3	5	4	3	1	2	4	1	0	0	3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1526	730	402	258	945	722	178	140	114	113	74	68	50	33	47	52	24	49	29	30	19	32	7	14	2	5	35	17	10	10	6	3	3	11	1	3	3	12	2	11	2	2	1	0	2	2	1	0	2	2	0	1	2	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3258	1579	814	552	1514	1130	338	296	206	195	134	142	103	71	81	79	50	90	50	53	28	39	23	30	16	15	39	24	16	21	11	10	7	8	4	2	10	12	0	13	5	3	3	0	4	6	4	5	3	1	2	2	4	0	0	1	3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1507	752	384	258	961	694	179	156	98	115	66	80	47	32	35	41	23	48	31	28	16	27	7	18	6	8	29	17	9	10	9	7	4	5	1	1	6	7	0	11	3	2	1	0	3	2	2	0	0	0	0	1	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	3208	1567	830	560	1532	1111	342	307	225	196	151	140	98	68	66	72	55	66	57	57	29	41	27	32	22	22	40	25	13	20	12	12	4	7	13	4	7	14	2	10	4	4	3	1	1	1	5	5	2	0	2	1	6	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north8_active	80	1463	770	390	249	998	681	177	165	108	119	69	81	46	31	33	34	33	33	28	34	11	28	12	21	10	8	33	17	9	14	9	8	2	4	8	1	4	9	2	6	3	2	1	0	1	0	2	0	0	0	0	1	4	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
