label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60
0.03	north1_all	80	13816	3888	3165	1307	1859	894	568	455	668	227	211	273	113	94	74	94	96	48	42	44	28	26	15	15	18	6	8	9	2	7	4	3	4	5	1	1	2	0	0	1	2	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	8267	1968	1869	604	1125	507	280	219	447	108	116	170	57	49	32	43	58	25	23	24	19	14	8	4	5	4	3	9	1	4	3	2	0	3	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	13637	3872	3135	1321	1817	949	575	449	686	238	213	261	121	99	89	95	102	49	50	51	27	26	19	15	11	8	9	13	3	8	5	1	3	6	2	0	2	0	1	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	8027	1961	1826	616	1116	529	281	213	471	109	115	154	57	55	38	46	60	24	26	30	17	15	7	6	5	3	4	11	2	3	3	0	0	3	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	14139	4049	3218	1364	1866	972	581	423	718	246	212	300	118	104	96	95	102	58	50	50	25	31	17	15	15	7	9	17	3	13	2	2	5	4	4	0	1	0	1	0	1	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	8484	2073	1871	645	1187	524	285	201	493	108	110	177	58	65	42	55	60	30	26	32	15	20	6	7	9	2	5	13	2	9	1	0	2	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	14875	4229	3434	1382	1922	1018	583	454	772	255	206	292	129	94	84	102	116	56	53	48	32	38	19	15	17	5	7	21	4	13	1	3	4	4	5	1	1	1	1	0	1	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	8973	2192	2059	641	1229	578	278	223	499	119	111	174	65	53	33	63	75	32	27	34	21	21	6	10	9	1	6	15	2	10	0	0	3	3	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	15170	4383	3514	1380	1983	1060	561	494	850	247	208	325	130	94	72	104	119	59	50	51	38	39	17	16	17	8	11	18	8	15	1	2	5	2	5	5	0	1	0	1	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	9203	2294	2130	646	1245	633	277	256	563	120	94	204	65	53	30	63	82	32	24	40	26	23	7	12	9	4	7	13	6	10	0	0	3	2	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
