label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114
0.03	north1_all	80	4471	1952	919	702	818	355	482	213	292	486	160	114	323	111	168	204	133	60	140	75	54	107	66	44	44	61	18	24	32	25	27	19	17	31	22	22	20	13	15	14	29	9	6	13	8	2	5	5	2	3	2	7	4	3	10	7	1	6	2	6	0	1	0	1	2	0	3	1	2	1	2	1	1	2	2	2	0	1	1	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2573	1130	456	352	505	151	283	108	173	311	73	52	181	63	104	134	76	19	96	32	26	79	33	25	27	32	12	12	15	16	17	8	9	22	13	10	12	6	12	8	22	5	2	10	3	1	3	1	1	2	1	4	2	1	7	4	0	2	1	2	0	1	0	1	0	0	3	0	1	1	0	0	0	2	2	1	0	1	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	4488	1908	907	692	805	361	475	213	283	449	160	124	308	108	167	204	134	58	148	65	49	105	60	46	40	62	16	26	28	24	27	22	15	28	22	23	12	12	13	13	31	7	9	11	6	1	7	4	1	1	3	6	9	3	5	8	1	12	2	5	0	2	0	0	3	1	6	1	2	1	2	1	0	2	2	1	0	1	0	0	1	0	0	0	1	0	0	6	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	2596	1128	446	362	504	148	287	107	159	279	75	60	184	59	100	129	71	22	114	28	25	73	34	27	22	35	8	14	15	13	19	10	8	18	15	12	4	6	9	8	26	3	6	9	1	0	3	1	0	0	1	4	6	1	2	6	0	8	1	1	0	0	0	0	1	1	5	1	1	1	0	0	0	2	2	0	0	1	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	4419	1870	897	670	769	341	469	200	266	421	162	143	284	108	153	218	116	55	148	59	46	86	72	42	41	57	27	28	30	22	22	19	15	30	21	16	12	9	12	16	21	8	10	9	5	5	10	4	1	2	3	5	9	4	4	4	11	10	3	7	0	3	2	0	3	1	6	1	1	3	2	0	0	4	1	2	0	1	0	0	1	0	0	0	1	1	0	6	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	2550	1055	445	342	464	148	285	94	152	264	71	76	173	59	83	136	65	22	108	26	25	54	43	22	20	26	15	11	19	9	15	11	9	20	12	8	3	4	7	8	17	5	7	6	2	4	4	2	0	1	1	3	6	2	1	2	9	8	1	2	0	0	1	0	2	1	5	1	0	3	0	0	0	4	1	1	0	1	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	4489	1914	902	688	807	335	420	220	242	403	153	138	319	119	155	186	120	56	154	62	35	69	76	35	36	73	32	31	29	34	26	23	15	27	20	19	13	9	12	14	24	6	9	5	5	8	8	2	0	3	3	0	10	5	2	2	11	9	4	5	0	3	2	0	2	2	4	1	0	4	1	3	0	3	3	2	0	0	0	1	0	0	0	0	1	1	0	6	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	2568	1079	426	351	485	149	245	101	136	278	61	70	220	53	79	96	66	21	104	29	22	35	50	12	16	36	17	10	18	16	14	17	10	18	9	10	1	4	8	9	22	4	5	3	2	8	3	1	0	2	1	0	6	3	1	2	9	8	1	3	0	0	1	0	2	1	3	1	0	3	0	3	0	3	3	1	0	0	0	1	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	4510	1929	894	705	815	328	435	216	242	444	166	134	344	113	112	175	121	60	120	57	42	66	79	36	26	59	32	23	26	33	24	23	22	29	24	18	12	7	13	27	28	11	9	7	3	8	6	2	0	3	2	2	11	9	2	2	10	13	4	4	0	1	3	0	1	2	1	1	1	4	0	3	0	3	3	2	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	2582	1102	431	357	477	154	256	94	138	312	72	68	221	47	63	88	77	22	68	28	25	25	59	13	10	25	16	7	17	20	14	16	17	19	13	6	1	2	8	20	24	7	4	4	2	8	3	1	0	3	1	2	8	6	1	2	9	11	1	2	0	0	1	0	1	0	0	1	0	3	0	3	0	3	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
