label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46
0.03	north1_all	80	10250	2222	2074	1177	659	416	347	516	199	237	70	128	73	45	47	25	58	20	25	29	12	7	8	12	1	6	6	2	2	2	1	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0
0.03	north1_active	80	6331	1011	1178	687	367	190	186	359	106	152	34	78	37	28	28	12	39	9	13	20	3	3	4	8	1	5	3	2	1	2	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0
0.03	north2_all	80	10181	2233	2086	1213	667	432	320	420	181	239	80	115	68	60	54	16	50	19	21	28	13	10	9	26	2	7	5	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0
0.03	north2_active	80	6210	1037	1221	704	356	216	170	285	85	152	38	68	39	35	33	8	24	10	9	18	8	5	6	18	1	6	4	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0
0.03	north3_all	80	10181	2230	2071	1215	690	403	320	461	151	225	83	114	62	69	68	12	38	12	20	32	13	9	11	18	3	4	5	2	0	3	1	1	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0
0.03	north3_active	80	6151	1041	1214	702	383	185	177	313	69	131	35	66	36	39	47	8	16	5	10	24	11	5	6	11	1	3	3	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0
0.03	north4_all	80	10053	2258	2140	1198	703	426	350	517	146	249	92	94	59	65	76	14	33	17	13	29	18	7	9	18	4	4	5	3	1	3	1	1	2	1	0	1	0	1	1	0	0	0	5	2	0	0	0
0.03	north4_active	80	6058	1066	1256	713	403	193	204	357	71	142	43	57	33	35	59	7	15	9	10	22	14	5	5	12	2	4	3	2	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	2	0	0	0
0.03	north5_all	80	10152	2271	2124	1237	664	424	364	525	151	265	96	95	55	60	68	14	32	19	18	18	24	10	8	6	3	3	1	3	1	3	1	1	3	1	0	1	0	1	1	1	0	0	5	0	0	0	0
0.03	north5_active	80	6154	1070	1237	747	356	183	212	351	81	145	48	51	30	36	51	7	15	9	12	13	20	4	3	3	2	2	0	2	0	0	0	1	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0
0.03	north6_all	80	10276	2300	2144	1227	670	442	366	519	152	289	92	93	56	65	56	14	33	16	17	15	16	9	4	11	2	3	0	4	1	2	1	0	3	1	0	0	1	0	1	1	0	0	5	0	0	0	0
