label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	33764	13020	6963	9895	2829	2735	1345	1950	718	480	429	296	329	210	105	77	97	87	51	38	36	16	12	16	9	4	16	5	4	8	1	0	0	1	0	0	1	2	1	2	0	1	0	0	0	0	0	0
0.03	north1_active	80	15546	5779	3112	6056	1286	1490	598	1222	339	207	220	146	199	120	35	44	54	43	24	19	21	5	8	7	3	3	8	2	0	5	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0
0.03	north2_all	80	33663	13088	6943	9968	2818	2702	1341	1974	745	512	456	314	323	225	110	71	91	94	53	40	29	16	11	14	9	9	16	7	3	7	1	1	0	1	0	0	1	2	1	2	0	0	0	0	0	0	0	0
0.03	north2_active	80	15614	5892	3080	6243	1298	1459	618	1241	349	231	241	148	195	129	36	36	50	50	24	21	16	5	7	7	7	5	9	5	1	5	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	34343	13344	7045	10376	2917	2776	1383	2075	724	522	482	322	363	215	118	71	89	109	46	32	29	15	13	17	9	8	14	4	4	12	1	2	2	1	1	0	1	2	1	2	0	0	0	0	0	0	0	0
0.03	north3_active	80	16203	6098	3187	6591	1359	1502	652	1230	334	227	269	156	212	118	37	34	50	61	18	18	19	4	9	9	6	3	8	4	1	8	1	1	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	35177	13638	7100	11054	2972	2900	1433	2214	692	549	511	338	343	233	121	71	100	109	41	36	33	13	11	16	12	9	9	4	3	10	2	2	2	2	1	0	0	0	1	2	0	0	0	0	0	0	0	0
0.03	north4_active	80	16830	6273	3260	7058	1424	1593	694	1296	312	246	277	159	206	118	42	26	57	63	15	18	22	5	7	6	9	4	7	4	1	7	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	36087	13935	7197	11503	3030	3034	1458	2314	686	518	518	329	357	255	126	84	118	105	49	29	30	20	16	16	8	6	9	5	1	14	2	3	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	17444	6453	3280	7266	1449	1720	692	1404	295	229	289	168	209	142	47	34	64	68	21	14	16	7	10	7	4	3	5	5	0	10	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
