label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46
0.03	north1_all	80	86408	15958	14160	5146	6386	2331	3133	1115	758	602	989	340	247	273	199	87	251	105	61	49	35	35	17	8	8	13	7	2	12	10	8	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	73763	4960	10867	1437	5104	871	2613	318	172	145	824	158	63	180	122	30	219	83	41	37	18	21	9	6	6	8	4	1	8	10	7	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	85969	16021	14248	5132	6237	2340	2966	1162	816	616	1011	372	247	256	199	103	231	89	60	50	33	28	20	10	6	12	4	5	4	1	5	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	73249	4931	10910	1461	4988	879	2461	355	186	125	842	166	67	167	116	39	196	65	39	34	17	19	10	8	4	8	2	1	1	1	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	86100	15976	14134	5095	6051	2308	2986	1187	826	576	951	358	257	250	203	114	222	93	54	57	30	36	18	7	4	9	4	5	3	1	4	1	0	0	1	1	2	1	0	0	14	0	1	0	0	0	0
0.03	north3_active	80	73391	4895	10817	1429	4834	851	2456	338	178	117	794	151	66	160	120	42	191	62	35	39	18	25	7	6	3	7	1	0	2	1	4	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0
0.03	north4_all	80	86659	16011	14330	5113	6145	2351	3169	1163	844	577	919	355	245	242	177	123	247	97	49	62	27	27	15	9	5	6	7	4	4	1	6	0	0	0	1	1	3	1	0	0	14	0	1	0	0	0	0
0.03	north4_active	80	73847	4872	10926	1441	4945	888	2605	327	178	115	768	152	64	147	101	48	215	65	35	41	17	19	7	5	3	4	3	0	2	0	6	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0
0.03	north5_all	80	86938	15898	14422	5172	6264	2364	3155	1155	845	597	788	340	243	241	180	113	213	104	62	67	32	38	15	14	5	5	9	3	5	1	5	1	1	0	3	1	3	1	0	0	14	0	1	0	0	0	0
0.03	north5_active	80	74115	4799	11039	1427	5122	868	2572	323	182	120	654	148	62	153	103	49	189	71	48	49	18	28	7	8	3	2	3	1	4	0	5	1	0	0	2	0	0	0	0	0	14	0	0	0	0	0	0
0.03	north6_all	80	87291	15865	14372	5213	6571	2355	3292	1142	807	601	841	329	248	254	180	104	194	103	65	73	34	43	20	17	7	6	5	3	3	2	5	3	2	0	2	0	2	0	0	0	14	0	1	0	0	0	0
0.03	north6_active	80	74419	4860	11043	1454	5409	882	2714	324	188	127	708	156	67	160	105	39	169	75	47	59	15	32	9	11	2	1	2	1	2	0	5	3	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0
0.03	north7_all	80	87432	15915	14438	5177	6575	2375	3155	1138	805	607	914	323	245	239	178	98	167	93	63	81	35	38	16	17	6	7	6	3	3	1	0	4	3	0	3	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north7_active	80	74599	4897	11044	1438	5413	873	2612	311	192	127	766	149	70	169	103	33	142	70	42	72	14	28	10	13	1	1	4	1	2	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
