label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50
0.03	north1_all	80	64285	20327	7594	4909	5899	4571	2849	1220	1040	524	406	405	323	224	189	110	81	116	65	39	47	24	21	10	14	10	9	3	1	2	2	1	1	0	3	1	1	1	2	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north1_active	80	39229	11399	3451	2328	3626	2761	1744	639	595	247	188	239	183	127	103	49	43	72	28	21	31	11	7	3	11	6	6	0	0	1	1	0	0	0	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	64352	20342	7564	4819	5976	4704	2786	1257	1019	535	408	442	310	219	198	107	84	113	86	53	55	25	20	7	11	12	5	7	4	2	3	2	3	1	4	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north2_active	80	39107	11427	3440	2289	3682	2913	1692	659	574	265	196	250	160	136	114	51	42	65	47	30	31	11	7	2	8	9	3	1	2	2	2	0	2	1	3	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	64844	20276	7675	4975	6041	4742	2839	1297	1045	549	406	437	291	222	205	103	71	96	86	51	45	28	20	7	10	17	6	5	6	7	3	2	3	3	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north3_active	80	39585	11342	3513	2365	3723	2917	1721	688	599	261	201	237	155	132	111	51	31	61	50	32	22	15	10	2	5	14	4	2	3	2	2	0	2	3	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	64609	20335	7722	4901	5944	4595	2817	1307	1052	509	405	432	276	256	194	107	72	85	72	46	50	23	26	5	9	22	8	6	6	9	3	1	3	3	3	3	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north4_active	80	39374	11580	3520	2329	3721	2852	1711	710	605	228	192	230	142	145	109	56	31	56	47	36	30	11	15	3	5	18	6	2	4	4	2	0	2	3	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	64876	20380	7570	4940	5831	4582	2817	1276	1061	505	387	407	290	256	164	108	67	124	68	49	45	25	27	10	12	21	7	4	3	12	5	0	1	4	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	39494	11567	3441	2295	3608	2878	1747	686	600	231	182	247	147	141	92	54	25	97	42	39	29	12	15	6	4	13	5	3	2	3	4	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
