label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63
0.03	north11_all	80	19187	7014	4248	2159	1793	1048	1043	497	445	329	248	279	179	111	108	126	50	53	57	54	32	22	16	49	8	48	11	10	6	13	8	6	9	4	1	6	3	1	3	4	2	0	0	0	1	2	1	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
0.03	north11_active	80	12274	4201	2586	1232	1066	591	622	269	238	164	124	186	81	51	57	74	21	29	32	31	15	11	7	30	5	40	4	3	3	5	5	1	6	1	0	4	2	0	3	1	2	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north12_all	80	19138	6913	4276	2119	1780	1102	1069	541	442	344	256	275	174	110	107	146	51	62	63	46	27	22	15	40	10	42	14	10	7	10	11	9	6	6	1	9	2	0	2	4	1	0	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north12_active	80	12285	4141	2611	1232	1083	624	633	294	241	179	129	172	90	52	51	92	22	31	41	21	15	8	7	30	6	37	6	5	5	5	6	2	4	0	0	6	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north13_all	80	18890	6687	4398	2090	1750	1085	1069	534	455	371	264	283	165	111	117	131	58	69	56	46	31	22	13	39	12	27	13	8	7	7	7	10	6	3	0	10	2	0	4	5	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north13_active	80	12135	4032	2708	1180	1067	609	622	275	257	185	126	168	91	48	58	76	20	35	34	26	17	11	6	27	7	22	3	4	4	5	5	3	4	0	0	7	1	0	2	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north14_all	80	17770	6453	4181	1995	1688	1059	1059	527	446	350	249	273	149	110	108	129	63	70	56	42	35	21	22	36	21	20	14	6	6	7	9	10	8	4	1	10	0	1	4	4	0	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north14_active	80	11260	3888	2577	1089	1036	599	618	284	236	191	117	155	80	39	53	78	23	36	31	24	18	11	13	23	11	11	5	2	4	5	6	2	5	0	1	7	0	1	2	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_all	80	16856	6192	3968	1922	1646	966	1007	482	407	328	231	254	136	109	113	114	69	62	48	37	37	20	25	30	22	14	13	8	7	6	5	4	8	2	1	8	0	2	2	3	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_active	80	10526	3663	2406	1043	978	534	580	253	212	186	106	134	63	39	50	63	22	31	23	23	17	10	14	20	11	4	7	2	2	5	3	1	4	0	1	7	0	1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_all	80	16056	5853	3763	1945	1572	984	925	463	386	307	224	248	138	111	100	112	72	59	55	32	34	23	23	30	25	19	12	8	5	8	6	4	7	2	2	0	0	2	3	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	9933	3489	2267	1046	913	563	526	235	196	172	109	136	61	40	47	68	23	35	29	20	16	8	15	21	12	4	8	4	2	6	4	2	3	0	2	0	0	1	3	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	16189	5935	3826	1942	1502	1011	911	459	344	300	234	248	152	117	98	92	70	60	50	42	34	27	26	27	21	19	11	13	5	8	5	4	6	1	1	0	2	2	3	3	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	10038	3512	2302	1066	864	567	526	237	177	174	125	131	65	47	45	51	26	33	31	22	17	11	15	16	9	7	7	5	1	5	4	2	2	0	1	0	1	1	3	2	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	17138	6226	3931	1968	1510	1079	954	488	347	301	250	242	143	112	99	109	70	58	53	42	35	24	31	27	18	24	10	14	7	10	5	7	10	2	1	3	2	0	6	4	1	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north18_active	80	10750	3710	2369	1080	876	611	568	255	186	171	135	126	72	48	44	62	26	33	30	22	19	10	17	11	7	11	5	4	4	7	5	5	4	1	1	3	1	0	3	3	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	18057	6408	4125	1996	1520	1097	1017	517	372	327	263	241	157	101	90	135	72	64	57	51	48	21	32	26	23	34	9	17	9	7	6	7	10	3	0	5	2	0	3	5	2	1	0	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north19_active	80	11455	3887	2489	1109	902	613	638	283	210	185	138	125	72	42	41	80	31	35	31	25	23	9	15	12	9	19	6	5	4	5	5	5	4	1	0	4	1	0	0	3	2	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	18942	6567	4350	2132	1672	1090	1070	516	403	343	239	239	165	104	88	151	67	65	64	51	50	20	30	31	20	45	10	15	13	6	5	4	11	3	1	5	1	0	4	3	2	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north20_active	80	12106	4053	2644	1226	1031	626	665	286	228	202	117	125	81	46	39	97	31	34	34	24	22	5	12	20	10	30	5	5	4	5	4	3	4	1	0	4	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	16668	6253	3799	2013	1643	1004	974	512	374	295	232	208	168	107	104	115	73	72	57	37	38	18	32	41	17	28	10	13	8	8	12	7	5	5	6	5	0	1	1	4	1	2	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south21_active	80	10276	3804	2330	1115	986	570	574	266	192	157	117	113	94	53	58	57	31	36	34	21	20	12	20	26	6	12	7	8	2	4	8	4	3	4	2	4	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	17651	6502	4016	2010	1649	1053	1021	532	401	314	249	204	163	95	106	132	74	65	53	29	40	23	29	37	15	32	9	11	4	8	11	8	10	7	5	6	1	1	2	6	1	3	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south22_active	80	11056	3922	2474	1112	986	624	615	275	195	172	129	110	80	48	56	72	36	34	26	15	20	14	18	25	6	16	5	8	1	2	6	5	7	4	0	3	1	1	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	18471	6686	4146	2094	1784	1096	1056	505	424	326	247	210	165	93	114	143	68	63	64	37	39	20	32	30	18	31	13	10	4	9	9	8	9	8	6	7	1	0	4	6	2	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	11732	4042	2578	1218	1109	624	662	260	216	175	139	118	79	47	53	86	33	33	32	20	19	11	18	18	9	16	9	7	1	2	3	4	7	5	2	3	1	0	3	3	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	19402	6833	4311	2153	1848	1131	1099	512	439	330	230	223	168	80	119	133	67	63	65	40	37	20	35	26	18	27	10	8	5	10	8	7	11	6	8	6	1	0	7	4	1	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	12469	4144	2665	1247	1136	668	695	273	242	186	132	133	76	41	56	81	31	36	39	22	15	9	22	18	10	13	6	4	3	3	3	2	10	2	3	1	1	0	5	2	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	19518	6820	4286	2161	1773	1071	1091	503	425	337	223	236	170	96	117	136	80	69	66	48	41	23	37	29	19	18	14	4	6	14	15	4	7	7	4	4	2	0	12	0	3	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	12597	4194	2590	1242	1087	630	675	279	228	190	120	145	73	42	58	90	36	41	45	29	21	10	24	16	10	2	6	3	4	8	6	0	6	2	3	1	2	0	9	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	19766	6926	4252	2143	1714	1092	1125	519	438	316	226	252	165	101	112	135	85	74	72	38	40	29	28	24	17	22	14	7	8	15	13	4	7	3	4	2	2	0	11	1	4	0	2	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	12720	4276	2528	1179	1025	653	714	281	230	160	114	154	85	41	67	93	38	42	50	24	22	16	19	12	9	9	7	5	5	9	6	0	6	0	3	1	1	0	9	1	4	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	19634	6871	4306	2142	1660	1057	1109	517	413	301	231	269	161	100	114	127	86	81	63	35	46	41	31	26	16	25	15	10	6	12	11	5	3	3	1	2	2	0	5	4	4	0	4	0	6	2	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	12459	4279	2598	1170	1014	639	722	285	199	157	113	158	86	41	69	76	35	45	38	24	22	26	18	9	8	11	7	7	3	8	5	4	2	1	0	2	1	0	4	4	4	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	19726	6948	4316	2141	1693	1086	1127	488	412	303	252	263	148	103	107	126	77	71	73	37	41	44	26	23	21	28	12	10	6	9	6	6	1	2	0	3	3	0	1	7	4	0	5	0	5	1	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	12504	4244	2656	1168	1022	658	700	253	220	158	127	153	83	40	57	70	32	40	44	28	21	31	15	10	9	17	6	6	3	6	1	6	1	1	0	2	1	0	0	7	4	0	2	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	19326	6889	4358	2141	1730	1088	1094	478	399	330	246	254	160	109	104	108	63	68	69	40	31	36	27	27	20	38	9	14	4	9	6	9	1	3	1	3	4	0	0	6	2	0	6	0	0	0	0	2	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	12170	4234	2727	1215	1025	633	664	256	220	180	123	150	82	51	53	50	30	39	36	22	18	21	15	15	7	18	3	7	3	5	1	7	1	2	0	2	1	0	0	6	2	0	2	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	19198	6981	4393	2153	1770	1057	1072	494	387	352	251	255	176	106	112	111	58	71	63	43	31	31	24	31	15	33	9	11	4	13	6	8	4	2	2	4	5	0	2	6	0	1	6	1	0	0	0	2	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	12263	4267	2720	1250	1034	608	635	250	208	195	130	152	91	52	56	61	31	42	38	21	21	19	14	16	5	17	2	7	2	8	1	4	1	1	0	3	1	0	2	6	0	0	2	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	17237	6370	3773	1958	1651	1024	927	495	434	348	237	231	155	126	104	108	70	77	52	35	34	34	28	33	16	24	19	7	5	11	7	4	4	4	4	3	4	1	11	1	3	0	2	1	3	0	0	2	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	1
0.03	south31_active	80	10797	3866	2289	1109	968	574	560	251	239	182	111	133	76	59	55	64	34	40	30	21	19	17	13	22	8	12	12	5	2	11	5	3	3	2	3	3	3	0	7	1	1	0	1	1	2	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1
0.03	south32_all	80	17940	6506	3986	2050	1668	1058	979	493	462	358	213	256	174	112	108	126	69	78	60	35	41	28	24	41	19	24	19	12	10	12	4	4	6	3	2	4	5	1	11	6	2	0	1	1	2	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1
0.03	south32_active	80	11339	3984	2388	1165	962	611	610	250	262	182	94	143	78	51	62	76	32	43	32	23	18	13	9	21	8	14	13	7	6	9	4	2	4	3	1	3	2	0	7	5	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	south33_all	80	18997	6884	4249	2073	1770	1064	1016	510	466	343	213	265	165	114	107	125	76	76	66	41	45	31	28	44	20	24	19	14	14	11	6	6	5	3	1	5	3	2	9	5	1	0	1	0	2	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
0.03	south33_active	80	12218	4244	2560	1188	1049	614	633	251	266	177	105	150	75	58	58	77	34	43	33	21	16	14	12	23	8	14	14	7	6	8	5	5	3	3	0	4	1	0	5	4	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	south34_all	80	19155	6970	4380	2127	1702	1054	1043	511	470	338	229	278	164	107	105	128	79	67	54	52	52	25	27	51	21	15	10	13	15	11	5	5	9	4	0	3	3	2	5	5	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	12234	4288	2744	1197	965	586	651	260	264	181	117	147	80	49	58	81	39	36	26	29	20	12	10	31	8	7	6	4	7	6	4	4	4	3	0	2	0	0	4	4	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	19217	6981	4398	2070	1724	1057	1074	490	440	327	264	277	156	94	108	119	76	73	51	53	50	28	36	41	22	36	9	12	12	10	3	5	9	3	1	5	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	12262	4223	2811	1161	1003	592	666	246	233	176	133	150	69	43	56	71	41	37	25	30	22	16	17	25	8	27	6	3	5	6	2	4	4	1	1	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	19099	6873	4416	2133	1729	1097	1042	512	474	324	262	271	166	112	108	131	65	66	52	53	50	23	31	54	19	34	10	15	11	7	3	1	11	3	1	3	1	2	11	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south36_active	80	12119	4121	2895	1237	972	640	649	272	252	157	121	132	78	45	49	82	34	36	32	36	31	15	17	42	10	28	8	6	4	3	2	1	6	1	1	3	0	1	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south37_all	80	19420	6978	4387	2089	1760	1156	1017	487	478	341	259	261	155	112	106	134	69	66	52	45	40	19	29	49	16	53	9	16	9	5	4	5	10	1	3	3	1	6	13	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south37_active	80	12398	4277	2856	1222	1037	674	618	259	249	173	111	139	80	43	49	79	36	37	30	33	25	10	18	40	7	47	6	7	4	3	3	3	6	0	3	3	0	1	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south38_all	80	19433	6867	4477	2105	1704	1212	1007	528	483	353	253	267	138	123	96	121	81	68	49	44	30	31	21	42	16	35	9	16	13	8	5	6	7	0	3	6	1	6	12	9	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south38_active	80	12529	4228	2842	1259	1008	703	613	275	268	179	115	153	71	47	43	72	42	36	30	27	17	16	15	34	8	30	4	9	5	7	3	4	6	0	2	4	0	1	11	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south39_all	80	19446	6902	4450	2147	1766	1189	1009	508	477	355	249	274	138	130	103	133	87	71	52	42	30	35	17	33	17	31	11	16	10	8	4	8	5	2	5	5	1	4	12	9	0	0	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south39_active	80	12600	4257	2778	1265	1056	682	634	253	256	192	119	164	75	56	46	83	49	34	31	22	13	17	13	28	10	25	2	8	4	7	2	6	3	1	3	1	0	0	11	4	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south40_all	80	19427	6825	4446	2216	1730	1214	1090	509	422	346	232	262	144	125	102	124	85	76	57	47	31	37	17	27	20	33	14	17	8	9	6	7	5	3	4	6	0	2	5	7	1	0	2	0	4	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	12610	4240	2703	1271	1019	719	677	260	233	180	124	153	64	59	49	71	49	34	30	25	13	20	12	19	11	18	3	7	3	7	3	4	3	1	1	2	0	0	4	4	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
