label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56
0.03	north6_all	80	6269	2290	1167	747	566	402	288	224	184	141	149	84	203	59	41	30	41	32	25	26	44	13	7	7	5	5	8	9	4	9	3	2	2	0	2	0	0	1	1	0	0	0	2	1	0	0	1	0	0	0	1	0	0	1	0	0	0
0.03	north6_active	80	4134	1156	320	190	277	167	75	45	83	31	90	29	180	30	10	11	18	11	13	7	39	2	1	2	1	3	4	8	1	7	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	6256	2249	1181	743	585	410	288	217	195	132	144	101	216	59	30	42	44	30	20	23	52	12	6	5	6	6	16	6	3	5	3	3	1	0	1	0	0	0	1	1	0	0	1	1	0	3	0	0	0	0	1	0	0	1	0	0	0
0.03	north7_active	80	4104	1147	323	186	292	171	81	40	95	30	97	31	197	30	8	14	19	11	8	5	45	2	1	2	1	2	12	5	2	4	2	1	1	0	1	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	6312	2228	1203	730	601	417	279	217	186	123	141	100	214	55	44	39	38	29	23	15	55	13	7	8	6	4	13	7	3	4	2	2	2	1	1	0	0	1	2	1	0	0	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0
0.03	north8_active	80	4145	1143	330	172	298	184	74	39	102	26	91	30	192	27	12	14	18	10	9	4	47	2	3	3	0	0	9	6	2	3	1	1	2	1	1	0	0	1	1	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	6242	2215	1170	742	597	445	292	213	172	115	146	100	234	42	45	49	30	30	25	11	46	12	7	8	6	6	9	4	2	4	1	1	3	2	2	0	0	1	1	1	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	4068	1145	332	182	296	197	96	35	92	28	97	25	209	23	10	16	17	11	8	4	39	2	4	3	0	0	8	3	1	4	1	1	3	1	1	0	0	1	1	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	6310	2237	1137	731	610	453	293	216	174	117	139	89	218	41	50	46	33	30	34	9	42	12	7	11	5	4	6	4	2	3	2	2	4	2	4	3	0	1	1	0	0	1	4	2	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	4083	1160	325	178	297	210	92	45	93	30	86	18	188	22	13	14	15	9	12	3	36	2	4	5	0	0	4	3	2	3	2	1	3	1	2	3	0	1	1	0	0	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	6698	2361	1163	781	618	450	307	218	220	153	154	91	318	64	48	36	47	26	22	15	27	8	9	8	12	8	8	5	0	10	3	1	1	4	0	4	3	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	4600	1239	342	199	315	210	83	34	100	40	77	28	292	28	12	13	26	12	7	10	25	0	2	2	6	3	6	2	0	9	2	0	1	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_all	80	6251	2245	1144	779	635	406	305	203	203	151	155	96	301	69	47	36	41	26	19	18	33	12	10	9	8	5	8	6	1	9	3	2	1	2	0	1	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	4163	1094	325	204	309	189	73	33	94	41	82	26	271	32	12	11	21	12	6	8	31	3	2	3	4	2	6	2	0	8	2	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	6324	2279	1133	761	603	408	300	195	204	146	139	100	289	81	49	32	42	21	26	16	40	13	11	9	9	5	10	5	1	10	1	3	2	0	0	2	2	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	4214	1117	309	206	282	193	79	28	89	40	74	32	256	35	14	8	20	8	7	6	37	3	3	3	4	3	7	1	0	7	0	2	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	6591	2217	1161	735	606	402	296	214	181	129	127	93	243	77	39	30	35	21	27	22	42	14	12	11	8	5	6	4	2	4	1	2	4	0	0	4	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	4474	1093	327	190	280	199	79	26	87	35	72	29	212	37	11	7	15	6	7	8	39	3	5	4	5	3	4	2	0	2	0	2	3	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	6686	2177	1199	753	585	431	304	232	201	131	123	91	241	72	39	29	40	23	35	25	26	16	13	13	9	5	9	6	4	5	0	2	4	0	0	4	1	2	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	4519	1065	335	171	281	198	81	31	98	31	79	29	204	37	12	8	17	6	10	6	19	4	5	5	5	2	6	3	2	2	0	2	3	0	0	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	6613	2235	1179	798	590	436	293	224	194	146	128	91	232	62	45	41	37	25	30	22	23	13	13	12	15	6	14	4	4	6	0	1	2	0	2	5	1	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	4444	1079	328	178	281	199	80	36	101	39	76	31	197	28	14	10	14	7	10	7	18	1	6	4	8	2	12	3	2	4	0	1	2	0	1	4	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	6416	2248	1170	815	594	442	271	229	197	157	141	93	213	73	39	40	37	28	29	19	28	13	10	8	11	4	13	4	6	6	1	2	1	1	2	5	0	1	1	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	4220	1090	335	189	283	194	79	49	87	42	73	30	177	32	11	9	13	9	10	6	24	1	5	2	6	0	12	2	3	5	0	2	1	1	1	4	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	6285	2297	1112	839	591	426	260	217	188	155	144	88	215	64	40	40	35	35	23	18	34	14	8	7	14	5	10	5	5	5	4	1	2	2	3	2	2	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	4097	1134	314	211	289	184	75	54	79	40	72	31	180	25	12	11	10	17	13	6	32	2	3	2	6	2	10	3	2	4	1	1	1	1	1	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	6264	2360	1119	818	618	415	265	222	201	143	141	84	215	57	38	34	35	40	20	19	34	14	9	5	9	7	5	3	9	4	6	1	3	2	5	2	2	0	1	0	0	1	7	0	1	2	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	4108	1213	314	205	292	196	86	51	82	33	68	27	185	25	9	8	7	20	10	9	33	1	5	1	2	2	4	1	2	3	3	1	1	1	2	1	2	0	0	0	0	0	7	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	6338	2393	1182	807	616	395	264	217	195	133	148	82	219	45	48	33	31	39	20	19	43	14	9	11	9	6	4	5	8	3	6	0	4	3	3	2	2	0	0	0	0	1	7	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	4133	1231	350	186	305	190	85	51	88	23	81	25	191	23	13	9	5	22	9	10	41	3	6	2	2	2	2	1	2	2	3	0	1	0	1	2	2	0	0	0	0	0	7	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	7333	2571	1166	717	630	426	287	223	201	131	163	85	385	57	51	45	42	40	20	15	55	7	12	9	8	4	7	5	2	3	2	2	4	1	3	2	4	1	1	3	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south21_active	80	5279	1436	376	192	350	198	102	51	124	42	94	37	358	24	13	11	19	19	7	4	53	2	3	1	5	2	5	5	1	1	0	2	4	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_all	80	7759	2596	1185	706	601	421	284	229	225	125	135	73	441	71	53	44	55	39	25	19	67	8	11	8	7	3	6	4	4	3	2	2	4	1	2	2	5	2	1	2	0	0	0	0	0	0	0	0	0	18	0	1	1	0	0	0	0
0.03	south22_active	80	5781	1524	393	205	340	201	107	59	137	38	85	32	419	35	14	11	30	19	8	9	66	2	2	1	4	1	4	4	2	0	1	2	4	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	18	0	1	1	0	0	0	0
0.03	south23_all	80	7824	2620	1212	721	608	415	281	238	233	130	142	83	464	74	49	44	47	37	22	17	74	11	17	7	10	3	9	6	5	1	4	0	2	2	1	2	5	2	1	1	0	0	0	0	0	0	0	0	0	18	0	0	1	0	0	1	0
0.03	south23_active	80	5902	1535	405	233	338	206	97	67	137	42	85	35	441	41	10	13	29	18	8	9	71	4	3	0	6	1	5	6	2	0	3	0	1	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	1	0	0	1	0
0.03	south24_all	80	7832	2632	1202	729	614	385	302	226	249	138	145	77	367	72	52	43	40	25	26	18	77	11	12	10	7	4	8	3	4	3	3	5	2	3	1	2	7	4	0	2	0	0	0	0	0	0	0	0	0	18	0	0	1	0	0	1	0
0.03	south24_active	80	5907	1599	401	237	324	200	101	67	145	52	87	31	343	37	8	13	25	10	8	9	71	3	2	3	5	0	4	2	2	2	3	3	0	1	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	18	0	0	1	0	0	1	0
0.03	south25_all	80	7866	2569	1177	743	618	406	313	224	247	148	156	83	363	77	52	34	34	19	24	14	74	10	14	9	8	6	8	4	3	4	3	6	4	3	0	0	4	6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	south25_active	80	5896	1545	414	242	329	209	103	65	136	59	97	31	344	42	8	12	23	7	11	5	68	3	2	4	7	2	4	2	2	3	2	4	1	1	0	0	2	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	south26_all	80	7752	2482	1170	779	621	427	326	216	245	135	173	87	467	66	50	30	27	27	22	13	64	11	11	12	7	8	6	4	2	7	3	7	4	1	0	1	4	5	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	5783	1495	398	240	332	215	110	55	129	49	111	36	446	38	9	12	10	14	11	3	60	4	1	6	6	4	4	1	1	5	1	5	2	0	0	1	2	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	7753	2433	1170	779	607	457	309	223	222	122	175	84	488	73	51	34	32	26	17	16	36	10	12	12	8	10	9	3	3	8	5	3	4	1	0	1	1	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
0.03	south27_active	80	5734	1432	395	244	317	227	104	59	116	42	117	41	468	41	12	12	13	15	11	2	33	3	2	3	7	5	5	1	1	4	1	3	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	7792	2499	1163	768	625	466	306	202	209	122	168	82	543	73	51	46	40	33	17	17	32	11	15	11	9	10	12	3	4	8	4	2	2	0	0	1	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
0.03	south28_active	80	5822	1421	401	253	354	229	109	51	102	42	114	41	528	41	10	20	21	20	10	4	29	4	3	3	7	3	8	1	1	5	1	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	7777	2485	1180	771	633	487	302	190	218	139	167	83	455	68	45	56	43	29	25	15	33	12	11	12	6	8	9	4	3	7	3	3	2	0	1	1	0	1	0	2	0	1	1	0	0	0	1	2	0	0	0	0	0	1	0	0	1
0.03	south29_active	80	5799	1416	411	271	345	247	113	45	110	50	113	36	435	33	9	22	25	15	10	4	29	3	2	1	4	2	5	2	0	4	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	7759	2524	1153	752	633	484	312	209	218	146	181	95	411	77	43	48	37	36	38	14	39	14	14	8	9	7	4	5	4	9	3	2	2	0	1	1	0	2	0	1	0	2	1	0	0	0	1	3	0	0	0	0	0	1	0	0	1
0.03	south30_active	80	5784	1469	420	257	351	256	110	46	117	50	136	35	397	41	8	19	22	17	15	4	33	4	2	0	5	2	3	2	0	7	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	7647	2505	1169	780	632	453	308	213	177	142	170	97	372	72	52	37	46	52	17	19	45	16	13	7	11	7	9	5	2	6	3	0	1	1	0	2	2	1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	5517	1464	387	259	361	215	109	56	87	49	113	33	352	34	16	13	29	24	8	8	41	4	1	3	6	1	6	4	0	6	2	0	1	1	0	2	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	7975	2466	1174	775	661	435	310	221	185	127	162	84	354	71	51	43	48	58	22	14	72	17	12	9	11	9	7	4	4	6	3	0	1	0	1	2	1	1	2	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	5884	1474	408	242	391	214	109	50	98	50	118	29	332	31	13	17	31	26	13	7	65	4	1	4	7	2	4	4	1	6	2	0	1	0	1	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	8041	2472	1196	732	693	453	289	231	187	136	157	78	364	69	53	47	42	46	17	14	85	17	14	9	15	9	10	4	4	8	4	1	2	0	1	2	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	5963	1453	424	230	417	224	98	55	101	51	114	25	344	33	11	18	25	19	10	3	78	2	2	3	8	3	7	2	1	8	2	1	2	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	8042	2471	1166	729	671	450	297	247	201	117	152	84	373	59	41	45	41	30	22	17	76	14	12	9	13	10	9	7	4	5	1	2	2	0	2	0	1	0	1	0	2	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
0.03	south34_active	80	6081	1442	406	217	382	226	103	61	105	45	104	30	352	33	10	14	21	14	13	5	72	4	2	3	6	4	7	4	1	5	0	1	2	0	2	0	1	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south35_all	80	7884	2539	1167	737	654	455	297	252	211	118	156	80	370	62	38	47	34	29	23	16	61	13	11	11	14	7	8	10	3	6	2	2	3	0	1	1	2	0	1	0	2	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
0.03	south35_active	80	5964	1483	410	225	361	222	105	69	117	36	105	31	348	37	8	13	14	16	12	4	58	5	1	3	6	3	6	4	1	6	1	1	3	0	1	0	2	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south36_all	80	7769	2542	1177	765	653	426	261	253	199	120	162	85	373	57	40	48	36	29	23	17	44	11	9	9	13	9	6	9	2	2	1	2	2	0	2	1	2	0	1	0	1	1	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0
0.03	south36_active	80	5905	1516	409	244	355	202	92	68	106	39	111	31	345	38	7	14	14	19	13	4	41	4	0	1	6	3	4	4	1	2	1	0	2	0	1	0	2	0	1	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0
0.03	south37_all	80	7756	2531	1184	765	602	435	240	241	188	139	169	83	346	57	42	41	43	31	24	16	32	7	10	6	9	9	11	11	1	2	1	2	1	0	2	3	2	0	0	0	1	1	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0
0.03	south37_active	80	5808	1506	414	232	323	208	85	61	104	47	115	32	315	38	8	16	18	20	15	4	27	2	1	0	4	2	9	6	1	2	1	1	1	0	1	2	2	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0
0.03	south38_all	80	7897	2493	1196	750	632	436	276	237	200	157	185	85	350	55	48	36	44	27	30	23	49	11	8	9	7	10	14	9	1	5	1	2	2	1	2	6	1	1	0	0	1	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0
0.03	south38_active	80	5946	1498	410	237	355	208	98	52	117	56	128	26	324	30	11	18	24	17	17	6	41	1	1	2	4	1	10	6	0	5	1	1	1	0	0	5	1	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	7833	2547	1157	750	614	447	287	234	194	155	180	80	348	59	43	33	48	30	29	23	55	12	12	10	9	11	12	7	1	13	1	1	1	4	1	5	1	3	0	0	2	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0
0.03	south39_active	80	5898	1540	388	240	343	217	101	46	112	49	124	26	327	30	11	16	26	21	13	9	46	2	1	4	7	1	9	6	0	13	1	1	0	1	0	5	1	1	0	0	2	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0
0.03	south40_all	80	7918	2565	1128	722	633	459	327	214	189	132	154	71	401	71	40	39	43	31	26	28	59	14	13	10	12	9	13	11	2	15	1	0	1	4	1	6	2	3	0	0	2	0	0	1	0	0	0	1	0	3	1	0	0	0	0	0	0
0.03	south40_active	80	5917	1538	404	230	368	218	121	46	115	50	108	27	385	39	8	15	23	19	9	15	52	4	1	4	9	1	9	9	0	13	1	0	0	1	0	6	2	1	0	0	2	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0
