label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55
0.03	north6_all	80	5503	2125	1200	2276	561	963	334	236	180	159	109	132	93	69	55	51	46	24	26	68	18	17	57	16	8	30	7	25	3	4	39	2	3	5	4	2	1	0	0	0	0	1	1	0	0	0	0	0	1	0	2	1	0	0	0	0
0.03	north6_active	80	2614	856	244	1975	187	805	73	68	33	42	48	96	59	33	22	29	14	6	9	58	11	5	49	8	3	24	3	23	1	0	39	0	0	5	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0
0.03	north7_all	80	5461	2157	1205	2260	609	937	309	230	195	165	110	113	103	60	55	45	40	20	32	47	15	16	57	11	10	30	4	14	3	3	33	3	3	1	2	4	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	0	0
0.03	north7_active	80	2561	877	233	1928	201	788	73	64	39	46	44	85	65	30	23	26	13	7	9	39	10	3	47	6	4	25	1	11	1	1	32	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
0.03	north8_all	80	5387	2201	1192	2224	586	965	311	240	190	164	135	94	99	44	65	54	31	21	39	33	15	13	72	7	14	22	4	16	4	7	28	4	2	1	3	3	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0
0.03	north8_active	80	2573	897	239	1866	197	819	81	65	44	53	59	67	61	18	27	35	11	8	11	22	10	3	60	4	6	18	1	13	3	3	27	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	5357	2177	1205	2216	600	993	309	248	184	176	124	93	90	56	58	51	28	20	34	31	13	8	65	7	13	14	3	16	5	5	40	4	0	2	4	4	0	0	1	2	0	1	1	0	0	1	1	0	0	0	0	2	0	0	0	0
0.03	north9_active	80	2555	901	275	1856	205	853	82	62	41	52	48	60	53	19	22	37	10	8	12	19	7	3	59	4	8	11	2	13	3	3	39	0	0	0	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
0.03	north10_all	80	5306	2157	1196	2039	576	902	310	251	184	170	116	105	86	68	55	66	29	24	33	40	10	10	52	8	13	12	7	10	4	4	16	2	3	2	5	1	1	0	1	3	0	0	1	2	1	0	0	0	0	0	0	2	0	0	0	0
0.03	north10_active	80	2441	837	268	1689	176	760	82	49	41	45	47	65	43	26	16	42	7	7	14	32	5	2	47	4	7	9	4	7	3	2	15	0	2	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0
0.03	north11_all	80	5378	2300	1235	2081	569	1074	326	209	178	132	144	112	109	82	56	38	41	25	25	33	21	7	31	14	9	19	11	12	7	1	20	5	3	4	0	0	1	1	2	0	0	2	0	0	1	7	1	0	2	0	0	0	1	0	0	0
0.03	north11_active	80	2624	920	254	1800	210	929	76	59	38	44	60	82	67	40	21	22	9	7	13	23	13	3	28	9	6	17	5	10	4	0	20	1	2	4	0	0	0	0	1	0	0	1	0	0	0	7	1	0	2	0	0	0	0	0	0	0
0.03	north12_all	80	5318	2263	1274	2069	551	1053	346	218	179	136	125	120	100	74	52	45	38	21	26	34	22	13	31	11	6	27	9	24	7	6	22	3	3	6	1	0	1	1	3	0	1	1	0	0	1	7	1	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	2600	918	265	1802	208	898	75	57	41	50	50	83	60	36	21	29	8	5	15	25	14	4	29	8	2	24	5	22	4	5	22	1	1	6	0	0	0	0	2	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5332	2271	1279	2004	563	1046	343	235	178	130	122	128	109	68	55	41	35	20	29	40	18	16	37	13	8	21	9	25	1	6	5	2	5	4	1	1	3	1	3	0	1	1	0	0	0	7	1	0	1	0	0	1	1	0	0	0
0.03	north13_active	80	2567	954	266	1715	193	904	71	65	40	47	52	85	67	36	23	24	8	2	15	28	12	5	34	10	2	19	4	24	0	5	5	0	2	4	0	1	0	0	3	0	0	0	0	0	0	7	1	0	1	0	0	1	0	0	0	0
0.03	north14_all	80	5313	2237	1290	2085	562	1087	332	240	172	154	120	142	118	65	50	49	25	20	28	46	13	14	33	15	10	15	8	31	1	8	8	1	3	3	2	1	3	1	4	0	1	2	0	0	0	2	0	0	1	0	0	1	0	0	0	0
0.03	north14_active	80	2587	897	262	1791	204	936	72	67	41	55	55	83	69	29	17	30	9	1	11	35	9	6	32	11	2	13	5	30	1	7	8	0	1	3	1	1	0	0	4	0	0	2	0	0	0	2	0	0	1	0	0	1	0	0	0	0
0.03	north15_all	80	5381	2215	1290	2196	581	1089	318	256	185	144	119	139	107	60	57	54	28	23	24	42	11	14	46	17	12	12	8	28	2	4	14	2	6	5	1	2	3	1	6	0	0	2	1	1	0	0	0	0	1	0	2	1	0	0	0	0
0.03	north15_active	80	2613	908	258	1895	214	924	83	71	46	51	55	81	60	28	20	28	8	3	9	32	7	7	45	13	4	11	4	28	1	3	14	0	4	5	1	2	0	0	3	0	0	2	0	0	0	0	0	0	1	0	2	1	0	0	0	0
0.03	north16_all	80	5354	2257	1275	2042	612	1020	300	258	173	151	105	122	111	60	57	61	24	24	19	34	14	20	40	16	14	10	6	18	2	4	13	2	4	3	1	3	0	1	6	0	0	2	1	1	0	0	0	0	1	0	2	0	0	0	0	0
0.03	north16_active	80	2551	882	273	1710	218	837	77	70	43	46	51	69	62	26	22	31	7	4	8	28	9	9	39	9	4	9	3	17	1	3	12	0	3	3	1	2	0	0	3	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0
0.03	north17_all	80	5223	2282	1215	1815	593	932	296	247	188	145	99	120	97	74	64	61	27	30	16	30	17	15	25	11	12	6	7	13	2	4	11	1	5	5	2	2	1	1	5	1	0	2	1	1	0	0	1	0	0	1	2	0	0	0	0	0
0.03	north17_active	80	2357	840	273	1491	193	734	75	65	45	40	44	72	54	37	26	28	8	8	6	22	10	5	24	4	4	6	3	11	0	3	10	0	3	5	1	1	1	0	2	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0
0.03	north18_all	80	5195	2273	1210	1643	597	911	312	240	178	164	86	127	101	77	62	61	30	32	16	42	19	17	10	8	9	7	7	11	3	1	10	2	4	4	1	2	1	2	3	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
0.03	north18_active	80	2260	811	292	1312	186	712	80	68	43	42	40	75	56	38	21	31	10	10	6	35	12	5	9	3	1	7	2	9	0	1	9	0	2	4	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north19_all	80	5237	2233	1201	1767	566	920	309	236	189	171	98	118	101	79	52	52	35	29	21	62	20	17	21	9	9	9	8	18	4	0	13	4	1	4	2	2	1	2	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0
0.03	north19_active	80	2285	821	301	1427	171	738	79	61	47	40	48	69	57	39	18	28	9	12	7	49	12	6	19	3	5	8	3	16	1	0	12	1	0	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north20_all	80	5322	2231	1209	1894	582	947	317	235	179	163	115	108	101	76	51	54	34	26	25	62	20	16	28	13	12	20	8	16	4	2	12	5	0	3	1	2	2	2	0	0	2	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0
0.03	north20_active	80	2394	846	291	1553	189	761	76	62	41	41	52	57	56	34	16	33	10	12	8	51	14	7	26	6	8	19	3	16	1	0	12	1	0	3	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south21_all	80	4892	6500	1350	805	648	444	294	294	452	182	109	156	84	47	57	37	77	76	17	27	20	50	6	31	10	14	17	7	3	1	10	3	2	5	2	0	4	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1
0.03	south21_active	80	1279	5714	626	216	289	213	96	192	365	110	30	106	41	17	19	13	61	67	6	14	12	44	0	29	1	3	13	5	0	0	7	1	1	5	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	4849	8140	1366	806	648	479	315	300	514	221	115	182	91	46	62	39	122	72	18	24	18	74	8	47	11	7	19	11	2	3	14	4	2	7	1	0	3	2	0	2	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1
0.03	south22_active	80	1220	7405	655	235	293	239	118	200	425	151	34	130	42	12	18	15	104	64	6	12	11	69	1	43	2	1	14	9	0	1	12	1	1	7	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	4792	9795	1386	821	675	498	319	308	593	230	121	211	88	56	61	37	153	129	22	22	22	68	8	46	11	7	25	11	4	4	23	3	2	9	1	0	5	2	0	2	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0
0.03	south23_active	80	1160	9091	714	254	339	260	125	208	498	158	36	161	42	15	19	14	136	118	6	12	17	64	1	43	3	0	21	9	1	2	23	0	1	9	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	4828	9816	1401	854	653	486	289	301	517	232	117	212	91	62	61	40	164	153	21	22	31	62	9	43	7	3	20	9	6	5	24	3	1	6	0	1	2	3	0	2	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0
0.03	south24_active	80	1147	9132	728	271	360	242	121	196	432	155	34	157	39	14	18	14	150	141	5	15	25	60	1	40	4	0	17	8	1	2	24	1	0	6	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	4805	9442	1414	855	665	468	297	296	501	212	112	204	78	65	61	42	157	155	16	26	42	42	9	19	8	6	13	9	4	3	21	3	0	3	0	1	5	3	0	2	1	0	2	0	1	0	1	1	0	0	1	0	0	0	0	0
0.03	south25_active	80	1145	8759	713	264	358	225	116	185	420	129	26	154	29	13	19	12	145	144	2	21	30	40	2	17	3	1	12	9	1	1	21	1	0	3	0	1	5	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	4846	8419	1430	801	643	441	291	312	472	195	124	202	69	72	61	52	149	130	27	25	46	41	8	30	12	6	4	12	3	3	14	5	0	0	0	3	3	1	0	2	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south26_active	80	1127	7710	689	243	338	218	116	190	405	121	25	152	27	21	22	15	137	121	7	18	29	39	1	26	5	1	3	10	0	1	14	1	0	0	0	2	3	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	4831	7918	1385	761	633	470	316	333	432	213	134	174	73	74	60	47	132	90	27	32	36	32	8	41	10	6	4	16	2	4	15	5	2	4	0	5	3	2	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south27_active	80	1073	7189	640	223	325	219	118	205	368	137	27	132	31	24	20	12	123	81	8	22	20	30	2	35	3	2	3	13	0	1	15	0	0	4	0	3	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	4795	7059	1368	752	607	499	299	295	403	200	142	169	65	75	55	50	132	103	28	27	28	34	4	46	9	5	6	13	2	4	5	5	2	4	1	4	1	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south28_active	80	1031	6314	616	203	291	220	100	182	339	136	31	124	27	29	15	12	120	94	9	18	14	31	1	40	3	1	2	9	0	1	5	1	0	4	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	4835	6987	1359	740	612	475	302	311	383	209	127	173	75	66	50	41	106	100	28	32	27	34	8	51	8	4	7	13	3	5	7	3	2	5	2	3	2	2	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south29_active	80	1054	6249	655	211	295	209	102	197	319	137	32	137	29	23	14	10	93	87	8	22	16	28	2	47	2	2	4	9	1	2	7	1	0	5	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	4832	7565	1352	800	628	473	292	311	436	221	122	160	79	56	47	41	106	81	27	26	25	46	7	37	6	2	9	19	6	5	5	3	1	17	2	0	2	0	0	1	0	1	1	4	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south30_active	80	1076	6827	676	222	303	208	102	198	372	145	31	129	27	20	13	11	90	69	4	15	19	40	2	35	0	1	5	18	1	2	4	1	0	17	0	0	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	4847	7287	1309	812	598	462	324	339	439	198	111	203	77	67	48	49	121	92	19	30	23	52	13	26	6	6	5	12	3	4	2	2	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	4	0	1	1	0	0
0.03	south31_active	80	1232	6530	564	205	250	200	105	211	352	108	34	170	28	20	15	21	105	78	6	17	15	49	3	19	1	2	4	9	0	2	1	1	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
0.03	south32_all	80	4798	9172	1393	823	661	477	326	334	571	206	114	215	77	74	50	48	133	83	18	25	20	61	14	32	7	4	8	10	4	5	1	4	2	2	1	2	1	0	1	0	0	1	0	2	0	0	0	0	0	0	4	1	1	1	1	0
0.03	south32_active	80	1152	8463	647	230	316	238	119	209	484	122	33	176	33	19	16	19	113	72	6	15	15	60	2	28	2	2	7	7	1	2	0	2	2	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	1	0	0	1	0
0.03	south33_all	80	4769	10983	1440	820	654	488	338	335	666	224	117	221	84	77	48	46	164	93	10	30	17	63	17	59	9	4	8	16	3	2	0	3	4	1	0	2	1	0	0	0	0	1	3	6	0	0	0	0	0	0	4	1	0	1	1	0
0.03	south33_active	80	1150	10311	731	251	347	266	130	228	586	147	35	184	38	20	17	20	149	82	3	23	15	63	6	57	2	2	8	15	1	1	0	2	4	1	0	1	0	0	0	0	0	1	3	6	0	0	0	0	0	0	4	1	0	0	1	0
0.03	south34_all	80	4748	11006	1453	805	678	471	343	351	662	212	131	208	90	73	40	36	151	67	13	27	17	80	13	58	11	6	11	17	2	2	0	3	3	2	0	1	8	0	0	0	0	2	4	6	0	0	0	0	0	0	0	1	0	0	1	0
0.03	south34_active	80	1110	10334	748	247	363	280	133	227	585	141	39	172	43	24	16	12	137	60	2	19	14	79	4	56	3	3	9	16	1	1	0	2	3	2	0	1	8	0	0	0	0	1	4	6	0	0	0	0	0	0	0	1	0	0	1	0
0.03	south35_all	80	4824	10728	1459	804	654	466	362	348	588	205	133	213	86	66	32	39	142	53	14	33	24	63	12	85	11	8	12	16	4	2	0	2	2	1	2	1	10	0	2	0	0	2	4	4	0	0	0	0	0	0	0	1	0	0	1	0
0.03	south35_active	80	1167	10059	779	252	345	271	134	236	508	138	37	176	39	24	14	10	129	48	5	26	20	59	4	81	4	4	10	16	0	0	0	1	2	1	2	0	10	0	1	0	0	1	4	4	0	0	0	0	0	0	0	1	0	0	1	0
0.03	south36_all	80	4839	9799	1434	804	639	490	348	357	499	212	129	238	93	59	35	33	119	45	20	35	31	62	12	64	13	9	12	25	5	1	1	1	3	8	2	2	14	0	2	0	0	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south36_active	80	1101	9119	741	244	335	278	133	235	420	151	37	205	38	27	15	13	105	43	6	24	27	57	3	60	3	4	10	25	1	0	1	1	2	6	2	1	14	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	4814	9051	1460	833	620	504	339	360	471	189	124	231	89	58	38	38	109	44	20	36	34	37	9	76	10	10	12	17	6	1	1	2	2	7	3	3	8	0	3	3	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south37_active	80	1099	8375	750	253	329	279	131	239	395	131	34	190	36	21	16	16	95	42	7	18	30	31	1	69	3	4	11	17	1	0	1	1	1	5	3	1	8	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	4827	8928	1497	827	645	495	342	339	464	195	116	237	86	58	44	43	112	73	20	38	45	34	13	46	8	10	9	24	3	1	6	2	2	7	1	4	7	0	3	3	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
0.03	south38_active	80	1083	8224	770	249	331	255	131	216	395	130	30	190	33	23	15	16	102	67	4	21	39	32	4	41	2	3	7	24	1	0	6	0	1	5	1	2	7	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	4850	9376	1520	805	708	504	318	339	522	176	111	200	87	60	47	40	126	103	24	34	41	32	13	47	5	7	7	16	3	9	8	2	3	2	1	4	3	2	1	5	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south39_active	80	1121	8663	777	231	351	277	122	220	443	109	26	156	36	23	16	10	115	92	4	23	36	30	6	42	3	2	4	16	1	7	8	0	0	1	1	3	3	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	4874	10342	1520	781	736	491	341	328	553	190	118	213	82	60	57	40	144	147	20	38	39	25	15	51	7	7	9	22	5	12	11	1	4	2	1	3	1	2	0	4	2	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south40_active	80	1184	9632	789	239	366	249	130	212	480	121	28	176	35	21	14	10	128	133	3	31	34	23	9	45	2	3	5	21	1	9	10	0	0	0	1	3	1	2	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
