label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53
0.03	north1_all	80	8387	5148	1738	1243	1615	757	762	378	321	176	240	102	100	120	75	211	33	42	26	14	15	20	17	12	10	13	4	8	2	7	1	1	3	2	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	4	0	0	0
0.03	north1_active	80	4518	3620	536	603	1320	541	591	233	225	57	183	35	60	98	56	201	12	35	7	3	4	18	8	8	4	12	1	5	0	5	0	1	2	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	4	0	0	0
0.03	north2_all	80	8320	5131	1725	1263	1653	786	767	341	319	162	237	120	105	113	75	194	33	52	26	10	14	20	18	16	10	9	3	5	2	3	1	1	2	2	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	4	0	0	0
0.03	north2_active	80	4524	3623	538	619	1356	576	590	201	212	52	185	40	66	86	57	181	12	42	7	2	4	17	13	10	5	8	1	3	1	0	0	1	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	4	0	0	0
0.03	north3_all	80	8399	4986	1701	1268	1536	810	723	325	327	173	229	123	109	88	91	192	28	54	23	10	13	14	15	13	5	10	3	6	3	3	2	3	3	3	2	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	4	0	0	0
0.03	north3_active	80	4631	3510	532	632	1254	599	553	185	217	40	173	39	77	65	75	178	8	46	4	4	4	11	11	9	3	7	0	4	1	0	1	3	2	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	4	0	0	0
0.03	north4_all	80	8453	4934	1710	1236	1574	837	687	356	333	170	237	132	105	93	101	196	26	53	20	12	10	14	16	10	3	8	4	6	2	1	2	3	3	3	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	4688	3537	541	607	1293	603	524	221	220	42	183	35	74	70	83	179	7	43	7	3	5	10	14	8	2	5	0	5	1	0	1	3	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	8620	4959	1683	1215	1519	815	660	367	353	180	233	107	111	93	110	229	21	49	19	17	11	15	16	8	5	6	7	5	2	2	2	3	1	2	2	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	4765	3538	544	606	1246	578	506	239	238	49	180	34	80	74	85	207	7	42	8	5	8	10	12	6	1	3	1	3	1	1	1	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	8739	5012	1723	1201	1525	844	682	380	332	163	252	103	100	110	96	212	27	56	22	15	12	14	11	4	6	13	6	3	3	2	1	4	1	1	1	0	0	7	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	4831	3647	561	581	1227	573	523	246	230	49	195	37	64	90	70	194	14	45	10	5	8	8	7	4	0	10	1	2	3	2	0	3	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	8818	5034	1759	1224	1625	828	708	366	327	162	251	87	83	121	99	179	29	67	22	14	15	22	9	6	8	12	6	4	3	3	1	1	0	1	1	0	0	10	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north7_active	80	4867	3630	585	579	1334	560	534	229	234	54	183	33	47	97	70	160	14	55	7	4	7	13	6	6	0	10	1	2	3	3	0	0	0	1	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	8764	5021	1770	1210	1519	811	713	363	342	165	247	91	89	110	84	155	32	62	21	17	11	19	8	7	11	11	1	4	2	4	0	1	2	1	2	0	0	10	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	4842	3629	568	565	1223	548	535	230	253	52	178	35	56	87	62	139	13	50	8	4	4	12	4	7	2	9	0	3	2	4	0	0	0	1	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	8784	4817	1771	1248	1587	756	734	381	325	172	236	103	87	129	101	147	25	51	25	14	15	16	8	7	10	11	2	6	2	5	0	2	6	2	1	0	0	3	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	4842	3423	565	595	1297	531	554	247	243	48	166	38	58	104	78	129	9	40	6	1	7	12	4	6	3	8	0	4	2	4	0	2	3	2	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north10_all	80	8737	4831	1797	1223	1529	798	673	363	333	187	239	104	93	123	94	150	26	40	21	19	18	20	13	6	9	8	2	7	1	4	0	2	6	2	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	4801	3385	567	573	1207	571	515	241	240	60	174	43	60	96	73	133	7	33	5	1	10	18	10	5	3	6	1	3	0	3	0	2	3	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_all	80	8525	5061	1759	1221	1660	918	621	383	343	158	232	94	104	117	125	181	34	61	20	20	12	21	15	7	5	22	6	7	2	2	5	5	1	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	4667	3619	559	562	1344	665	475	228	239	57	178	36	69	91	97	167	10	48	7	7	7	19	12	5	3	21	2	4	1	2	3	5	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	8641	4958	1779	1220	1652	947	649	401	325	164	255	106	111	130	120	181	35	47	18	21	16	15	14	10	5	24	6	8	2	0	4	5	1	0	0	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	4707	3571	581	568	1319	707	495	218	223	59	205	37	69	101	87	166	12	34	8	6	9	12	12	8	3	22	2	4	0	0	3	5	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	8642	4923	1792	1157	1655	891	684	388	322	166	262	109	98	155	108	150	33	63	14	19	15	20	18	9	7	16	9	4	3	0	3	5	3	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	4739	3532	595	529	1355	669	536	207	223	52	210	37	60	125	78	132	10	51	7	3	6	17	16	7	2	14	3	1	1	0	2	4	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	8626	4783	1779	1157	1572	843	675	382	337	175	252	109	110	137	123	153	28	70	12	22	14	15	22	8	8	13	7	3	4	4	1	1	3	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	4691	3370	585	545	1262	629	541	222	239	64	198	35	66	112	95	138	7	63	5	4	7	10	20	6	3	12	2	2	1	3	1	0	2	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	8679	4754	1798	1136	1580	795	696	401	344	170	245	105	106	147	120	190	32	68	14	17	11	13	23	5	9	5	6	7	3	4	3	1	3	0	0	0	0	1	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	4731	3339	593	544	1271	573	552	259	246	65	192	33	71	125	103	178	8	59	3	4	6	10	21	2	2	2	2	4	1	3	2	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	8705	4937	1762	1154	1537	838	682	412	371	163	257	106	114	117	121	168	26	77	16	19	9	6	25	4	7	5	6	7	6	5	5	4	1	0	1	0	3	0	0	0	1	0	1	1	4	0	1	0	0	0	0	0	0	0
0.03	north16_active	80	4699	3503	577	565	1239	595	541	253	280	64	190	32	77	99	105	156	8	70	3	2	7	3	19	2	1	3	2	4	2	3	2	3	1	0	0	0	3	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
