label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53
0.03	north1_all	80	7145	2650	1495	1169	1490	460	267	236	184	149	110	133	64	69	73	54	33	60	20	19	16	23	8	3	12	2	8	5	9	2	0	2	0	0	6	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0
0.03	north1_active	80	3842	1318	726	632	945	207	122	114	99	74	55	76	22	29	49	33	19	43	10	12	11	18	5	0	9	2	2	2	6	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north2_all	80	7257	2653	1491	1165	1491	430	264	245	179	135	91	120	70	66	75	57	36	50	27	23	14	21	6	3	7	5	5	4	12	3	1	7	0	0	6	1	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0
0.03	north2_active	80	3929	1281	705	618	961	181	129	118	98	67	43	70	27	29	54	32	20	28	14	18	10	14	3	0	5	2	2	0	6	1	0	1	0	0	5	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north3_all	80	7250	2702	1517	1215	1542	389	254	251	171	156	89	138	58	65	64	51	30	53	24	21	8	22	7	2	5	8	5	4	7	2	5	7	0	0	7	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north3_active	80	3940	1336	712	671	1000	176	118	115	90	78	42	90	24	27	48	30	14	24	16	19	5	13	0	1	3	3	2	3	1	0	3	2	0	0	6	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north4_all	80	7320	2698	1524	1225	1511	379	272	257	167	167	89	161	50	66	74	52	32	52	35	26	9	23	6	8	6	10	5	7	6	2	6	7	0	1	4	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	3984	1345	715	690	997	186	119	115	81	87	48	108	25	32	52	32	20	20	26	18	5	12	0	5	2	3	1	3	1	0	3	2	0	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	7286	2673	1538	1221	1554	384	271	230	165	170	86	179	46	69	71	52	30	58	35	23	7	26	6	11	5	8	6	6	11	2	12	7	1	1	2	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	3917	1354	760	680	1022	199	112	95	82	90	45	119	21	35	45	30	18	33	21	12	5	16	0	7	1	2	3	3	8	0	8	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
