label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42
0.03	north1_all	80	3743	1749	1509	469	326	251	156	234	107	62	79	66	39	24	23	10	11	8	4	8	1	7	5	2	6	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1660	859	905	191	145	126	79	140	63	24	41	38	14	13	12	7	6	2	4	7	1	3	3	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3684	1718	1510	470	319	268	156	262	107	62	80	86	49	19	17	8	13	17	4	6	4	7	5	3	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1620	849	900	198	130	136	81	180	58	25	45	50	17	8	9	5	9	10	3	5	1	3	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3722	1709	1524	471	293	250	150	234	102	65	75	84	50	28	19	6	13	19	5	3	3	4	9	3	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1658	832	896	209	120	130	80	155	52	28	43	61	24	11	12	3	11	12	3	2	0	3	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3704	1667	1510	469	308	256	146	246	107	67	64	70	59	29	16	7	11	21	5	3	8	2	7	4	3	6	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1670	838	868	225	126	137	71	170	50	30	37	50	30	13	8	3	8	17	3	2	3	1	1	3	3	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	3739	1700	1512	460	307	243	162	240	111	62	66	62	61	23	17	8	8	12	4	3	10	2	9	4	3	6	2	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1747	857	886	217	138	124	71	163	58	25	42	41	32	11	8	3	4	10	3	2	5	1	2	2	3	6	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	3635	1647	1527	466	323	247	157	256	107	64	60	55	60	20	13	10	5	11	8	4	11	3	4	3	4	7	1	2	2	0	1	1	2	0	0	0	0	1	0	0	0	0	0
0.03	north6_active	80	1706	835	914	201	146	121	67	176	58	28	32	33	28	10	8	5	3	7	4	1	5	1	2	1	3	5	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3559	1643	1556	472	331	229	175	278	103	68	74	69	53	18	11	9	9	7	6	4	9	3	6	3	4	7	0	1	2	0	1	1	2	0	0	0	0	2	0	0	0	0	1
0.03	north7_active	80	1670	822	929	207	148	111	71	175	56	25	38	32	25	13	6	4	6	4	3	1	5	2	2	1	3	5	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1
0.03	north8_all	80	3598	1652	1558	469	338	225	158	284	105	70	72	73	45	21	9	12	11	8	8	6	5	4	2	0	1	8	0	1	2	0	1	0	1	0	0	0	0	2	0	0	0	0	1
0.03	north8_active	80	1670	846	944	211	147	110	70	170	53	24	29	38	23	16	5	4	6	4	3	3	3	2	0	0	0	6	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	north9_all	80	3662	1648	1498	447	333	249	172	289	113	63	73	74	38	24	11	12	10	12	8	5	6	3	2	1	0	7	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	1
0.03	north9_active	80	1670	874	923	216	136	117	80	181	63	21	35	36	23	16	5	3	5	8	3	4	6	2	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north10_all	80	3683	1678	1535	455	324	253	161	266	110	58	78	74	39	21	13	12	8	10	6	3	7	1	4	1	1	7	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1678	873	958	233	135	124	81	156	61	21	37	42	22	13	6	3	2	8	2	3	7	0	1	0	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
