label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42
0.03	north1_all	80	659	306	146	143	80	167	55	27	20	38	18	16	10	10	9	5	4	14	2	0	11	5	1	2	1	2	7	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0
0.03	north1_active	80	298	168	71	76	40	103	31	15	9	22	7	8	7	4	3	2	1	1	0	0	8	3	1	2	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
0.03	north2_all	80	668	339	147	130	89	176	52	30	16	36	23	17	10	10	9	2	3	14	1	2	7	5	1	3	0	3	5	1	1	0	0	0	1	0	0	0	1	0	0	6	0	0	0
0.03	north2_active	80	298	183	73	64	45	121	29	17	8	22	11	7	8	3	3	2	2	2	0	2	7	3	1	2	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
0.03	north3_all	80	673	349	146	135	90	180	52	32	24	44	19	18	19	8	9	4	3	6	1	4	7	4	1	1	0	2	3	1	1	0	0	0	1	0	0	0	1	0	0	6	0	0	0
0.03	north3_active	80	300	177	71	71	44	126	32	18	10	32	12	9	12	2	3	2	3	4	0	4	6	3	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
0.03	north4_all	80	672	332	134	129	92	202	57	31	19	35	19	16	23	8	4	4	3	10	1	4	2	2	1	1	0	2	2	7	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north4_active	80	312	168	68	71	39	145	32	19	7	31	12	6	13	2	1	1	2	7	0	4	1	1	1	0	0	1	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_all	80	659	296	144	149	85	183	59	34	18	41	19	13	22	7	4	8	7	8	1	5	1	2	1	0	0	0	1	6	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_active	80	311	148	77	84	41	124	31	20	7	31	12	3	12	2	0	5	2	6	1	5	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_all	80	690	288	150	137	80	188	58	44	17	39	22	12	13	10	4	8	5	9	2	3	1	4	0	0	0	2	2	6	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	345	149	74	78	45	123	30	26	6	25	13	3	5	2	0	7	0	5	2	3	1	1	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_all	80	649	292	139	149	73	157	55	47	15	35	22	13	10	9	3	9	6	11	2	3	7	4	1	3	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	336	150	65	84	40	101	32	26	6	13	13	4	2	2	0	8	1	7	2	3	6	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	654	330	138	158	75	150	52	40	15	39	16	15	9	11	3	5	2	13	3	2	12	4	1	3	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	341	175	60	86	39	98	34	21	5	17	8	8	2	3	0	5	1	9	2	1	8	1	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	642	336	134	180	71	144	45	34	13	41	17	17	8	7	2	6	2	14	4	2	12	3	1	3	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	332	188	58	107	31	92	33	16	5	16	7	7	3	2	0	5	2	8	1	1	8	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	666	335	149	170	67	152	46	34	13	37	20	17	6	5	2	7	2	9	3	3	10	3	1	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	329	187	67	101	27	89	26	12	6	15	10	7	3	2	0	4	1	6	0	1	6	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	658	278	145	158	72	173	57	33	17	30	19	6	11	8	8	12	5	6	1	4	0	5	3	0	0	3	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	333	137	65	91	34	125	29	22	5	22	14	3	5	5	5	5	3	4	1	4	0	2	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	675	288	150	161	93	175	53	33	16	26	18	8	14	6	8	11	5	8	0	4	6	6	3	0	1	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	353	143	71	101	46	111	29	21	8	16	12	5	5	2	4	5	4	4	0	4	6	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	658	320	150	158	84	177	60	27	18	37	16	9	18	6	8	9	2	5	1	4	7	7	2	0	1	0	6	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	337	163	72	91	40	112	34	17	13	24	10	7	9	3	4	4	1	1	0	4	6	5	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	668	303	156	176	80	162	51	19	25	36	11	9	14	4	6	7	6	5	2	4	10	5	2	0	2	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	338	155	79	108	46	101	26	12	14	21	5	7	7	2	4	4	4	3	0	2	9	3	1	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	671	317	152	182	72	180	47	19	28	50	9	9	12	2	3	4	5	2	2	5	13	3	2	0	2	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
