label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189	Otu190	Otu191	Otu192
0.03	north16_all	80	941	362	269	209	139	233	133	209	63	65	116	69	51	111	64	46	68	49	27	20	41	41	20	22	20	16	20	24	10	22	11	13	7	11	18	17	40	16	8	9	5	7	6	7	8	10	20	8	15	5	6	6	6	4	8	13	3	5	2	9	9	4	7	1	2	3	3	4	4	2	3	5	7	2	5	3	0	3	3	6	0	5	37	1	10	0	0	0	1	0	0	4	1	1	2	1	10	0	0	11	0	0	7	0	0	0	1	3	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north16_active	80	469	162	126	103	70	138	68	132	27	35	73	31	26	80	39	28	49	28	17	9	25	22	8	13	10	10	12	15	7	13	6	3	3	3	10	8	24	5	6	8	1	3	4	7	5	5	9	3	11	3	4	5	4	1	3	7	0	3	1	4	4	1	3	0	2	1	2	2	3	0	1	2	5	2	5	1	0	1	1	1	0	3	37	0	10	0	0	0	1	0	0	1	1	1	1	1	4	0	0	4	0	0	5	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north17_all	80	890	364	263	212	132	224	134	190	66	63	111	67	47	91	63	45	68	42	25	21	38	37	21	30	19	13	21	21	12	15	9	15	9	13	18	16	38	16	13	8	4	6	9	9	7	12	16	4	13	3	6	5	4	5	8	16	3	5	6	7	6	8	6	1	5	2	2	1	2	3	2	7	1	3	7	2	0	3	3	2	0	1	26	1	8	0	0	0	1	0	1	4	0	1	1	0	10	0	0	11	0	0	4	0	0	0	1	3	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	427	169	124	98	67	131	72	115	31	31	66	36	27	66	36	32	48	23	18	9	20	19	7	16	8	8	12	14	8	8	3	2	2	7	10	5	19	5	6	6	2	2	8	9	5	4	10	2	10	2	3	2	2	3	3	8	1	2	4	4	2	2	2	0	4	1	2	0	2	1	1	5	1	2	7	1	0	1	2	1	0	0	26	0	8	0	0	0	1	0	0	1	0	1	0	0	4	0	0	4	0	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	844	347	276	209	131	205	140	169	69	50	96	60	40	78	62	45	67	35	29	18	31	32	15	28	19	11	23	22	13	9	10	15	9	17	19	19	29	13	12	7	6	4	7	6	5	10	16	4	10	4	4	9	8	5	3	9	5	4	5	5	4	8	6	0	5	4	2	1	1	3	3	5	1	4	6	5	2	2	3	2	0	5	26	0	8	3	1	0	1	0	1	4	0	1	1	1	8	0	1	1	0	0	4	1	0	0	1	3	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	384	164	135	90	62	120	70	92	36	21	55	33	19	54	37	36	46	19	19	8	18	18	6	11	10	6	11	14	9	5	6	2	3	8	8	6	21	5	5	5	2	1	6	6	4	3	11	1	9	2	2	5	5	3	2	1	2	2	4	3	0	3	2	0	3	2	2	0	1	1	2	4	1	2	6	4	0	1	2	1	0	4	26	0	8	1	0	0	1	0	0	1	0	1	0	1	2	0	1	0	0	0	2	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	802	370	280	221	137	182	131	129	59	62	97	51	38	66	52	38	64	26	23	22	32	32	13	26	22	13	25	27	13	7	11	10	9	15	19	16	24	11	9	8	11	5	7	6	7	10	14	3	5	4	5	11	8	6	5	14	6	3	9	4	2	7	2	1	5	4	2	6	1	3	3	3	1	4	2	8	3	1	1	1	0	8	2	1	5	3	1	0	1	0	2	1	0	3	1	1	6	0	1	0	0	0	2	1	0	0	0	1	0	0	0	0	0	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	376	167	128	99	59	92	65	72	34	26	63	27	16	48	34	28	38	16	13	9	18	17	6	10	10	6	11	17	7	4	5	3	4	9	6	6	16	5	3	5	4	1	6	3	4	3	10	0	4	2	3	7	5	6	3	8	3	2	6	3	1	3	2	0	3	2	1	0	1	2	2	3	1	2	2	8	0	1	1	1	0	7	1	0	4	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	843	377	287	244	138	200	141	156	65	64	105	58	33	82	53	35	58	28	25	25	31	31	15	27	20	17	25	28	15	11	14	10	8	12	15	14	19	10	9	8	10	5	3	10	8	7	6	3	3	4	7	12	7	9	7	18	6	3	9	7	4	7	2	1	3	4	1	9	2	2	3	3	2	4	1	7	3	2	0	4	0	8	3	1	4	3	4	0	0	0	3	0	1	3	0	1	0	1	2	0	0	1	1	1	0	0	1	0	0	0	0	0	0	7	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	396	180	134	119	61	117	63	94	31	26	70	31	13	63	36	25	31	18	11	10	19	15	8	9	10	8	12	16	10	5	8	4	3	7	4	6	16	5	6	3	2	2	1	5	5	3	2	1	2	2	5	10	4	7	3	12	2	2	7	4	3	5	2	0	2	1	0	2	2	2	2	3	2	2	0	7	0	2	0	1	0	7	1	0	3	1	1	0	0	0	1	0	0	1	0	1	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	981	393	274	235	133	221	140	214	64	68	122	65	53	107	73	56	64	34	37	25	30	35	22	22	17	15	18	27	16	20	11	12	21	19	22	6	26	6	4	10	8	6	13	7	8	8	20	5	8	8	7	6	3	5	7	26	6	9	10	6	7	4	4	3	4	5	4	10	2	1	8	7	5	2	14	12	1	1	0	5	3	3	17	3	1	0	2	2	0	0	0	0	0	6	0	2	2	3	1	3	0	0	2	1	1	1	1	5	0	0	1	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	4	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
0.03	south21_active	80	502	166	143	127	60	134	74	126	34	27	89	40	20	69	44	24	35	12	20	12	18	25	10	14	9	11	12	20	13	9	6	6	9	7	17	4	15	4	1	8	2	1	8	1	5	4	17	2	6	6	5	4	2	0	6	22	4	6	6	1	6	3	2	2	3	3	3	7	2	0	4	4	4	1	12	8	0	1	0	4	2	1	14	1	0	0	1	0	0	0	0	0	0	4	0	1	2	3	1	3	0	0	0	1	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south22_all	80	962	389	268	233	132	217	154	220	68	62	111	76	46	85	68	54	63	38	40	26	40	39	21	27	19	15	18	20	18	24	9	14	19	14	25	6	27	8	2	6	6	8	10	9	7	8	21	5	6	8	5	11	7	8	6	12	8	9	10	11	5	6	4	1	1	4	3	8	1	1	5	6	4	2	12	10	4	1	1	5	3	1	8	1	1	0	2	4	0	1	1	1	0	5	0	2	1	3	1	4	0	0	1	0	1	2	1	5	0	0	0	0	0	0	0	1	0	0	1	1	4	2	1	0	0	4	1	1	0	0	1	1	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0
0.03	south22_active	80	481	169	143	128	53	145	86	129	34	32	81	47	23	56	40	27	37	17	21	15	22	28	10	16	11	8	11	14	14	14	6	8	7	8	18	4	15	6	0	5	4	4	6	1	4	3	18	2	4	4	4	10	2	1	3	9	6	6	5	5	4	4	2	1	1	3	2	6	1	0	1	3	2	1	11	7	4	0	1	5	2	0	7	1	0	0	1	3	0	0	1	0	0	4	0	1	1	3	1	4	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	4	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south23_all	80	923	385	258	228	145	215	160	215	62	64	116	71	39	107	80	60	62	37	49	23	32	50	22	30	20	23	15	22	15	23	9	13	14	16	30	7	15	8	2	5	7	7	11	9	6	6	17	8	7	9	4	11	9	7	8	13	9	7	8	14	3	6	2	2	1	2	3	7	0	1	6	8	4	2	11	5	5	2	1	5	4	2	4	1	5	0	1	4	0	1	1	3	1	4	0	0	1	6	1	4	1	0	1	0	1	2	0	4	0	1	0	0	0	0	0	2	0	0	1	1	3	3	1	0	0	4	1	1	0	0	1	1	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0
0.03	south23_active	80	459	168	135	126	57	141	87	125	26	36	78	50	18	65	52	35	39	15	24	12	16	29	12	18	14	13	8	19	12	15	3	8	7	11	25	4	8	6	0	3	4	4	7	1	4	3	14	4	4	5	4	10	5	1	4	10	7	4	3	9	1	4	1	1	1	1	2	6	0	0	0	5	3	1	10	3	5	1	1	5	2	2	4	1	4	0	1	3	0	0	1	0	1	3	0	0	1	6	1	4	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	4	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south24_all	80	867	380	261	218	140	210	168	220	72	59	129	83	49	99	72	66	66	35	51	27	41	57	18	26	21	19	18	24	19	21	9	17	16	18	30	7	13	10	3	8	7	8	7	12	5	7	20	11	8	9	2	11	8	5	11	8	11	5	3	13	5	7	1	3	6	1	3	1	1	1	4	6	2	1	7	5	6	3	1	3	4	3	6	1	4	4	1	3	2	1	3	3	1	2	1	3	0	6	0	4	1	0	2	0	1	3	0	0	0	1	0	0	0	0	0	3	0	0	0	1	3	3	0	0	0	4	0	1	0	0	1	1	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	436	167	134	117	63	135	97	135	32	29	88	56	22	59	44	34	45	18	26	11	22	30	10	14	14	11	9	21	13	11	3	11	8	10	23	2	8	6	0	5	4	7	5	3	3	5	16	8	4	5	2	11	4	2	6	7	9	2	1	10	1	4	1	2	2	0	3	0	1	0	0	4	1	1	4	3	5	1	1	2	1	3	5	1	4	0	1	3	1	0	2	0	1	1	1	3	0	6	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	4	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	889	375	248	221	147	213	168	213	70	64	135	81	51	114	69	57	53	42	40	25	42	52	16	19	15	17	18	22	22	24	13	19	17	22	36	10	15	9	2	5	7	6	12	9	4	9	28	12	6	5	6	9	7	5	10	4	4	5	4	10	5	5	2	2	7	2	3	1	2	2	2	5	2	0	8	1	6	2	1	1	3	3	6	0	7	4	4	1	2	1	4	2	1	1	1	3	1	6	1	7	2	0	9	0	0	3	3	0	0	2	1	0	0	0	1	3	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	428	171	125	112	76	124	111	136	30	29	85	50	22	66	46	29	31	27	19	8	18	25	10	8	9	11	10	16	12	12	4	14	9	12	27	4	9	5	0	2	3	5	9	3	2	6	21	10	3	2	4	8	6	2	7	2	4	4	1	9	1	4	2	1	3	0	3	0	2	1	0	4	2	0	4	1	5	1	1	0	1	3	5	0	7	0	4	1	1	1	2	0	1	0	1	3	1	5	1	7	1	0	7	0	0	1	3	0	0	0	1	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	862	399	269	216	156	228	137	209	77	57	140	70	58	98	70	50	57	48	30	27	51	42	12	22	11	10	16	23	18	24	15	20	18	19	25	10	17	10	2	13	9	6	18	12	4	9	19	9	6	4	9	4	5	10	9	4	3	8	3	11	6	1	1	1	8	2	4	5	4	2	2	3	2	1	6	0	2	2	0	2	2	2	5	0	3	4	3	1	2	1	3	0	0	1	2	3	1	7	1	7	2	0	10	1	0	1	3	0	0	3	1	0	0	2	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	417	183	130	112	82	129	95	130	33	25	88	42	23	55	37	27	36	30	14	8	22	22	6	9	6	7	7	16	9	13	7	13	10	10	18	5	11	6	0	6	6	4	10	6	3	6	10	7	3	2	6	3	3	7	6	2	3	6	1	11	3	0	1	1	2	0	4	3	3	1	0	2	1	0	3	0	1	1	0	0	0	2	4	0	3	0	3	0	1	1	1	0	0	0	1	3	1	6	1	7	1	0	7	0	0	1	3	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	850	385	281	220	147	209	138	203	76	62	132	59	57	95	71	47	50	47	33	27	48	33	14	18	14	6	13	28	15	24	15	17	17	17	21	10	17	6	4	11	10	6	15	9	7	6	15	5	9	3	11	5	12	9	11	6	1	6	2	6	7	2	2	1	6	5	3	7	5	2	2	2	2	1	4	2	1	2	0	2	0	3	2	0	3	3	5	1	0	1	2	1	0	2	2	2	3	2	1	8	2	1	8	1	0	0	3	1	0	2	1	0	0	2	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	381	187	134	118	83	116	93	135	31	29	86	36	23	53	38	25	29	31	20	8	22	20	6	6	4	3	7	16	5	14	8	10	8	8	15	6	10	3	1	5	7	5	8	5	5	3	6	3	7	2	5	2	8	7	6	2	1	4	0	6	5	1	1	1	2	2	3	4	4	1	0	1	1	0	2	1	0	1	0	0	0	3	2	0	3	1	5	0	0	1	1	0	0	0	1	2	3	1	1	7	1	0	7	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	847	411	298	202	147	221	131	161	75	63	103	51	53	86	63	43	37	48	30	26	41	25	13	22	14	5	8	29	13	24	14	12	13	11	18	9	22	7	8	11	11	7	13	5	6	4	14	5	10	3	7	5	11	11	10	16	0	3	2	7	9	3	5	2	4	4	3	7	3	2	2	1	1	1	5	2	2	1	1	3	1	6	0	2	0	1	3	1	1	1	1	1	2	1	3	0	2	2	0	1	2	1	9	1	0	0	0	2	1	2	1	0	0	2	0	1	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	390	184	132	108	72	131	78	101	31	37	62	31	23	46	29	25	22	32	17	7	19	14	4	8	3	1	4	15	2	17	7	6	7	6	12	4	13	4	4	5	9	5	5	4	4	3	7	2	7	2	3	1	7	8	3	12	0	2	1	6	6	2	2	1	1	3	2	4	2	2	0	0	0	0	2	1	1	1	0	0	1	5	0	1	0	1	3	0	0	1	0	0	0	0	2	0	2	2	0	0	1	0	7	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	877	387	270	210	133	236	142	161	70	69	104	55	48	73	58	47	40	40	34	25	32	26	20	18	18	9	11	24	16	26	13	11	11	10	19	6	26	12	13	9	9	6	11	7	11	5	11	7	13	4	7	8	11	5	12	19	0	3	1	11	8	3	5	2	2	4	2	4	4	2	3	1	2	0	10	7	4	1	2	4	2	6	2	2	4	1	4	0	1	0	0	1	2	1	3	1	3	2	0	1	1	2	2	0	0	0	1	3	1	2	0	0	0	2	0	2	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	3	0	0	0	2	1	2	0	0	0	0	3	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south29_active	80	424	184	120	110	64	145	80	105	26	35	74	30	22	38	24	29	22	26	19	12	19	14	9	7	6	2	6	12	5	15	6	5	5	5	15	2	16	7	8	2	6	5	4	7	9	3	4	3	8	3	2	4	8	2	5	14	0	1	1	10	6	2	1	1	0	3	1	1	2	1	0	0	1	0	2	2	2	1	1	1	2	5	0	1	4	1	2	0	0	0	0	0	0	0	2	1	2	2	0	0	1	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	841	390	277	225	138	225	151	181	70	73	101	58	52	90	63	49	54	42	31	30	31	25	18	20	17	11	13	29	19	19	10	12	18	11	36	5	23	13	12	6	14	6	18	9	15	5	22	8	13	5	4	12	6	3	13	23	0	4	5	15	5	3	5	1	2	2	3	3	2	3	1	2	2	0	10	5	4	1	2	4	3	6	7	2	4	1	8	0	1	0	0	0	3	1	2	3	4	2	0	0	0	1	3	0	0	1	1	3	1	2	0	0	0	0	0	1	2	0	0	3	0	0	0	0	0	2	0	1	1	3	0	0	0	1	0	2	0	0	0	2	0	2	0	0	0	0	4	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south30_active	80	442	174	122	113	66	122	84	120	30	32	66	31	30	56	31	29	28	24	14	16	19	14	11	8	7	4	6	18	8	9	4	6	5	7	33	2	11	8	9	2	9	3	6	9	13	3	15	4	7	3	3	5	4	1	6	14	0	3	4	10	4	2	2	0	0	1	1	1	1	2	0	0	1	0	3	1	2	0	1	1	2	5	5	1	4	1	0	0	0	0	0	0	0	0	2	3	2	2	0	0	0	0	2	0	0	1	1	2	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	919	435	286	244	138	200	149	271	67	49	119	66	53	127	47	72	65	41	46	21	40	39	8	22	13	5	17	40	19	17	17	8	15	17	25	12	24	6	9	9	9	5	12	7	9	3	14	8	10	3	15	10	6	6	3	19	1	8	2	15	3	4	3	4	7	2	1	7	5	2	1	12	4	2	1	1	0	0	0	2	2	2	4	0	13	0	0	2	1	0	0	0	0	1	2	1	0	2	0	5	0	0	2	0	0	2	0	2	4	0	1	0	4	2	1	2	1	0	0	0	0	2	1	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	465	213	146	126	70	118	88	156	32	22	66	39	22	83	25	45	38	19	26	7	20	25	3	14	6	2	6	26	9	8	7	2	7	8	18	6	22	4	5	2	6	3	5	3	6	2	10	6	5	2	10	9	2	2	0	17	0	4	1	10	2	2	1	1	5	0	0	6	1	2	0	11	2	0	1	0	0	0	0	1	0	1	3	0	8	0	0	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	2	0	0	1	0	0	4	0	1	0	3	0	1	2	0	0	0	0	0	2	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
