label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50
0.03	north1_all	80	20236	5981	2180	1899	1015	1327	557	716	319	325	193	123	101	114	68	67	85	55	33	14	40	14	18	22	10	3	2	10	6	9	5	2	3	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	13077	3503	1094	1081	550	862	294	438	183	186	113	76	52	74	38	35	60	23	19	7	32	9	11	15	7	0	2	2	5	8	4	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	20127	5851	2169	1898	1058	1354	562	715	317	321	204	133	101	106	71	65	86	50	37	10	31	10	15	24	9	3	2	10	8	6	4	2	3	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	12882	3453	1078	1086	567	883	306	437	175	184	136	89	48	56	38	37	64	26	23	6	23	4	8	19	6	0	2	2	7	5	3	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_all	80	20212	5867	2167	1890	1051	1367	546	740	305	335	210	132	102	108	69	54	59	46	41	12	29	11	8	18	7	4	4	10	7	6	1	3	5	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_active	80	12951	3445	1074	1109	572	896	286	468	161	192	135	84	50	59	39	35	40	29	24	5	22	7	4	11	5	0	4	3	7	5	1	2	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_all	80	20046	5797	2171	1889	994	1397	549	711	311	329	218	143	101	105	73	61	69	38	36	15	31	17	7	17	7	7	4	6	3	4	1	1	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	12877	3380	1062	1144	538	904	276	476	164	194	138	92	43	62	43	41	43	31	24	5	25	12	4	11	4	0	3	2	3	3	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	20074	5875	2129	1880	973	1387	552	702	315	328	218	160	102	92	78	61	62	42	40	16	32	14	5	16	4	8	6	3	1	3	3	1	3	1	2	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0
0.03	north5_active	80	12995	3463	1012	1122	541	903	290	487	167	204	128	90	46	62	45	37	35	35	24	4	23	11	3	11	3	1	3	3	1	3	1	0	2	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0
0.03	north6_all	80	19736	5860	2116	1837	1014	1428	550	709	306	332	233	172	99	90	74	63	59	42	45	15	26	13	7	16	6	8	7	5	2	5	5	1	2	1	2	0	3	1	1	1	0	3	0	0	1	0	0	0	1	0	0
0.03	north6_active	80	12748	3436	1000	1070	555	921	288	477	166	203	145	85	45	57	40	34	31	35	27	5	18	9	5	10	2	2	4	3	2	3	1	0	0	0	0	0	3	0	0	1	0	3	0	0	1	0	0	0	0	0	0
0.03	north7_all	80	19891	5928	2190	1784	1060	1484	567	700	316	360	218	155	85	102	76	64	67	47	39	19	22	16	11	17	8	7	7	4	1	12	5	1	2	1	2	0	3	1	0	1	1	3	0	0	1	0	1	1	1	0	1
0.03	north7_active	80	12961	3487	1085	1045	588	954	289	465	178	217	136	74	41	62	40	28	39	34	27	7	13	10	7	8	5	3	4	1	1	9	1	1	0	1	0	0	3	0	0	1	1	3	0	0	1	0	0	0	0	0	0
0.03	north8_all	80	19940	5827	2159	1785	1123	1451	531	726	316	390	224	157	76	122	67	67	65	53	48	18	19	15	14	27	10	5	5	3	1	10	3	3	4	1	2	0	2	0	0	0	1	3	0	0	0	0	1	1	1	0	1
0.03	north8_active	80	12951	3408	1103	1025	621	921	278	479	180	252	138	83	35	74	38	30	44	37	33	9	11	8	8	18	6	2	4	0	1	7	1	2	2	1	1	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	19980	5842	2169	1783	1126	1448	533	737	299	382	227	137	77	116	67	67	83	47	36	18	20	22	14	23	11	4	6	7	1	12	2	3	2	2	2	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1
0.03	north9_active	80	12941	3425	1093	1054	626	942	274	467	164	239	140	79	36	71	38	33	56	27	24	9	13	14	7	17	8	1	5	1	0	10	1	2	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	19813	5937	2187	1823	1079	1371	520	753	303	351	237	132	86	117	69	61	81	46	42	16	22	19	12	35	7	3	3	7	1	5	4	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	12686	3469	1090	1058	622	892	261	461	171	221	142	73	37	70	36	38	50	29	32	8	14	11	6	24	5	0	2	1	0	5	3	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	20492	5975	2112	1907	1079	1301	600	708	349	377	201	136	89	94	83	64	49	45	32	11	40	17	9	15	4	3	3	3	10	6	1	3	2	2	1	0	1	0	0	2	0	1	0	0	0	0	1	0	0	1	0
0.03	north11_active	80	13195	3519	1009	1137	591	842	328	455	197	222	118	75	49	58	53	49	27	27	21	7	30	8	6	13	2	1	1	2	6	2	1	2	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0
0.03	north12_all	80	20492	5898	2166	1892	1086	1285	581	739	361	384	209	131	88	102	83	68	47	36	37	16	28	16	9	17	10	5	5	6	4	10	1	2	1	2	1	0	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	13232	3426	1046	1140	595	819	313	467	194	225	130	70	50	57	52	41	29	23	23	9	17	11	6	17	9	2	2	5	0	5	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	20347	5812	2226	1828	1050	1286	575	744	344	372	209	132	97	98	79	61	42	40	34	14	25	18	10	14	13	4	4	8	5	13	0	4	1	1	1	1	1	0	0	3	0	1	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	13250	3355	1098	1061	563	814	320	481	187	219	134	63	65	48	44	28	26	29	24	8	17	13	5	13	10	1	2	7	0	7	0	2	0	1	0	1	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	20134	5889	2228	1828	974	1356	510	745	340	373	198	147	90	96	76	59	59	41	30	17	28	15	8	11	13	6	5	7	2	13	1	2	0	0	1	1	0	0	0	2	0	0	1	0	0	1	1	0	0	0	0
0.03	north14_active	80	12990	3413	1128	1073	505	892	291	466	173	227	124	71	56	52	41	24	39	33	21	5	16	11	1	9	10	2	4	6	0	7	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_all	80	19942	5932	2194	1881	959	1304	565	720	325	389	219	148	91	85	77	62	65	48	26	19	29	8	8	14	14	5	3	8	2	10	2	2	0	0	1	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0
0.03	north15_active	80	12896	3516	1107	1130	518	861	331	454	173	247	145	76	56	48	42	31	42	37	20	9	18	4	1	12	9	2	3	6	0	7	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_all	80	20007	5952	2156	1891	974	1333	559	763	310	378	210	160	89	81	71	63	76	46	28	21	45	12	7	11	7	6	5	9	3	2	2	0	1	0	1	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0
0.03	north16_active	80	12896	3573	1082	1104	540	863	326	493	169	245	136	83	52	42	43	30	49	27	18	11	33	6	2	9	4	2	5	8	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0
0.03	north17_all	80	20040	5985	2113	1949	1047	1355	584	754	316	380	197	155	80	100	76	67	58	47	42	19	44	7	4	6	8	6	3	13	2	3	2	0	2	1	2	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north17_active	80	13050	3540	1047	1107	587	858	334	477	178	237	117	86	47	57	41	37	35	22	27	13	34	2	3	4	5	1	3	12	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north18_all	80	20239	5962	2158	1956	1040	1418	515	734	282	361	184	145	99	104	85	67	69	50	44	14	40	12	6	12	11	8	3	16	2	9	3	2	2	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	13153	3518	1069	1108	572	914	293	456	152	223	101	78	51	65	46	40	46	23	28	11	32	6	4	10	10	2	2	11	1	5	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_all	80	19731	5918	2136	1883	1003	1430	503	716	308	339	191	149	94	119	74	73	78	55	44	13	46	13	9	12	9	7	5	21	1	8	2	4	3	1	1	0	1	1	2	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_active	80	12711	3477	1064	1076	526	924	269	428	167	216	106	79	53	72	37	46	59	34	28	7	40	9	6	11	8	3	4	15	0	5	2	2	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_all	80	19717	5992	2142	1909	1012	1482	520	691	317	349	208	138	93	117	68	76	80	69	37	15	33	12	10	15	9	6	5	18	0	8	2	5	3	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	12703	3529	1043	1091	511	948	279	402	175	226	114	72	45	65	36	48	55	41	22	6	26	9	7	14	8	3	3	12	0	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	9365	5012	2761	1352	1628	1264	890	396	235	262	336	118	90	68	74	32	39	33	24	20	20	8	6	4	14	4	4	0	3	8	3	7	2	1	0	0	1	2	0	1	3	0	0	1	0	0	0	0	0	0	0
0.03	south21_active	80	4686	2815	1567	662	977	833	557	220	121	153	220	49	46	28	43	18	18	14	10	10	11	4	2	1	9	2	4	0	1	6	1	5	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	9679	5156	2946	1383	1698	1329	956	376	236	282	357	113	88	70	76	37	37	27	21	13	26	15	7	3	11	7	3	3	2	8	5	7	1	1	1	0	0	2	1	1	3	0	0	1	0	0	0	0	0	0	0
0.03	south22_active	80	4883	2956	1715	684	1074	862	596	204	119	167	250	54	47	39	43	14	17	12	11	5	12	9	4	1	9	2	3	1	0	6	2	5	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	9746	5170	2940	1372	1686	1369	904	341	242	277	376	116	84	67	75	40	33	28	21	16	31	16	6	3	11	7	3	3	1	5	4	5	1	2	1	1	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south23_active	80	4907	2953	1671	681	1082	913	544	195	120	153	269	60	38	39	41	13	11	13	13	8	17	10	4	2	9	2	0	1	0	5	2	3	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	9637	5094	2911	1337	1730	1285	864	354	246	263	363	119	79	70	61	45	35	30	21	16	34	17	9	2	7	6	7	5	0	6	3	0	0	1	1	1	2	1	1	1	0	0	0	1	0	3	0	0	0	0	0
0.03	south24_active	80	4895	2874	1632	674	1091	822	518	198	119	144	250	62	29	36	30	15	13	13	13	10	21	8	5	1	3	2	1	2	0	6	2	0	0	1	1	1	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0
0.03	south25_all	80	9523	5036	2866	1368	1686	1338	856	379	229	261	343	111	82	69	62	35	29	30	27	18	27	16	8	6	8	3	7	7	2	7	2	0	0	1	0	1	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0
0.03	south25_active	80	4813	2801	1595	695	1040	858	502	213	110	139	221	58	29	32	31	12	11	12	16	13	16	7	2	3	4	1	1	4	1	6	2	0	0	1	0	1	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0
0.03	south26_all	80	9483	5122	2843	1384	1661	1272	865	392	224	259	364	106	94	82	60	33	36	29	28	20	22	12	10	7	9	3	7	7	2	7	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	3	0	0	0	0	0
0.03	south26_active	80	4760	2932	1574	702	1032	818	514	221	108	150	217	54	40	36	36	12	17	14	17	16	14	5	2	2	5	1	1	5	1	5	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0
0.03	south27_all	80	9363	4941	2809	1394	1593	1255	872	399	228	255	350	106	84	85	59	29	31	27	24	19	15	13	7	8	7	3	0	6	2	7	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	4672	2813	1578	690	993	813	509	211	111	146	223	57	36	40	34	10	18	16	11	13	8	7	0	2	4	0	0	4	1	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	9308	4786	2768	1364	1540	1125	856	377	237	240	352	96	84	78	61	32	33	29	23	15	16	9	6	9	3	3	1	6	1	2	2	2	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	4577	2732	1554	662	935	723	510	204	111	139	238	52	36	40	32	8	20	15	10	10	10	6	2	2	2	0	1	3	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
