label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46
0.03	north1_all	80	25948	5477	6966	2806	2129	1175	588	683	450	268	506	195	126	112	203	117	53	41	33	22	10	17	27	17	9	11	7	4	3	5	1	1	5	5	2	1	0	1	0	0	1	3	0	0	0	0	0
0.03	north1_active	80	21231	1770	5937	1973	1584	708	146	452	248	96	435	109	35	47	175	93	24	9	6	8	4	4	24	10	2	7	4	1	0	4	0	0	5	3	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north2_all	80	25943	5457	7039	2853	2098	1169	604	651	445	276	553	187	108	109	206	122	58	40	36	25	11	21	30	16	7	10	4	4	3	7	2	2	5	6	2	1	0	1	1	0	1	3	0	0	0	0	0
0.03	north2_active	80	21277	1806	6016	1984	1565	716	142	417	237	100	477	108	32	44	177	91	32	10	10	10	4	5	27	8	2	7	1	1	2	4	0	0	5	4	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north3_all	80	25889	5481	7103	2821	2054	1113	611	673	457	280	549	165	126	102	178	113	48	31	33	27	17	24	22	15	7	11	3	6	3	5	3	2	2	4	2	1	1	1	1	0	0	3	0	0	0	0	0
0.03	north3_active	80	21183	1822	6054	1991	1530	674	138	423	248	87	478	92	30	43	149	86	27	6	12	15	6	10	19	8	2	7	1	3	2	3	1	0	2	3	0	0	1	0	0	0	0	3	0	0	0	0	0
0.03	north4_all	80	25623	5442	7038	2811	2172	1119	616	648	461	288	532	172	125	91	161	122	55	30	32	26	22	25	23	13	7	11	3	7	3	4	3	2	2	1	1	0	1	0	1	1	0	1	0	0	0	0	0
0.03	north4_active	80	20807	1854	6008	1967	1640	679	149	419	257	90	455	97	32	36	134	91	30	7	12	13	9	10	19	8	2	7	2	4	2	2	1	0	2	1	0	0	1	0	0	1	0	1	0	0	0	0	0
0.03	north5_all	80	25333	5345	6866	2732	2118	1160	635	627	446	288	523	191	113	81	150	115	53	37	31	31	28	29	34	12	6	12	2	4	2	6	2	1	0	1	3	0	3	2	1	1	0	0	0	0	1	0	0
0.03	north5_active	80	20412	1760	5812	1889	1589	709	150	400	242	90	449	109	31	30	126	93	29	9	6	15	11	15	31	5	1	6	1	3	1	4	1	0	0	1	3	0	3	2	0	1	0	0	0	0	1	0	0
0.03	north6_all	80	25239	5319	6697	2721	2121	1173	647	598	450	263	477	201	113	82	156	140	49	41	33	30	25	30	40	16	8	12	2	2	2	5	3	0	3	1	3	0	2	2	0	1	0	0	0	0	1	0	0
0.03	north6_active	80	20299	1731	5652	1886	1584	732	163	386	260	93	404	121	31	30	134	118	24	14	5	14	10	12	37	6	2	7	1	2	1	2	1	0	3	1	3	0	2	2	0	1	0	0	0	0	1	0	0
