label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48
0.03	north1_all	80	7967	2634	1220	1656	745	391	761	181	160	285	273	94	44	39	42	98	55	32	11	18	16	7	4	14	4	8	2	1	5	0	1	0	5	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1
0.03	north1_active	80	4568	1384	574	1010	400	166	489	92	79	200	188	53	15	21	24	71	33	13	7	12	6	3	3	12	3	5	1	0	3	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north2_all	80	8010	2641	1186	1662	746	355	748	188	163	291	263	104	43	35	37	113	42	32	19	23	16	11	3	14	6	7	2	0	6	2	1	0	6	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north2_active	80	4566	1389	572	1020	423	139	499	97	79	195	181	49	15	19	23	76	24	17	13	17	5	5	2	11	4	4	1	0	4	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	8024	2657	1189	1648	752	367	754	196	160	272	285	105	51	42	50	97	34	39	25	21	11	8	5	14	5	8	2	0	5	2	1	0	6	0	2	1	1	1	1	0	0	0	0	0	0	0	2	1	1
0.03	north3_active	80	4612	1398	578	1028	439	152	511	102	70	173	187	54	25	22	33	59	18	27	16	12	5	5	1	11	3	5	1	0	3	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north4_all	80	8166	2662	1256	1672	730	362	709	205	183	264	253	101	52	35	54	90	40	49	33	31	9	14	6	5	4	6	2	0	3	6	0	0	4	0	2	1	1	0	1	0	0	0	0	0	0	0	2	1	0
0.03	north4_active	80	4758	1416	573	1057	426	164	466	102	78	163	155	52	28	17	38	58	22	35	23	17	3	10	2	1	2	4	0	0	1	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north5_all	80	8080	2620	1249	1749	727	365	710	215	175	244	245	97	53	35	59	66	36	44	34	26	7	18	8	6	2	5	3	0	3	6	0	0	2	1	2	1	1	0	1	1	0	0	1	0	0	0	2	1	0
0.03	north5_active	80	4758	1390	566	1123	423	179	465	107	76	157	155	53	30	18	38	33	22	34	23	15	3	15	4	1	1	2	0	0	2	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north6_all	80	8046	2631	1272	1813	739	371	793	195	181	255	183	74	52	40	46	64	44	44	53	22	10	22	9	5	2	2	3	0	1	7	0	0	1	2	3	1	1	0	0	1	0	0	1	1	0	0	2	1	0
0.03	north6_active	80	4742	1381	572	1175	431	180	518	93	73	164	106	42	29	17	26	34	27	33	39	10	4	18	5	1	1	0	1	0	1	4	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north7_all	80	8077	2529	1221	1778	762	358	815	188	177	282	185	67	49	54	62	78	49	32	50	12	10	16	7	6	5	2	2	0	1	3	0	0	0	2	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0
0.03	north7_active	80	4731	1284	557	1141	435	163	539	91	76	187	115	34	27	28	34	49	28	18	37	4	2	14	4	1	2	0	1	0	1	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	7923	2555	1217	1742	805	358	799	173	193	320	199	75	48	59	61	82	53	42	36	18	12	10	8	6	4	0	1	1	0	4	1	0	3	1	1	1	0	0	0	1	0	0	2	1	0	0	0	0	0
0.03	north8_active	80	4638	1278	550	1086	437	148	534	84	90	225	118	37	26	28	34	54	32	26	27	9	3	7	4	3	2	0	1	0	0	3	1	0	3	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north9_all	80	7871	2569	1204	1661	798	343	737	177	185	298	209	80	46	60	63	81	59	33	29	27	11	6	5	6	5	0	0	2	0	3	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_active	80	4527	1312	564	1021	419	139	465	80	99	214	137	40	26	31	35	56	33	19	22	17	4	1	3	4	3	0	0	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_all	80	7837	2642	1182	1674	799	336	680	171	189	310	253	91	45	39	74	67	47	38	33	30	13	7	5	7	3	5	0	3	1	1	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_active	80	4523	1380	556	1040	427	141	423	76	97	230	165	44	26	21	45	44	34	26	24	24	6	3	3	5	3	1	0	1	0	1	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north11_all	80	7971	2599	1250	1701	786	387	849	176	160	238	203	79	59	42	61	63	30	48	21	15	6	16	2	16	6	4	1	2	1	4	0	0	2	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0
0.03	north11_active	80	4527	1323	586	1103	455	162	576	88	77	132	136	50	28	15	36	39	20	28	11	9	2	6	1	13	5	2	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north12_all	80	7883	2613	1252	1655	809	398	871	181	186	228	226	88	66	46	61	71	26	50	21	19	11	12	3	13	9	1	2	0	1	2	0	0	2	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0
0.03	north12_active	80	4545	1322	594	1079	478	169	611	92	97	117	155	54	33	19	40	51	13	28	11	12	8	4	2	11	5	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north13_all	80	7845	2562	1206	1681	807	384	867	167	192	257	244	91	60	41	63	92	24	49	24	25	13	12	5	17	10	3	2	0	3	6	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	4534	1305	561	1089	476	165	608	82	108	144	171	55	30	19	39	64	13	27	13	18	8	5	3	15	6	2	0	0	2	4	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_all	80	7889	2516	1205	1683	749	361	839	165	185	263	267	88	51	49	66	79	40	50	18	21	16	8	5	12	6	9	2	1	2	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	4564	1305	546	1100	434	159	582	85	99	154	188	47	30	22	37	59	28	28	9	16	10	4	3	12	2	5	0	0	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	8128	2504	1196	1696	715	365	832	169	192	271	245	85	49	48	68	69	52	52	28	23	15	7	6	19	5	12	1	3	2	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north15_active	80	4725	1332	536	1121	404	159	542	88	107	173	167	49	25	23	40	51	38	37	21	15	8	3	3	13	2	8	0	1	2	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north16_all	80	8058	2562	1184	1696	699	357	833	187	206	238	231	81	48	45	63	66	49	41	34	18	16	11	8	21	1	10	3	3	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north16_active	80	4644	1358	530	1115	390	164	563	93	110	147	152	48	25	20	34	51	38	27	27	9	7	5	4	15	1	7	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north17_all	80	8096	2597	1219	1678	725	373	882	193	218	253	238	78	60	46	63	69	41	37	38	17	11	13	6	12	1	4	3	4	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north17_active	80	4641	1351	559	1106	408	165	634	96	115	167	156	44	32	21	36	49	29	24	29	7	5	8	4	5	0	3	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north18_all	80	8144	2615	1237	1608	745	372	890	196	208	268	224	69	69	51	55	76	37	35	40	18	10	16	6	7	1	1	4	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
