label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45
0.03	north1_all	80	4739	1340	798	904	1117	408	328	160	152	80	75	55	28	28	25	19	42	9	9	18	5	4	2	3	2	11	2	6	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north1_active	80	3240	266	260	707	1016	320	262	107	121	44	46	27	2	14	15	8	36	3	4	16	4	2	1	2	1	9	1	6	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_all	80	4906	1392	752	892	1118	429	318	153	165	75	77	51	29	23	20	19	32	9	7	30	3	4	4	3	3	11	2	6	2	2	1	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0
0.03	north2_active	80	3352	289	238	689	1020	343	248	96	132	41	49	27	4	13	12	9	25	3	2	28	3	2	3	2	2	9	1	6	2	1	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
0.03	north3_all	80	4889	1390	768	928	1221	437	315	169	182	82	75	46	32	24	30	15	22	8	8	28	3	1	5	1	3	9	0	12	2	1	1	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0
0.03	north3_active	80	3296	284	249	701	1118	348	239	99	140	49	46	26	5	15	19	6	15	4	2	26	3	0	4	0	2	8	0	10	2	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
0.03	north4_all	80	4822	1445	774	897	1247	413	295	192	182	90	71	57	34	33	39	17	20	9	9	14	4	4	7	2	1	3	1	9	1	0	1	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0
0.03	north4_active	80	3232	301	262	688	1142	323	222	118	142	53	44	35	8	25	24	10	15	6	2	13	4	4	6	1	1	3	0	7	1	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
0.03	north5_all	80	4730	1408	795	875	1222	436	298	187	175	90	72	54	38	33	36	23	24	8	7	4	6	9	6	2	1	3	1	8	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	3120	282	265	649	1113	339	220	114	133	59	44	30	10	23	23	16	20	5	1	3	5	5	5	1	1	3	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	4695	1358	823	868	1169	411	304	191	168	84	81	61	35	39	31	19	28	10	5	10	7	10	6	3	3	16	1	3	1	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	3106	272	292	647	1054	313	229	115	138	52	48	34	11	27	22	14	26	5	1	9	6	6	5	1	1	16	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	4646	1370	841	880	1143	428	299	153	148	86	80	48	34	28	28	22	34	9	8	15	10	9	2	4	4	14	0	0	1	3	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	3049	270	304	647	1032	318	222	87	119	54	47	27	11	17	18	13	32	3	3	14	9	4	2	2	1	14	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	4748	1376	819	867	1119	438	292	136	158	80	75	43	34	38	25	16	28	7	9	16	6	5	3	5	4	21	0	0	2	3	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	3094	254	280	648	1006	331	229	70	131	45	49	24	12	23	16	7	27	3	3	15	5	1	3	4	1	21	0	0	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	4694	1388	815	940	1098	444	302	149	177	81	77	47	30	44	29	10	27	9	9	14	4	3	7	5	4	8	0	0	1	6	1	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0
