label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43
0.03	north9_active	80	2078	969	239	172	137	204	64	55	23	17	85	77	16	28	13	6	7	6	10	3	5	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	3525	1603	537	332	305	324	134	113	54	50	164	98	39	33	18	10	13	7	20	5	3	2	1	1	4	2	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_active	80	2060	964	257	169	144	208	58	61	28	18	87	63	16	18	10	5	10	4	7	4	2	0	1	1	3	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	3581	1647	565	339	286	330	154	100	55	38	124	130	30	39	12	12	9	11	7	6	6	7	1	4	1	3	2	2	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2092	1029	296	160	172	193	71	54	24	19	88	93	18	19	4	2	3	4	4	4	3	3	0	2	0	3	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	3618	1641	563	336	296	345	154	114	67	30	123	114	29	29	15	10	8	14	10	10	5	8	1	2	3	3	2	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2104	1025	294	164	171	201	78	58	31	19	93	71	17	14	8	2	0	5	7	7	1	3	0	2	2	3	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3536	1677	547	343	323	332	139	128	71	26	139	110	20	18	14	10	10	10	12	12	4	6	2	2	5	3	1	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	2036	1067	272	170	180	202	75	63	35	15	110	64	13	11	7	3	4	5	7	9	0	1	1	0	4	3	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_all	80	3540	1682	514	336	318	330	141	142	63	32	132	97	26	21	20	8	12	9	13	11	3	2	3	3	4	4	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	2064	1038	256	160	167	216	76	67	33	14	106	45	20	16	11	2	5	6	8	8	0	1	1	0	4	3	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_all	80	3509	1611	490	340	299	308	152	136	63	36	118	99	21	30	18	13	11	10	9	8	3	1	3	5	4	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	2030	1004	233	153	154	201	82	71	33	16	96	46	15	19	9	4	6	8	6	6	0	0	1	2	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_all	80	3550	1622	508	327	281	303	155	125	61	40	102	81	28	38	16	14	11	11	8	11	1	0	4	6	2	2	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2060	990	243	135	147	208	87	67	33	14	80	51	18	21	9	5	4	8	4	8	0	0	3	3	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	3539	1602	545	318	259	313	158	126	63	43	126	96	34	30	19	14	8	12	13	6	5	0	2	4	3	3	2	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2075	978	250	141	143	210	91	77	29	19	94	73	23	15	14	5	4	7	8	3	4	0	2	3	0	2	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3582	1608	549	336	273	338	152	118	58	44	123	92	36	26	16	11	7	10	19	6	6	0	3	1	3	4	3	2	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	2076	967	247	176	153	212	88	69	22	18	83	67	21	14	13	5	3	4	14	4	4	0	2	1	1	4	3	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	3638	1633	558	364	277	341	138	131	60	50	114	102	33	35	21	9	5	7	17	5	9	0	2	1	4	4	2	2	2	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2136	977	261	186	151	214	74	82	18	23	74	70	16	24	15	7	4	3	12	3	7	0	1	1	2	4	2	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	3575	1621	560	367	286	365	151	129	66	54	121	97	32	40	14	10	6	6	15	8	6	2	2	1	2	3	1	3	3	0	5	1	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	2059	947	269	193	148	222	77	77	20	26	74	62	17	27	9	7	4	1	14	6	4	0	1	1	2	2	1	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	3475	1651	541	356	299	318	146	111	49	43	119	81	36	23	13	3	11	14	19	16	5	6	3	5	1	0	2	2	1	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0
0.03	south21_active	80	2012	986	259	178	173	201	91	59	29	23	77	56	23	11	6	0	5	10	17	7	2	4	1	3	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
0.03	south22_all	80	3582	1687	518	349	309	345	169	128	50	41	130	93	41	34	13	3	7	6	19	12	5	5	3	4	5	0	2	0	1	1	0	0	1	0	0	0	1	0	0	3	0	0	0	0
0.03	south22_active	80	2091	1000	252	174	172	207	108	67	28	15	86	62	25	21	3	1	4	3	18	8	2	4	1	3	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0
0.03	south23_all	80	3531	1653	517	340	312	326	153	136	54	49	141	94	40	32	13	6	7	7	20	12	5	7	3	3	5	1	0	1	2	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0
0.03	south23_active	80	2061	997	264	161	177	197	90	70	27	15	90	57	26	19	4	4	4	4	16	7	4	4	1	3	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	south24_all	80	3505	1620	519	338	300	361	155	138	51	50	138	101	44	33	14	11	11	5	15	10	3	3	1	3	4	1	1	2	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	south24_active	80	2045	977	254	161	172	213	83	71	24	18	94	61	29	26	6	5	5	2	11	7	2	0	1	3	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	south25_all	80	3486	1648	552	320	311	340	170	141	54	43	142	73	46	34	13	16	13	7	20	13	4	5	0	4	4	5	1	2	2	1	3	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	south25_active	80	2034	1003	270	150	175	198	95	73	22	19	107	40	35	25	6	5	5	3	15	8	2	1	0	4	2	5	1	0	0	1	3	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	south26_all	80	3439	1675	546	318	316	339	165	148	54	40	146	85	44	26	11	15	15	11	16	20	2	4	1	2	1	4	1	1	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south26_active	80	1999	991	259	151	181	214	97	86	23	22	105	49	33	15	5	2	5	6	14	8	1	1	1	2	0	4	1	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south27_all	80	3399	1682	516	321	325	294	163	140	48	32	142	85	35	28	12	13	17	10	13	18	2	5	1	1	1	6	0	0	0	1	5	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	south27_active	80	1965	991	237	148	179	194	102	83	24	16	107	54	26	12	3	3	8	5	10	7	1	1	1	1	0	6	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south28_all	80	3270	1603	516	318	294	286	137	156	57	27	140	87	38	19	8	9	11	10	8	14	2	6	1	0	0	3	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	south28_active	80	1906	913	230	141	154	189	77	92	29	12	101	52	20	6	2	2	5	5	5	2	1	2	1	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south29_all	80	3143	1515	527	320	283	270	130	132	54	29	116	94	35	28	11	7	11	5	4	5	2	4	1	0	0	3	1	0	2	2	2	0	0	1	0	1	0	0	0	0	0	1	0	1
0.03	south29_active	80	1802	848	246	145	149	172	65	75	25	13	78	61	15	15	1	2	6	1	1	4	1	1	0	0	0	2	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	south30_all	80	3078	1452	533	337	281	272	115	120	55	37	86	59	34	35	6	6	12	8	5	8	1	5	1	0	0	2	1	0	2	2	1	0	0	1	0	1	0	0	0	0	0	0	0	1
0.03	south30_active	80	1737	808	249	161	150	162	53	65	23	16	56	37	16	27	0	2	4	3	1	7	0	2	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	south31_all	80	3423	1581	557	341	295	313	147	114	60	42	137	86	29	35	12	8	7	10	6	6	4	1	1	4	3	2	1	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	1965	971	236	139	152	210	90	60	28	18	74	63	12	21	4	3	3	7	3	3	3	1	1	3	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	3485	1631	547	343	322	310	131	116	59	41	128	105	27	32	14	11	13	12	6	9	4	0	1	6	5	2	1	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	2018	1003	238	138	188	210	74	61	31	18	84	83	16	21	6	5	7	6	3	5	3	0	0	3	4	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	3527	1664	562	345	345	300	134	119	63	41	102	109	27	24	19	11	13	9	7	10	5	1	1	6	6	2	1	1	1	2	2	1	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south33_active	80	2065	1022	248	157	192	202	78	70	34	16	70	81	18	13	9	4	8	2	3	7	4	0	0	3	3	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	3535	1624	560	364	347	326	136	118	69	46	136	113	39	30	21	11	11	11	8	13	4	2	1	6	4	1	1	1	1	1	2	1	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south34_active	80	2055	988	271	175	189	214	78	72	31	20	99	81	26	17	14	4	7	4	5	10	3	0	0	2	2	1	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	3547	1710	537	353	321	334	141	124	71	40	146	114	34	30	19	9	9	8	7	18	3	2	1	4	2	1	1	0	3	1	3	0	1	0	0	0	0	1	0	1	0	0	0	0
0.03	south35_active	80	2055	1024	268	180	165	217	78	77	36	18	100	80	19	18	12	5	7	3	4	16	1	0	0	2	0	1	0	0	2	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	south36_all	80	3469	1650	564	338	303	365	131	119	72	34	135	112	36	36	15	10	7	6	7	14	6	2	4	2	3	2	1	0	3	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	south36_active	80	2041	985	288	169	163	229	66	74	34	14	92	82	21	20	10	5	5	3	5	11	2	0	3	1	0	2	0	0	2	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south37_all	80	3487	1655	540	350	283	360	131	125	75	34	123	113	38	34	14	11	11	7	6	12	6	4	4	0	2	4	1	0	3	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south37_active	80	2037	1007	285	170	158	220	69	73	38	13	78	94	23	16	6	4	6	2	5	9	2	2	3	0	0	3	0	0	2	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south38_all	80	3447	1653	526	355	297	359	136	136	75	39	131	86	40	47	14	10	7	7	6	8	5	4	6	0	4	6	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south38_active	80	2013	1001	271	171	175	236	77	77	39	16	91	69	28	25	8	4	2	3	6	5	2	3	5	0	1	3	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south39_all	80	3497	1604	525	358	317	350	134	136	64	48	135	100	36	43	14	10	11	9	9	7	5	3	6	1	3	6	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south39_active	80	2044	982	266	177	182	237	80	73	31	21	95	74	29	26	8	5	3	5	6	5	1	3	5	0	1	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south40_all	80	3590	1587	521	330	344	332	135	137	63	49	125	108	35	50	16	9	8	10	8	9	6	1	6	1	3	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south40_active	80	2049	934	253	171	195	217	73	79	26	23	88	72	27	32	15	6	2	5	4	4	3	1	5	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
