label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98
0.03	north19_all	80	8633	3430	2834	1478	1897	825	641	699	416	1244	332	236	209	165	166	124	100	225	89	107	60	121	67	59	71	40	35	33	23	27	20	36	15	15	14	13	39	9	16	11	9	3	5	3	10	6	10	4	12	5	6	2	2	1	4	1	4	1	1	2	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north19_active	80	4609	1251	1897	313	1426	366	224	460	94	1129	170	67	79	40	93	47	25	189	43	73	20	86	22	29	52	24	23	7	8	13	14	30	6	2	5	3	35	7	13	2	1	2	1	2	8	4	9	2	11	2	5	1	0	0	4	0	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	8470	3455	2830	1466	1923	851	682	699	427	1181	311	252	199	159	164	128	106	233	84	98	72	115	69	55	69	44	37	34	24	30	26	35	15	16	14	8	41	6	21	14	10	8	7	3	6	10	10	3	10	4	3	3	3	1	1	1	3	2	2	0	0	1	2	4	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north20_active	80	4551	1266	1892	335	1438	373	238	441	97	1064	161	71	85	42	94	47	25	193	39	60	22	87	22	26	50	21	24	7	8	14	21	29	8	3	7	6	37	5	17	3	1	8	1	1	6	5	9	3	9	2	2	2	0	0	1	0	3	2	1	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	25212	3388	2882	2176	2447	1090	827	644	497	388	343	247	203	403	149	154	122	105	113	80	73	71	61	61	61	39	68	31	50	29	53	25	14	23	15	11	20	17	10	13	6	19	10	5	5	5	4	2	6	3	6	2	2	2	1	1	1	1	0	1	5	2	2	1	1	0	0	0	0	0	1	3	2	0	0	1	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south21_active	80	22802	818	1874	1526	2055	708	477	357	254	149	128	79	60	346	38	71	36	25	52	30	43	34	11	30	50	10	60	17	42	17	47	13	4	16	10	5	6	14	2	7	4	16	8	1	2	1	1	1	3	2	6	2	0	1	1	0	0	0	0	0	5	0	2	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	24345	3411	2856	2097	2407	1051	823	657	469	385	322	243	210	394	147	156	124	118	115	87	76	66	50	57	64	39	68	25	55	29	48	25	11	25	11	13	23	25	5	7	7	25	7	7	3	4	5	4	5	3	6	3	3	2	2	1	1	2	0	0	6	1	2	1	0	0	0	0	0	0	1	1	3	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_active	80	21914	837	1838	1428	1996	681	472	340	233	149	125	80	70	340	41	70	41	29	51	33	42	29	9	32	51	14	62	12	47	16	42	12	4	18	8	5	7	22	2	6	3	21	6	2	1	1	2	3	4	2	5	2	0	2	2	0	0	0	0	0	5	0	2	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	21720	3425	2700	1992	2236	1023	805	637	444	371	294	245	217	383	139	172	122	116	112	91	70	68	47	60	70	36	80	17	53	22	47	27	13	30	8	12	22	26	4	11	9	23	5	5	3	5	3	5	3	3	5	1	2	2	2	0	0	2	3	1	6	0	3	1	1	0	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	19241	853	1632	1299	1782	631	445	319	212	138	106	64	68	332	30	78	41	32	50	32	35	22	8	29	54	11	71	6	47	14	42	13	4	21	5	6	5	23	2	7	6	16	1	2	1	2	1	3	3	2	2	0	0	1	2	0	0	0	3	1	5	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	19399	3431	2616	1888	1975	983	755	609	441	358	329	251	223	357	144	172	117	119	112	94	74	66	49	53	63	41	54	21	34	22	48	22	14	27	12	15	14	28	5	7	10	20	11	5	4	4	3	5	4	1	6	1	2	3	1	1	1	1	4	1	5	0	2	0	2	0	1	0	0	0	2	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	16834	872	1516	1184	1524	568	412	286	197	136	115	66	69	301	33	75	33	34	45	36	33	17	12	25	42	12	46	11	27	16	44	11	4	22	7	8	3	26	3	3	7	14	0	3	0	2	1	3	3	0	2	0	0	2	1	1	0	0	3	1	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	17235	3382	2376	1847	1809	983	723	589	442	351	325	258	211	350	154	164	118	118	106	90	77	72	48	60	63	40	58	32	32	21	35	22	16	26	16	15	13	20	6	10	8	18	12	6	4	3	2	5	4	1	4	1	2	2	1	1	1	0	4	1	3	0	2	0	2	0	1	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south25_active	80	14621	895	1287	1139	1351	542	391	266	177	126	103	66	58	282	35	71	25	34	40	30	34	16	14	25	39	11	50	16	24	13	30	9	4	19	9	9	2	18	2	4	7	12	0	2	0	2	0	3	3	0	1	0	0	1	0	1	0	0	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	19277	3438	2511	1861	1980	1065	746	602	454	338	322	256	221	376	150	150	114	108	92	87	84	78	53	56	70	39	58	36	41	29	42	21	18	20	20	15	8	21	6	11	9	13	10	7	5	4	2	4	4	1	4	1	2	2	1	1	1	0	3	0	2	0	2	0	2	0	0	0	0	1	1	1	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south26_active	80	16699	881	1456	1197	1552	641	401	279	203	129	106	73	67	304	37	68	19	35	32	29	44	27	14	29	49	8	45	22	31	14	35	9	6	15	12	9	2	19	1	4	5	9	0	3	0	2	1	4	3	0	1	0	0	1	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	21385	3356	2583	1972	2113	1098	792	625	466	360	310	248	224	438	155	138	124	114	93	83	91	68	46	53	69	31	65	41	47	39	53	18	20	18	22	12	8	36	5	8	8	18	8	7	6	3	2	6	2	0	4	1	1	0	1	1	1	3	2	0	2	0	2	0	1	1	0	2	0	1	0	1	1	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south27_active	80	18878	838	1557	1322	1690	704	434	322	210	135	110	76	69	365	38	62	23	37	42	25	52	27	14	30	48	8	52	23	34	22	48	6	4	14	16	9	2	31	1	2	4	17	1	4	1	1	1	6	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	24005	3408	2714	2093	2329	1145	782	666	448	404	299	258	216	453	155	149	119	112	91	72	95	65	49	58	59	28	81	32	49	41	68	15	23	26	21	12	7	36	3	12	16	20	4	4	10	6	4	3	1	1	4	0	1	1	2	3	0	4	1	0	1	1	1	0	0	1	0	2	0	2	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south28_active	80	21562	823	1699	1429	1929	768	432	372	226	141	115	83	67	382	37	75	31	38	45	23	59	22	14	33	46	11	69	16	33	21	63	7	4	19	13	8	3	30	1	3	9	20	2	3	2	2	1	3	0	0	3	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	25064	3388	2786	2163	2339	1164	795	666	465	393	273	240	221	509	162	169	114	115	93	75	98	66	57	49	78	31	76	34	48	39	78	16	18	22	22	10	6	37	4	10	15	18	5	5	11	7	4	6	1	2	4	2	0	1	2	3	0	4	1	0	4	2	0	0	0	1	0	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	22710	833	1781	1493	1931	783	448	377	226	153	98	80	68	442	39	82	32	34	47	22	56	24	16	25	59	15	62	15	32	20	71	9	2	17	13	8	4	30	1	4	10	16	2	3	2	2	0	5	0	0	4	1	0	1	2	2	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	25176	3359	2766	2139	2317	1153	753	630	486	377	284	256	230	491	159	158	105	102	97	94	95	68	58	54	61	36	110	39	40	30	80	11	11	29	18	8	7	47	7	11	14	11	4	4	10	7	7	6	1	3	4	3	0	3	2	2	1	1	2	0	5	2	0	0	0	2	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
0.03	south30_active	80	22783	833	1771	1470	1896	766	425	358	228	144	113	82	77	420	40	73	28	29	48	35	56	26	17	28	47	19	98	20	29	15	73	5	1	22	8	5	4	43	3	4	11	9	1	2	2	2	1	5	0	0	3	1	0	3	2	2	1	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
