label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81
0.03	north6_all	80	1454	651	678	511	342	161	139	126	192	106	104	109	117	61	107	31	25	29	21	14	18	14	24	6	11	18	8	7	2	11	8	4	3	5	2	2	10	1	5	7	8	3	1	1	2	3	0	0	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	721	311	424	314	207	68	69	65	108	60	60	71	81	43	63	11	16	15	11	8	5	11	15	3	5	12	5	1	0	8	2	3	2	3	1	0	9	1	3	6	8	1	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	1502	677	679	547	372	153	147	112	212	93	115	127	124	61	99	31	24	26	20	17	23	14	37	7	13	13	12	10	5	11	7	2	1	6	3	1	8	2	5	4	7	2	0	0	0	3	0	0	2	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	762	321	410	332	226	67	72	58	133	48	68	87	82	40	55	10	13	15	9	9	11	9	25	4	8	8	5	3	2	8	2	1	1	4	2	0	7	1	3	3	7	1	0	0	0	3	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	1469	718	680	563	382	154	139	130	226	81	114	118	142	63	93	35	27	20	15	17	25	14	34	4	17	13	14	14	4	16	3	5	0	8	3	2	15	2	3	3	7	3	0	0	0	2	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	769	345	422	331	238	75	75	66	135	44	73	83	102	40	52	13	15	12	4	9	12	9	24	2	13	6	6	9	2	12	0	3	0	7	2	0	14	0	3	3	7	0	0	0	0	2	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	1474	702	688	553	374	165	126	126	246	78	121	127	156	66	110	34	31	13	15	19	30	10	44	5	24	13	12	21	4	20	8	4	3	6	3	2	10	2	1	2	2	2	1	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	754	330	421	330	224	77	60	69	156	40	80	89	103	40	73	15	15	8	4	9	15	6	33	2	21	3	3	16	2	11	4	2	1	5	1	0	8	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	1465	678	686	560	381	165	128	132	240	88	116	133	144	63	136	32	27	16	17	23	20	13	28	3	29	22	15	22	3	21	10	5	3	7	2	1	13	3	1	2	2	2	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north10_active	80	731	331	423	317	223	73	59	70	156	47	84	90	93	32	93	15	12	12	5	11	8	10	19	1	26	9	9	17	2	13	6	3	1	7	0	0	10	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	1518	639	702	553	325	129	134	115	209	87	80	109	164	70	100	28	34	28	18	10	22	22	33	11	12	26	6	5	3	7	7	5	4	12	2	4	4	3	1	0	1	1	1	1	1	3	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	759	300	409	318	181	56	62	61	128	52	39	63	86	37	72	11	17	15	10	4	12	10	23	7	4	25	3	3	1	5	1	3	2	11	0	2	3	2	1	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	1474	617	689	497	312	117	136	118	193	82	76	132	184	66	96	26	19	32	19	9	18	11	36	10	14	27	6	4	4	10	6	4	3	14	2	4	6	3	2	0	3	0	1	1	1	3	0	3	1	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	741	282	386	293	195	46	63	67	119	50	35	81	102	41	68	14	10	20	10	2	9	6	26	6	9	26	3	2	2	6	2	2	2	11	1	3	3	2	1	0	0	0	1	0	1	2	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	1382	606	613	441	318	139	143	126	166	72	89	123	141	70	80	26	16	30	12	12	18	8	35	13	14	16	3	5	4	9	5	4	3	10	2	3	4	0	2	0	3	0	1	2	1	3	0	3	0	1	1	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	686	289	345	255	206	62	70	72	101	44	43	70	90	43	57	12	7	16	5	3	8	5	21	8	10	15	1	3	3	7	3	2	2	5	1	1	1	0	1	0	0	0	1	0	1	2	0	3	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	1405	620	611	467	335	143	140	116	164	63	76	103	136	64	83	24	17	26	13	12	21	11	31	9	14	15	4	5	6	7	9	5	0	10	2	2	4	1	5	0	4	0	2	1	0	0	0	3	0	1	1	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	667	284	341	272	205	70	68	69	93	33	46	57	103	41	55	10	7	11	7	2	12	8	19	6	10	11	2	4	2	5	7	2	0	5	1	1	1	0	1	0	2	0	2	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	1400	598	641	478	332	142	131	138	172	84	91	89	121	67	87	23	18	20	11	9	21	9	32	11	17	13	7	6	5	7	10	9	1	11	1	2	3	1	3	1	6	0	1	1	0	0	1	3	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	648	270	353	283	200	77	62	82	109	45	60	51	88	43	52	5	9	10	5	3	13	8	21	8	12	8	4	5	2	5	8	6	0	6	0	1	1	0	0	0	6	0	1	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	1417	625	639	526	341	147	130	144	182	92	102	75	137	49	106	25	19	17	10	10	17	7	28	12	14	18	6	3	5	6	11	12	5	7	1	1	4	1	5	2	6	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	667	287	347	309	197	82	57	80	112	52	64	43	104	27	62	10	8	10	5	4	12	6	16	5	7	10	4	2	0	3	9	9	2	7	0	0	2	0	2	1	6	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	1436	630	671	533	308	146	126	155	197	112	94	93	149	63	108	23	19	18	11	12	10	7	18	13	15	10	7	4	4	12	4	11	6	5	2	1	3	0	6	2	8	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north17_active	80	680	285	362	321	177	70	57	88	130	62	51	55	101	38	66	12	6	14	4	6	8	4	9	6	7	6	5	2	2	8	3	9	3	4	0	0	1	0	4	1	7	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_all	80	1484	672	712	591	357	157	127	145	219	117	93	107	154	63	119	20	20	22	9	14	11	7	23	11	16	13	7	5	4	11	5	10	5	6	1	1	3	1	5	3	4	0	1	2	1	1	1	1	2	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
0.03	north18_active	80	722	313	405	382	218	77	72	71	139	67	49	66	99	43	80	11	4	18	2	6	8	3	8	6	10	6	5	1	2	8	3	7	3	4	0	0	1	1	4	3	3	0	0	1	1	1	1	1	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
0.03	north19_all	80	1508	711	769	617	392	163	122	129	217	107	89	121	175	81	112	23	25	26	10	11	14	8	32	9	17	17	17	7	3	11	9	3	3	12	1	1	3	1	4	2	5	0	1	2	1	1	0	1	2	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
0.03	north19_active	80	771	338	454	396	230	66	72	65	140	53	47	70	120	52	87	12	10	20	3	4	11	4	18	6	13	9	10	3	2	8	8	0	3	4	0	0	1	1	2	2	4	0	0	1	1	1	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
0.03	north20_all	80	1534	723	817	665	390	157	129	137	235	107	79	124	169	73	108	23	31	25	9	11	21	7	36	6	16	19	20	8	3	16	15	2	1	11	1	1	4	2	3	2	1	0	0	1	2	1	2	1	3	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
0.03	north20_active	80	791	360	499	439	235	67	75	62	147	58	48	64	119	51	86	13	16	17	3	3	17	3	23	4	11	11	12	3	2	13	13	0	1	2	1	0	1	1	0	2	1	0	0	1	1	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
0.03	south21_all	80	1513	634	672	544	357	153	113	111	181	108	98	120	123	72	108	26	17	27	16	12	21	13	26	3	18	26	12	16	4	8	15	14	2	6	1	2	6	2	2	0	4	1	2	1	1	4	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south21_active	80	766	308	394	364	208	64	54	61	128	61	57	79	85	44	64	12	5	16	4	6	15	5	18	2	12	21	7	10	2	4	12	8	1	4	1	2	3	2	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south22_all	80	1596	656	695	599	386	149	124	110	192	118	97	123	143	93	136	29	14	27	22	10	29	16	38	7	16	23	19	15	6	17	16	4	1	5	3	2	5	3	3	1	4	0	1	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	1	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south22_active	80	826	317	413	393	213	62	56	71	128	65	63	87	102	59	88	14	4	20	8	4	16	7	28	4	11	17	9	10	3	13	12	2	1	3	3	1	3	2	3	1	2	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south23_all	80	1593	692	741	641	385	163	124	129	219	108	88	130	176	104	145	23	17	22	23	13	29	15	42	6	20	36	15	15	8	18	16	9	1	8	5	3	9	3	2	1	5	0	1	0	0	2	1	0	0	0	2	1	0	1	0	1	0	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	818	332	448	408	235	72	59	82	140	58	57	96	124	67	96	14	2	17	9	6	13	7	31	2	12	29	6	8	4	11	14	6	1	6	4	1	3	2	2	1	3	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	1590	708	769	670	392	140	137	136	233	119	85	122	169	93	148	20	23	20	22	11	25	12	37	9	19	33	13	12	6	19	14	10	1	4	8	5	13	3	2	1	3	0	2	1	0	2	1	0	0	1	2	1	0	1	0	1	1	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	823	340	461	419	240	64	65	78	153	72	53	81	117	57	109	11	8	14	14	6	10	7	27	3	12	27	6	9	2	14	13	8	0	4	6	3	5	1	2	1	3	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	1564	697	744	701	354	142	140	149	226	111	84	107	163	75	147	26	27	17	14	13	27	8	43	10	21	27	14	10	7	7	16	10	2	6	6	4	16	4	0	1	2	0	2	1	0	2	1	1	1	2	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	794	323	450	446	217	64	59	79	139	68	41	72	112	34	100	10	10	11	8	6	14	5	32	3	15	23	6	6	4	3	15	7	1	5	3	2	8	2	0	1	2	0	1	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	1582	687	722	661	346	135	140	158	210	106	83	111	167	65	118	28	24	21	21	16	24	10	33	12	16	17	10	13	6	11	12	8	3	6	6	4	14	6	0	3	2	0	1	1	0	0	1	1	1	2	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	806	330	431	419	206	62	61	73	131	68	42	68	118	27	87	13	12	8	14	5	13	5	26	5	13	8	3	8	3	10	10	3	2	5	3	3	5	3	0	3	2	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	1559	653	690	603	319	141	144	158	218	89	90	108	136	51	106	29	15	24	22	19	23	12	29	9	18	15	11	12	10	11	15	7	4	8	4	1	9	7	0	3	1	0	0	0	1	0	2	1	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	798	323	407	381	187	63	60	74	139	53	45	77	98	23	79	13	8	8	11	5	13	6	21	5	10	7	5	7	5	10	13	0	3	4	1	1	7	3	0	3	1	0	0	0	1	0	1	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	1484	637	685	584	330	151	146	157	207	85	86	102	128	64	86	23	15	26	22	25	21	15	29	5	12	15	9	13	8	8	11	8	6	6	2	3	3	4	0	3	0	1	0	0	1	0	2	0	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	723	325	412	372	207	63	61	76	134	53	53	71	86	38	59	12	9	8	11	9	12	8	21	4	3	6	5	5	4	7	5	1	4	3	1	2	2	2	0	3	0	0	0	0	1	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	1440	639	680	513	324	150	143	163	171	76	88	103	111	73	76	23	16	25	18	29	24	10	33	4	15	10	12	13	6	7	12	8	4	8	2	3	3	3	1	2	1	2	0	1	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
0.03	south29_active	80	689	326	413	312	185	61	60	90	106	45	55	69	67	42	49	10	6	11	8	13	16	7	29	3	5	4	5	6	3	5	5	3	2	5	1	2	3	2	0	2	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
0.03	south30_all	80	1408	674	651	512	330	141	147	153	161	82	81	111	125	82	77	27	20	20	15	32	25	11	24	4	14	11	12	12	3	5	11	8	4	10	2	2	2	1	1	2	3	3	2	2	0	1	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0
0.03	south30_active	80	667	328	404	318	196	59	62	80	88	44	55	66	75	48	51	11	8	12	7	16	20	6	21	3	6	6	5	6	2	2	4	4	1	8	1	1	1	1	0	2	3	1	2	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0
0.03	south31_all	80	1515	658	649	597	325	147	128	129	210	92	99	117	130	70	74	23	27	24	18	18	20	10	35	3	16	25	9	10	6	11	4	8	4	12	4	1	0	4	3	0	2	1	0	0	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	751	301	417	373	198	79	62	61	141	55	58	74	85	42	44	11	13	11	7	9	15	3	16	1	9	18	2	7	4	9	1	6	1	10	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	1542	633	692	605	347	120	127	133	207	98	99	132	131	78	91	25	25	26	15	16	20	8	33	3	16	30	14	13	5	1	6	9	6	12	5	2	1	5	2	0	2	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	793	300	443	385	210	62	63	76	133	63	58	84	86	48	57	8	12	13	3	11	17	1	18	1	7	22	2	11	3	1	3	7	3	10	1	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	1492	657	723	651	364	127	123	145	209	97	120	141	154	83	116	25	27	30	13	15	26	11	37	6	20	41	11	18	5	14	5	11	6	7	6	2	2	7	1	3	2	2	1	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	770	321	464	430	207	69	65	91	130	58	69	96	94	52	78	10	15	15	2	9	21	3	20	3	12	23	1	15	3	14	3	8	2	5	2	2	0	4	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	1524	622	763	654	395	128	112	143	184	91	121	135	163	89	135	26	24	32	15	14	26	12	38	9	22	28	16	19	2	16	9	11	5	11	4	3	3	4	1	3	1	1	2	0	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	770	293	489	458	235	64	55	92	111	55	68	103	98	63	93	12	12	16	6	7	20	6	19	4	12	13	4	15	2	14	7	9	2	9	2	2	1	3	0	2	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	1524	617	787	609	376	136	110	141	181	97	113	118	194	88	136	25	25	32	20	8	24	21	29	7	21	28	15	16	2	18	15	7	2	11	7	1	3	3	1	4	4	1	2	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south35_active	80	771	285	501	419	235	65	54	90	101	60	62	87	122	59	101	15	11	17	9	4	17	12	14	4	15	11	5	12	2	15	9	5	0	10	5	0	1	2	1	3	4	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south36_all	80	1540	617	765	603	405	129	114	138	171	102	115	126	198	90	122	23	25	36	20	12	20	22	24	12	23	28	14	12	4	27	16	9	1	10	5	4	6	2	3	2	5	1	2	0	0	4	0	1	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south36_active	80	786	289	488	395	263	58	60	86	101	58	71	85	135	55	86	12	12	17	11	4	15	12	10	5	19	17	7	6	3	22	10	7	0	10	3	0	5	2	1	2	4	1	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south37_all	80	1472	622	736	583	367	134	126	134	164	100	115	126	175	82	103	17	24	39	19	10	19	20	24	12	19	31	12	10	7	21	16	6	1	7	8	5	7	2	3	2	5	1	3	0	0	5	0	1	1	1	0	1	1	1	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south37_active	80	752	290	439	350	239	62	62	79	104	48	71	83	115	44	76	12	12	21	9	3	11	10	12	4	14	20	5	3	4	16	8	5	0	6	3	0	5	2	1	1	4	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
