label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71
0.03	north1_all	80	1570	720	460	271	273	215	106	97	108	185	94	75	61	64	40	23	198	22	147	12	18	30	10	41	4	3	4	3	3	5	1	2	85	2	2	2	6	1	0	0	1	0	0	0	3	2	0	1	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0
0.03	north1_active	80	472	172	127	60	179	136	35	42	69	162	73	50	32	42	25	11	192	1	143	3	12	27	8	33	0	0	1	2	0	1	1	0	85	2	1	1	4	0	0	0	0	0	0	0	2	1	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0
0.03	north2_all	80	1552	745	436	282	245	220	104	91	107	195	81	66	72	54	40	23	152	16	167	19	16	40	21	24	6	2	3	3	4	3	2	1	54	4	1	1	7	1	0	0	0	0	0	2	15	2	0	1	5	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	11	0	0	0
0.03	north2_active	80	469	179	106	66	148	141	34	39	66	174	58	39	40	35	24	10	142	2	163	5	11	39	18	19	2	0	1	2	0	0	2	0	54	3	1	0	4	0	0	0	0	0	0	1	14	1	0	1	5	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	11	0	0	0
0.03	north3_all	80	1557	762	426	287	258	192	112	90	96	192	75	67	64	57	35	20	134	15	128	17	13	55	21	17	6	3	4	5	5	3	2	3	23	4	0	0	6	0	0	0	0	0	0	3	15	0	0	1	5	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north3_active	80	469	178	106	74	161	111	29	41	60	168	52	40	39	38	19	7	124	3	123	4	7	53	18	13	2	0	1	2	2	0	1	0	22	2	0	0	4	0	0	0	0	0	0	2	14	0	0	1	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north4_all	80	1500	736	435	283	243	166	117	87	94	200	75	58	64	51	30	20	150	12	139	25	13	50	25	24	5	6	4	4	5	2	3	4	34	5	2	0	1	0	1	0	0	0	1	3	14	0	0	1	12	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
0.03	north4_active	80	442	181	102	80	149	88	35	38	62	177	55	36	37	31	13	4	143	3	135	9	6	46	20	20	2	1	1	1	2	1	1	0	32	2	1	0	0	0	1	0	0	0	1	2	14	0	0	1	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north5_all	80	1498	735	426	283	265	179	121	89	97	192	79	57	62	45	35	23	193	16	123	21	12	52	25	26	5	7	6	5	6	3	2	4	28	4	3	2	4	0	1	0	0	1	1	2	3	2	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0
0.03	north5_active	80	446	181	92	75	165	97	40	39	69	168	56	38	34	29	22	7	188	3	120	9	4	48	20	26	1	2	2	2	2	1	0	0	25	2	2	1	3	0	1	0	0	1	1	2	3	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
0.03	north6_all	80	1515	702	426	299	253	196	123	100	105	145	84	59	58	39	39	20	184	16	123	17	14	52	18	25	4	9	6	5	5	3	6	2	14	4	4	2	5	0	2	0	1	1	4	0	3	2	0	0	10	0	1	1	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	6	0	0	0
0.03	north6_active	80	438	174	93	65	149	109	40	42	67	119	60	41	29	24	24	9	183	1	122	7	6	48	14	24	0	2	2	2	0	1	2	0	11	3	2	1	5	0	2	0	0	1	3	0	3	2	0	0	10	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	6	0	0	0
0.03	north7_all	80	1563	685	430	289	267	209	122	115	109	129	86	61	60	45	42	23	183	16	139	14	19	52	15	31	6	6	5	5	5	3	6	2	13	3	3	5	5	0	6	2	2	1	3	0	4	2	0	2	0	0	1	1	0	0	0	0	0	0	2	8	0	0	1	0	0	0	0	0	6	0	0	0
0.03	north7_active	80	449	147	95	67	166	112	39	47	65	104	62	43	36	33	29	9	177	0	136	5	12	50	12	30	0	1	2	2	0	0	3	0	12	3	1	4	5	0	6	1	0	1	2	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	6	0	0	0
0.03	north8_all	80	1559	712	419	273	277	193	129	130	108	145	85	58	52	50	38	23	160	17	129	10	23	54	18	30	5	7	4	3	5	4	7	2	37	4	4	3	4	0	8	7	2	0	5	0	1	0	1	3	0	0	1	1	0	0	0	0	0	0	7	8	0	0	1	0	0	0	0	0	6	0	0	0
0.03	north8_active	80	449	147	108	63	172	106	45	52	59	119	66	44	31	37	24	5	149	0	125	3	13	52	16	29	1	0	0	0	1	0	3	0	36	3	3	3	4	0	8	1	0	0	4	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	6	0	0	0
0.03	north9_all	80	1516	716	431	274	306	193	129	118	116	201	79	77	56	55	32	22	170	14	124	9	23	63	15	28	7	8	4	6	6	3	3	4	41	5	4	5	4	0	8	7	1	0	4	0	1	0	1	3	0	0	0	1	0	2	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	455	156	122	73	186	109	49	44	65	174	61	55	29	38	17	5	159	1	118	3	15	60	12	26	2	2	0	1	2	0	1	2	41	4	3	4	4	0	7	1	0	0	4	0	1	0	1	3	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	1506	736	400	264	286	200	132	128	115	246	69	79	62	52	27	23	184	13	146	17	17	63	17	23	7	7	8	7	6	4	2	4	41	5	5	2	3	1	6	6	0	1	2	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	462	154	110	74	176	117	50	54	63	218	45	55	34	41	15	8	178	3	141	5	10	59	13	18	3	3	3	2	2	1	0	2	41	4	4	1	3	1	5	1	0	1	2	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	1577	702	395	337	272	213	135	104	97	162	80	71	49	52	48	24	214	14	191	7	9	55	18	26	10	6	5	4	4	1	2	3	32	3	2	0	4	2	4	1	0	0	2	1	2	1	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north11_active	80	481	175	107	63	162	128	41	53	53	135	46	48	29	39	24	11	207	6	186	2	4	52	12	19	7	2	3	1	1	0	0	0	29	1	2	0	4	1	1	1	0	0	2	0	2	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north12_all	80	1635	689	403	313	287	206	128	103	97	155	77	81	45	43	46	25	182	15	216	8	14	43	15	26	9	7	9	5	3	2	1	2	47	4	2	0	3	1	4	2	1	0	1	1	0	1	1	1	1	1	0	1	0	4	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	510	177	107	65	173	116	41	49	52	133	45	54	27	28	25	14	173	5	211	1	10	40	9	20	5	4	3	2	1	0	0	0	44	2	2	0	3	0	1	2	0	0	1	0	0	0	0	1	1	0	0	0	0	4	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	1617	675	410	281	272	218	119	104	99	188	83	87	57	46	39	24	164	14	197	12	12	42	9	24	8	6	8	5	2	3	2	2	47	4	2	0	2	1	2	4	1	0	1	1	0	0	1	1	10	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	529	174	106	62	152	119	46	48	56	161	53	53	40	31	26	14	159	6	192	2	9	39	5	20	3	4	3	2	1	0	0	0	44	4	2	0	2	0	1	3	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	1588	682	420	268	273	224	114	98	83	219	66	81	58	44	31	21	151	14	202	15	13	36	10	32	7	6	8	3	3	3	4	2	53	5	0	1	3	1	2	4	1	0	1	0	6	0	1	2	9	1	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	520	182	120	66	156	122	40	36	45	181	42	48	38	28	22	14	147	6	199	4	11	31	7	29	1	3	2	2	2	0	2	1	51	5	0	1	3	0	1	3	0	0	0	0	6	0	0	2	9	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
