label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87
0.03	north12_active	80	7563	2630	1150	841	598	432	769	333	209	152	90	109	103	206	58	62	34	40	62	41	46	50	48	18	40	44	15	15	9	31	9	19	7	2	7	7	5	5	1	2	4	4	2	2	3	7	3	0	0	0	3	1	3	1	1	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	12087	4580	2171	1498	1127	816	1255	587	397	303	234	211	184	272	110	116	74	81	118	90	99	67	74	28	47	65	20	33	19	51	15	34	9	9	13	19	7	4	8	2	10	5	4	4	3	8	3	0	4	0	3	3	1	1	1	1	1	0	3	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	7496	2668	1146	810	593	453	788	324	223	140	101	127	107	188	54	66	39	38	61	54	70	40	53	14	26	47	13	18	10	35	6	15	5	1	8	7	2	1	2	1	8	4	3	2	3	7	3	0	2	0	3	3	1	1	1	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	12034	4531	2175	1597	1110	802	1237	560	395	285	226	220	183	243	123	104	68	87	119	88	82	65	68	30	29	45	14	36	25	38	13	40	8	9	15	8	3	2	11	2	6	4	5	4	0	2	4	0	4	1	3	3	1	1	1	0	1	0	3	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	7510	2636	1127	872	591	432	798	328	224	140	103	139	103	155	67	65	38	45	64	51	54	39	44	15	9	34	10	19	13	23	7	20	4	1	11	4	1	1	4	1	5	3	4	2	0	0	4	0	2	0	3	2	0	1	1	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	12174	4520	2223	1627	1061	757	1255	568	378	273	203	239	193	272	139	111	60	92	113	87	102	85	77	33	38	47	14	42	19	44	11	42	6	8	22	8	2	3	13	2	5	4	3	3	0	2	3	3	6	2	2	4	1	1	0	6	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	7615	2661	1174	899	573	407	815	331	215	136	94	150	106	164	79	73	29	45	69	47	69	54	47	18	22	34	7	28	9	32	8	25	3	1	19	4	1	1	6	1	5	2	2	1	0	0	3	2	4	0	2	3	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	12066	4472	2130	1605	1021	771	1241	525	375	282	209	238	202	282	133	118	65	92	126	91	74	80	84	40	43	40	15	36	16	41	10	37	11	11	20	5	4	5	13	3	5	4	2	2	0	4	1	4	2	2	2	2	2	0	0	6	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	7657	2578	1113	882	569	422	801	314	211	139	90	142	108	170	74	69	27	46	81	49	41	48	47	24	29	24	7	22	5	32	9	30	7	2	18	3	3	1	7	1	2	1	1	1	0	3	1	3	2	0	2	1	1	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	11440	4260	2113	1495	962	770	1225	486	359	277	203	222	215	284	133	104	73	90	117	76	79	70	84	41	55	45	13	34	16	47	10	37	11	9	23	4	5	7	10	3	8	4	1	0	3	3	1	4	5	1	0	3	1	0	0	7	1	1	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north17_active	80	7235	2424	1109	799	530	401	764	275	194	131	88	134	104	172	72	58	34	46	75	40	39	39	47	25	40	23	3	19	1	32	8	30	6	4	20	3	3	2	6	1	5	1	1	0	1	3	1	3	4	0	0	2	1	0	0	7	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	10905	4115	2024	1381	930	776	1073	465	359	259	206	191	210	253	127	97	82	90	110	71	81	54	73	41	50	45	10	27	13	47	9	36	10	10	12	4	6	8	9	2	8	4	2	1	4	4	0	4	3	0	0	2	1	0	0	2	1	1	1	1	0	2	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north18_active	80	6731	2317	1033	736	491	400	666	267	196	117	96	104	99	152	60	53	38	46	63	37	39	29	37	22	36	23	3	14	0	28	5	28	6	4	8	4	3	2	6	0	5	2	0	1	1	3	0	3	2	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	10067	3876	1990	1428	922	758	1073	462	360	253	203	183	213	249	118	88	78	94	95	68	77	51	62	40	52	48	12	27	12	42	8	22	9	9	19	6	9	6	6	1	4	2	3	3	5	1	0	2	3	2	0	2	1	0	0	2	1	1	1	0	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north19_active	80	6031	2177	1004	779	482	382	657	242	194	108	102	99	108	155	53	47	39	50	48	39	44	29	27	16	41	23	4	17	0	20	3	16	5	4	11	4	6	2	2	0	4	1	0	2	1	0	0	1	2	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	10193	3788	1923	1481	925	715	1056	498	383	263	205	206	188	222	138	99	73	93	79	63	71	67	60	34	42	42	16	29	16	39	8	21	4	10	21	8	9	7	5	1	5	2	3	5	3	3	2	2	4	2	0	1	0	1	0	1	2	2	1	0	0	1	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north20_active	80	6056	2132	989	801	461	360	686	273	207	119	98	99	84	133	65	45	37	47	40	34	45	44	27	15	31	25	5	21	3	21	3	15	2	3	13	5	4	2	0	0	4	1	0	3	1	0	1	1	4	1	0	0	0	1	0	0	1	2	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south21_all	80	11197	4226	2081	1474	1018	743	1113	617	386	270	224	221	206	309	138	101	95	64	89	76	82	70	79	30	48	47	19	26	10	31	12	31	14	4	24	4	7	8	11	3	9	5	0	3	2	13	4	1	2	5	3	1	2	1	2	3	1	1	1	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south21_active	80	6776	2472	1117	820	512	383	703	348	204	133	114	130	93	208	77	60	45	38	47	37	53	46	42	18	23	33	8	17	3	21	4	19	7	1	18	1	4	3	4	1	4	2	0	2	0	7	2	1	2	4	2	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	10699	4047	1992	1419	984	744	1030	530	378	268	245	211	199	269	129	102	87	65	96	75	86	72	70	27	39	48	17	23	20	27	10	38	14	3	19	10	7	10	8	4	8	5	1	4	2	8	2	1	3	5	4	1	2	1	1	3	1	1	0	1	0	0	0	0	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	6405	2263	1053	775	503	388	640	297	192	133	116	116	96	186	65	60	39	35	53	37	56	52	29	16	17	30	4	16	8	19	5	25	7	1	15	4	4	4	3	1	4	4	0	3	0	8	2	1	2	4	3	0	2	0	1	1	0	1	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	10482	3855	1951	1466	1013	752	1019	483	389	273	216	217	194	237	131	105	89	72	88	67	75	70	63	30	41	45	24	30	18	24	10	35	18	3	16	13	7	7	16	4	5	7	3	3	3	8	2	2	2	2	4	1	2	1	1	2	0	0	0	1	1	0	0	0	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	6197	2110	1022	766	497	377	624	264	208	141	101	112	93	162	63	61	37	38	47	33	49	45	28	18	24	24	9	16	8	18	6	25	10	1	13	6	3	3	10	2	2	5	0	1	1	8	0	1	1	1	3	0	2	0	1	1	0	0	0	0	1	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	10359	3899	1972	1406	1021	729	989	470	363	268	233	213	190	235	133	97	73	78	85	70	76	80	72	37	52	55	21	32	21	28	9	45	14	3	16	15	9	4	12	4	3	6	3	3	2	2	2	2	1	1	3	0	0	0	0	1	0	0	0	2	1	0	1	0	0	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	6092	2163	1019	741	510	367	583	266	199	138	104	107	87	150	59	48	29	45	51	40	43	48	32	21	31	34	8	14	10	15	7	31	7	2	14	8	4	1	8	1	2	5	0	1	2	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	10344	3839	1994	1438	971	709	1001	464	355	259	233	224	194	255	138	89	67	89	90	74	67	68	72	33	58	38	24	35	19	31	13	43	14	7	15	12	10	6	14	3	2	4	4	5	2	3	2	1	2	1	1	1	0	0	1	0	0	0	0	1	1	0	1	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	6100	2138	1046	756	476	350	604	265	193	127	104	108	88	169	57	44	34	49	56	43	33	31	28	15	34	25	12	16	9	16	9	29	6	4	12	7	6	2	12	1	1	1	0	2	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	10640	4013	2048	1411	930	726	1057	489	358	254	214	219	200	268	137	103	67	83	90	76	72	76	83	31	41	47	22	30	15	36	11	30	7	10	14	11	9	5	6	2	6	3	5	5	2	1	1	0	2	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	6342	2269	1071	751	472	372	658	281	196	124	98	99	85	173	60	47	35	44	57	43	41	35	42	12	22	35	13	15	8	21	6	13	3	5	11	7	6	2	6	1	0	0	1	3	2	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	11162	4089	2046	1486	945	731	1131	483	358	273	214	237	193	297	143	105	67	82	104	86	70	90	79	28	52	28	25	26	13	34	11	29	8	13	15	5	10	5	8	5	10	4	5	4	1	4	1	0	3	0	1	1	0	0	1	1	0	0	2	0	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south27_active	80	6843	2334	1087	797	488	380	725	276	192	134	99	117	86	199	61	49	39	43	61	47	43	48	44	9	26	19	15	14	7	24	5	16	5	5	8	3	5	3	7	3	3	0	2	3	1	4	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	11615	4254	2117	1545	1013	741	1206	516	358	285	202	234	213	299	141	104	70	80	101	93	77	105	86	32	48	44	24	25	12	40	11	26	15	12	12	8	8	4	4	10	15	3	6	3	2	4	1	0	3	0	1	0	0	1	1	1	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south28_active	80	7196	2455	1146	845	548	371	757	292	198	136	97	120	94	197	68	54	34	41	53	47	48	70	58	14	25	32	13	14	7	31	6	12	10	4	6	5	3	3	3	5	9	0	2	1	1	4	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	11844	4372	2162	1569	1093	762	1290	527	376	288	208	213	223	325	130	108	73	88	101	94	75	114	71	25	59	55	28	21	9	32	8	26	11	11	22	6	11	3	4	12	10	3	5	2	2	4	0	1	3	4	5	0	0	1	1	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south29_active	80	7346	2574	1170	869	599	387	802	291	201	136	103	112	117	220	62	63	33	44	48	51	51	78	46	11	37	38	14	9	4	21	4	17	8	2	14	3	5	2	2	6	9	1	1	0	1	3	0	1	1	3	4	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	11908	4367	2199	1547	1117	787	1317	554	359	284	213	208	218	318	116	115	75	92	88	78	80	87	70	27	57	66	21	24	11	25	6	32	8	7	20	12	10	5	2	9	10	2	6	2	5	1	0	2	2	4	5	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south30_active	80	7448	2572	1227	894	622	399	829	323	184	136	101	110	117	203	64	65	34	44	37	38	47	58	40	14	36	44	10	11	7	13	3	24	5	1	14	7	5	2	1	4	8	1	2	0	2	0	0	1	0	3	4	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	11910	4403	2299	1623	1068	774	1325	577	409	312	186	253	190	302	137	108	82	78	93	83	76	133	94	33	72	41	20	27	14	39	14	27	9	10	29	18	9	4	11	6	4	10	4	1	6	4	3	2	3	3	1	2	2	1	0	1	0	0	1	0	0	0	0	3	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	7432	2620	1262	901	540	404	878	317	221	155	93	140	106	187	81	65	30	40	50	51	48	70	55	19	62	27	8	14	5	23	9	19	5	5	14	8	6	3	6	4	0	9	2	1	3	0	2	2	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	11495	4315	2172	1557	1048	757	1225	550	406	299	195	248	198	261	131	104	74	77	109	76	72	112	85	38	64	42	21	27	12	40	18	22	9	12	17	13	10	5	6	5	8	13	3	1	1	3	1	2	3	3	1	2	2	4	1	1	0	0	1	1	0	0	0	3	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	7181	2554	1183	870	509	395	795	290	213	163	91	145	108	163	71	64	29	38	55	42	47	55	54	21	51	29	10	13	5	23	8	16	7	5	6	4	7	3	2	3	2	10	2	1	1	0	0	2	3	3	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	10922	4104	2068	1501	994	732	1144	527	380	286	202	233	184	269	132	126	67	64	98	76	76	101	80	41	65	40	21	27	18	38	18	17	10	10	22	11	2	6	7	5	9	10	2	2	1	4	1	1	2	0	1	0	2	3	1	0	2	0	3	1	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south33_active	80	6735	2377	1142	806	481	372	737	299	208	154	104	129	97	168	64	75	27	25	50	43	49	49	56	25	44	29	9	9	10	23	8	12	7	4	10	5	2	3	2	2	3	5	2	2	1	0	1	1	1	0	0	0	0	2	1	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	10528	3981	1964	1421	965	717	1006	535	353	276	209	229	173	235	130	112	63	78	88	77	71	69	55	42	52	44	20	26	18	40	17	21	11	7	16	11	1	8	7	5	9	9	3	2	3	4	1	2	1	0	1	0	2	4	1	0	2	0	3	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0
0.03	south34_active	80	6432	2264	1043	745	481	362	639	291	194	150	108	120	95	153	61	59	29	32	50	38	45	42	34	22	28	26	6	10	11	23	8	16	8	2	10	4	1	3	4	2	4	4	2	2	2	1	1	1	0	0	0	0	0	3	1	0	1	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
