label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80
0.03	north1_all	80	8456	4813	1838	994	2020	613	584	360	297	317	186	226	93	112	160	133	60	187	155	93	98	31	26	28	36	24	20	23	14	17	8	7	17	6	6	12	11	3	7	1	1	6	1	3	4	0	3	1	4	0	0	1	0	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	5119	3067	1078	474	1320	333	350	177	160	195	80	140	41	54	95	76	35	119	96	63	65	13	9	15	17	11	12	13	8	7	2	5	8	1	1	5	6	1	3	1	0	5	1	3	1	0	2	0	2	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	8562	4908	1841	943	2116	615	589	384	296	339	188	211	106	122	158	145	63	154	146	102	98	35	24	27	57	22	20	19	12	18	6	12	18	6	10	6	14	3	7	2	3	4	1	2	4	3	4	0	2	1	1	1	0	0	1	0	1	1	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	5215	3156	1037	446	1350	323	351	180	167	213	87	135	48	54	86	88	35	92	92	67	78	15	12	12	33	11	13	11	7	8	2	4	9	1	4	2	6	1	3	2	0	3	1	2	0	0	2	0	1	1	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	8427	4842	1902	933	2163	622	595	366	302	311	201	214	110	122	137	151	67	164	142	114	117	36	25	30	57	26	15	19	13	18	9	14	19	4	8	6	21	3	9	2	6	6	1	2	4	4	3	0	1	1	1	1	0	0	2	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north3_active	80	5065	3077	1072	434	1421	310	344	164	167	191	94	134	49	55	75	97	35	104	87	77	91	18	14	15	39	14	9	11	9	7	2	5	9	1	5	2	14	2	2	2	1	4	1	2	1	0	2	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north4_all	80	8452	4862	1912	898	2169	619	573	369	312	318	190	221	105	125	143	177	68	184	130	132	128	34	25	32	78	28	14	19	14	14	10	14	15	2	14	2	19	4	8	4	8	9	2	2	2	5	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north4_active	80	5102	3119	1066	417	1455	282	331	166	176	187	80	136	51	64	78	111	37	115	76	85	92	17	13	18	56	16	8	12	8	5	4	6	5	2	7	1	14	2	1	3	2	7	2	2	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north5_all	80	8385	4747	1919	918	2074	630	567	368	316	303	186	244	113	122	152	180	74	162	147	140	116	28	33	37	75	26	19	22	10	20	13	13	17	3	10	4	18	3	8	4	7	6	2	7	1	5	1	1	1	3	0	0	0	1	1	0	2	0	2	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1
0.03	north5_active	80	5103	3028	1074	426	1409	293	312	176	174	179	96	158	58	64	85	110	39	98	90	85	78	14	18	19	51	19	9	14	5	10	6	4	8	2	5	2	13	2	1	2	2	4	2	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north6_all	80	8445	4641	1896	893	2091	641	561	383	333	321	180	258	114	112	163	155	70	151	142	132	105	25	29	47	82	21	15	26	10	17	13	9	17	4	12	8	18	4	3	4	7	5	3	8	0	2	2	2	1	3	0	0	3	1	0	0	1	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
0.03	north6_active	80	5157	2985	1061	431	1421	314	313	193	187	196	90	161	61	60	94	86	41	81	97	84	70	11	14	25	56	17	7	17	5	9	6	4	11	3	5	4	17	2	2	2	3	4	2	1	0	1	1	1	0	3	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	8291	4795	1897	889	2011	656	573	372	352	325	175	261	125	109	171	129	74	147	148	128	118	17	29	44	84	19	16	25	8	21	13	15	17	4	14	9	17	5	2	2	4	3	1	9	0	4	2	1	0	3	1	0	3	1	0	0	3	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
