label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84
0.03	north9_active	80	26088	7400	3280	1715	4947	2920	915	3736	302	509	461	294	179	319	578	283	86	90	137	158	105	354	31	53	100	57	27	23	32	43	62	45	25	42	22	9	14	24	12	8	6	9	8	4	2	1	8	5	1	3	0	0	3	2	0	0	1	1	0	0	5	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	38937	14243	7857	5137	6493	4055	2190	4268	1292	1183	949	743	578	591	742	470	272	250	271	249	183	326	105	98	112	83	71	57	52	74	90	51	35	40	24	17	21	20	17	19	14	11	16	2	6	6	9	5	1	5	1	0	9	3	1	0	1	0	1	0	5	5	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	26064	7310	3306	1760	5141	2833	867	3774	315	533	454	275	177	334	584	298	83	88	165	154	99	292	24	41	88	61	35	30	31	64	74	35	20	31	17	5	13	17	13	17	10	9	12	0	3	1	8	4	1	4	1	0	5	1	1	0	1	0	0	0	5	4	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	38657	14242	7915	5124	6480	4298	2189	4151	1271	1071	917	777	584	588	686	485	301	265	267	233	209	345	116	106	101	73	68	51	61	46	90	55	33	41	22	20	26	73	30	6	17	14	12	24	4	3	12	6	4	8	3	3	2	0	0	5	5	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north11_active	80	25467	7213	3282	1672	5092	3102	876	3645	298	488	460	342	166	354	544	344	96	87	164	138	142	310	40	54	66	44	28	23	33	29	70	33	21	35	17	11	18	64	27	6	15	11	10	20	1	0	10	6	1	6	2	1	0	0	0	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	38310	14177	7890	5084	6520	4254	2155	4040	1267	1108	982	798	571	555	701	492	304	263	261	226	217	291	112	103	103	87	62	65	61	47	78	61	22	41	29	23	24	63	34	6	16	14	15	25	4	2	11	4	2	5	2	3	4	0	0	5	2	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north12_active	80	25341	7284	3282	1624	5214	3051	830	3531	314	492	487	347	173	347	560	355	102	92	158	138	157	259	43	49	70	59	23	35	33	28	67	39	14	33	25	12	16	55	28	3	15	12	11	23	1	0	9	3	0	4	1	1	3	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	38282	14226	7825	5032	6514	4244	2156	4058	1249	1084	992	812	560	580	726	498	294	252	258	236	195	316	114	87	120	95	61	70	58	60	60	55	19	33	34	22	12	68	34	11	12	9	14	15	4	3	10	4	1	9	8	3	4	0	0	6	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north13_active	80	25351	7246	3274	1560	5186	3077	833	3547	323	490	502	346	154	330	570	364	95	102	153	141	126	280	41	38	89	65	21	41	29	39	51	35	8	25	27	13	4	61	25	5	11	5	8	14	1	0	8	3	0	8	6	1	3	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	38307	14327	7904	5070	6466	4225	2179	3972	1237	1088	1001	811	544	558	772	543	285	233	272	217	206	353	102	101	116	87	66	65	50	47	59	50	23	43	48	20	11	34	34	11	15	8	11	4	2	4	11	6	0	8	9	4	4	1	0	2	4	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north14_active	80	25410	7336	3242	1633	5074	3018	866	3482	307	474	539	334	154	304	604	399	109	95	166	138	132	315	27	48	84	49	23	31	23	30	53	31	12	33	43	13	4	30	22	4	13	5	4	3	0	0	10	3	0	8	7	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	38505	14387	7792	5006	6357	4117	2176	4096	1214	1106	965	793	533	558	773	506	273	227	268	224	198	299	97	114	119	86	68	60	47	51	75	44	22	45	46	17	10	31	14	14	19	13	12	1	4	4	6	12	0	10	11	5	1	1	0	1	3	1	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_active	80	25540	7385	3174	1652	4930	2937	873	3619	314	473	512	333	143	277	603	364	107	104	170	136	115	261	27	62	84	46	26	35	23	30	64	26	13	37	39	9	6	29	6	4	17	11	4	0	0	0	5	9	0	9	10	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	38979	14273	7864	4960	6408	4090	2185	4199	1194	1073	1021	762	561	549	787	479	266	234	277	224	205	267	103	116	121	74	65	49	41	38	85	30	32	49	42	24	16	16	15	11	15	13	8	1	4	5	4	11	2	6	9	3	0	1	1	1	5	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_active	80	25915	7288	3170	1683	4934	2921	889	3705	292	458	561	318	172	276	632	337	100	97	178	145	135	236	32	60	87	36	27	26	24	21	69	17	20	40	33	14	13	14	8	2	14	12	4	0	0	0	3	8	0	4	9	1	0	0	0	1	5	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	39165	14284	7892	5031	6618	4136	2243	4230	1243	1091	1020	756	577	562	763	472	291	261	279	226	195	273	108	119	108	83	57	49	41	48	94	28	28	34	35	21	27	15	17	9	12	18	8	9	6	6	2	11	2	6	7	2	0	0	1	5	2	1	0	1	1	2	0	0	1	0	1	0	3	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north17_active	80	26122	7212	3101	1684	5159	2967	892	3707	303	476	546	312	172	288	619	321	101	109	164	141	128	245	39	63	78	39	25	30	19	28	73	16	18	27	25	12	16	13	12	2	11	13	4	4	0	0	1	9	0	4	7	1	0	0	0	5	2	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north18_all	80	38981	14444	7948	5054	6673	4111	2227	4122	1293	1130	1003	733	575	571	753	476	300	276	290	247	194	275	102	104	102	73	52	51	44	50	97	42	32	23	32	22	34	17	20	5	6	16	10	12	5	5	0	3	2	4	4	0	0	0	1	5	2	0	2	1	1	2	1	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north18_active	80	26136	7280	3149	1660	5253	2968	881	3615	308	505	545	298	184	303	603	318	106	117	160	160	127	247	40	48	70	40	22	31	23	35	77	27	22	19	21	12	18	15	13	2	5	10	5	5	0	0	0	3	0	2	4	0	0	0	0	5	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north19_all	80	38983	14412	8041	5090	6744	4077	2223	4004	1330	1138	1027	717	580	600	743	487	294	276	268	263	209	348	119	124	102	79	59	60	46	52	97	43	28	18	30	22	31	35	19	8	13	22	3	15	6	3	5	10	9	4	0	2	0	0	1	5	2	0	4	1	2	2	1	0	0	1	1	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north19_active	80	26196	7334	3242	1601	5310	2918	853	3489	318	512	536	294	178	326	594	348	110	121	146	170	132	319	38	63	71	43	20	35	21	38	78	28	16	14	23	15	13	31	10	4	7	14	1	8	0	0	5	10	9	3	0	0	0	0	0	4	2	0	4	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north20_all	80	38867	14369	7999	5105	6656	4154	2214	3945	1289	1168	1005	664	558	604	768	499	306	258	267	257	212	343	122	132	96	81	57	59	49	63	92	48	25	34	23	23	27	38	26	19	14	24	7	8	6	2	6	9	14	6	4	2	0	0	1	2	1	0	4	1	2	0	1	0	0	1	3	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
0.03	north20_active	80	26009	7248	3264	1625	5180	2934	894	3461	306	507	500	271	160	338	611	352	121	106	158	174	130	309	38	69	65	47	20	35	25	47	75	30	15	31	17	13	17	36	16	15	7	19	5	4	0	0	5	8	14	5	4	0	0	0	0	0	1	0	4	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south21_all	80	71588	14365	19718	7817	3612	2620	2273	2480	1262	1100	1086	1182	581	852	652	379	362	494	216	239	228	138	234	132	82	54	87	76	38	65	26	17	28	28	39	21	29	21	16	8	9	10	7	12	2	5	3	3	5	3	3	7	3	3	3	1	0	0	2	1	0	1	0	2	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	62974	7416	17480	5522	1081	723	1153	1733	371	484	595	876	168	659	494	207	224	416	108	148	142	43	168	103	23	17	62	46	9	52	10	9	17	6	33	8	22	12	11	4	1	1	2	11	2	1	1	2	4	1	1	6	3	0	1	1	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	71844	14352	19775	7698	3626	2666	2291	2454	1298	1123	1068	1145	596	830	683	404	347	503	218	223	213	124	225	123	68	63	75	83	41	64	33	28	31	34	78	17	25	18	13	9	7	14	10	11	5	4	4	12	5	2	5	3	2	3	2	1	0	2	2	1	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south22_active	80	63241	7383	17568	5473	1080	763	1166	1694	355	468	599	855	173	657	518	221	215	432	100	146	138	37	160	91	21	21	42	51	9	54	15	16	18	6	69	5	20	9	6	4	3	6	3	10	1	1	2	12	5	1	3	2	2	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south23_all	80	72313	14342	19326	7667	3594	2685	2228	2435	1316	1123	1027	1116	586	836	656	392	344	498	208	205	206	122	181	137	74	60	83	80	44	80	32	29	29	32	83	12	31	23	8	10	7	15	9	12	6	3	5	13	4	5	3	2	2	2	1	1	1	2	2	1	1	3	0	4	1	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south23_active	80	63728	7259	17081	5460	1079	763	1086	1695	349	451	563	821	173	661	497	213	222	418	95	126	133	36	130	93	21	27	41	47	10	72	15	16	14	6	72	4	26	15	2	4	4	9	4	9	0	1	1	13	3	1	3	1	2	1	0	0	1	1	1	0	0	3	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south24_all	80	73151	14431	19388	7596	3579	2733	2210	2375	1309	1118	1003	1142	611	866	733	408	334	517	216	199	215	111	179	127	64	78	76	69	43	73	37	31	34	26	68	17	25	23	22	9	9	13	12	10	9	2	6	12	3	5	3	1	1	1	0	2	1	2	1	1	1	2	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south24_active	80	64575	7447	17126	5417	1080	778	1092	1658	347	447	563	858	179	704	575	222	207	437	96	129	127	32	139	82	15	42	39	44	12	68	19	17	18	6	59	7	20	18	16	3	4	10	4	7	0	0	2	12	2	2	3	1	0	1	0	0	1	1	0	0	0	2	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south25_all	80	73056	14502	19778	7717	3575	2746	2266	2470	1342	1142	1002	1119	591	923	721	387	342	491	218	204	203	109	190	139	74	92	77	57	44	69	28	24	30	26	31	17	36	22	23	6	13	12	9	11	5	4	7	8	4	5	3	1	2	1	0	2	1	1	0	1	1	2	0	4	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_active	80	64364	7558	17455	5515	1036	767	1089	1723	365	445	555	832	165	757	563	213	203	407	98	131	123	32	148	91	22	48	42	39	12	62	16	14	15	3	21	7	29	16	18	1	5	7	2	8	0	0	4	8	2	2	3	1	0	1	0	0	1	0	0	0	0	2	0	3	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_all	80	72895	14632	19773	7740	3652	2709	2299	2514	1283	1167	1025	1142	599	901	750	429	358	536	235	193	190	110	239	158	79	87	67	58	38	56	36	28	34	31	29	21	44	24	22	5	14	11	13	9	7	6	4	11	6	3	3	0	3	1	1	1	1	0	2	1	0	0	0	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_active	80	64236	7672	17467	5546	1083	762	1113	1777	361	465	579	844	163	725	594	241	210	444	113	129	119	32	186	114	28	42	35	39	11	47	18	16	17	5	22	11	37	15	18	2	3	5	2	6	1	1	4	10	4	2	3	0	1	1	0	0	1	0	1	0	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south27_all	80	72653	14584	20040	7799	3605	2666	2334	2586	1265	1108	1044	1100	585	888	721	433	331	565	233	213	181	118	250	135	80	70	69	58	39	63	30	26	26	29	28	14	46	23	21	7	10	6	10	8	8	5	5	12	6	2	6	1	5	1	2	0	0	0	2	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	south27_active	80	63952	7555	17770	5557	1078	732	1125	1831	364	420	596	795	159	726	557	244	190	468	108	146	110	27	195	99	31	27	41	41	9	52	13	12	10	3	23	10	38	15	17	3	2	3	0	5	1	1	4	10	4	2	6	0	2	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south28_all	80	72995	14677	19617	7520	3687	2643	2354	2508	1266	1093	1059	1144	572	854	684	425	354	572	235	231	198	122	232	132	74	65	60	70	47	71	31	31	24	24	28	15	42	25	17	11	9	3	10	8	12	6	2	9	6	2	4	2	5	2	3	0	0	0	3	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	64378	7594	17342	5372	1121	727	1119	1785	352	442	608	830	154	687	525	236	221	479	104	155	119	29	171	102	29	26	35	56	16	57	13	15	9	3	23	10	35	14	14	4	2	2	1	5	5	2	1	7	3	2	4	1	2	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	70799	14518	19102	7228	3690	2639	2297	2571	1252	1077	1066	1151	552	826	656	421	360	513	226	242	226	127	246	140	75	65	56	77	46	88	29	35	23	25	16	15	35	21	14	13	8	5	7	10	12	5	2	6	4	1	5	2	5	1	2	1	0	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	61997	7385	16799	5073	1096	719	1050	1804	344	432	590	834	151	664	507	228	230	431	81	165	142	26	189	103	26	24	35	58	14	69	13	16	7	3	13	7	29	15	11	4	2	2	1	5	5	3	1	5	3	1	4	1	1	0	1	1	0	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	66517	14056	17985	6902	3580	2721	2278	2394	1265	1089	1007	1077	551	816	625	389	347	456	225	227	229	127	235	129	66	69	56	73	48	76	26	35	22	21	20	19	23	21	15	16	9	5	4	8	14	5	1	2	3	1	1	1	6	1	2	1	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	57534	6800	15577	4618	981	688	985	1614	329	410	527	763	157	645	449	210	213	364	78	147	141	23	175	93	22	28	33	50	15	53	10	19	11	2	15	7	15	13	12	4	2	2	2	4	7	4	1	1	2	1	0	1	2	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	52830	13373	14591	6108	3606	2622	2278	2030	1349	1031	942	917	553	659	587	336	333	386	222	203	207	132	173	145	56	59	68	61	45	68	37	30	26	20	28	24	66	14	18	13	13	4	7	11	1	2	5	9	0	1	2	1	1	0	4	1	5	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south31_active	80	42203	5414	11761	3525	903	682	842	1167	367	323	391	553	161	419	385	132	158	289	58	100	90	22	109	92	15	18	33	23	13	53	12	10	11	6	21	13	51	8	13	5	4	1	1	7	0	2	4	8	0	0	2	0	0	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south32_all	80	60276	13871	16486	6611	3601	2649	2285	2161	1345	1039	939	1057	551	701	658	376	348	415	208	237	202	134	157	154	69	72	75	65	48	72	46	25	29	20	23	25	59	14	18	13	14	8	14	16	2	2	5	6	2	1	0	2	0	1	1	0	5	2	2	3	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south32_active	80	50427	6371	13889	4212	989	710	943	1368	370	383	445	694	152	486	479	177	179	319	67	125	97	29	105	104	19	21	42	37	14	65	21	9	14	5	17	12	45	10	12	6	5	2	5	14	1	1	4	5	1	0	0	1	0	0	0	0	4	1	0	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south33_all	80	67922	14429	18728	7195	3627	2652	2320	2333	1292	1073	1007	1097	562	716	693	372	345	451	208	268	183	131	169	162	72	71	89	70	50	83	44	26	34	26	23	17	61	12	22	12	12	6	11	21	1	6	4	7	4	3	1	1	0	2	1	1	4	1	2	3	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south33_active	80	58878	7269	16289	4999	1061	737	1079	1587	362	444	540	786	154	527	539	192	193	356	81	158	93	33	116	114	22	24	50	50	14	73	24	13	18	6	17	8	54	8	13	3	5	1	5	17	1	2	2	7	2	0	1	1	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	71857	14513	19930	7407	3627	2667	2299	2376	1258	1122	1017	1115	569	728	696	377	368	463	195	269	168	134	159	193	73	82	95	74	58	101	36	27	36	29	18	15	62	9	23	15	9	9	11	15	2	13	3	5	4	3	1	1	1	2	2	2	4	1	2	2	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south34_active	80	63336	7560	17649	5332	1092	724	1132	1685	363	472	569	813	161	554	565	198	228	372	78	170	100	37	107	149	24	28	51	53	16	86	20	16	20	6	10	10	54	6	15	5	2	3	6	12	1	6	1	5	2	0	1	1	0	0	1	1	2	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	71544	14412	19729	7540	3684	2637	2284	2346	1226	1125	1055	1102	587	768	701	377	355	471	207	251	188	139	175	175	72	84	92	82	54	105	32	28	33	34	20	22	36	12	20	14	11	9	9	24	2	12	1	5	3	4	2	1	2	2	5	2	1	2	2	2	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
