label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84
0.03	north1_all	80	30558	19293	14252	9671	4228	2632	2453	3820	2789	1699	1651	1403	1393	669	843	368	394	509	201	278	151	150	109	218	206	64	73	53	53	37	53	34	17	25	17	16	20	20	30	8	9	2	3	7	31	5	2	16	5	9	1	0	5	6	4	2	1	1	6	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	6	0	0	0	0	1	0	0
0.03	north1_active	80	14326	13894	11538	7891	2284	621	1369	3335	2390	1160	1322	1157	1199	403	691	181	253	421	26	208	62	64	57	184	181	39	51	18	18	27	33	24	4	11	3	4	9	9	23	0	3	1	1	3	30	3	0	14	4	9	0	0	1	6	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0
0.03	north2_all	80	30530	19336	14143	9644	4257	2620	2502	3818	2894	1578	1677	1417	1401	647	806	399	457	456	183	274	152	131	118	213	205	78	80	53	47	49	46	40	13	18	16	16	18	18	27	10	9	3	1	6	30	5	5	33	3	1	1	1	5	3	3	2	0	0	9	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0
0.03	north2_active	80	14389	13989	11425	7887	2279	629	1368	3335	2495	1092	1344	1160	1207	399	659	201	307	374	25	206	61	53	69	179	174	54	56	17	17	32	29	25	6	6	5	3	8	9	21	1	2	1	0	3	30	2	0	31	2	1	0	0	1	3	2	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
0.03	north3_all	80	30495	19226	14268	9658	4259	2612	2528	3833	2878	1607	1686	1425	1492	630	733	399	448	427	168	283	170	125	134	195	195	93	71	53	44	56	41	37	16	18	19	19	17	17	23	17	9	6	3	8	37	7	4	30	2	1	1	1	6	1	3	2	0	0	7	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	6	1	0	0	0	0	0	0
0.03	north3_active	80	14249	13948	11532	7884	2295	668	1418	3336	2477	1130	1377	1191	1303	401	602	180	309	336	25	211	65	49	79	161	161	64	43	12	16	38	27	20	8	7	5	4	7	10	19	8	3	1	1	3	36	4	0	29	1	1	0	0	2	1	2	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0
0.03	north4_all	80	30682	19239	13996	9621	4244	2643	2518	3612	3029	1624	1722	1443	1405	641	712	389	493	438	173	278	167	115	157	192	249	106	64	55	45	63	37	40	19	18	21	17	15	18	25	16	8	8	6	8	36	10	5	27	1	1	0	2	3	1	2	1	1	0	5	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_active	80	14421	13950	11301	7802	2304	657	1399	3101	2655	1150	1405	1168	1226	397	577	180	358	353	32	205	65	45	100	166	217	69	36	11	19	40	27	23	8	6	7	4	8	10	19	10	2	1	4	3	35	5	0	26	1	1	0	1	1	1	2	1	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_all	80	30758	19092	13852	9682	4340	2660	2485	3730	3109	1590	1752	1396	1418	633	740	383	458	442	188	301	176	132	160	178	237	104	84	61	43	74	43	35	20	22	18	17	15	18	31	18	9	13	8	8	25	9	6	10	4	0	0	3	5	1	1	0	1	0	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	14438	13888	11133	7825	2378	659	1436	3177	2714	1121	1419	1133	1253	391	598	169	320	360	36	220	66	52	104	146	212	61	54	19	19	48	31	22	8	7	5	4	9	11	24	9	2	1	6	3	24	5	1	10	4	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
