label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86
0.03	north1_all	80	57885	18879	9380	5257	6358	2330	1971	1722	1340	1707	907	859	513	745	365	293	263	436	150	208	239	150	124	144	140	72	90	52	68	37	29	29	29	17	12	27	27	15	18	7	8	7	9	3	1	6	4	4	7	2	1	5	2	4	0	1	0	3	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north1_active	80	36449	11240	5218	2763	3819	1130	972	955	721	1033	450	495	234	425	182	135	125	301	72	121	159	93	55	96	79	35	51	28	35	21	11	9	19	6	7	14	14	9	3	3	5	2	5	3	0	3	2	2	3	1	1	1	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_all	80	57484	18880	9450	5299	6481	2351	1989	1741	1362	1683	877	883	480	787	404	281	252	465	155	217	236	135	144	142	147	68	72	61	68	32	32	39	32	20	12	29	33	18	11	7	10	5	8	2	2	6	1	6	3	2	1	5	1	2	0	1	0	3	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north2_active	80	35989	11265	5270	2756	3997	1115	963	933	718	1014	440	499	221	467	205	124	121	315	67	99	146	77	68	89	88	33	39	28	29	15	14	14	19	10	5	16	21	13	7	5	7	1	5	2	1	3	0	2	0	1	1	2	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north3_all	80	57083	18799	9297	5241	6600	2345	1999	1748	1358	1630	825	906	484	795	395	265	226	494	166	224	230	136	124	136	124	72	96	64	73	35	32	34	25	20	11	23	37	10	21	8	18	9	9	2	2	8	2	7	3	2	2	3	0	1	2	3	3	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north3_active	80	35633	11163	5186	2696	4163	1092	975	901	747	990	418	502	225	499	204	112	107	299	72	93	138	75	59	76	79	37	58	33	36	16	16	12	13	11	3	12	29	8	15	6	13	4	6	2	1	7	1	2	2	1	1	2	0	0	2	3	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north4_all	80	57537	18742	9156	5248	6559	2327	1998	1777	1352	1651	804	882	516	790	406	258	239	485	169	209	250	138	127	131	127	76	83	65	74	42	31	38	28	27	14	26	41	7	27	8	17	9	10	2	1	15	3	5	3	2	2	2	4	3	3	3	3	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north4_active	80	35605	11141	5139	2755	4138	1070	988	912	743	1017	415	506	244	492	208	120	112	277	76	90	149	74	54	68	88	41	50	34	41	18	19	13	15	19	3	13	34	4	19	7	14	4	6	2	1	9	1	1	2	0	1	1	0	0	2	3	3	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_all	80	57593	18973	9245	5259	6447	2338	2056	1769	1382	1594	822	884	523	815	399	273	244	470	183	194	226	149	126	137	119	73	86	59	67	45	32	36	32	43	20	27	34	11	31	8	18	9	9	4	2	14	4	2	5	3	4	1	4	2	3	3	3	1	0	2	1	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	36105	11363	5203	2769	4080	1063	1031	912	767	1023	445	503	258	487	206	128	112	264	80	101	139	81	55	68	83	40	53	29	38	23	17	18	18	34	7	15	26	4	18	7	13	4	5	2	1	9	2	1	4	0	2	1	0	0	2	3	3	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
