label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84
0.03	north1_all	80	4179	2178	2173	1415	1144	513	308	275	255	311	258	278	129	106	92	98	99	58	46	134	82	31	27	18	28	21	12	27	23	17	11	18	3	11	6	5	2	9	5	1	7	5	7	2	6	5	1	1	6	5	0	1	0	0	1	0	2	0	0	1	0	2	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north1_active	80	1172	983	1294	793	663	203	110	81	95	180	151	174	46	29	39	49	58	21	19	86	48	14	11	9	16	9	4	13	8	4	2	9	2	2	2	1	0	2	1	1	3	3	2	0	1	1	1	0	0	4	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north2_all	80	4128	2165	2258	1433	1204	515	308	274	228	337	254	299	142	113	99	100	85	58	55	141	87	35	29	23	29	25	12	31	21	20	9	28	6	10	8	8	4	13	5	1	8	4	9	2	6	3	6	2	10	3	0	0	0	0	1	0	2	0	0	2	0	2	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1191	1030	1353	838	741	204	110	73	84	184	147	188	63	31	49	59	47	23	25	94	52	17	10	14	16	10	3	15	6	6	2	22	5	1	4	2	1	8	0	1	2	3	4	0	1	0	6	1	3	3	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	4076	2217	2275	1444	1203	514	298	264	256	342	276	309	151	105	96	97	91	59	59	148	83	37	25	28	19	26	13	26	21	16	7	22	6	11	8	9	5	15	4	1	6	3	6	4	7	5	8	2	8	3	0	0	1	1	1	1	1	0	0	2	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1207	1022	1343	860	745	199	107	71	101	190	156	195	70	34	47	53	48	22	29	104	48	11	14	14	10	10	4	15	6	7	3	17	4	1	5	1	2	11	0	1	2	2	3	1	3	2	7	1	6	3	0	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	4053	2166	2166	1387	1093	473	340	250	248	327	271	271	131	106	91	90	83	57	68	119	72	32	25	34	23	24	18	23	16	14	7	22	9	10	7	10	6	12	2	2	5	5	6	4	4	4	8	1	8	0	1	0	1	1	0	1	0	0	0	2	1	0	0	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1160	970	1232	812	654	179	114	69	100	179	158	171	64	33	45	53	45	14	34	77	38	8	11	14	10	8	8	13	6	6	3	16	6	4	4	2	4	10	0	0	1	4	4	2	2	2	6	1	6	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	4062	2127	2041	1343	1044	488	340	252	276	301	249	223	125	97	100	72	78	65	53	112	83	39	29	29	27	21	18	18	17	8	9	8	16	12	7	8	7	5	5	2	3	6	6	3	4	3	4	2	5	0	1	3	1	2	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1122	895	1140	769	599	185	109	80	115	173	140	123	52	24	42	35	37	15	28	66	50	9	12	9	12	5	7	9	6	3	4	5	4	4	4	1	4	3	0	0	1	4	5	2	3	2	1	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
