label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94
0.03	north11_all	80	13094	5953	2875	1789	2452	869	694	646	515	536	330	267	243	224	178	136	144	108	90	95	149	59	55	59	70	56	23	55	59	34	35	29	26	18	31	12	16	15	8	15	5	11	7	2	9	2	9	1	3	12	2	5	4	0	9	2	4	1	0	6	0	0	0	0	0	1	2	1	1	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	north11_active	80	8708	3996	1608	881	1819	246	204	335	199	353	137	87	68	41	55	38	71	22	22	57	115	29	25	28	45	39	7	44	43	8	24	19	15	5	19	3	4	10	1	8	1	10	5	1	9	0	8	1	1	11	0	4	2	0	8	0	3	1	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	13962	6170	2973	1841	2601	881	672	661	500	550	342	239	225	214	173	148	146	98	96	106	164	67	63	49	59	59	27	48	63	33	39	32	28	11	27	12	10	15	4	17	7	14	7	1	9	3	7	2	3	13	3	24	4	1	10	0	5	2	0	5	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	north12_active	80	9649	4291	1763	932	1984	262	205	348	216	370	143	75	74	48	55	47	87	18	26	66	130	39	33	24	41	36	11	40	49	10	24	25	20	4	18	3	4	8	0	13	2	13	6	1	8	0	6	2	1	12	0	24	2	0	9	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	14429	6457	2974	1827	2699	875	712	678	482	609	348	265	219	185	170	152	165	101	98	115	176	61	64	63	47	56	32	57	64	17	45	35	27	13	25	12	13	17	4	14	9	12	9	3	7	5	10	2	2	17	3	31	4	2	11	0	6	3	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	10270	4528	1779	962	2083	256	219	364	214	415	162	78	78	41	53	56	91	22	28	68	151	31	35	36	32	30	13	48	49	7	24	25	21	5	20	2	8	11	1	11	3	11	8	2	6	0	9	2	1	17	0	31	2	1	9	0	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	14418	6451	2957	1839	2568	874	705	730	496	626	366	256	208	190	198	156	150	102	108	113	170	64	61	63	40	52	35	56	70	19	49	36	23	13	21	12	17	17	4	14	9	22	10	5	4	4	9	9	2	20	1	33	4	2	6	2	6	3	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	10229	4526	1745	961	1991	259	249	404	209	431	173	70	68	45	59	60	86	24	28	61	150	29	35	41	26	24	14	48	48	8	24	26	17	5	19	4	10	11	3	12	3	21	7	2	3	1	7	4	1	20	0	33	2	1	3	1	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	13681	6159	2877	1850	2406	832	706	725	500	639	377	265	227	180	192	144	136	112	99	109	141	53	57	67	46	65	35	60	62	23	42	36	18	14	17	10	20	15	4	11	7	28	10	4	5	5	10	10	1	13	1	12	3	1	3	2	6	7	1	1	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	9477	4203	1666	938	1816	243	249	391	188	439	172	75	70	43	53	52	69	27	27	58	122	21	34	44	30	30	12	46	43	7	24	27	15	5	14	5	14	12	3	8	4	26	7	1	2	2	7	4	0	13	1	12	1	1	1	1	6	6	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	12908	5803	2850	1876	2210	855	661	708	469	611	366	243	246	202	197	132	142	107	98	97	127	66	56	63	40	72	28	54	59	24	34	44	22	13	22	9	17	14	6	8	12	32	8	4	3	4	7	10	1	7	1	12	1	2	2	2	6	5	1	1	1	0	0	1	0	0	1	2	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	8629	3789	1599	877	1607	240	225	363	162	406	163	69	66	46	55	39	75	30	24	50	106	25	31	35	26	39	9	38	42	7	15	38	16	4	20	4	9	9	3	6	4	30	5	1	1	2	5	3	0	6	1	12	0	1	1	1	6	5	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	12077	5358	2757	1811	2044	838	646	689	470	541	375	241	229	207	171	118	129	109	92	92	109	69	50	60	35	78	26	50	46	30	34	40	23	16	25	17	9	12	6	12	9	27	5	4	3	2	3	5	3	2	1	4	2	2	2	1	2	5	1	1	1	1	0	1	0	0	1	3	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	7712	3347	1484	839	1410	218	200	363	163	328	164	73	52	46	53	27	60	32	19	49	87	26	24	29	24	40	9	35	38	10	24	33	15	4	21	9	4	9	2	9	2	24	4	3	0	1	1	3	1	0	1	2	1	1	1	1	2	5	1	1	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	12655	5650	2859	1857	2148	863	639	677	454	573	382	250	233	203	180	134	146	105	91	89	116	74	62	52	38	62	24	46	55	26	40	35	23	15	29	15	9	18	7	10	10	18	5	6	5	1	4	5	3	3	2	5	2	3	1	2	1	2	1	1	1	1	0	1	1	4	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	8385	3629	1581	915	1531	216	196	355	165	368	166	79	48	47	57	34	66	28	21	42	85	28	28	24	24	35	11	36	43	8	29	26	15	4	23	7	3	14	3	7	2	15	3	5	3	0	2	4	1	1	0	3	1	1	1	2	1	2	1	1	0	1	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	13641	5896	2939	1822	2343	848	651	716	485	612	362	263	219	187	174	147	144	100	92	91	136	72	55	63	40	53	25	46	54	30	36	27	17	16	18	14	7	24	8	11	9	8	3	5	6	2	2	9	8	9	2	6	3	2	2	2	0	0	1	0	0	1	0	3	1	4	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	9398	3959	1663	926	1758	222	218	386	190	412	154	77	51	43	54	45	63	27	22	45	104	31	22	40	19	26	10	37	39	12	27	18	7	6	13	7	3	18	3	8	1	7	1	5	5	2	1	5	4	7	0	4	2	0	0	2	0	0	1	0	0	1	0	2	1	4	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	14515	6406	3063	1847	2462	850	663	712	473	643	353	275	222	184	183	147	157	105	89	102	165	68	62	56	50	66	27	68	53	34	36	35	14	18	20	10	11	23	8	10	6	13	3	4	7	3	5	9	7	9	2	2	3	3	2	2	0	1	0	0	1	0	0	4	1	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north20_active	80	10326	4431	1820	948	1895	247	235	392	189	451	159	90	55	39	61	45	70	23	21	53	132	33	27	38	26	36	10	57	37	12	28	29	8	9	15	5	5	18	3	7	2	12	1	3	6	2	3	6	3	9	0	2	3	0	0	2	0	1	0	0	0	0	0	3	1	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south21_all	80	7848	4534	3384	1560	4091	1010	706	603	439	557	305	304	302	207	189	241	190	146	106	90	289	71	75	57	125	38	142	41	31	18	15	42	44	14	15	14	14	16	11	7	11	11	6	5	2	8	4	9	3	3	3	2	3	5	1	4	8	0	1	5	2	1	0	1	0	0	4	0	0	0	1	0	1	0	4	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	2246	2393	2121	468	3699	520	227	249	129	337	82	141	181	99	84	148	115	85	45	26	254	24	53	30	115	14	127	28	14	8	3	32	38	2	5	4	5	15	7	3	7	4	3	1	0	5	1	2	1	1	1	1	1	5	1	4	7	0	0	3	0	1	0	0	0	0	2	0	0	0	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	7798	4557	3353	1572	4003	1028	704	616	459	578	310	294	305	204	190	244	201	146	97	87	297	78	86	51	159	45	145	45	28	18	11	42	57	17	13	11	12	15	10	7	11	7	8	3	2	7	4	5	3	4	2	3	2	3	1	7	5	1	1	4	3	2	0	1	1	0	2	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	2213	2432	2099	458	3610	539	225	236	129	344	88	129	193	93	83	153	116	80	46	26	255	28	61	24	147	21	130	27	10	6	3	29	50	3	4	4	5	14	5	3	9	3	5	1	1	3	1	3	0	2	1	0	1	3	1	7	4	0	0	3	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	7899	4611	3301	1602	3691	1049	684	621	454	577	298	286	280	216	162	219	212	130	98	90	275	69	85	52	142	43	131	40	26	17	9	37	54	19	13	12	14	15	10	12	9	7	7	3	5	6	4	6	4	3	3	3	1	3	0	4	5	1	0	3	4	2	0	1	1	0	2	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	2240	2479	2041	452	3286	539	202	242	121	332	80	112	182	109	78	134	117	67	45	25	242	27	59	27	129	20	115	18	9	8	3	23	46	4	6	5	3	14	8	6	9	4	5	1	1	2	1	3	2	3	1	0	1	3	0	4	4	0	0	3	2	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	7866	4452	3211	1565	3253	1043	682	608	460	537	301	290	286	206	173	199	213	123	87	83	236	60	83	53	149	48	96	29	27	21	8	34	51	14	12	16	11	8	14	13	7	7	7	4	6	4	4	5	4	2	4	3	3	2	0	3	1	2	0	0	3	2	0	1	1	1	0	0	0	0	0	1	2	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	2117	2270	1912	415	2820	528	191	226	116	292	84	106	182	103	80	124	127	55	43	26	213	23	50	23	127	22	81	12	10	7	2	21	41	4	4	9	2	4	9	6	7	3	4	2	1	1	2	1	2	2	1	1	3	1	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	7870	4470	3224	1585	3236	1039	678	584	464	460	283	288	265	211	172	181	199	121	104	77	191	66	88	50	125	40	86	30	23	22	17	37	38	12	12	16	12	7	16	12	3	4	4	4	6	3	3	3	5	1	3	2	5	3	0	0	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	2073	2286	1904	420	2796	525	180	215	134	257	75	108	162	100	82	113	122	54	42	21	174	31	55	25	105	14	73	17	10	7	4	22	28	4	8	9	2	3	11	7	2	2	1	1	0	1	1	1	2	1	1	2	4	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	7678	4476	3271	1561	3276	1101	692	583	476	452	297	298	310	209	174	197	190	106	115	78	209	59	95	51	135	40	95	33	22	24	20	41	34	11	16	16	8	9	16	8	5	5	3	3	4	3	5	7	3	4	2	2	6	4	0	2	1	3	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	2033	2285	1938	434	2837	563	185	231	132	254	71	122	199	95	86	124	117	46	49	26	188	23	59	28	116	15	82	19	10	8	3	23	20	2	9	8	1	2	11	4	2	3	0	1	0	2	1	1	0	2	1	2	5	1	0	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	7794	4632	3319	1511	3699	1137	675	592	465	457	300	286	318	207	182	210	200	104	117	67	246	63	98	55	125	39	108	37	18	23	28	46	34	12	14	13	3	7	12	7	5	10	3	2	3	5	4	6	4	3	1	1	6	2	1	2	3	2	0	3	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	2160	2422	2076	452	3308	606	179	230	142	257	74	119	212	90	89	128	134	50	49	25	228	26	69	33	102	17	98	20	9	8	4	32	23	2	9	6	0	3	9	2	1	4	1	0	0	3	0	2	0	1	0	1	4	0	1	2	3	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	7811	4789	3433	1489	3940	1143	670	610	470	500	337	299	361	221	186	230	192	121	117	71	278	55	90	65	110	34	125	45	21	25	23	54	33	12	18	11	3	10	8	5	9	13	4	3	3	7	4	12	2	4	2	1	4	2	2	3	3	2	1	4	0	1	3	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
0.03	south28_active	80	2211	2561	2191	464	3572	616	191	254	141	291	93	133	234	97	90	140	127	60	53	23	255	21	65	38	93	14	117	24	9	7	2	38	24	3	12	3	2	5	7	2	2	6	3	1	1	5	0	6	0	1	0	1	3	0	2	3	3	1	0	3	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	8000	4791	3394	1506	3989	1094	670	580	477	493	333	305	343	226	185	218	191	125	101	65	259	61	93	60	97	37	99	40	25	31	22	54	35	15	17	19	5	14	5	7	6	10	4	7	4	5	1	8	1	5	2	0	4	0	2	1	3	1	2	6	0	1	3	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
0.03	south29_active	80	2290	2541	2160	451	3598	589	188	235	144	286	94	142	213	109	92	129	123	65	52	22	228	20	72	35	80	15	94	23	10	9	3	37	31	6	9	8	2	7	3	1	2	4	4	1	2	3	0	6	0	1	0	0	2	0	2	1	3	1	0	5	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	8029	4760	3319	1476	4092	1114	686	570	467	472	317	316	355	249	193	217	162	129	106	72	241	64	97	63	126	33	106	33	30	29	19	34	36	10	16	19	7	16	6	12	8	14	6	9	3	6	2	12	2	5	1	0	4	0	3	2	3	1	3	3	0	0	3	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south30_active	80	2335	2562	2078	439	3714	594	201	240	146	288	92	141	207	111	92	128	99	69	49	20	213	20	70	37	108	16	99	19	13	6	5	25	34	5	9	8	5	8	5	3	3	10	5	1	2	3	0	10	1	1	0	0	2	0	3	1	3	1	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	7913	4720	3385	1579	3953	1088	653	564	470	504	275	280	324	187	168	224	164	146	125	77	306	64	94	65	143	38	120	48	37	23	16	37	36	16	18	12	7	12	17	2	2	8	4	6	7	1	6	2	4	2	1	2	1	3	2	0	1	2	0	0	0	1	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	2314	2655	2108	461	3582	582	206	238	136	294	84	118	201	82	62	147	113	80	44	22	284	20	58	34	131	14	109	26	13	3	3	32	30	5	7	8	2	8	10	2	2	4	2	4	3	1	2	1	2	1	0	1	0	3	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	7903	4649	3326	1570	3992	1096	639	562	462	485	286	255	320	209	165	226	171	142	128	85	311	61	98	65	130	44	110	47	34	20	18	36	23	15	18	10	10	13	20	3	5	9	6	7	7	1	6	2	3	4	1	4	1	4	2	0	3	1	0	0	0	0	2	0	0	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
