label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69
0.03	north6_all	80	7813	4362	2825	1208	1113	1569	1092	482	351	486	243	224	311	112	99	128	83	48	49	62	102	26	20	23	31	20	17	13	18	9	2	5	9	3	2	2	2	1	0	3	4	1	2	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	3964	2446	1648	577	584	1049	688	277	182	283	131	113	188	53	52	81	54	25	29	45	70	12	10	15	17	13	7	10	10	5	2	3	5	2	1	0	0	0	0	1	2	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	7813	4389	2807	1185	1077	1631	1120	457	358	450	219	213	297	113	98	145	87	60	47	60	97	28	21	27	31	26	19	16	11	6	5	3	12	4	2	3	1	1	1	2	9	2	2	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north7_active	80	3983	2459	1605	555	562	1076	697	244	192	274	110	104	185	56	51	97	56	37	25	34	67	15	11	17	17	12	7	10	4	5	2	2	6	3	1	1	0	0	1	0	6	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	7903	4420	2792	1185	1037	1584	1080	522	386	428	222	179	290	97	103	163	86	63	42	57	98	24	25	29	30	27	19	20	11	10	7	4	14	4	3	4	1	1	2	3	8	2	2	2	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_active	80	4023	2495	1615	541	547	1020	646	296	226	258	102	86	177	54	54	116	54	35	22	29	61	12	11	17	18	11	7	12	4	9	3	3	6	3	1	2	1	0	1	1	5	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	7925	4344	2735	1242	1036	1594	1022	489	390	433	241	173	299	97	101	157	86	72	47	59	92	22	23	28	27	30	20	17	7	8	7	4	13	5	3	4	2	1	2	4	7	3	3	2	1	0	2	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0
0.03	north9_active	80	4009	2466	1597	555	568	1047	645	277	222	253	101	93	166	53	54	107	50	40	25	26	56	14	9	16	19	16	8	10	4	7	2	2	5	3	1	2	2	0	1	2	5	1	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north10_all	80	7970	4359	2717	1245	997	1632	1043	517	397	472	252	173	297	99	102	162	79	70	47	72	90	16	27	23	48	25	20	12	12	10	9	9	11	5	4	3	3	2	4	2	6	2	2	1	1	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0
0.03	north10_active	80	4002	2454	1560	559	537	1051	653	283	213	278	121	93	159	48	58	113	48	39	25	40	56	10	11	15	30	16	10	9	7	8	2	6	4	2	1	3	3	1	3	2	6	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
0.03	north11_all	80	7985	4350	2668	1273	1029	1532	1162	512	391	501	248	204	317	100	103	164	101	61	36	61	69	21	23	23	46	17	21	12	14	6	8	12	11	5	1	7	5	2	5	1	9	5	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	3994	2450	1472	575	523	1012	730	291	213	319	132	96	192	53	47	89	57	25	14	36	50	10	11	15	33	4	12	4	5	2	4	6	5	2	0	4	1	1	2	1	7	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_all	80	7886	4332	2675	1237	1052	1553	1185	532	387	523	227	195	305	109	92	173	80	63	31	55	84	20	22	19	46	18	22	14	15	6	10	18	12	4	1	6	6	6	3	1	11	4	1	2	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	4029	2446	1487	566	537	1004	750	307	201	320	123	88	187	54	38	99	39	27	12	29	63	9	8	12	31	6	12	9	5	2	6	11	4	4	1	4	3	4	2	1	9	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	7957	4394	2691	1256	1076	1477	1093	586	383	513	207	204	274	113	96	154	72	57	43	59	82	20	22	20	53	17	26	22	14	6	9	13	10	4	2	6	5	5	2	0	11	2	1	2	1	1	1	1	6	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	4003	2485	1534	558	543	937	673	322	203	310	107	98	171	51	40	84	39	28	21	26	60	11	6	13	34	9	16	17	5	2	6	9	2	3	1	4	5	4	2	0	9	0	1	1	1	1	1	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	7953	4374	2626	1237	1047	1474	1058	558	359	480	219	213	273	104	102	133	67	63	38	46	88	18	23	16	49	14	23	20	14	8	10	14	9	10	2	6	7	6	1	0	4	0	1	0	1	2	0	1	7	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	3981	2467	1494	547	527	897	639	314	187	297	109	114	175	46	49	68	33	33	18	24	61	10	8	11	26	8	12	15	7	6	7	9	2	9	1	3	5	5	1	0	2	0	1	0	1	2	0	1	6	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	7984	4391	2636	1300	1025	1492	973	544	364	488	209	200	267	98	104	130	72	61	43	49	65	19	30	22	47	19	20	19	10	9	8	15	13	12	4	5	8	3	0	0	5	0	1	0	0	3	0	1	8	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north15_active	80	4003	2502	1509	548	522	911	594	299	178	298	97	109	168	39	54	76	36	37	20	27	38	9	17	13	23	12	9	14	5	6	5	8	7	9	2	2	5	3	0	0	4	0	1	0	0	2	0	1	7	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	7922	4257	2687	1357	1006	1515	999	506	352	463	214	206	269	86	107	133	85	54	38	49	56	18	34	17	37	19	18	10	11	9	9	12	10	16	4	4	8	2	0	2	6	0	2	0	0	3	0	1	2	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_active	80	3949	2398	1569	606	523	966	605	273	169	292	105	105	180	39	59	79	44	29	18	29	28	8	18	8	22	11	10	7	5	7	5	5	7	12	2	2	4	2	0	0	6	0	2	0	0	2	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	7866	4264	2703	1352	1007	1512	979	515	338	453	220	184	285	105	103	144	92	57	40	52	55	22	36	19	32	19	17	11	13	8	7	11	14	13	7	2	7	2	0	2	9	1	2	0	0	2	0	0	2	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north17_active	80	3964	2364	1580	636	531	994	581	281	148	292	105	86	177	57	57	88	48	31	22	30	30	7	20	10	20	12	8	7	7	6	2	3	10	8	5	1	5	1	0	0	9	1	1	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	7664	4096	2632	1318	999	1490	991	519	321	415	222	174	283	111	96	138	96	54	40	53	58	21	34	17	27	17	17	11	9	8	10	5	8	9	5	4	6	2	1	3	10	2	2	0	0	2	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north18_active	80	3848	2232	1495	649	532	966	588	289	144	262	113	81	187	66	57	82	46	24	22	31	33	8	17	7	16	11	12	6	5	3	4	1	5	5	3	3	5	1	0	0	10	1	1	0	0	1	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north19_all	80	7733	4150	2635	1268	1000	1485	999	516	309	410	252	170	326	112	94	136	109	66	34	60	68	23	29	13	30	15	17	20	7	4	9	11	15	7	4	3	3	3	1	2	9	5	1	0	0	1	0	1	6	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north19_active	80	3886	2227	1457	623	531	930	595	302	140	251	124	84	217	66	54	84	59	30	14	37	43	10	15	7	13	10	11	15	4	1	5	6	10	4	4	2	3	2	0	0	9	4	0	0	0	1	0	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north20_all	80	7748	4190	2657	1227	1018	1493	1017	504	309	428	239	157	347	118	88	141	113	68	40	67	75	23	30	14	39	20	13	16	7	5	9	10	14	4	5	2	2	3	2	1	9	5	1	0	2	2	0	1	9	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north20_active	80	3907	2275	1453	580	525	935	622	284	136	246	121	85	253	62	43	97	59	34	15	47	50	11	14	6	21	14	9	12	4	1	4	7	11	2	5	2	2	2	0	0	8	4	0	0	2	1	0	1	9	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south21_all	80	19781	4341	2010	2412	1390	731	643	615	826	277	208	234	204	141	122	74	79	55	39	26	69	64	26	12	29	13	10	12	9	13	10	5	10	6	2	3	5	2	2	2	2	2	4	1	1	1	0	1	2	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	12948	2440	1024	1484	798	361	324	368	517	139	95	132	126	81	74	36	34	31	21	9	41	40	11	8	13	10	6	7	6	7	4	4	8	2	2	2	1	1	1	0	1	1	3	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	19476	4241	2018	2375	1465	738	613	588	846	308	226	258	168	139	131	69	68	65	43	26	67	55	35	10	26	11	13	10	8	13	7	9	7	6	0	3	4	2	4	1	2	2	1	1	1	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	12718	2388	1023	1447	843	361	301	354	552	162	102	156	98	78	82	32	30	32	23	9	32	31	18	4	13	8	8	6	5	6	3	7	6	2	0	2	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	19393	4303	2004	2287	1450	716	602	611	820	311	224	260	173	128	116	74	57	51	58	25	69	57	35	11	27	11	12	6	8	10	8	10	5	2	2	4	3	2	2	1	2	2	1	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	12625	2415	1014	1362	853	361	299	377	538	162	105	161	93	68	76	31	29	22	27	12	37	33	17	5	13	7	5	4	3	5	3	8	4	0	1	3	3	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	19236	4338	2003	2232	1506	703	598	618	767	328	229	274	165	113	108	73	60	58	65	27	77	48	27	19	23	15	13	7	7	8	6	8	7	2	3	3	3	1	2	1	1	2	3	1	1	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	12531	2433	994	1288	890	375	317	380	502	171	112	165	86	62	62	32	32	26	31	13	41	27	14	10	14	7	6	3	3	3	3	6	4	1	1	2	3	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	19455	4274	2010	2237	1428	706	605	624	707	307	221	259	187	104	106	77	57	59	73	34	85	51	24	24	33	18	15	10	8	6	10	14	6	3	3	7	6	1	1	1	4	2	3	1	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	12669	2419	993	1296	823	372	325	399	452	152	124	149	94	53	55	35	29	25	37	14	55	31	12	11	20	9	6	6	3	3	6	8	2	1	1	5	4	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	19373	4216	2001	2276	1406	702	628	619	724	311	225	259	188	91	123	79	62	53	66	33	106	58	17	26	32	15	17	15	5	5	7	14	10	3	2	7	6	3	1	2	3	1	3	1	0	2	1	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south26_active	80	12662	2386	969	1346	816	353	343	390	467	162	122	138	103	42	57	37	29	24	34	15	80	38	8	12	22	8	8	9	3	2	4	6	4	1	0	6	3	2	1	1	0	1	0	0	0	2	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	19073	4269	2053	2226	1368	713	633	634	742	317	218	253	186	121	134	70	54	48	67	36	110	59	22	20	32	17	19	17	5	7	6	15	11	4	4	7	5	5	1	2	3	1	5	1	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south27_active	80	12471	2400	994	1361	755	339	329	397	473	171	113	135	108	55	66	27	24	20	40	19	80	33	12	7	24	10	7	10	2	2	5	7	5	2	0	6	2	2	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	19219	4301	2036	2207	1379	718	636	651	733	327	206	237	174	145	115	77	57	51	68	31	101	63	27	15	25	10	18	18	8	8	10	10	8	3	3	4	2	7	1	2	1	0	5	2	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0
0.03	south28_active	80	12640	2388	998	1358	746	333	321	399	470	176	98	126	95	73	55	29	21	19	36	18	77	29	12	8	18	7	9	9	6	1	8	6	4	2	0	3	1	2	1	1	0	0	5	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	18436	4305	2032	2175	1347	727	631	599	697	317	216	218	175	139	110	75	60	51	63	45	89	49	28	17	29	11	15	22	11	10	7	11	8	2	3	3	3	5	2	0	2	0	5	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	south29_active	80	12107	2389	985	1334	736	348	298	358	464	165	110	129	98	67	51	31	25	25	36	24	63	20	11	7	23	9	9	11	8	3	6	8	6	2	1	2	0	0	1	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	17586	4231	1950	2151	1284	749	616	531	634	279	214	206	163	132	109	68	58	51	51	51	62	51	32	20	29	15	12	21	14	10	6	13	4	3	2	2	3	4	3	3	2	1	5	3	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	south30_active	80	11386	2377	934	1297	723	367	297	296	414	139	116	128	92	64	50	29	25	28	28	22	41	23	13	9	21	11	9	10	8	4	5	8	4	3	1	1	0	2	2	1	0	1	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	19608	4275	1935	2241	1443	719	580	617	820	298	219	259	172	121	124	86	66	52	55	37	70	54	28	23	42	14	7	15	10	15	10	11	14	5	4	3	7	0	3	0	2	2	4	0	2	0	2	0	0	2	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	12739	2351	962	1381	818	365	319	365	505	162	105	168	98	68	65	48	28	25	37	13	51	31	12	12	32	6	2	12	7	7	6	4	2	2	1	2	3	0	1	0	0	0	3	0	1	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	19615	4248	1955	2213	1371	702	606	636	856	301	213	272	180	134	119	92	61	48	53	39	63	42	37	24	29	10	7	14	11	13	9	12	14	5	3	4	6	1	2	0	3	1	1	0	2	0	2	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	12829	2362	958	1386	759	353	334	368	553	167	104	168	101	78	66	46	25	22	35	14	36	18	14	14	20	4	3	10	6	7	6	4	4	2	1	2	4	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	19966	4314	2007	2203	1429	674	586	651	858	292	214	256	194	140	114	73	58	53	52	48	79	46	38	21	27	12	11	15	15	13	7	15	11	6	4	2	3	3	2	0	1	1	0	0	2	0	0	0	1	2	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	13068	2419	1007	1355	810	341	325	386	549	156	103	148	107	76	66	33	21	20	28	21	45	18	19	14	18	4	9	11	7	8	3	4	5	3	2	0	2	2	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	19600	4279	2002	2360	1400	699	615	675	807	280	222	243	184	128	117	70	48	58	55	46	92	46	34	18	37	14	13	7	15	8	6	11	12	3	3	4	3	5	4	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	12803	2401	1023	1480	822	356	351	409	519	141	110	140	100	59	70	32	21	24	24	19	56	23	19	11	26	5	11	4	5	4	1	2	6	2	2	3	2	3	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	19675	4272	2041	2403	1360	707	614	643	774	283	225	233	181	134	113	68	57	57	46	40	83	49	25	17	34	14	15	11	17	6	8	15	7	4	4	4	3	8	4	1	0	0	3	1	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	12814	2350	1021	1452	801	353	345	394	499	144	106	133	103	58	71	33	21	23	21	17	55	29	17	9	24	6	11	3	5	3	3	6	5	3	3	3	2	4	1	1	0	0	3	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	19560	4224	1978	2339	1375	704	641	638	745	288	223	222	184	130	107	77	55	54	46	46	72	56	25	21	37	21	12	10	15	4	13	16	6	4	5	10	1	6	3	1	2	0	3	1	0	0	1	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	12837	2346	980	1415	819	351	334	385	491	145	108	119	105	60	62	38	20	25	23	20	45	35	15	11	26	15	6	2	5	2	9	10	4	3	2	3	1	2	0	1	0	0	3	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	19270	4307	2032	2277	1365	714	627	610	775	309	204	250	162	124	98	83	58	47	54	42	74	54	23	19	36	20	10	11	14	5	10	19	8	5	8	11	0	5	1	1	2	0	3	0	1	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	12704	2400	993	1370	829	350	322	345	524	168	104	145	88	60	58	44	21	22	32	20	43	36	11	9	24	13	4	3	5	1	9	12	5	3	3	3	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	19187	4297	1999	2267	1394	707	592	627	786	298	184	244	163	117	134	87	62	45	72	43	84	59	29	26	39	20	12	8	9	6	13	14	16	7	6	7	3	11	0	3	2	0	1	1	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	12685	2371	988	1385	874	358	296	340	534	156	98	133	90	63	72	46	24	18	47	21	46	42	15	17	27	12	6	3	4	1	11	9	9	5	1	0	2	7	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	18897	4355	2016	2354	1433	665	596	647	808	295	189	250	152	133	139	94	67	50	64	40	89	48	30	27	40	14	16	7	7	5	9	9	22	7	6	4	4	7	1	3	1	0	3	1	1	0	0	0	0	3	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	12516	2416	980	1443	885	333	312	387	541	148	96	143	83	70	61	47	27	22	41	21	53	36	16	18	29	8	9	3	3	1	6	5	14	5	3	0	3	6	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	18242	4259	2041	2300	1368	679	612	614	747	299	189	232	174	138	142	101	67	52	59	40	74	47	26	27	27	12	17	9	5	5	12	6	19	6	5	3	4	7	3	2	0	0	3	1	2	3	0	0	0	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	11931	2362	1005	1435	816	322	330	367	458	156	102	125	90	76	59	56	26	23	35	17	44	31	14	16	22	6	8	4	2	1	6	5	13	5	4	1	3	6	2	2	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
