label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56
0.03	north1_all	80	54263	13175	13922	6964	4012	2723	2602	1263	1475	1008	499	443	291	494	213	152	240	126	96	97	77	55	30	33	26	17	17	14	13	9	6	7	8	6	3	4	5	0	2	1	0	1	3	1	0	1	1	0	0	0	1	0	0	0	0	0	0
0.03	north1_active	80	32356	6051	8507	3918	2153	1372	1539	624	869	531	216	212	124	307	107	68	172	68	38	53	34	22	15	20	15	10	9	4	9	3	5	2	6	3	2	2	2	0	0	1	0	1	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0
0.03	north2_all	80	56123	12924	14409	7136	4170	2766	2743	1381	1496	1019	527	447	307	513	209	152	252	138	102	110	78	44	30	37	24	20	20	15	14	7	5	3	12	9	5	3	3	0	1	1	0	0	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north2_active	80	33874	5937	8855	4064	2223	1430	1645	659	863	559	233	217	137	337	109	67	184	77	40	63	36	21	13	26	15	12	10	5	10	1	4	0	6	5	3	1	2	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_all	80	57157	13001	14496	7232	4158	2785	2773	1318	1514	979	507	439	336	509	215	147	249	155	92	93	76	42	35	36	32	20	23	15	13	11	7	2	14	6	4	2	2	0	2	1	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	34507	6005	8881	4148	2242	1456	1636	614	888	525	223	207	151	330	110	61	173	87	40	59	35	19	14	20	20	11	11	7	7	5	4	0	6	2	2	1	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	56882	12991	14793	7127	4104	2791	2694	1278	1509	1006	530	438	339	504	223	157	265	147	97	93	78	45	42	28	37	23	26	18	10	13	12	3	14	7	7	1	1	3	2	1	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	34387	5996	9045	4089	2215	1465	1605	600	853	544	240	220	158	335	114	63	174	89	51	56	42	24	17	13	25	16	10	7	4	5	8	1	6	2	3	0	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	57355	12898	14993	7145	4113	2742	2824	1243	1551	1044	497	411	324	502	235	158	257	144	94	80	75	39	36	35	44	28	23	13	10	14	14	2	10	4	6	2	1	4	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	34999	5926	9367	4090	2231	1404	1702	591	901	541	221	198	156	313	117	68	168	82	51	48	46	22	15	15	29	16	9	4	3	8	9	1	4	1	3	1	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	56855	12866	15327	7082	4040	2804	2831	1226	1503	1084	512	402	321	470	229	164	227	140	118	78	88	44	37	27	41	25	25	9	11	9	13	4	14	3	8	2	3	5	3	5	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_active	80	34549	5816	9594	4039	2193	1453	1747	599	885	582	233	186	145	279	118	71	140	79	55	43	60	23	17	16	23	14	11	2	3	5	9	3	5	1	5	1	1	5	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	56124	12963	15090	7021	4036	2826	2809	1228	1514	1069	510	432	326	506	223	169	245	145	126	91	81	43	38	39	38	25	19	13	11	11	7	5	17	5	6	4	7	2	1	5	2	6	1	0	0	0	1	3	0	0	1	0	0	0	0	0	0
0.03	north7_active	80	33962	5848	9477	4041	2134	1466	1715	601	886	582	224	193	147	308	112	82	154	74	56	55	54	24	16	23	19	9	10	3	3	4	4	3	8	3	4	3	5	2	0	5	2	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
