label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57
0.03	north6_all	80	35622	14897	17314	5462	3413	2494	1858	2631	2532	774	710	497	361	352	334	209	156	109	138	201	86	47	55	39	85	24	22	16	23	11	8	33	28	2	6	2	9	6	2	10	2	0	1	1	0	1	0	1	0	0	1	2	0	0	0	0	0	0
0.03	north6_active	80	13487	5252	14373	2075	721	667	677	2170	2224	182	404	188	108	188	244	84	39	22	91	175	53	5	37	20	84	20	7	2	20	2	3	30	26	0	3	2	9	6	1	9	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0
0.03	north7_all	80	36330	14965	18369	5515	3485	2490	1880	2771	2650	819	697	507	336	330	325	211	152	107	122	199	77	54	76	42	81	31	20	14	23	12	8	29	16	3	4	3	10	6	1	9	2	1	0	1	1	1	0	0	0	0	1	2	0	0	0	0	0	0
0.03	north7_active	80	14442	5519	15536	2183	720	715	700	2341	2376	184	409	200	96	182	242	93	40	26	79	173	45	7	56	23	79	25	4	3	18	1	3	28	13	0	2	3	9	6	1	9	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north8_all	80	36026	14884	17972	5509	3499	2549	1907	2658	2623	776	661	498	360	360	317	205	164	112	141	250	81	47	70	40	58	35	21	17	22	7	6	33	15	4	4	3	9	7	1	1	2	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north8_active	80	14065	5278	15059	2078	744	704	708	2204	2322	178	378	190	89	204	227	96	39	28	81	224	53	8	51	20	55	28	4	5	19	0	3	32	12	0	2	3	8	7	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_all	80	35778	14781	17201	5517	3534	2568	1915	2568	2431	766	699	484	370	352	294	211	154	114	124	194	79	51	54	34	45	31	23	19	18	8	8	17	12	8	2	2	5	2	2	0	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north9_active	80	13378	4936	14197	2003	744	719	692	2104	2130	167	373	194	79	192	196	88	35	28	65	167	56	12	37	12	39	26	5	7	13	2	1	14	9	0	0	2	4	2	2	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_all	80	35474	14451	16067	5405	3586	2530	1886	2386	2361	748	694	494	381	364	262	204	160	115	130	213	92	50	53	30	35	23	19	15	18	4	7	15	10	8	2	3	2	1	1	0	0	2	2	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	12513	4540	12979	1877	774	654	648	1893	2022	173	343	184	76	197	172	83	47	26	61	190	69	11	31	12	24	15	4	5	14	3	1	10	7	0	0	3	2	1	1	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	36740	14980	18887	5433	3460	2502	1874	2655	2652	772	662	507	389	321	416	204	133	117	129	263	101	56	70	31	102	60	10	19	42	10	7	13	7	3	2	2	12	3	3	2	1	3	0	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	14919	5477	16060	2186	765	753	704	2180	2344	202	366	196	99	179	314	85	43	26	83	234	72	11	49	18	95	49	0	5	37	1	3	13	5	1	1	1	11	2	0	0	1	3	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	36866	14934	18843	5360	3461	2505	1850	2672	2650	775	638	488	390	335	394	189	146	118	144	241	104	52	69	32	94	60	10	18	45	11	6	9	6	4	6	1	11	1	3	6	0	2	0	10	1	1	1	0	1	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	14967	5389	16049	2142	768	744	693	2202	2334	197	347	191	93	192	282	82	51	23	94	216	73	13	53	19	91	48	1	5	38	4	4	9	6	0	3	0	10	0	3	5	0	2	0	10	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	36500	14899	18046	5231	3494	2429	1815	2640	2555	744	639	503	399	316	381	198	147	129	130	130	99	58	54	41	95	62	11	17	40	10	7	11	9	5	6	3	13	0	3	8	0	0	0	10	2	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	14106	5148	15134	1927	766	662	627	2125	2240	168	321	186	86	166	287	81	47	28	86	110	70	13	41	22	91	52	2	5	34	6	3	9	7	0	2	0	13	0	3	7	0	0	0	10	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	35629	14811	17100	5327	3450	2468	1785	2560	2424	748	636	514	374	338	325	197	146	124	125	112	103	50	62	45	40	55	13	13	14	10	5	12	7	5	7	3	5	0	4	10	0	1	0	8	2	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	13133	4898	14084	1831	730	616	594	2057	2120	155	297	185	83	171	244	73	47	31	89	92	69	11	47	20	35	46	4	3	10	6	2	9	3	1	3	0	5	0	4	7	0	1	0	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	35296	14803	16757	5439	3415	2524	1827	2512	2597	766	651	510	356	358	321	187	169	107	124	164	96	59	57	48	55	56	16	19	11	9	5	17	18	6	7	5	3	3	2	10	0	1	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	12772	4791	13772	1887	697	657	578	2000	2268	159	312	177	70	173	231	62	54	23	86	145	62	13	45	22	48	45	5	7	9	5	1	12	14	1	3	2	3	2	2	6	0	1	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	35733	14809	17249	5477	3375	2512	1876	2581	2677	801	649	496	349	345	340	198	154	115	140	209	88	49	60	46	35	78	19	20	10	6	6	13	25	5	8	5	0	3	2	8	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	13424	5016	14394	2022	709	644	627	2102	2329	169	320	188	83	173	235	52	47	32	88	189	51	12	45	26	27	61	4	6	5	2	2	9	23	1	5	3	0	2	2	5	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	36344	15085	18082	5465	3478	2521	1964	2624	2758	808	651	460	334	335	412	186	160	130	143	245	77	47	57	41	57	61	17	25	15	3	9	6	29	5	7	5	2	3	1	5	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north17_active	80	14234	5403	15297	2090	724	702	699	2150	2433	174	339	189	96	178	284	60	53	26	91	216	48	14	47	24	47	44	5	9	11	3	4	3	29	0	5	3	2	2	1	4	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	36492	15013	17961	5285	3485	2518	1950	2593	2624	805	657	436	360	334	424	183	131	131	137	260	88	43	49	37	69	50	19	25	26	9	11	6	16	4	10	3	3	1	0	6	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north18_active	80	14253	5447	15219	2092	725	716	692	2121	2290	176	341	174	104	182	280	59	42	26	89	232	48	16	30	23	59	37	3	8	21	4	4	3	16	0	9	2	2	0	0	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	35916	14982	17041	5203	3568	2503	1963	2450	2467	811	604	423	359	321	399	179	136	131	141	224	82	52	57	39	69	37	19	23	23	12	11	7	8	3	10	5	5	0	1	2	0	0	0	0	1	1	5	0	3	0	0	0	1	0	1	0	1	0
0.03	north19_active	80	13446	5157	14175	1963	748	687	666	1955	2122	161	297	168	101	184	265	67	34	23	92	189	48	18	36	20	61	31	3	6	19	4	4	6	7	0	10	4	2	0	0	1	0	0	0	0	1	0	5	0	3	0	0	0	0	0	0	0	1	0
0.03	north20_all	80	35105	14827	16265	5122	3558	2498	1917	2362	2402	784	583	456	368	321	349	167	133	122	141	235	76	62	68	36	67	28	17	14	20	12	9	13	3	2	9	4	4	0	2	3	1	0	1	0	1	1	4	0	3	1	0	0	1	0	0	0	1	0
0.03	north20_active	80	12483	4891	13227	1850	727	643	599	1791	2036	158	292	169	87	184	223	64	21	25	98	202	41	21	42	16	59	22	2	4	17	2	3	10	2	0	8	4	1	0	0	1	0	0	1	0	1	0	4	0	3	0	0	0	0	0	0	0	1	0
0.03	south21_all	80	36397	15017	18764	5425	3431	2472	1862	2680	2925	767	731	508	343	352	426	186	134	111	137	199	93	54	57	37	94	35	21	16	18	5	5	3	5	5	8	2	7	3	0	4	2	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south21_active	80	14669	5556	16037	2148	695	727	701	2195	2635	179	394	191	105	191	333	84	46	21	92	177	72	18	39	24	90	21	3	0	11	3	0	2	5	2	4	2	6	1	0	4	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	36283	14987	18439	5424	3538	2495	1854	2686	2775	809	723	509	353	352	383	187	142	119	133	214	107	52	45	43	84	33	19	18	9	10	4	4	24	4	5	0	2	4	1	2	2	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south22_active	80	14448	5545	15692	2133	730	723	708	2198	2471	201	403	195	109	192	296	89	53	23	90	193	87	19	33	30	75	19	5	2	4	5	0	4	24	1	4	0	2	2	0	2	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	36326	15021	18672	5486	3609	2575	1812	2841	2777	771	725	498	373	367	350	208	140	129	128	246	91	48	38	48	40	51	20	17	6	18	4	7	24	5	6	0	6	2	1	3	2	2	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south23_active	80	14610	5533	15852	2150	759	728	685	2368	2475	190	407	198	110	206	270	94	53	22	86	224	72	14	26	33	33	37	6	2	3	9	0	4	24	2	5	0	6	2	0	3	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	36319	14915	18749	5527	3579	2515	1830	2897	2760	802	716	489	342	404	347	204	132	131	146	213	91	44	37	49	53	59	23	16	6	19	3	11	23	5	6	1	7	2	1	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south24_active	80	14764	5535	15945	2174	770	716	674	2415	2459	204	424	187	86	224	268	87	39	20	107	191	68	14	21	31	45	50	8	3	3	7	0	7	22	2	4	0	7	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	36281	14919	18938	5526	3567	2575	1866	2903	2875	816	738	505	333	375	383	187	123	125	137	225	78	46	45	45	59	62	16	15	8	18	3	19	4	8	6	5	9	1	1	3	1	0	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	south25_active	80	14668	5522	16148	2182	747	742	683	2406	2579	213	429	208	79	208	293	74	37	24	102	204	55	14	30	25	55	53	5	1	5	8	0	15	3	2	4	3	9	1	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	36190	14896	18885	5469	3473	2561	1891	3014	2651	800	725	483	339	392	398	173	143	128	150	234	97	52	61	34	112	69	16	17	6	11	3	15	11	8	6	9	5	1	2	7	1	9	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	14662	5458	16042	2135	703	749	671	2514	2357	222	423	195	77	210	305	65	35	26	114	216	71	15	49	11	105	59	6	2	5	2	1	13	10	1	3	3	5	1	1	6	0	9	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	36466	14932	18781	5435	3481	2557	1893	2924	2463	778	754	493	364	382	375	169	153	126	177	252	93	52	54	40	122	58	19	15	16	8	5	11	37	9	6	8	6	1	2	5	3	9	2	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	14670	5520	15889	2154	690	798	672	2415	2168	214	442	208	90	213	278	63	35	31	137	242	66	15	44	17	115	50	9	2	12	2	2	10	37	2	3	3	6	0	1	5	1	9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	36356	15082	18777	5436	3506	2556	1923	2804	2663	774	758	511	370	377	331	192	154	127	161	275	133	48	49	42	119	50	17	14	17	5	6	25	35	8	4	10	3	3	1	6	4	9	5	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	14650	5592	15956	2171	701	786	694	2320	2356	214	419	207	97	205	252	70	39	32	119	258	102	12	38	20	109	44	8	2	12	2	3	24	35	3	2	3	3	1	1	6	1	9	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	36385	15186	18886	5499	3484	2578	1951	2708	2756	766	762	524	375	360	332	201	150	124	156	262	123	42	30	48	104	70	15	16	23	6	7	21	32	4	3	5	2	3	1	1	3	13	5	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	14616	5668	16070	2180	713	781	699	2263	2434	213	434	196	96	216	249	74	45	31	117	244	93	9	17	28	95	67	5	2	15	3	3	20	31	3	1	0	2	1	0	1	1	13	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	36351	15203	18757	5524	3452	2563	1937	2750	2952	762	718	539	338	366	354	219	146	126	139	224	128	38	36	49	75	71	12	12	16	6	7	21	5	5	2	4	1	2	2	4	2	4	5	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	14527	5677	15959	2175	750	737	723	2286	2649	211	404	188	90	223	277	78	45	27	106	197	97	11	22	26	67	67	4	1	9	3	2	20	4	3	2	2	1	1	0	4	0	4	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	36293	14924	18773	5469	3506	2559	1844	2795	2935	774	710	505	362	368	387	196	143	129	144	294	63	50	61	38	82	38	18	15	14	7	6	15	46	5	4	8	11	4	2	12	1	1	2	1	0	7	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south31_active	80	14655	5536	16080	2190	739	773	698	2318	2606	204	387	194	92	202	283	85	39	30	98	274	45	13	49	19	78	34	1	5	13	0	1	12	44	0	0	8	11	4	0	10	0	1	1	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	36357	14983	18755	5533	3509	2592	1874	2800	2826	776	718	492	351	347	358	188	160	133	164	260	68	46	75	37	73	41	15	13	16	6	6	12	25	5	3	4	7	2	2	3	1	1	2	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0
0.03	south32_active	80	14693	5595	16066	2184	739	796	713	2301	2500	219	406	189	94	186	255	86	43	24	111	243	50	15	58	21	66	39	0	5	15	0	1	9	21	0	0	4	7	2	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	36170	15052	18621	5601	3600	2584	1933	2931	2891	753	714	510	352	345	372	193	167	123	142	238	72	42	71	23	86	37	19	12	17	9	6	13	31	4	3	3	6	3	3	18	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0
0.03	south33_active	80	14503	5728	15897	2253	811	786	725	2449	2577	204	410	203	93	191	283	92	42	19	86	221	56	14	51	11	77	36	1	2	16	0	2	9	27	0	0	2	6	3	1	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	36477	15063	18355	5489	3644	2578	1918	2842	2786	765	715	516	333	357	377	189	166	128	143	187	84	45	73	29	91	56	21	13	29	7	7	10	29	1	1	3	7	2	4	16	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0
0.03	south34_active	80	14718	5768	15595	2190	779	787	724	2362	2475	193	409	214	93	209	295	79	42	21	91	164	60	13	47	17	78	54	1	2	28	0	2	6	27	0	0	1	7	2	3	16	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	36305	14978	18252	5455	3647	2551	1917	2765	2676	752	700	516	344	350	386	162	161	132	146	192	96	40	61	34	78	70	23	14	18	8	9	10	26	2	2	3	3	4	6	16	0	0	5	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south35_active	80	14570	5650	15511	2194	749	759	713	2285	2394	188	374	220	96	199	284	68	42	24	106	172	76	13	44	16	67	67	1	3	17	1	3	8	24	0	0	1	3	3	4	16	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	36220	15058	18365	5339	3656	2549	1907	2739	2875	765	729	487	351	346	367	172	161	137	157	171	117	42	66	36	80	57	19	16	18	11	11	12	18	2	1	3	6	7	5	1	0	1	4	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
0.03	south36_active	80	14512	5615	15572	2118	703	745	704	2219	2577	205	397	206	105	198	258	73	45	31	119	153	91	11	50	17	69	54	2	4	17	2	2	9	17	0	0	1	6	6	3	1	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	36247	15109	18554	5333	3594	2538	1950	2636	2836	780	754	482	376	333	383	174	163	119	152	210	130	43	59	40	73	60	22	24	23	11	14	9	11	3	4	5	6	5	3	4	0	1	5	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0
0.03	south37_active	80	14633	5561	15763	2096	698	777	703	2137	2529	213	414	208	107	186	275	71	44	25	122	196	99	9	47	22	63	54	4	6	21	2	5	6	10	1	0	4	5	4	1	4	0	1	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	36203	15199	18600	5445	3463	2524	1933	2596	2876	789	758	486	389	347	340	175	168	116	156	211	119	42	67	41	93	41	20	23	14	9	16	17	9	4	6	8	7	4	4	5	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0
0.03	south38_active	80	14576	5672	15834	2129	716	756	678	2106	2563	212	401	211	117	193	262	75	42	26	120	194	89	10	51	21	82	36	6	5	11	1	8	11	7	2	2	6	5	3	1	4	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	36303	15192	18560	5373	3487	2555	1977	2654	2694	799	739	505	388	343	359	171	162	110	133	228	113	39	63	38	75	34	19	19	19	9	14	17	11	4	8	8	3	1	2	5	0	3	2	1	1	1	1	1	1	0	0	0	0	3	0	0	0	0
0.03	south39_active	80	14644	5751	15856	2048	744	738	719	2184	2410	212	391	206	122	196	280	68	46	24	99	208	86	10	48	20	66	26	5	4	16	2	8	12	9	2	4	6	1	0	0	4	0	3	1	1	0	1	1	1	0	0	0	0	0	3	0	0	0	0
0.03	south40_all	80	36148	15140	18378	5464	3447	2569	1959	2585	2755	777	715	513	379	352	342	178	155	107	140	183	99	33	66	38	109	47	18	19	18	6	13	21	8	2	7	7	2	1	2	2	1	3	7	1	1	0	1	4	0	0	0	0	0	3	0	0	0	0
0.03	south40_active	80	14597	5729	15723	2129	773	725	700	2112	2459	200	366	188	116	195	273	74	46	27	104	158	79	11	54	19	101	38	6	6	14	2	7	15	6	1	5	5	1	0	1	1	1	3	6	1	0	0	1	4	0	0	0	0	0	3	0	0	0	0
