label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91
0.03	north9_all	80	5632	4304	2755	1761	1593	638	1047	412	374	511	462	237	139	156	109	115	107	123	80	78	54	86	88	41	41	89	31	32	19	24	20	16	17	8	16	12	7	8	6	8	9	7	7	16	3	3	10	3	5	4	5	1	0	8	1	0	0	1	5	1	1	0	2	0	2	1	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
0.03	north9_active	80	2650	2495	1623	1012	1011	317	671	184	194	320	279	119	72	90	59	59	58	81	43	37	30	55	55	22	22	69	16	17	8	12	6	8	11	4	3	8	4	4	3	5	6	6	6	10	3	2	7	1	2	2	4	1	0	1	0	0	0	0	5	0	0	0	1	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north10_all	80	5738	4383	2915	1820	1707	663	1078	407	379	531	487	247	153	165	112	120	103	133	76	74	58	80	109	39	36	88	33	34	25	21	20	23	26	12	17	14	5	8	8	8	7	8	10	5	4	4	13	4	6	4	4	0	1	8	0	0	0	1	5	1	1	1	1	0	2	1	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	north10_active	80	2685	2576	1734	1072	1048	344	692	175	196	332	294	121	75	92	57	58	61	86	38	36	35	51	68	16	20	59	20	21	12	11	6	16	17	6	5	9	1	2	3	4	4	7	6	1	3	2	9	1	2	2	3	0	1	2	0	0	0	0	5	0	0	1	0	0	1	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north11_all	80	5856	4548	3160	1855	1759	710	1132	386	356	473	418	243	159	149	100	106	118	129	82	72	66	87	129	50	58	64	24	29	20	22	13	31	21	8	5	9	6	8	6	8	7	1	6	11	5	2	4	8	2	1	1	3	0	1	6	0	0	2	9	2	2	1	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	2770	2711	1973	1137	1091	357	740	180	177	295	251	117	69	63	53	58	61	71	41	36	36	62	76	27	31	46	7	15	9	14	9	23	12	2	4	6	5	3	5	4	3	1	4	9	3	0	2	2	0	1	1	1	0	1	6	0	0	1	6	1	2	1	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	5900	4449	2990	1804	1718	702	1053	386	349	492	404	245	160	148	115	95	108	118	81	69	74	86	107	38	55	58	18	33	23	23	21	39	18	8	13	4	7	8	4	8	6	2	4	7	5	1	3	2	2	0	2	3	0	0	5	0	0	2	6	2	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	2766	2651	1825	1092	1064	357	688	173	173	307	221	132	68	56	57	50	62	60	40	29	44	56	60	21	36	37	6	17	11	15	10	30	13	4	9	3	6	3	2	4	3	1	4	6	4	0	2	0	0	0	2	1	0	0	5	0	0	1	3	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5834	4273	2789	1807	1632	693	1004	381	366	500	413	227	155	137	115	88	99	118	86	82	70	69	108	35	45	63	21	31	21	29	25	39	22	10	11	6	6	7	6	4	5	4	3	3	4	2	3	5	3	1	2	2	0	0	8	0	2	1	6	2	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	2735	2518	1680	1071	1030	339	631	166	183	306	245	128	71	51	64	43	59	68	39	37	39	41	68	19	25	42	8	18	10	17	9	31	16	5	8	3	3	3	4	3	2	2	3	0	3	0	3	1	1	0	2	2	0	0	8	0	1	1	3	1	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	5808	4128	2747	1702	1610	646	960	376	373	463	453	249	164	128	126	87	99	98	81	63	60	60	103	34	46	62	21	38	15	31	26	31	20	8	10	5	6	6	4	4	3	4	6	5	2	2	5	4	2	1	1	2	1	1	5	0	2	2	1	3	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	2695	2449	1636	1017	1048	326	589	157	170	297	262	138	70	53	64	40	58	53	40	31	34	32	67	16	23	43	10	21	7	17	10	23	10	3	6	2	3	3	2	3	1	1	4	1	1	0	5	1	2	0	1	2	1	0	5	0	1	1	0	2	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	5716	4155	2650	1673	1539	646	996	366	374	463	443	249	155	129	133	88	109	111	82	69	59	50	100	36	41	55	20	30	14	27	23	23	19	9	7	6	7	7	7	4	7	4	7	9	1	2	5	4	2	2	0	2	1	1	4	0	2	4	10	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	2673	2458	1591	993	994	324	610	146	169	279	247	146	74	47	72	39	58	66	43	32	31	31	66	14	20	35	9	15	5	16	8	15	7	5	5	2	4	3	4	3	5	2	4	4	0	0	5	1	2	1	0	2	1	0	4	0	1	3	7	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	5740	4342	2703	1648	1529	643	1019	383	372	452	471	263	160	143	135	84	101	119	70	62	63	64	100	46	45	48	19	31	17	30	27	25	17	6	6	7	6	6	5	5	8	3	9	8	2	4	5	4	5	2	0	1	3	1	2	0	0	5	10	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2679	2536	1643	977	983	311	605	158	163	275	250	154	68	61	62	39	54	63	32	39	40	41	73	16	26	31	9	18	9	20	14	16	3	2	5	2	3	3	2	4	6	2	4	4	0	1	5	2	2	2	0	1	1	0	2	0	0	2	8	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	5761	4492	2835	1707	1659	652	1010	391	345	473	459	254	167	143	141	83	91	118	66	63	64	81	103	44	37	62	24	21	24	26	31	25	19	7	8	8	8	7	4	3	11	7	8	9	2	4	2	6	4	3	1	1	2	2	2	0	0	5	11	1	0	0	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2799	2657	1719	1027	1058	304	588	155	165	278	247	138	76	63	66	37	44	66	32	38	42	60	79	15	20	42	14	9	10	16	18	13	9	2	7	3	4	3	2	2	8	3	3	5	0	3	2	4	1	2	0	1	0	2	2	0	0	2	9	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	5899	4599	2961	1813	1732	682	1069	411	343	514	497	255	154	134	125	91	95	125	70	81	69	94	113	48	43	70	28	25	22	26	28	34	24	7	7	9	8	10	8	5	12	7	10	5	2	5	2	5	5	2	4	3	3	8	2	0	0	4	3	1	0	0	2	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	2846	2743	1813	1123	1097	321	601	168	167	307	302	144	65	66	59	46	51	71	33	53	41	73	82	15	23	49	15	13	7	14	18	22	18	0	5	2	3	5	2	5	8	4	4	3	0	3	2	4	1	1	3	3	0	3	2	0	0	2	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_all	80	5860	4749	3140	1879	1850	699	1125	398	363	555	500	255	151	116	123	103	104	125	73	86	71	97	115	39	49	76	31	27	24	27	25	41	23	5	6	10	10	10	8	5	10	8	13	6	2	4	2	5	3	1	5	2	2	8	1	0	0	2	3	1	1	0	2	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_active	80	2862	2914	1970	1168	1168	323	678	167	189	323	322	147	69	55	63	52	54	71	36	53	43	71	74	14	34	54	16	13	9	15	18	24	21	0	4	3	4	5	4	4	6	5	3	4	0	2	2	4	1	0	4	2	0	3	1	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_all	80	5905	4668	3129	1921	1851	690	1141	414	379	565	498	263	137	127	113	113	116	133	82	87	67	92	100	36	39	87	27	27	20	24	27	40	31	7	10	10	8	11	9	4	8	8	12	6	2	2	1	2	2	0	5	5	2	8	2	0	0	2	3	2	1	0	2	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_active	80	2868	2889	1964	1197	1165	312	704	185	187	316	336	158	67	53	57	61	57	79	40	49	40	64	58	14	26	64	13	14	12	15	21	19	26	0	6	3	3	7	4	3	4	6	3	5	1	1	1	2	1	0	4	5	0	3	2	0	0	2	2	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south21_all	80	10675	4598	1797	1070	1493	1243	503	480	364	611	266	293	213	148	217	103	81	101	137	80	44	83	25	35	56	22	18	38	31	32	18	29	11	7	10	6	12	6	14	13	6	4	7	5	4	5	8	3	1	1	3	1	2	0	1	12	1	1	1	3	0	4	1	0	1	2	1	1	0	0	1	0	1	2	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0
0.03	south21_active	80	6683	2754	900	500	920	798	238	239	193	408	148	168	107	82	129	46	36	48	95	46	18	58	14	15	36	10	5	28	21	19	11	15	7	3	6	3	12	3	13	6	2	3	2	3	3	4	7	2	1	0	2	0	2	0	1	5	0	0	1	1	0	2	0	0	1	1	1	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south22_all	80	10170	4443	1745	1068	1319	1194	485	476	359	629	248	293	238	139	193	101	79	95	123	73	50	83	36	38	55	26	12	38	32	30	22	29	10	9	12	7	12	8	13	16	6	4	7	6	2	7	9	6	2	2	2	1	0	0	0	0	2	0	0	4	0	3	1	0	0	1	1	0	0	0	0	0	1	2	1	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0
0.03	south22_active	80	6286	2600	847	511	827	749	228	253	196	411	122	167	126	78	116	44	31	45	84	39	24	59	16	15	35	11	3	24	19	16	13	16	8	5	7	3	10	4	10	7	3	3	2	5	1	4	6	3	2	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0
0.03	south23_all	80	10545	4460	1758	1084	1399	1186	487	456	373	618	234	277	229	128	188	100	83	94	125	79	54	81	41	47	61	28	17	46	31	47	23	32	13	9	13	7	7	12	6	18	5	6	5	7	1	16	6	8	2	2	2	1	0	0	0	2	3	0	1	2	0	3	0	0	1	1	2	2	0	1	0	0	0	2	1	0	0	0	0	1	1	0	1	0	2	0	0	2	0	0	0	0
0.03	south23_active	80	6538	2656	866	520	882	741	224	240	197	407	119	162	124	69	107	42	33	52	77	37	21	52	20	21	39	7	6	25	13	33	15	16	9	6	7	4	5	6	3	7	3	5	1	5	0	12	3	3	2	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	2	0	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0
0.03	south24_all	80	11135	4736	1794	1104	1472	1256	477	443	374	615	246	270	230	147	185	113	91	99	144	75	70	87	48	52	56	28	23	49	37	54	27	32	18	7	10	8	10	10	8	17	4	5	4	5	3	15	2	7	2	9	0	0	1	0	2	3	2	0	1	2	0	1	0	2	1	1	1	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0
0.03	south24_active	80	6962	2920	912	531	933	803	228	224	195	389	119	164	124	81	107	47	37	50	82	30	33	58	25	24	33	9	10	24	15	38	16	14	12	5	4	3	7	6	1	7	3	2	1	4	1	11	0	3	2	2	0	0	1	0	2	1	1	0	1	1	0	0	0	2	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
0.03	south25_all	80	10917	4480	1775	1075	1422	1223	501	442	371	542	245	243	203	140	199	115	102	95	142	69	71	101	43	60	62	27	32	51	36	58	30	34	14	7	8	7	10	12	9	13	0	4	3	5	4	15	4	6	3	10	0	0	1	0	3	3	2	0	1	1	1	0	0	2	1	3	2	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south25_active	80	6733	2744	881	525	883	769	237	213	189	342	125	150	100	77	108	50	41	47	82	29	38	72	22	31	39	10	15	27	15	40	20	15	7	3	4	2	7	8	4	4	0	2	1	4	2	11	0	2	2	4	0	0	1	0	2	1	0	0	1	1	0	0	0	2	0	0	1	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	10123	4203	1682	1118	1327	1118	506	414	337	520	234	236	176	153	214	109	93	99	134	71	65	97	36	54	55	30	26	41	36	49	30	25	14	9	9	8	9	9	9	10	1	3	3	0	4	11	4	3	3	10	0	1	1	1	5	2	2	0	1	2	2	0	0	2	0	3	2	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	6065	2523	838	529	806	690	223	197	157	317	120	139	85	78	116	51	40	46	83	35	34	73	16	24	34	13	12	22	18	31	21	11	7	4	3	4	5	8	4	4	0	1	0	0	2	8	1	2	2	4	0	0	1	1	3	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	9181	3857	1645	1124	1220	1012	485	406	317	505	208	222	175	137	203	96	90	97	122	56	58	87	32	44	40	28	23	41	35	37	23	21	8	11	10	9	7	9	6	16	4	3	4	1	2	1	4	2	3	3	0	2	1	3	6	0	1	0	0	1	4	0	0	2	0	3	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	5405	2245	787	545	754	597	210	186	141	301	99	122	85	71	111	47	39	47	80	28	27	69	17	19	24	14	11	22	19	22	17	10	3	5	5	4	2	5	5	10	3	1	1	1	1	0	1	1	2	3	0	0	1	2	3	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	9467	4135	1684	1148	1356	1046	488	436	323	552	217	246	192	139	230	102	88	103	126	58	52	79	41	36	39	34	20	33	46	37	13	20	14	10	9	12	10	8	5	13	4	2	6	4	1	2	4	2	0	1	0	3	2	3	4	0	1	0	0	1	4	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	5673	2424	849	528	842	621	214	207	136	338	113	136	108	73	127	50	41	54	82	34	22	56	22	13	20	15	8	9	30	23	10	12	6	4	5	8	5	4	5	10	3	1	1	3	1	1	3	0	0	1	0	1	1	2	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	10376	4468	1801	1134	1463	1201	489	459	346	620	216	269	207	148	221	101	83	100	138	67	50	66	43	32	58	36	22	32	55	42	14	20	15	10	11	11	11	9	4	13	4	3	7	5	3	5	2	4	1	1	0	2	2	5	4	2	1	0	0	0	4	5	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	6385	2674	943	522	929	738	219	228	153	394	111	150	125	82	126	50	36	52	90	44	19	35	22	12	30	13	9	11	32	22	10	12	7	3	6	7	6	4	3	11	4	1	3	3	2	3	2	0	1	0	0	1	1	4	2	0	1	0	0	0	2	4	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	11231	4838	1849	1122	1573	1315	492	505	369	680	231	309	243	164	227	112	91	111	155	66	60	77	52	46	63	37	23	40	56	65	22	34	18	8	9	11	12	9	5	10	1	3	6	5	3	8	5	4	1	3	0	1	3	2	3	4	1	0	0	0	2	5	0	1	2	4	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	6944	2946	979	481	1003	827	226	256	166	453	119	179	146	84	123	62	40	52	105	40	24	39	24	18	34	13	9	16	33	41	12	12	8	2	2	8	6	2	4	7	1	1	3	3	2	6	2	1	1	2	0	1	2	2	2	2	1	0	0	0	1	4	0	0	2	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	9976	4316	1763	1029	1363	1166	468	436	334	557	243	256	207	163	180	119	74	83	120	62	54	91	31	41	36	19	25	43	39	47	23	24	20	10	8	7	4	8	7	11	9	8	2	4	5	6	4	1	1	1	4	3	2	2	2	3	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	south31_active	80	6095	2557	856	464	818	699	231	210	166	328	122	146	106	74	112	64	36	39	75	38	26	59	12	24	20	12	8	25	17	32	12	15	9	4	5	2	1	6	6	8	3	3	2	2	1	1	3	0	0	0	3	2	1	2	2	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south32_all	80	9806	4266	1734	1019	1396	1124	471	400	336	548	240	269	195	177	167	113	81	86	130	62	54	94	39	40	42	22	23	40	35	37	17	32	20	8	9	6	9	10	11	12	4	6	2	2	5	7	5	3	0	1	4	3	3	1	3	2	0	1	2	1	2	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	south32_active	80	5869	2560	839	467	797	651	245	182	166	318	117	162	103	89	103	64	37	42	82	38	27	54	15	22	23	14	9	20	23	17	8	23	10	3	5	1	6	6	9	9	1	3	2	0	3	1	3	1	0	0	4	2	2	0	2	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south33_all	80	10185	4368	1783	1007	1410	1176	468	405	346	587	255	301	200	182	182	116	90	97	151	59	52	74	37	32	48	21	28	37	37	42	20	24	24	8	9	10	12	11	9	8	4	4	4	5	4	8	4	3	0	1	4	1	3	2	2	2	1	3	2	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
