label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38
0.03	north6_all	80	1437	660	482	348	125	96	195	55	47	37	53	34	44	7	17	6	4	4	5	4	7	0	3	1	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	693	346	260	175	54	45	122	20	29	23	33	24	26	3	7	1	3	1	2	1	5	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	1457	676	487	370	137	91	184	56	44	40	50	43	52	7	14	6	6	5	2	5	15	0	3	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	706	332	265	195	66	42	116	22	26	25	31	33	25	3	5	1	5	3	0	2	14	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	1470	682	517	348	150	94	187	53	50	44	47	48	55	5	16	4	11	6	5	4	11	0	1	3	0	2	1	0	6	1	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	725	345	293	196	69	46	122	28	26	24	25	33	31	4	6	1	7	3	2	2	11	0	1	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	1465	648	553	321	146	96	191	60	45	38	43	45	72	12	21	8	10	7	6	3	11	1	2	4	0	2	2	0	5	0	2	0	0	0	0	0	0	0	0
0.03	north9_active	80	706	337	327	191	84	43	129	34	21	20	21	28	53	9	8	8	5	3	4	2	11	0	0	3	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	1505	636	531	310	140	98	205	65	44	29	36	55	66	14	19	14	10	5	5	2	2	4	2	4	1	3	8	0	5	0	2	0	0	1	0	0	0	0	0
0.03	north10_active	80	720	349	309	176	75	45	144	39	20	16	20	34	55	9	8	9	5	1	4	1	2	2	0	3	0	1	4	0	5	0	1	0	0	1	0	0	0	0	0
0.03	north11_all	80	1525	705	507	346	154	114	207	51	45	38	43	52	28	11	7	9	4	3	3	4	3	2	10	0	1	0	6	1	1	1	0	0	2	0	0	0	0	0	0
0.03	north11_active	80	718	338	295	218	76	53	127	22	25	24	28	44	21	3	6	3	3	2	2	0	0	0	3	0	1	0	5	0	0	1	0	0	2	0	0	0	0	0	0
0.03	north12_all	80	1542	669	518	332	151	114	211	49	53	37	35	52	30	9	10	4	6	2	1	4	9	1	1	0	2	0	9	1	0	1	4	0	2	0	0	0	0	0	0
0.03	north12_active	80	716	330	306	205	75	54	134	24	27	24	23	45	24	2	9	1	5	2	0	0	2	0	0	0	1	0	5	0	0	1	0	0	2	0	0	0	0	0	0
0.03	north13_all	80	1552	692	501	325	152	114	214	53	48	34	24	45	28	11	7	9	5	2	1	5	7	1	0	1	1	1	9	0	0	2	5	0	2	0	0	0	0	0	0
0.03	north13_active	80	707	350	291	203	75	47	137	21	27	20	13	37	20	2	5	6	3	2	0	1	2	0	0	1	0	0	5	0	0	1	1	0	2	0	0	0	0	0	0
0.03	north14_all	80	1514	707	477	308	148	103	213	63	49	32	23	49	39	10	8	10	5	1	2	3	10	1	0	1	1	1	5	0	0	1	5	0	0	0	0	0	0	0	0
0.03	north14_active	80	690	378	272	184	68	44	139	21	28	17	15	37	23	1	5	6	2	1	0	1	5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_all	80	1503	721	455	301	137	102	179	59	45	34	29	37	45	15	12	11	3	2	1	4	9	0	0	3	1	1	6	0	0	1	9	0	0	0	0	0	0	0	0
0.03	north15_active	80	710	379	268	172	60	43	111	22	24	19	18	20	21	6	3	8	1	1	0	3	7	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
0.03	north16_all	80	1505	725	474	315	131	104	190	55	50	35	32	48	40	15	14	8	4	3	1	4	6	0	3	2	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0
0.03	north16_active	80	712	373	294	171	57	49	116	21	27	19	20	24	19	9	2	4	1	2	0	4	6	0	3	1	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0
0.03	north17_all	80	1519	694	530	316	132	99	196	45	45	42	38	56	32	17	16	7	5	4	5	4	7	0	4	3	1	1	6	1	0	0	4	0	0	0	0	0	0	0	0
0.03	north17_active	80	718	359	308	179	63	51	128	20	21	24	23	28	10	9	4	4	2	3	1	4	4	0	3	2	1	1	3	0	0	0	3	0	0	0	0	0	0	0	0
0.03	north18_all	80	1496	707	533	318	124	97	198	42	49	36	43	55	25	16	15	5	7	6	4	2	7	0	4	2	1	1	5	1	0	0	3	0	0	0	0	0	0	0	0
0.03	north18_active	80	674	364	306	188	56	49	138	20	25	18	30	32	15	9	6	3	4	4	1	2	0	0	3	2	1	1	3	0	0	0	3	0	0	0	0	0	0	0	0
0.03	north19_all	80	1495	700	513	296	116	94	177	42	41	37	43	42	33	11	11	3	6	6	5	1	10	0	4	1	1	1	4	2	1	0	1	0	0	0	0	0	0	0	0
0.03	north19_active	80	663	365	273	170	60	46	123	17	23	21	29	27	19	5	4	2	3	5	2	1	2	0	3	1	1	1	3	1	1	0	1	0	0	0	0	0	0	0	0
0.03	north20_all	80	1464	750	517	282	108	96	155	51	41	35	47	40	40	8	10	5	7	7	4	0	13	0	3	3	0	0	6	1	1	0	1	0	0	0	0	0	0	1	0
0.03	north20_active	80	660	382	294	165	49	45	98	26	21	21	29	24	26	5	7	1	4	3	3	0	7	0	3	3	0	0	5	1	1	0	1	0	0	0	0	0	0	0	0
0.03	south21_all	80	1657	636	542	905	155	83	333	66	147	38	25	15	10	13	11	9	9	8	3	1	3	1	8	4	3	1	3	1	0	2	0	1	0	0	0	0	0	0	1
0.03	south21_active	80	851	298	307	594	69	33	228	30	88	26	13	8	6	3	5	5	4	5	1	1	1	1	8	3	3	0	3	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	1553	622	517	809	146	100	269	63	114	29	23	16	9	12	14	7	10	7	3	1	4	0	7	3	2	2	1	1	0	2	0	1	0	1	0	1	0	0	1
0.03	south22_active	80	766	286	286	526	59	36	191	32	58	16	14	9	6	2	6	3	5	6	1	1	2	0	7	2	2	1	1	0	0	2	0	0	0	1	0	1	0	0	0
0.03	south23_all	80	1520	602	500	651	144	104	281	74	78	34	20	16	6	7	6	6	9	10	2	2	7	2	4	2	0	2	1	1	0	0	0	1	1	1	0	1	0	0	0
0.03	south23_active	80	724	253	278	413	64	45	190	42	44	18	9	7	4	1	3	3	5	3	1	2	2	1	4	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0
0.03	south24_all	80	1570	587	494	692	142	104	274	71	85	25	25	11	13	5	9	5	8	10	3	3	8	2	2	1	0	2	0	1	0	0	0	0	1	1	0	1	0	0	0
0.03	south24_active	80	778	266	290	460	64	48	180	38	50	12	8	4	7	2	4	3	5	3	2	1	3	1	2	0	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0
0.03	south25_all	80	1616	592	525	800	137	96	266	74	116	35	29	14	16	4	7	6	7	30	1	3	6	3	3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	south25_active	80	837	275	315	554	60	46	148	39	80	14	11	7	9	1	4	3	5	24	1	1	2	1	3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	south26_all	80	1607	608	605	893	141	91	323	81	120	38	28	14	19	7	8	5	4	27	2	5	3	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	842	299	366	632	63	42	204	44	83	14	18	9	12	3	4	2	3	24	2	3	2	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	1635	605	617	1046	143	93	352	81	159	42	28	15	17	7	9	4	4	31	2	3	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	838	306	365	713	66	47	238	49	116	13	18	10	11	2	3	1	3	27	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	1608	640	635	1093	142	94	356	89	163	38	32	18	12	9	10	4	3	22	2	2	1	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	south28_active	80	813	322	370	715	73	47	241	54	121	12	19	12	7	4	2	0	1	16	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south29_all	80	1641	599	570	1131	133	103	358	76	172	35	27	22	10	8	10	6	6	15	4	3	0	2	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	south29_active	80	805	305	313	744	67	48	250	42	128	13	10	10	5	3	1	2	3	10	3	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south30_all	80	1649	633	568	1074	128	99	362	84	163	32	25	19	7	8	6	6	8	12	5	3	0	3	1	1	1	2	0	0	0	1	1	0	1	0	0	0	1	0	0
0.03	south30_active	80	796	323	331	690	62	40	222	45	117	12	6	7	3	3	1	3	2	9	4	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	south31_all	80	1524	629	514	650	158	93	212	77	99	33	26	10	13	8	4	9	5	7	2	2	4	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	south31_active	80	749	295	306	420	76	40	144	40	59	13	12	3	4	2	3	5	2	5	2	1	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	1552	620	502	665	150	103	221	78	93	33	20	14	11	10	4	9	4	8	4	2	3	0	1	2	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0
0.03	south32_active	80	763	278	287	420	71	42	154	39	54	14	8	5	2	3	2	6	1	6	2	1	3	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	1534	621	504	673	148	100	235	70	88	30	11	17	12	12	6	5	4	10	4	2	3	1	1	1	7	0	1	1	0	1	1	0	0	0	0	0	0	0	0
0.03	south33_active	80	749	279	269	442	71	39	153	33	49	15	3	5	6	5	3	3	0	8	2	1	2	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	1615	600	477	660	145	103	251	54	94	30	15	18	15	9	8	2	5	9	5	1	2	3	1	1	7	0	1	0	0	1	1	0	0	0	1	0	0	0	0
0.03	south34_active	80	787	276	262	434	68	44	162	34	51	15	7	8	9	4	4	1	0	7	3	0	1	2	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south35_all	80	1615	611	501	654	123	92	236	59	96	29	18	14	10	9	7	3	4	21	5	2	1	6	0	0	4	3	1	0	0	1	1	0	0	0	1	0	0	0	0
0.03	south35_active	80	762	277	286	440	58	37	164	40	54	15	10	7	7	5	4	2	0	18	2	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south36_all	80	1629	623	550	852	126	90	271	65	124	32	22	15	7	10	6	4	6	25	4	3	1	6	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south36_active	80	775	295	340	571	60	38	190	44	79	16	13	10	6	5	4	2	0	22	3	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south37_all	80	1642	651	556	1020	127	92	269	75	143	39	22	13	7	14	3	3	4	30	4	4	2	4	5	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south37_active	80	815	318	337	687	59	36	197	52	98	22	12	8	5	6	3	2	0	27	3	1	2	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south38_all	80	1646	647	579	1196	141	101	288	80	157	40	25	13	10	15	8	3	4	27	2	3	2	2	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	834	325	353	817	62	44	207	51	108	21	16	7	5	5	2	2	0	26	1	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	1685	628	597	1162	154	91	322	82	138	39	22	11	15	10	9	4	3	22	0	2	3	1	5	2	2	0	0	0	0	0	3	0	1	0	0	0	0	0	0
0.03	south39_active	80	851	314	372	800	69	46	232	59	97	23	14	5	8	3	0	2	0	21	0	1	3	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south40_all	80	1631	601	562	1064	147	89	329	80	138	38	23	14	17	5	12	5	2	15	1	0	4	1	5	3	3	0	0	0	0	0	3	1	1	0	0	0	0	0	0
0.03	south40_active	80	823	301	347	721	59	55	238	55	92	20	13	6	7	0	1	3	0	14	0	0	3	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
